
[00:00:00.000 --> 00:00:02.000]  大英姐妹晚安
[00:00:02.000 --> 00:00:06.000]  我簡單介紹一下自己
[00:00:06.000 --> 00:00:11.000]  我叫朱莉鳳傳道
[00:00:11.000 --> 00:00:13.000]  可以叫我Stella
[00:00:13.000 --> 00:00:16.000]  大家可能不是很熟悉我
[00:00:16.000 --> 00:00:20.000]  但我對於恩福來說不是新人
[00:00:20.000 --> 00:00:22.000]  其實恩福是我的母會
[00:00:22.000 --> 00:00:24.000]  十多年前我被呼召
[00:00:24.000 --> 00:00:25.000]  全時間侍奉
[00:00:25.000 --> 00:00:27.000]  都在恩福那裡侍奉
[00:00:27.000 --> 00:00:32.000]  我在2016年至2020年
[00:00:32.000 --> 00:00:35.000]  被教會差遣到德國宣教
[00:00:35.000 --> 00:00:38.000]  為什麼大家可能不太熟悉我呢?
[00:00:38.000 --> 00:00:41.000]  因為我少在廣東話課講道華
[00:00:41.000 --> 00:00:44.000]  我主要是在華語崇拜那裡講道
[00:00:44.000 --> 00:00:45.000]  很感恩
[00:00:45.000 --> 00:00:48.000]  這次好像是我第一次來晚堂講道
[00:00:48.000 --> 00:00:50.000]  我們一起有個禱告
[00:00:55.000 --> 00:00:57.000]  主啊求祢引導我們
[00:00:57.000 --> 00:00:59.000]  求祢聖令
[00:00:59.000 --> 00:01:01.000]  祢給我們智慧
[00:01:01.000 --> 00:01:05.000]  得著祢的指引
[00:01:05.000 --> 00:01:08.000]  願祢打開我們的心
[00:01:08.000 --> 00:01:12.000]  以至我們能夠明白祢的話語
[00:01:12.000 --> 00:01:16.000]  而且願意活出來
[00:01:16.000 --> 00:01:19.000]  多謝祢聽我們禱告
[00:01:19.000 --> 00:01:20.000]  奉主明求
[00:01:20.000 --> 00:01:21.000]  阿門
[00:01:22.000 --> 00:01:23.000]  好
[00:01:23.000 --> 00:01:28.000]  大家有沒有聽過這個象的故事?
[00:01:28.000 --> 00:01:32.000]  這個象的故事
[00:01:32.000 --> 00:01:34.000]  有個馬戲班
[00:01:34.000 --> 00:01:36.000]  有一隻大象
[00:01:36.000 --> 00:01:37.000]  很奇怪
[00:01:37.000 --> 00:01:38.000]  為什麼?
[00:01:38.000 --> 00:01:40.000]  很大隻象
[00:01:40.000 --> 00:01:42.000]  牠甩一甩腳
[00:01:42.000 --> 00:01:44.000]  牠就可以甩一甩
[00:01:44.000 --> 00:01:47.000]  綁住牠的腳的木柱
[00:01:47.000 --> 00:01:48.000]  是不是?
[00:01:48.000 --> 00:01:50.000]  很奇怪
[00:01:50.000 --> 00:01:53.000]  這隻大象竟然不走
[00:01:53.000 --> 00:01:55.000]  不甩不掙扎
[00:01:55.000 --> 00:01:58.000]  乖乖地被困住
[00:01:58.000 --> 00:02:00.000]  原來這隻象
[00:02:00.000 --> 00:02:04.000]  小時候就被這個馬戲班養大
[00:02:04.000 --> 00:02:08.000]  小時候已經這樣鎖住牠
[00:02:08.000 --> 00:02:10.000]  當時牠很沒力氣
[00:02:10.000 --> 00:02:11.000]  掙扎過
[00:02:11.000 --> 00:02:13.000]  不行
[00:02:13.000 --> 00:02:14.000]  走不了
[00:02:14.000 --> 00:02:16.000]  所以牠就放棄
[00:02:16.000 --> 00:02:18.000]  不再走了
[00:02:18.000 --> 00:02:20.000]  直到牠長大了
[00:02:20.000 --> 00:02:22.000]  其實有氣有力
[00:02:22.000 --> 00:02:24.000]  牠都不知道
[00:02:24.000 --> 00:02:26.000]  所以牠自己甘心樂意
[00:02:26.000 --> 00:02:29.000]  繼續被綁住
[00:02:29.000 --> 00:02:31.000]  被綑綁住
[00:02:31.000 --> 00:02:33.000]  其實我們
[00:02:33.000 --> 00:02:34.000]  大兄姊妹
[00:02:34.000 --> 00:02:38.000]  有時我們都會好像這隻大象
[00:02:38.000 --> 00:02:40.000]  我們忘記了
[00:02:40.000 --> 00:02:42.000]  我們的屬靈身份
[00:02:42.000 --> 00:02:43.000]  我們忘記了
[00:02:43.000 --> 00:02:45.000]  其實我們已經
[00:02:45.000 --> 00:02:48.000]  有主的生命和我們連結
[00:02:48.000 --> 00:02:51.000]  我們忘記了我們可以經歷聖靈
[00:02:51.000 --> 00:02:54.000]  以為自己很軟弱乏力
[00:02:54.000 --> 00:02:56.000]  當有困難
[00:02:56.000 --> 00:02:59.000]  當有我們被罪纏繞的時候
[00:02:59.000 --> 00:03:01.000]  我們覺得很無助
[00:03:01.000 --> 00:03:04.000]  我們靈明很枯萎
[00:03:04.000 --> 00:03:06.000]  我們不知道怎麼辦
[00:03:06.000 --> 00:03:14.000]  如果我們正在經歷這些靈明的低谷
