
[00:00:00.000 --> 00:00:02.880]  各位弟兄姊妹、各位朋友
[00:00:02.880 --> 00:00:03.880]  主佬平安
[00:00:03.880 --> 00:00:06.280]  我也想在這個機會裡
[00:00:06.280 --> 00:00:09.160]  去代表教會去問候每一位
[00:00:09.160 --> 00:00:12.280]  參與網上崇拜的朋友和弟兄姊妹
[00:00:12.280 --> 00:00:13.760]  願神的愛
[00:00:13.760 --> 00:00:15.160]  能夠在這一刻
[00:00:15.160 --> 00:00:17.560]  都深深納悟到你們每一位當中
[00:00:17.560 --> 00:00:21.360]  今日崇拜港道的講題是
[00:00:21.360 --> 00:00:24.960]  「捉緊耶穌迎接新常態」
[00:00:24.960 --> 00:00:30.320]  經文是《路加福音》五章三十六到三十九節
[00:00:30.320 --> 00:00:33.320]  不知道大家還記不記得
[00:00:33.320 --> 00:00:36.520]  香港其實剛剛過了兩個新年
[00:00:36.520 --> 00:00:38.720]  現在其實還是正月
[00:00:38.720 --> 00:00:40.480]  正月二十七日
[00:00:40.480 --> 00:00:44.240]  照道理我們應該還有新年
[00:00:44.240 --> 00:00:46.600]  給我們的喜悅
[00:00:46.600 --> 00:00:48.720]  不過對了
[00:00:48.720 --> 00:00:51.320]  說起新事物、新年
[00:00:51.320 --> 00:00:53.320]  你喜歡新事物嗎?
[00:00:53.320 --> 00:00:57.600]  曾經何時有人提出新冠肺炎
[00:00:57.600 --> 00:01:00.080]  會為世界帶來新常態
[00:01:00.080 --> 00:01:03.600]  可能希望透過這個說法
[00:01:03.600 --> 00:01:06.320]  去為人帶來更多正能量
[00:01:06.320 --> 00:01:10.120]  不過現在我們對於這一種新常態
[00:01:10.120 --> 00:01:11.440]  有什麼感覺呢?
[00:01:11.440 --> 00:01:14.840]  在這裡不妨告訴大家
[00:01:14.840 --> 00:01:18.120]  其實我也是一個很喜歡新事物的人
[00:01:18.120 --> 00:01:19.920]  當我遇到新機會
[00:01:19.920 --> 00:01:21.920]  我會躍躍欲試
[00:01:21.920 --> 00:01:23.720]  聽到新知識
[00:01:23.720 --> 00:01:24.920]  我會大為好奇
[00:01:24.920 --> 00:01:26.520]  遇到新朋友
[00:01:26.520 --> 00:01:27.920]  我會非常熱情
[00:01:27.920 --> 00:01:29.120]  很想認識他
[00:01:29.120 --> 00:01:32.520]  不過這種性格不是與生俱來的
[00:01:32.520 --> 00:01:34.920]  我出生在一個基層的家庭
[00:01:34.920 --> 00:01:36.720]  生活群佛
[00:01:36.720 --> 00:01:39.320]  沒有什麼條件去嘗試新事物
[00:01:39.320 --> 00:01:41.920]  但是在我童年的時候
[00:01:41.920 --> 00:01:45.120]  反而就是因為這個缺乏
[00:01:45.120 --> 00:01:48.720]  讓我將那些本來不是新的東西
[00:01:48.720 --> 00:01:51.520]  去用新的方法去演繹
[00:01:51.520 --> 00:01:54.920]  這些就是後天逼出來的創意
[00:01:54.920 --> 00:01:56.520]  舉一些例子
[00:01:56.520 --> 00:01:59.920]  我小學的時候分上下五校
[00:01:59.920 --> 00:02:01.320]  我讀上五校
[00:02:01.320 --> 00:02:03.920]  學校課室的牆壁
[00:02:03.920 --> 00:02:05.720]  是用磚砌成的
[00:02:05.720 --> 00:02:07.520]  但是手工不是很好
[00:02:07.520 --> 00:02:10.920]  磚頭與磚頭之間有些縫隙
[00:02:10.920 --> 00:02:12.920]  有一天我上午班
[00:02:12.920 --> 00:02:14.520]  我就忽發奇想
[00:02:14.520 --> 00:02:17.120]  為什麼我不寫張紙條
[00:02:17.320 --> 00:02:21.520]  放進磚頭與磚頭之間的縫隙
[00:02:21.520 --> 00:02:24.320]  看看下午班的同學會不會看到
[00:02:24.320 --> 00:02:26.520]  然後跟我回信
[00:02:26.520 --> 00:02:28.520]  結果我真的透過這個方法
[00:02:28.520 --> 00:02:30.920]  成功交上了一個筆友
[00:02:30.920 --> 00:02:32.920]  不過我到現在為止
[00:02:32.920 --> 00:02:35.320]  我都不知道這個人是誰
[00:02:35.320 --> 00:02:38.320]  另外我由於沒有零用錢
[00:02:38.320 --> 00:02:42.320]  我又試過和另一個小學同學合作
[00:02:42.320 --> 00:02:45.520]  出版手繪本的漫畫
[00:02:45.520 --> 00:02:48.520]  然後賣給同學賺零用錢
[00:02:48.520 --> 00:02:50.520]  到了中學
