
[00:00:00.000 --> 00:00:04.420]  新命記就是神拯救了以色列民
[00:00:04.420 --> 00:00:06.520]  離開維勞之家埃及
[00:00:06.520 --> 00:00:09.320]  準備進入英許地迦南
[00:00:09.320 --> 00:00:11.820]  透過摩西臨終的吩咐
[00:00:11.820 --> 00:00:15.060]  重申神與以色列人所立的約
[00:00:15.060 --> 00:00:17.660]  整卷書分開了幾個部分
[00:00:17.660 --> 00:00:19.660]  而今天我們看的經文
[00:00:19.660 --> 00:00:24.260]  是屬於最後部分的31章9至13節
[00:00:24.260 --> 00:00:27.260]  而在這章經文一開始的時候
[00:00:27.260 --> 00:00:29.860]  摩西就告訴以色列人
[00:00:29.860 --> 00:00:32.360]  祂已經120歲了
[00:00:32.360 --> 00:00:34.360]  即將離開人世
[00:00:34.360 --> 00:00:36.960]  所以祂要將帶領以色列人
[00:00:36.960 --> 00:00:39.860]  進入英許地的棒命交給約書亞
[00:00:39.860 --> 00:00:42.660]  不可以再與以色列人一起
[00:00:42.660 --> 00:00:44.660]  而到了第14節
[00:00:44.660 --> 00:00:49.260]  神更親自講明摩西的死期將至
[00:00:49.260 --> 00:00:52.060]  神也預告了以色列人
[00:00:52.060 --> 00:00:53.760]  進入英許地之後
[00:00:53.760 --> 00:00:55.360]  就會離開神
[00:00:55.360 --> 00:00:57.660]  違背與神的約
[00:00:57.660 --> 00:01:00.460]  所以今天我們看這段經文
[00:01:00.460 --> 00:01:05.460]  是最貼近摩西臨死之前的遺言
[00:01:05.460 --> 00:01:08.660]  這些不單是他肺腑之言
[00:01:08.660 --> 00:01:11.660]  更加是他情馳迫切的訓誨
[00:01:11.660 --> 00:01:14.660]  摩西是很用力地
[00:01:14.660 --> 00:01:17.660]  叮囑以色列人必須要做的事
[00:01:17.660 --> 00:01:19.860]  究竟這件事是甚麼事呢?
[00:01:19.860 --> 00:01:21.960]  我們一起從經文去看
[00:01:21.960 --> 00:01:24.460]  我們一起去讀這段經文
[00:01:24.460 --> 00:01:27.660]  麻煩大家開始了 預備起
[00:01:27.660 --> 00:01:30.260]  摩西四亞四國八
[00:01:30.260 --> 00:01:33.660]  就交給國民國會的官員
[00:01:33.660 --> 00:01:37.960]  來實行新的國際社會所有的政策
[00:01:37.960 --> 00:01:41.060]  摩西國民國會的官員
[00:01:41.060 --> 00:01:43.360]  如實行的最好的令
[00:01:43.360 --> 00:01:45.960]  所有民主派民主的一切
[00:01:45.960 --> 00:01:48.660]  都應該做到全面實行
[00:01:48.660 --> 00:01:52.460]  全面設立國民國會的三大政策
[00:01:52.460 --> 00:01:55.460]  包括全面發展新政策
[00:01:55.460 --> 00:01:58.260]  並要做全面設立平視
[00:01:58.260 --> 00:02:02.460]  在大陸以中宣揚這句話
[00:02:02.460 --> 00:02:04.760]  並要主打人民
[00:02:04.760 --> 00:02:07.960]  包括大陸人對人的肖感
[00:02:07.960 --> 00:02:10.760]  以及對社會的基督性
[00:02:10.760 --> 00:02:14.060]  讓大陸可以平平添寶學習
[00:02:14.060 --> 00:02:17.960]  保佑大陸的威嚴和平之心
[00:02:17.960 --> 00:02:21.760]  伸手進行這句話的一切
[00:02:21.760 --> 00:02:25.660]  大陸大陸的認識者和大陸的團隊
[00:02:25.660 --> 00:02:28.060]  可以平平添寶學習
[00:02:28.060 --> 00:02:31.460]  保佑大陸在以往的革命
[00:02:31.460 --> 00:02:34.560]  可以進一步參與的基礎上
[00:02:34.560 --> 00:02:36.860]  新的所有的政治
[00:02:36.860 --> 00:02:40.060]  都應該以平平添寶學習的心
[00:02:40.060 --> 00:02:41.560]  麻煩大家
[00:02:41.560 --> 00:02:46.060]  經文一開始就講到摩西四亞這律法
[00:02:46.060 --> 00:02:49.660]  這律法在這短短五節經文裏面
[00:02:49.660 --> 00:02:51.660]  就出現了四次
[00:02:51.660 --> 00:02:54.060]  亦在這五節經文裏面
[00:02:54.060 --> 00:02:56.460]  所表示的三個句子之中
[00:02:56.460 --> 00:02:58.360]  每句都出現
[00:02:58.360 --> 00:03:02.560]  可見這律法是非常非常重要的
[00:03:02.560 --> 00:03:05.560]  這律法是指甚麼呢?
[00:03:05.560 --> 00:03:09.960]  按主耶穌在路加福音二十四章四十四節
[00:03:09.960 --> 00:03:12.260]  所提及的摩西的律法
[00:03:12.260 --> 00:03:16.160]  我們可以理解這律法為摩西五經
[00:03:16.160 --> 00:03:19.660]  即是我們現在看到的聖經的頭五卷書
[00:03:19.660 --> 00:03:23.260]  而這律法的原文叫做Hatovah
[00:03:23.260 --> 00:03:26.060]  有指引教導的意思
[00:03:26.060 --> 00:03:29.560]  即是指由以色列人出了埃及之後
[00:03:29.560 --> 00:03:34.160]  摩西從神一直以來所領受的教導、訓誨
[00:03:34.160 --> 00:03:37.260]  一切關乎神指引以色列人
[00:03:37.260 --> 00:03:40.660]  如何去活出屬神子民的樣式
[00:03:40.660 --> 00:03:42.960]  讓他們能夠在應許地裏面
[00:03:42.960 --> 00:03:47.060]  享受到與神同行的豐盛生命
[00:03:47.060 --> 00:03:51.360]  之前摩西一直以口傳話
[00:03:51.360 --> 00:03:53.360]  他即將離世
[00:03:53.360 --> 00:03:58.060]  為了確保神的教導、訓誨繼續傳承
[00:03:58.060 --> 00:04:01.160]  摩西必須用文字記下
[00:04:01.160 --> 00:04:04.560]  然後將這些非常非常重要的文字版
[00:04:04.560 --> 00:04:07.860]  神的引導、教導
[00:04:07.860 --> 00:04:11.560]  交給祭司和長老
[00:04:11.560 --> 00:04:15.760]  祭司和長老是甚麼人呢?
[00:04:15.760 --> 00:04:17.560]  按這節經文所描述
[00:04:17.560 --> 00:04:19.160]  祭司是利尾人
[00:04:19.160 --> 00:04:23.060]  利尾人是以色列十二支派的其中之一
[00:04:23.060 --> 00:04:24.360]  被神委任
[00:04:24.360 --> 00:04:28.060]  專門處理一切有關背幕的職務
[00:04:28.060 --> 00:04:29.160]  而這裏指明
[00:04:29.160 --> 00:04:33.560]  要是專負責抬耶和華約桂的利尾人
[00:04:33.560 --> 00:04:35.260]  耶和華約桂裏面
[00:04:35.260 --> 00:04:38.960]  放置了神所頒布十誡的法板
[00:04:38.960 --> 00:04:40.960]  所以這群被委派
[00:04:40.960 --> 00:04:44.760]  能夠近距離接觸到耶和華約桂的祭司
[00:04:44.760 --> 00:04:47.960]  必然是由神親自選召
[00:04:47.960 --> 00:04:50.660]  分別為聖的聖職人員
[00:04:50.660 --> 00:04:52.060]  至於長老
[00:04:52.060 --> 00:04:55.160]  就是以色列文字中的領袖代表
[00:04:55.160 --> 00:04:57.660]  當摩西最初被神呼召
[00:04:57.660 --> 00:05:00.360]  叫以色列人離開埃及的時候
[00:05:00.360 --> 00:05:04.860]  神叫摩西要去找以色列的長老說話
[00:05:04.860 --> 00:05:06.460]  出了埃及之後
[00:05:06.460 --> 00:05:10.160]  按埃及記的第24章記載
[00:05:10.160 --> 00:05:12.060]  神也叫了摩西
[00:05:12.060 --> 00:05:15.860]  要叫長老一起去納約
[00:05:15.860 --> 00:05:18.760]  在《文素記》第11章記載了
[00:05:18.760 --> 00:05:21.760]  神叫摩西召集長老
[00:05:21.760 --> 00:05:27.460]  要長老分擔摩西帶領百姓的擔子
[00:05:27.460 --> 00:05:30.460]  所以長老也是神所吩咐
[00:05:30.460 --> 00:05:33.260]  要協助帶領、教導以色列民
[00:05:33.260 --> 00:05:36.860]  行在神心意的屬靈領袖
[00:05:36.860 --> 00:05:41.060]  有了文字版的指引、教導
[00:05:41.060 --> 00:05:43.660]  有了特定指派的人員
[00:05:43.660 --> 00:05:45.660]  要做些什麼呢?
[00:05:45.660 --> 00:05:48.460]  第10至11節就告訴我們
[00:05:48.460 --> 00:05:52.460]  摩西要他們在特定的時間、特定的地方
[00:05:52.460 --> 00:05:56.960]  向全以色列人讀出神全部的指引和教導
[00:05:56.960 --> 00:05:59.460]  請大家幫我再讀一次
[00:05:59.860 --> 00:06:02.460]  摩西文本版書
[00:06:02.460 --> 00:06:04.860]  表述以色列最好的一年
[00:06:04.860 --> 00:06:07.460]  在免債年始的一天
[00:06:07.460 --> 00:06:09.860]  每日都要做全民之事
[00:06:09.860 --> 00:06:11.860]  全以色列人讀出
[00:06:11.860 --> 00:06:14.660]  神的指引和指示
[00:06:14.660 --> 00:06:16.260]  免債十週
[00:06:16.260 --> 00:06:18.860]  每日都要做全以色列的事
[00:06:18.860 --> 00:06:20.860]  在免債年始的一天
[00:06:20.860 --> 00:06:22.860]  每日都要做全民之事
[00:06:22.860 --> 00:06:26.660]  是的,經文裡面提到免債年
[00:06:26.660 --> 00:06:28.460]  這些是什麼呢?
[00:06:28.460 --> 00:06:30.860]  按《生命記》第15章記載
[00:06:30.860 --> 00:06:33.860]  神設定了每七年的最後一年
[00:06:33.860 --> 00:06:36.460]  以色列民要施行豁免
[00:06:36.460 --> 00:06:40.460]  凡債主都要將手中所有借給鄰舍
[00:06:40.460 --> 00:06:42.660]  全部都豁免
[00:06:42.660 --> 00:06:45.860]  不可以向鄰舍或弟兄追討
[00:06:45.860 --> 00:06:49.260]  因為耶和華的豁免已經宣告了
[00:06:49.260 --> 00:06:51.660]  那駐彭節又是什麼呢?
[00:06:51.660 --> 00:06:53.860]  在《生命記》第16章記載
[00:06:53.860 --> 00:06:57.460]  駐彭節是一個很歡樂的節日
[00:06:57.460 --> 00:07:02.460]  當以色列民收藏了和祥和壓酒池的出產後
[00:07:02.460 --> 00:07:04.660]  就會守駐彭節七日
[00:07:04.660 --> 00:07:08.660]  為了慶祝神在他們一切的修成上
[00:07:08.660 --> 00:07:11.060]  和他們手中所做的一切
[00:07:11.060 --> 00:07:13.660]  全部神都賜福給他們
[00:07:13.660 --> 00:07:18.060]  而按《利美紀》第23章33至43節所記載
[00:07:18.060 --> 00:07:19.860]  駐彭節的目的
[00:07:19.860 --> 00:07:23.660]  是要叫以色列人世世代代都知道
[00:07:23.660 --> 00:07:26.460]  神領他們出埃及地的時候
[00:07:26.460 --> 00:07:29.660]  曾經使他們住在彭裡面
[00:07:29.660 --> 00:07:31.460]  要以色列人民記得
[00:07:31.460 --> 00:07:34.060]  耶和華是他們的神
[00:07:34.060 --> 00:07:38.460]  而駐彭節是以色列三大節日的其中之一
[00:07:38.460 --> 00:07:41.260]  另外兩個大節日是哪個呢?
