
[00:00:00.000 --> 00:00:09.360]  不知道大家有沒有喜歡看一些戲劇呢?
[00:00:09.360 --> 00:00:12.200]  好像以下這張的PowerPoint
[00:00:12.200 --> 00:00:15.800]  這是什麼類型的戲劇?
[00:00:15.800 --> 00:00:18.400]  大家這樣看
[00:00:18.400 --> 00:00:25.320]  就是一些在法庭上的戲劇和劇集
[00:00:25.320 --> 00:00:32.080]  上年相信大家有沒有看過一個很出名的大狀戲
[00:00:32.080 --> 00:00:35.680]  今年亦有《法與情》
[00:00:35.680 --> 00:00:39.400]  這套戲我自己有看的時候
[00:00:39.400 --> 00:00:41.120]  也帶給我的一些體會
[00:00:41.120 --> 00:00:45.440]  原本我還想放一張照片叫做《法內情》
[00:00:45.440 --> 00:00:47.440]  有沒有人聽過這套戲?
[00:00:47.440 --> 00:00:49.120]  知不知道這個…
[00:00:49.120 --> 00:00:51.080]  在哪裏做主角?
[00:00:51.080 --> 00:00:52.280]  我去選這張照片的時候
[00:00:52.280 --> 00:00:55.720]  看回主角的時候就讓我想起
[00:00:55.720 --> 00:00:58.880]  原來我太太在當年
[00:00:58.880 --> 00:01:00.360]  在我們拍拖之前
[00:01:00.360 --> 00:01:03.160]  她已經喜歡這個明星
[00:01:03.160 --> 00:01:05.040]  所以在那一剎那
[00:01:05.040 --> 00:01:06.960]  也有一點感覺到
[00:01:06.960 --> 00:01:09.760]  她喜歡的明星比喜歡我的明星還多
[00:01:09.760 --> 00:01:12.840]  所以我還是不選這張照片
[00:01:12.840 --> 00:01:16.240]  有一點妒忌
[00:01:16.240 --> 00:01:17.600]  是的
[00:01:17.600 --> 00:01:20.080]  傳道人也會妒忌
[00:01:20.080 --> 00:01:22.080]  真的不是
[00:01:22.080 --> 00:01:22.760]  是的
[00:01:22.760 --> 00:01:26.560]  真的會有妒忌的時間
[00:01:26.560 --> 00:01:30.920]  在這些法庭的戲劇裏面
[00:01:30.920 --> 00:01:34.480]  通常我們會見到有兩個階層的人
[00:01:34.480 --> 00:01:36.200]  去為了一些事情
[00:01:36.200 --> 00:01:38.400]  特別是一些不公義的事情
[00:01:38.400 --> 00:01:41.280]  通常在比較低的階層的時候
[00:01:41.280 --> 00:01:44.840]  都會因為不同的理由、不同的原因
[00:01:44.840 --> 00:01:46.960]  甚至是不同的證據
[00:01:46.960 --> 00:01:50.880]  讓他們陷入一個很困難的時間
[00:01:50.880 --> 00:01:53.640]  我們當見到那些劇情的時候
[00:01:53.640 --> 00:01:56.240]  很多時候都會帶給我們一種很不值
[00:01:56.240 --> 00:01:57.760]  很熱血沸騰
[00:01:57.760 --> 00:01:59.480]  為什麼這個社會
[00:01:59.480 --> 00:02:03.720]  這個世界仍然是發生這些事情的
[00:02:03.720 --> 00:02:04.880]  不知道你們大家有沒有
[00:02:04.880 --> 00:02:07.720]  也有這樣的心路歷程
[00:02:07.720 --> 00:02:09.440]  但是通常這些劇集
[00:02:09.440 --> 00:02:12.000]  不知道可能是什麼劇集的緣故
[00:02:12.000 --> 00:02:13.160]  到結尾
[00:02:13.160 --> 00:02:13.880]  是的
[00:02:13.880 --> 00:02:16.480]  都會為了正義
[00:02:16.480 --> 00:02:18.960]  得到勝利
[00:02:18.960 --> 00:02:20.960]  得到彰顯
[00:02:20.960 --> 00:02:23.320]  有這樣的結果
[00:02:23.320 --> 00:02:26.000]  當然會帶來大快人心
[00:02:26.000 --> 00:02:30.360]  讓我們相信公義仍然是存在的
[00:02:30.360 --> 00:02:34.040]  今天講到的經文
[00:02:34.040 --> 00:02:39.880]  就是開始一場一面倒的聆訊審判
[00:02:39.880 --> 00:02:44.040]  控訴者和聽訴者的人非常非常多
[00:02:44.040 --> 00:02:47.440]  但是哪一面是公義的一面呢?
[00:02:47.440 --> 00:02:49.240]  不公義的背後
[00:02:49.240 --> 00:02:52.440]  又包含了多少東西在裡面呢?
[00:02:52.440 --> 00:02:56.560]  我們今天去看《馬學福音》第十五章
[00:02:56.560 --> 00:02:57.960]  在講十五章之前
[00:02:57.960 --> 00:03:00.400]  想和大家提一提
[00:03:00.400 --> 00:03:02.680]  十四章讓我們知道
[00:03:02.680 --> 00:03:04.880]  耶穌在前一個晚上
[00:03:04.880 --> 00:03:07.080]  被人帶到議會
[00:03:07.080 --> 00:03:12.120]  被大祭司、長老和一班民事一起聚集
[00:03:12.120 --> 00:03:17.600]  意圖使用全議會的力量去審判耶穌有罪
[00:03:17.600 --> 00:03:19.760]  要處死耶穌
[00:03:19.760 --> 00:03:24.080]  但當他們拿不到實際的證據出來指控的時候
[00:03:24.080 --> 00:03:25.880]  更加安排了一些人
[00:03:25.880 --> 00:03:27.920]  拿出一些假見證
[00:03:27.920 --> 00:03:31.560]  很想成功地誣衊耶穌
[00:03:31.560 --> 00:03:32.960]  最後
[00:03:32.960 --> 00:03:39.040]  就是以耶穌基督是神義子的理據
[00:03:39.040 --> 00:03:41.440]  要對耶穌下罪
[00:03:41.440 --> 00:03:44.160]  要處死耶穌
[00:03:44.160 --> 00:03:45.840]  大家試想一下
[00:03:45.840 --> 00:03:49.960]  如果是神義女要被處死的話
[00:03:49.960 --> 00:03:50.960]  就是說
[00:03:50.960 --> 00:03:52.760]  當日我們
[00:03:52.760 --> 00:03:56.920]  假如每一個人在那個場景的時候
[00:03:56.920 --> 00:03:59.360]  我們都會好像耶穌那樣
[00:03:59.360 --> 00:04:03.120]  被人處死
[00:04:03.120 --> 00:04:06.200]  耶穌就是這樣在人多勢眾的推動下
[00:04:06.200 --> 00:04:07.920]  被判為有罪
[00:04:07.920 --> 00:04:09.160]  然後呢
[00:04:09.160 --> 00:04:13.080]  我們會看到有人向耶穌吐口水
[00:04:13.080 --> 00:04:14.840]  用拳頭打他
[00:04:14.840 --> 00:04:18.240]  更加直接掌摑耶穌
[00:04:18.240 --> 00:04:22.960]  假如如果你身處在當中的話
[00:04:22.960 --> 00:04:26.160]  見到耶穌被人這樣對待
[00:04:26.160 --> 00:04:27.720]  你看見
[00:04:27.720 --> 00:04:31.600]  你會覺得怎樣呢?
[00:04:31.600 --> 00:04:36.160]  不過這些並不是議會最終的目的
[00:04:36.160 --> 00:04:39.920]  他們是想要將耶穌怎樣呢?
[00:04:39.920 --> 00:04:42.160]  要將耶穌處死
[00:04:42.160 --> 00:04:44.640]  但是在羅馬的統治之下
[00:04:44.640 --> 00:04:48.960]  猶太議會是沒有權可以處決一個人的
[00:04:48.960 --> 00:04:54.360]  特別是他們所持的是指控一些宗教竊族的罪
[00:04:54.360 --> 00:04:56.120]  要將耶穌殺死
[00:04:56.120 --> 00:04:59.520]  就要得到羅馬官員的判定
[00:04:59.520 --> 00:05:02.040]  宗教或者民事的訴訟
[00:05:02.040 --> 00:05:04.040]  就算控告成立
[00:05:04.040 --> 00:05:08.960]  也不能夠處死被告者
[00:05:08.960 --> 00:05:12.000]  所以為了達到他們的目的
[00:05:12.000 --> 00:05:14.040]  涉及刀劍拳的話
[00:05:14.040 --> 00:05:18.240]  這個範疇就要將耶穌帶到羅馬政權裡面
[00:05:18.240 --> 00:05:21.240]  只有羅馬政權所擁有
[00:05:21.240 --> 00:05:26.600]  接著一群人就帶著耶穌一起去羅馬巡撫比拉多
[00:05:26.600 --> 00:05:29.240]  去做審議
[00:05:29.240 --> 00:05:31.480]  為了達到他們最終的目的
[00:05:31.480 --> 00:05:34.840]  就是要處死耶穌
[00:05:34.840 --> 00:05:41.160]  接著就進入我們今天所說的第十五章的經文
[00:05:41.160 --> 00:05:45.880]  我們一起先讀讀馬可福音十五章一至五節
[00:05:45.880 --> 00:05:47.880]  準備起
[00:05:47.880 --> 00:05:49.880]  一早早晨
[00:05:49.880 --> 00:05:54.880]  眾聚師長長老民事和全議會的人
[00:05:54.880 --> 00:05:58.680]  大家相宜就把耶穌綁著
[00:05:58.680 --> 00:06:01.480]  解去交給比拉多
[00:06:01.480 --> 00:06:05.680]  比拉多問他:你是猶太人的王嗎?
[00:06:05.680 --> 00:06:08.680]  耶穌回答:是你說的
[00:06:08.680 --> 00:06:12.080]  祭師長們告他許多的事
[00:06:12.080 --> 00:06:14.080]  比拉多又問他:
[00:06:14.080 --> 00:06:17.880]  你看他們告你這麼多的事
[00:06:17.880 --> 00:06:20.480]  你什麼都不回答嗎?
[00:06:20.480 --> 00:06:22.680]  耶穌仍不回答
[00:06:22.680 --> 00:06:26.680]  以至比拉多覺得驚訝
[00:06:26.680 --> 00:06:32.080]  耶穌在晚上經過議會和被人凌辱之後
[00:06:32.080 --> 00:06:33.480]  在一大清早
[00:06:33.480 --> 00:06:36.280]  經文敘述全議會的人
[00:06:36.280 --> 00:06:40.080]  包括祭師長和一班領導人
[00:06:40.080 --> 00:06:44.080]  將耶穌帶到比拉多面前受審
[00:06:44.080 --> 00:06:46.080]  所以我們知道這件事
[00:06:46.080 --> 00:06:51.480]  已經並不是眾祭師長一群小群人的意向
[00:06:51.480 --> 00:06:56.480]  而是已經發酵成為整個群體的一些義士
[00:06:56.480 --> 00:07:00.480]  祭師長一定是扮演領導的角色
[00:07:00.480 --> 00:07:04.480]  當全議會一起將耶穌交給比拉多的時候
[00:07:04.480 --> 00:07:08.880]  就將所有的人綁在一條船裏面
[00:07:08.880 --> 00:07:10.880]  人多勢眾的時候
[00:07:10.880 --> 00:07:14.480]  拉到耶穌去比拉多處受審
[00:07:14.480 --> 00:07:18.880]  這個陣營已經可以帶給審判者比拉多
[00:07:18.880 --> 00:07:22.280]  有一個很鮮的體驗或者觀感
[00:07:22.280 --> 00:07:24.280]  請你們看看
[00:07:24.280 --> 00:07:27.880]  這個並不是個人的訴訟
[00:07:27.880 --> 00:07:33.080]  這個控訴是由一大班人站出來作證、作指控
[00:07:33.080 --> 00:07:38.680]  現在整個群體一起將耶穌帶到你面前比拉多
[00:07:38.680 --> 00:07:43.480]  彷彿已經可以帶出一個先世人的果效
[00:07:43.480 --> 00:07:47.480]  一大班人去到這個場景之後
[00:07:47.480 --> 00:07:49.480]  其實還有後著
[00:07:49.480 --> 00:07:52.480]  一會兒我們會再去講到
[00:07:53.280 --> 00:07:57.880]  比拉多作為羅馬的巡撫
[00:07:57.880 --> 00:08:02.880]  本來他應該住在蓋薩尼亞這個地方
[00:08:02.880 --> 00:08:07.880]  不過因為當時是猶太人過月節的時間
[00:08:07.880 --> 00:08:14.680]  這個節期就是紀念以色列人在昔日從埃及圍爐之地
[00:08:14.680 --> 00:08:20.680]  被摩西這個領袖帶領離開而得到自由
[00:08:20.680 --> 00:08:23.080]  到了羅馬統治時期
[00:08:23.080 --> 00:08:29.680]  猶太人同樣渴望可以像昔日一樣得到這一份拯救
[00:08:29.680 --> 00:08:32.280]  所以對羅馬政府來說
[00:08:32.280 --> 00:08:34.880]  這是一個危險的時間
[00:08:34.880 --> 00:08:37.080]  一個要小心的時間
[00:08:37.080 --> 00:08:42.280]  在這個節期裡面特別容易引起一些騷動
[00:08:42.280 --> 00:08:43.880]  比拉多就是這樣
[00:08:43.880 --> 00:08:48.280]  去到耶路撒冷去做鎮守或者預備
[00:08:48.280 --> 00:08:51.080]  聽完議會的控訴之後
[00:08:51.080 --> 00:08:53.680]  比拉多就問耶穌這個問題
[00:08:53.680 --> 00:08:58.280]  「你是不是猶太人的王?」
[00:08:58.280 --> 00:09:02.280]  大家聽到這個問題的時候
[00:09:02.280 --> 00:09:07.280]  會認為這個只是屬於一個什麼性質的問題呢?
[00:09:07.280 --> 00:09:15.080]  一個問題可以將原本猶太群體對耶穌是不是神義者
[00:09:15.080 --> 00:09:18.680]  一個涉足宗教的罪名
[00:09:18.680 --> 00:09:23.680]  轉化為耶穌是不是帶領著猶太人作動亂
[00:09:23.680 --> 00:09:27.880]  要推翻羅馬政權的領袖人物
[00:09:27.880 --> 00:09:31.880]  大家很多時候從一些法庭的片裡面
[00:09:31.880 --> 00:09:34.080]  都會聽到律師問
[00:09:34.080 --> 00:09:37.680]  「你只需要答是和不是」
[00:09:37.680 --> 00:09:39.680]  是不是?
[00:09:39.680 --> 00:09:45.080]  接著由律師去詮釋答案的內容
[00:09:45.080 --> 00:09:47.680]  比拉多問耶穌這個問題
[00:09:47.680 --> 00:09:53.680]  分分鐘就可以定義耶穌一個叛國的罪名
[00:09:53.680 --> 00:09:56.880]  而叛國當然是要殺頭
[00:09:56.880 --> 00:10:03.680]  也達到議會和一群祭司他們的目的
[00:10:03.680 --> 00:10:06.680]  耶穌接著對比拉多的回應是
[00:10:06.680 --> 00:10:09.280]  「是你說的」
[00:10:09.280 --> 00:10:12.080]  一方面是一個肯定
[00:10:12.080 --> 00:10:17.080]  另一方面是要將比拉多的問題變成一個聲明
[00:10:17.080 --> 00:10:23.680]  「猶太人的王」就成為了指控耶穌有罪的標籤
[00:10:23.680 --> 00:10:26.480]  之後丹瑟節假的時候
[00:10:26.480 --> 00:10:32.480]  就是讓這個標籤牌子成為一個確實歷史的記載
[00:10:32.480 --> 00:10:36.880]  同時也是將耶穌去受難
