
[00:00:00.000 --> 00:00:05.520]  謝神敬拜隊剛剛透過詩歌帶領我們去敬拜上帝
[00:00:05.520 --> 00:00:07.920]  剛剛透過詩歌有一個感受
[00:00:07.920 --> 00:00:10.680]  不論我們今天狀態如何
[00:00:10.680 --> 00:00:12.680]  不知道你今天狀態是好還是不好
[00:00:12.680 --> 00:00:14.680]  但這位創造我們的主
[00:00:14.680 --> 00:00:16.680]  都是配得我們回來敬拜祂
[00:00:16.680 --> 00:00:18.680]  因為祂很知道我們的生命
[00:00:18.680 --> 00:00:20.680]  很需要祂在我們的生命裏面
[00:00:20.680 --> 00:00:22.680]  每個星期都呼召我們回來
[00:00:22.680 --> 00:00:24.680]  神的殿當中去透過祂的話
[00:00:24.680 --> 00:00:29.480]  透過詩歌去更加認識上帝在我們生命裏的心意
[00:00:29.480 --> 00:00:35.000]  今天又和大家繼續去看《創世記》
[00:00:35.000 --> 00:00:36.000]  不知道大家還記不記得
[00:00:36.000 --> 00:00:39.680]  我過往有兩次和大家分享關於藥室的生命
[00:00:39.680 --> 00:00:44.000]  今天會來到最後一次去看藥室的生命
[00:00:44.000 --> 00:00:45.000]  會是第三次
[00:00:45.000 --> 00:00:49.000]  會在《創世記》45章1至15節
[00:00:49.000 --> 00:00:51.000]  在進入經文之先
[00:00:51.000 --> 00:00:53.000]  最近看了一本書
[00:00:53.000 --> 00:00:55.000]  不知道這本書大家會不會有看過
[00:00:55.000 --> 00:00:57.000]  是有一個很出名
[00:00:57.000 --> 00:00:59.000]  可能大家也有看過其他的著作
[00:00:59.000 --> 00:01:01.000]  叫做《斯托德·約翰斯托克的一本書》
[00:01:01.000 --> 00:01:03.000]  裏面有一句說
[00:01:03.000 --> 00:01:07.000]  其中一句影響整個世界的當代潮流
[00:01:07.000 --> 00:01:09.000]  叫做「自戀主義」
[00:01:09.000 --> 00:01:11.000]  自戀不是代表你喜歡自拍
[00:01:11.000 --> 00:01:13.000]  你通常見到別人自拍就說他自戀
[00:01:13.000 --> 00:01:18.000]  「自戀主義」是在說一個再闊一點的文化
[00:01:18.000 --> 00:01:21.000]  就是人很多時候在這個世界
[00:01:21.000 --> 00:01:24.000]  甚至可能影響我們這個群體
[00:01:24.000 --> 00:01:28.000]  我們人可能過分陶醉在一個自我的世界當中
[00:01:28.000 --> 00:01:33.000]  其實「自戀主義」又是甚麼呢?
[00:01:33.000 --> 00:01:38.000]  你見到左邊的圖是描繪自戀主義的出處
[00:01:38.000 --> 00:01:40.000]  其實是在說一個「納西斯主義」
[00:01:40.000 --> 00:01:43.000]  是來自一個希臘神話
[00:01:43.000 --> 00:01:45.000]  這個神話裏面是在說甚麼呢?
[00:01:45.000 --> 00:01:47.000]  那位男士叫做納西斯
[00:01:47.000 --> 00:01:50.000]  他是一個希臘青年
[00:01:50.000 --> 00:01:51.000]  他在說甚麼呢?
[00:01:51.000 --> 00:01:53.000]  你見到下面是一個湖水
[00:01:53.000 --> 00:01:57.000]  原來他見到水中的倒影
[00:01:57.000 --> 00:01:59.000]  他愛上了自己的形象
[00:01:59.000 --> 00:02:02.000]  他的身體越來越靠近水中
[00:02:02.000 --> 00:02:04.000]  最後他掉進水中
[00:02:04.000 --> 00:02:06.000]  最後他溺斃了
[00:02:06.000 --> 00:02:08.000]  即是淹死了自己
[00:02:08.000 --> 00:02:11.000]  其實剛才說的「自戀主義」
[00:02:11.000 --> 00:02:13.000]  是在形容這個行為
[00:02:13.000 --> 00:02:17.000]  或者納西斯這個青年的行為
[00:02:17.000 --> 00:02:22.000]  原來是代表當人過度愛戀自己
[00:02:22.000 --> 00:02:24.000]  或者陶醉在自我的世界裏
[00:02:24.000 --> 00:02:26.000]  只見得到自我
[00:02:26.000 --> 00:02:29.000]  而見不到其他的事是一件危險的事
[00:02:29.000 --> 00:02:32.000]  而剛才說的納西斯
[00:02:32.000 --> 00:02:34.000]  就是他太陶醉在自我的世界
[00:02:34.000 --> 00:02:36.000]  最終害死了自己
[00:02:36.000 --> 00:02:38.000]  令自己受到傷害
[00:02:38.000 --> 00:02:43.000]  我們今天會透過廠世紀
[00:02:43.000 --> 00:02:45.000]  即是45章1至15節
[00:02:45.000 --> 00:02:47.000]  我們看看弱勢的生命
[00:02:47.000 --> 00:02:49.000]  是如何看待他的世界
[00:02:49.000 --> 00:02:51.000]  或者他的生命是如何
[00:02:51.000 --> 00:02:57.000]  先由一些背景交代
[00:02:57.000 --> 00:03:02.000]  剛才兩次的講道都提到
[00:03:02.000 --> 00:03:04.000]  弱勢在波提弗的家裏成為管家
[00:03:04.000 --> 00:03:06.000]  成為街下囚
[00:03:06.000 --> 00:03:09.000]  並且上一次提到他為法老解夢
[00:03:09.000 --> 00:03:12.000]  而今天講到的第45章的故事
[00:03:12.000 --> 00:03:14.000]  是在哪裏呢?
[00:03:14.000 --> 00:03:17.000]  當時埃及地經歷了7年的大豐收
[00:03:17.000 --> 00:03:18.000]  已經結束了
[00:03:18.000 --> 00:03:21.000]  而今天第45章的講道是
[00:03:21.000 --> 00:03:26.000]  7年大豐收後的第二年
[00:03:26.000 --> 00:03:28.000]  當時弱勢是39歲
[00:03:28.000 --> 00:03:30.000]  他要與家人相認
[00:03:30.000 --> 00:03:33.000]  因為自他17歲被賣到埃及後
[00:03:33.000 --> 00:03:36.000]  有22年的日子沒有見過他的家人
[00:03:36.000 --> 00:03:40.000]  這就是他與家人相認的故事
[00:03:40.000 --> 00:03:44.000]  我們先讀今天會看的經文
[00:03:44.000 --> 00:03:46.000]  一起讀
[00:03:46.000 --> 00:03:48.000]  好,預備起
[00:03:48.000 --> 00:03:52.000]  (廣東話)
[00:03:52.000 --> 00:03:55.000]  「對自己生氣」
[00:03:55.000 --> 00:03:59.000]  「因為神差我,你們已先來」
[00:03:59.000 --> 00:04:01.000]  「為要保存性命」
[00:04:01.000 --> 00:04:05.000]  「現在這地的飢荒已經兩年了」
[00:04:05.000 --> 00:04:09.000]  「還有五年不能耕種,沒有收成」
[00:04:09.000 --> 00:04:12.000]  「神差我,在你們已先來」
[00:04:12.000 --> 00:04:15.000]  「為要給你們在世上存留餘種」
[00:04:15.000 --> 00:04:19.000]  「大師拯救,保存你們的性命」
[00:04:19.000 --> 00:04:24.000]  「這樣看來,差我到這裏來的不是你們」
[00:04:24.000 --> 00:04:28.000]  「而是神,他又使我如同法老之父」
[00:04:28.000 --> 00:04:33.000]  「作他全家之主,和埃及全地掌權的人」
[00:04:33.000 --> 00:04:36.000]  對不起,原來這裡調轉了
[00:04:36.000 --> 00:04:39.000]  我們再讀一次,好嗎?
[00:04:39.000 --> 00:04:41.000]  再讀一次,來吧
[00:04:41.000 --> 00:04:42.000]  好,第一節開始
[00:04:42.000 --> 00:04:44.000]  好,3、2、1,起
[00:04:44.000 --> 00:04:46.000]  (廣東話)
[00:04:46.000 --> 00:04:48.000]  (廣東話)
[00:04:48.000 --> 00:04:50.000]  (廣東話)
[00:04:50.000 --> 00:04:55.080]  就喊叫說「每一個人都離開我,出去吧」
[00:04:55.080 --> 00:04:58.280]  日蝨和兄弟相認的時候
[00:04:58.280 --> 00:05:01.080]  沒有一人站在他那裡
[00:05:01.080 --> 00:05:02.920]  他放聲大哭
[00:05:02.920 --> 00:05:04.840]  埃及人聽見了
[00:05:04.840 --> 00:05:07.920]  法老家中的人也聽見了
[00:05:07.920 --> 00:05:10.440]  日蝨對他兄弟們說
[00:05:10.440 --> 00:05:14.560]  「我就是日蝨,我的父親還在嗎?」
[00:05:14.560 --> 00:05:17.320]  兄弟們不敢回答他
[00:05:17.320 --> 00:05:20.960]  因為他們在他面前都驚惶
[00:05:20.960 --> 00:05:24.000]  日蝨又對他兄弟們說
[00:05:24.000 --> 00:05:25.680]  「靠近我一點」
[00:05:25.680 --> 00:05:27.760]  他們就近前來
[00:05:27.760 --> 00:05:30.160]  他說「我是被你們」
[00:05:30.160 --> 00:05:32.560]  (聲音不清)
[00:05:32.560 --> 00:05:34.360]  好,我們去回第五字
[00:05:34.360 --> 00:05:39.000]  「現在不要因為把我賣到這裡而憂傷
[00:05:39.000 --> 00:05:40.720]  對自己生氣
[00:05:40.720 --> 00:05:44.080]  因為神差我在你們耳先來
[00:05:44.080 --> 00:05:46.120]  為要保存性命
[00:05:46.120 --> 00:05:49.920]  現在這地的饑荒已經兩年了
[00:05:49.920 --> 00:05:52.400]  還有五年不能耕種
[00:05:52.400 --> 00:05:53.800]  沒有收成
[00:05:53.800 --> 00:05:56.600]  神差我在你們耳先來
[00:05:56.600 --> 00:06:00.320]  為要給你們在世上存留餘種
[00:06:00.320 --> 00:06:04.000]  大師請求保存你們的性命
[00:06:04.000 --> 00:06:05.400]  這樣看來
[00:06:05.400 --> 00:06:08.480]  差我到這裡來的不是你們
[00:06:08.480 --> 00:06:09.600]  而是神
[00:06:09.600 --> 00:06:12.520]  祂又使我如同法老之父
[00:06:12.520 --> 00:06:14.520]  作祂全家之主
[00:06:14.520 --> 00:06:17.680]  和埃及全地掌權之主
[00:06:17.680 --> 00:06:21.600]  你們要趕緊上到我父親那裡去
[00:06:21.600 --> 00:06:22.840]  對他說
[00:06:22.840 --> 00:06:25.240]  「你兒子若失這樣說
[00:06:25.240 --> 00:06:28.480]  神已立我作全埃及之主
[00:06:28.480 --> 00:06:30.920]  請你下到我這裡來
[00:06:30.920 --> 00:06:35.280]  不要你和你的兒子、孫子
[00:06:35.280 --> 00:06:36.880]  羊群、牛群
[00:06:36.880 --> 00:06:38.880]  以及一切所有的
[00:06:38.880 --> 00:06:41.520]  都可以住在歌善地
[00:06:41.520 --> 00:06:43.080]  與我相近
[00:06:43.080 --> 00:06:45.600]  我要在那裡奉養你
[00:06:45.600 --> 00:06:48.280]  因為還有五年的饑荒
[00:06:48.280 --> 00:06:50.560]  免得你和你的家屬
[00:06:50.560 --> 00:06:52.360]  以及一切所有的
[00:06:52.360 --> 00:06:54.640]  都陷入窮困中」
[00:06:54.640 --> 00:06:57.840]  「你們的眼睛和我弟弟
[00:06:57.840 --> 00:07:00.320]  辯雅文的眼睛都看見
[00:07:00.320 --> 00:07:03.040]  是我親口對你們說話
[00:07:03.040 --> 00:07:07.200]  你們要把握在埃及一切的尊榮
[00:07:07.200 --> 00:07:09.920]  和你們所有看見的事情
[00:07:09.920 --> 00:07:11.920]  都告訴我父親
[00:07:11.920 --> 00:07:15.800]  也要趕緊請我父親下到這裡來
[00:07:15.800 --> 00:07:20.800]  於是若失伏在他弟弟辯雅文的頸上哭
[00:07:20.800 --> 00:07:24.000]  辯雅文也在他頸上哭
[00:07:24.000 --> 00:07:27.840]  他有親眾兄弟伏在他們哭
[00:07:27.840 --> 00:07:31.440]  過後他和兄弟和他說話」
[00:07:31.440 --> 00:07:33.440]  我們一起有個禱告
[00:07:33.440 --> 00:07:37.200]  蔡政府,多謝你
[00:07:37.200 --> 00:07:39.000]  因為你留下你的華語
[00:07:39.000 --> 00:07:42.400]  你的華語成為我們生命中的幫助
[00:07:42.400 --> 00:07:45.520]  求神讓我們有專心
[00:07:45.520 --> 00:07:47.520]  亦有智慧去明白
[00:07:47.520 --> 00:07:49.880]  亦求聖靈在我們生命中動功
[00:07:49.880 --> 00:07:51.880]  以致我們能夠勝在你的話
[00:07:51.880 --> 00:07:53.880]  成為我們生命日後的幫助
[00:07:53.880 --> 00:07:55.080]  你聽我的禱告
[00:07:55.080 --> 00:07:57.760]  以信禱告,奉主耶穌的六聖名求」
[00:07:57.760 --> 00:08:01.720]  今天說到若失
[00:08:01.720 --> 00:08:05.960]  可以說是聖經記載中故事的最後一部分
[00:08:05.960 --> 00:08:09.480]  很想問大家一個問題
[00:08:09.480 --> 00:08:10.960]  就是「What if」的問題
[00:08:10.960 --> 00:08:12.080]  一個假設的問題
[00:08:12.080 --> 00:08:13.120]  大家試想想
[00:08:13.120 --> 00:08:15.840]  我們過去透過經文去看過
[00:08:15.840 --> 00:08:18.400]  若失曾經在37章中說到
[00:08:18.400 --> 00:08:20.960]  他被他的哥哥賣了到埃及
[00:08:20.960 --> 00:08:22.800]  38章我們也見過
[00:08:22.800 --> 00:08:25.120]  他在Botafo的家做管家時
[00:08:25.120 --> 00:08:27.160]  被女主人冤枉
[00:08:27.160 --> 00:08:29.320]  冤枉他要抽他回去
[00:08:29.320 --> 00:08:31.320]  然後落到監獄當中
[00:08:31.320 --> 00:08:34.240]  40章我們再上一次去看
[00:08:34.240 --> 00:08:38.000]  當他向酒精和師善長解夢後
[00:08:38.000 --> 00:08:41.600]  他期望酒精會帶他出監獄
[00:08:41.600 --> 00:08:44.400]  但最後他被酒精遺忘了
[00:08:44.400 --> 00:08:47.520]  他經歷了這些不同生命的遭遇
[00:08:47.520 --> 00:08:49.040]  去到想像一下
[00:08:49.040 --> 00:08:51.520]  若失只專注在
[00:08:51.520 --> 00:08:55.280]  或者這些所謂生命中的經歷
[00:08:55.280 --> 00:08:56.240]  遭遇時
[00:08:56.240 --> 00:08:57.760]  在傷痛中
[00:08:57.760 --> 00:09:02.960]  我想他很難透過哀傷或絕望的情感走出來
[00:09:02.960 --> 00:09:05.480]  就像這個黑色的洞
[00:09:05.480 --> 00:09:08.480]  那種感受和痛苦
[00:09:08.480 --> 00:09:10.480]  可能就像一個黑洞
[00:09:10.480 --> 00:09:14.360]  被整個世界的悲傷吞噬
[00:09:14.360 --> 00:09:18.400]  若失是這樣看他的世界和生命
[00:09:18.400 --> 00:09:20.680]  我想他真的會在痛苦中
[00:09:20.680 --> 00:09:23.680]  但我們今天去到45章1至15節
[00:09:23.680 --> 00:09:25.040]  我們要看到的是
[00:09:25.040 --> 00:09:26.680]  原來若失的生命
[00:09:26.680 --> 00:09:29.480]  他看到的並不是只有傷痛
[00:09:29.480 --> 00:09:32.600]  傷痛是他生命的一切
[00:09:32.720 --> 00:09:35.960]  我們先看第一個點
[00:09:35.960 --> 00:09:37.640]  我們看到
[00:09:37.640 --> 00:09:39.200]  我們接著看的經文
[00:09:39.200 --> 00:09:41.120]  若失看到他的生命
[00:09:41.120 --> 00:09:43.120]  即使有不好的遭遇
[00:09:43.120 --> 00:09:45.720]  但他除了傷痛之外
[00:09:45.720 --> 00:09:48.120]  他仍然看到他身邊有其他的人
[00:09:48.120 --> 00:09:50.120]  就是他的家人和家族
[00:09:50.120 --> 00:09:53.840]  我們先看1至3節
[00:09:53.840 --> 00:09:55.520]  剛剛提到
[00:09:55.520 --> 00:09:58.240]  這張是說若失要和他的家人
