
[00:00:00.000 --> 00:00:03.520]  我們的敬拜生活不但限於會堂
[00:00:03.520 --> 00:00:06.400]  我們的敬拜生活不限於這一個小時
[00:00:06.400 --> 00:00:09.120]  也不限於剛才所唱的詩歌
[00:00:09.120 --> 00:00:10.520]  無論任何時刻
[00:00:10.520 --> 00:00:13.520]  我們都過著敬拜天父上帝的生活
[00:00:13.520 --> 00:00:15.520]  願上帝親自賜福大家
[00:00:15.520 --> 00:00:19.320]  好,想做一個統計
[00:00:19.320 --> 00:00:21.920]  一幅圖很習慣統計的,舉手一下
[00:00:21.920 --> 00:00:25.520]  想問問大家有多少個家庭有養寵物?
[00:00:25.520 --> 00:00:29.320]  都不少,有三、四成
[00:00:29.320 --> 00:00:30.920]  不問你們養甚麼寵物了
[00:00:30.920 --> 00:00:32.320]  我想問一問
[00:00:32.320 --> 00:00:35.720]  養寵物花你的時間多嗎?
[00:00:35.720 --> 00:00:37.720]  多,是吧?
[00:00:37.720 --> 00:00:43.520]  有多少個養超過一隻貓或狗?
[00:00:43.520 --> 00:00:46.320]  都有,很厲害
[00:00:46.320 --> 00:00:49.720]  留意一下我在外國看影片
[00:00:49.720 --> 00:00:52.920]  看到有些貓奴、狗奴諸如此類
[00:00:52.920 --> 00:00:54.520]  所謂無蟹
[00:00:54.520 --> 00:00:58.320]  有時養不只一隻,是一整盤
[00:00:58.320 --> 00:01:01.320]  我心想,第一,香港地方很狹窄
[00:01:01.320 --> 00:01:03.320]  如果要養,很要命
[00:01:03.320 --> 00:01:07.320]  你又要定時定候餵牠吃東西
[00:01:07.320 --> 00:01:09.320]  又要給牠洗澡打理
[00:01:09.320 --> 00:01:11.320]  有些貓狗給牠洗澡
[00:01:11.320 --> 00:01:13.320]  牠死死反抗,不是說笑
[00:01:13.320 --> 00:01:16.320]  好像捉小孩般捉住牠
[00:01:16.320 --> 00:01:19.320]  如果有病,你帶牠看獸醫
[00:01:19.320 --> 00:01:22.320]  這十多年香港很多獸醫
[00:01:22.320 --> 00:01:24.320]  看一次比看人還貴
[00:01:24.320 --> 00:01:26.320]  真的點頭同意
[00:01:27.320 --> 00:01:31.320]  所以,如果養一隻已經花你很多精神時間
[00:01:31.320 --> 00:01:35.320]  一鬥的話,花你更多時間
[00:01:35.320 --> 00:01:38.320]  不過,如果從另一個角度看
[00:01:38.320 --> 00:01:41.320]  一個牧羊人要打你一群羊
[00:01:41.320 --> 00:01:43.320]  不知道他花了多少精神時間
[00:01:43.320 --> 00:01:44.320]  有否想過這個問題?
[00:01:44.320 --> 00:01:50.320]  在家中可以逐隻逐隻辨認到這隻寵物
[00:01:50.320 --> 00:01:55.320]  但一場鬥的時候,你如何辨認羊是哪隻打哪隻?
[00:01:56.320 --> 00:01:59.320]  藉著這段經文再一次提醒我們
[00:01:59.320 --> 00:02:01.320]  耶穌說他是一個好牧人
[00:02:01.320 --> 00:02:05.320]  他的好牧人是認識他的羊,為羊寫命
[00:02:05.320 --> 00:02:07.320]  究竟是什麼意思呢?
[00:02:07.320 --> 00:02:11.320]  大家還記不記得我上一次說什麼?
[00:02:11.320 --> 00:02:14.320]  通常都不太記得
[00:02:14.320 --> 00:02:19.320]  所以我鼓勵你回到教會的網頁重溫
[00:02:19.320 --> 00:02:23.320]  如果有些牧者喜歡搞笑
[00:02:23.320 --> 00:02:25.320]  就會問你上星期的牧者說了什麼?
[00:02:25.320 --> 00:02:28.320]  有重溫的時候你會馬上回答
[00:02:28.320 --> 00:02:32.320]  所以鼓勵大家常常記住上帝的話
[00:02:32.320 --> 00:02:33.320]  留意這件事
[00:02:33.320 --> 00:02:39.320]  這段經文在約翰福音的十章一到二十一節
[00:02:39.320 --> 00:02:43.320]  講的是一個比喻
[00:02:43.320 --> 00:02:45.320]  這個比喻真是厲害
[00:02:45.320 --> 00:02:47.320]  一個比喻裡面包含兩方面的東西
[00:02:47.320 --> 00:02:50.320]  耶穌基督真是高手,講故事
[00:02:50.320 --> 00:02:51.320]  留意這件事
[00:02:51.320 --> 00:02:56.320]  原來在約翰福音的十章一到二十一節的時候
[00:02:56.320 --> 00:02:59.320]  是當時,因為在第九章大家記得
[00:02:59.320 --> 00:03:03.320]  耶穌是一個生來是黑眼的人
[00:03:03.320 --> 00:03:06.320]  法利素人看到的時候
[00:03:06.320 --> 00:03:09.320]  就很想推翻這個不是神蹟
[00:03:09.320 --> 00:03:13.320]  於是就捉了生來盲眼的好人
[00:03:13.320 --> 00:03:16.320]  又捉他父母來說,要把他說得很嘔心
[00:03:16.320 --> 00:03:17.320]  不是啊
[00:03:17.320 --> 00:03:19.320]  他不是生來盲眼的
[00:03:19.320 --> 00:03:24.320]  於是從而否定耶穌基督的神蹟
[00:03:24.320 --> 00:03:26.320]  否定耶穌基督
[00:03:26.320 --> 00:03:29.320]  於是看到耶穌的時候
[00:03:29.320 --> 00:03:34.320]  耶穌就講了這個比喻提醒他們
[00:03:34.320 --> 00:03:40.320]  所以這個比喻是講到耶穌基督是陽圈的門
[00:03:40.320 --> 00:03:42.320]  又講到耶穌是好目人
[00:03:42.320 --> 00:03:44.320]  上一次我們講到
[00:03:44.320 --> 00:03:47.320]  當耶穌講完這個比喻之後
[00:03:47.320 --> 00:03:50.320]  其實很多人不是很明白是什麼意思
[00:03:50.320 --> 00:03:53.320]  於是耶穌基督就要解話了
[00:03:53.320 --> 00:03:55.320]  在解話的時候
[00:03:55.320 --> 00:03:57.320]  上一次我跟大家講了
[00:03:57.320 --> 00:03:59.320]  耶穌就是門
[00:03:59.320 --> 00:04:00.320]  什麼叫門呢?
[00:04:00.320 --> 00:04:03.320]  很奇怪,為什麼用門來形容自己呢?
[00:04:03.320 --> 00:04:05.320]  原來在這個比喻裡面
[00:04:05.320 --> 00:04:08.320]  耶穌說他是門
[00:04:08.320 --> 00:04:09.320]  意思就是說
[00:04:09.320 --> 00:04:13.320]  他是一切屬神事物的唯一途徑
[00:04:13.320 --> 00:04:16.320]  而這道門有兩方面的功用
[00:04:16.320 --> 00:04:19.320]  一方面是辨別真假目人
[00:04:19.320 --> 00:04:22.320]  如果由門進去的才是目人
[00:04:22.320 --> 00:04:24.320]  否則就是強盜和盜賊
[00:04:24.320 --> 00:04:26.320]  而事實上這個門
[00:04:26.320 --> 00:04:29.320]  也是起了一種保護和維生的作用
[00:04:29.320 --> 00:04:31.320]  經他進去的時候
[00:04:31.320 --> 00:04:33.320]  才能得到救恩,得到保守
[00:04:33.320 --> 00:04:35.320]  而且得到草來吃
[00:04:35.320 --> 00:04:37.320]  可以過一個豐盛的人生
[00:04:37.320 --> 00:04:40.320]  這個比喻裡面
[00:04:40.320 --> 00:04:43.320]  頭十節裡面,七八節裡面
[00:04:43.320 --> 00:04:45.320]  基本上是一個比喻的內容
[00:04:45.320 --> 00:04:48.320]  第七節到第十節
[00:04:48.320 --> 00:04:50.320]  基本上是解釋什麼叫門
[00:04:50.320 --> 00:04:52.320]  但到了第十一節
[00:04:52.320 --> 00:04:54.320]  就可以從另一個角度來說
[00:04:54.320 --> 00:04:55.320]  是好目人
[00:04:55.320 --> 00:04:57.320]  耶穌同時用了這個比喻來解釋
[00:04:57.320 --> 00:04:59.320]  他是一個好目人
[00:04:59.320 --> 00:05:01.320]  今天我們想看看
[00:05:01.320 --> 00:05:03.320]  究竟為什麼耶穌用這個比喻來解釋
[00:05:03.320 --> 00:05:05.320]  他是一個好目人
[00:05:05.320 --> 00:05:08.320]  讓我們第一件事先讀一讀經文
[00:05:08.320 --> 00:05:10.320]  如果大家手上有聖經
[00:05:10.320 --> 00:05:12.320]  如果你可以翻開自己的手機
[00:05:12.320 --> 00:05:14.320]  或者程序表
[00:05:14.320 --> 00:05:16.320]  請聽我讀出這段經文
[00:05:16.320 --> 00:05:19.320]  《約翰福音》十章一到二十一節
[00:05:19.320 --> 00:05:23.320]  他說:我實實在在地告訴你們
[00:05:23.320 --> 00:05:26.320]  人進羊圈,不從門進去
[00:05:26.320 --> 00:05:28.320]  倒從別處爬進去
[00:05:28.320 --> 00:05:31.320]  那人就是賊,就是強盜
[00:05:31.320 --> 00:05:34.320]  從門進去的,才是羊的目人
[00:05:34.320 --> 00:05:37.320]  開門的,就給他開門
[00:05:37.320 --> 00:05:39.320]  羊也聽他的聲音
[00:05:39.320 --> 00:05:42.320]  他按著名叫自己的羊
[00:05:42.320 --> 00:05:44.320]  把羊領出來
[00:05:44.320 --> 00:05:46.320]  既放出自己的羊來
[00:05:46.320 --> 00:05:48.320]  就在前頭
[00:05:48.320 --> 00:05:50.320]  羊也跟著他
[00:05:50.320 --> 00:05:52.320]  因為認得他的聲音
[00:05:52.320 --> 00:05:54.320]  羊不跟著生人
[00:05:54.320 --> 00:05:56.320]  因為不認得他的聲音
[00:05:56.320 --> 00:05:58.320]  必要逃跑
[00:05:58.320 --> 00:06:00.320]  耶穌將這比喻告訴他們
[00:06:00.320 --> 00:06:04.320]  但他們不明白所說的是什麼意思
[00:06:04.320 --> 00:06:06.320]  所以耶穌又對他們說
[00:06:06.320 --> 00:06:09.320]  我實實在在地告訴你們
[00:06:09.320 --> 00:06:12.320]  我就是羊的門
[00:06:12.320 --> 00:06:14.320]  凡在我以先來的
[00:06:14.320 --> 00:06:16.320]  到時賊,是強盜
[00:06:16.320 --> 00:06:18.320]  羊卻不聽他們
[00:06:18.320 --> 00:06:20.320]  我就是門
[00:06:20.320 --> 00:06:22.320]  凡從我進來的
[00:06:22.320 --> 00:06:24.320]  必要得救
[00:06:24.320 --> 00:06:26.320]  並且出入得草吃
[00:06:26.320 --> 00:06:28.320]  到賊來
[00:06:28.320 --> 00:06:31.320]  無非要偷竊、殺害、毀壞
[00:06:31.320 --> 00:06:34.320]  我來了只叫羊得生命
[00:06:34.320 --> 00:06:37.320]  並且得的更豐盛
[00:06:37.320 --> 00:06:39.320]  我是好牧人
[00:06:39.320 --> 00:06:41.320]  好牧人為羊捨命
[00:06:41.320 --> 00:06:43.320]  若是故宮
[00:06:43.320 --> 00:06:45.320]  不是牧人
[00:06:45.320 --> 00:06:47.320]  羊也不是他自己的
[00:06:47.320 --> 00:06:49.320]  他看見狼來了
[00:06:49.320 --> 00:06:52.320]  就撇下羊套走
[00:06:52.320 --> 00:06:53.320]  狼抓住羊
[00:06:53.320 --> 00:06:55.320]  趕散了羊群
[00:06:55.320 --> 00:06:57.320]  故宮逃走
[00:06:57.320 --> 00:06:58.320]  人他是故宮
[00:06:58.320 --> 00:07:00.320]  並不顧念羊
[00:07:00.320 --> 00:07:02.320]  我是好牧人
[00:07:02.320 --> 00:07:04.320]  我認識我的羊
[00:07:04.320 --> 00:07:06.320]  我的羊也認識我
[00:07:06.320 --> 00:07:08.320]  正如父認識我
[00:07:08.320 --> 00:07:10.320]  我也認識父一樣
[00:07:10.320 --> 00:07:12.320]  並且我為羊捨命
[00:07:12.320 --> 00:07:14.320]  我另外有羊
[00:07:14.320 --> 00:07:16.320]  不是這圈裡的
[00:07:16.320 --> 00:07:18.320]  我必須領他們來
[00:07:18.320 --> 00:07:20.320]  他們也要聽我的聲音
[00:07:20.320 --> 00:07:22.320]  並且要合成一群
[00:07:22.320 --> 00:07:25.320]  貴一個牧人了
[00:07:25.320 --> 00:07:26.320]  我父愛我
[00:07:26.320 --> 00:07:28.320]  因我將命捨去
[00:07:28.320 --> 00:07:30.320]  好在取回來
[00:07:30.320 --> 00:07:33.320]  沒有人奪我的命去
[00:07:33.320 --> 00:07:35.320]  是我自己捨的
[00:07:35.320 --> 00:07:37.320]  我有權病捨了
[00:07:37.320 --> 00:07:40.320]  也有權病取回來
[00:07:40.320 --> 00:07:43.320]  這是我從父所授的命令
[00:07:43.320 --> 00:07:45.320]  猶太人因為這些話
[00:07:45.320 --> 00:07:47.320]  又起了紛爭
[00:07:47.320 --> 00:07:49.320]  內宗有好些人說
[00:07:49.320 --> 00:07:51.320]  他是被鬼附著
[00:07:51.320 --> 00:07:52.320]  而且瘋了
[00:07:52.320 --> 00:07:54.320]  為什麼要聽他呢?
[00:07:54.320 --> 00:07:55.320]  又有人說
[00:07:55.320 --> 00:07:57.320]  這不是鬼父之人所說的話
[00:07:57.320 --> 00:08:01.320]  鬼豈能叫核子的眼睛開了呢?
[00:08:01.320 --> 00:08:03.320]  在這裡我們說
[00:08:03.320 --> 00:08:06.320]  好牧人這段經文的教導
[00:08:06.320 --> 00:08:08.320]  原來好牧人這個稱呼
[00:08:08.320 --> 00:08:10.320]  在舊約聖經裡
[00:08:10.320 --> 00:08:14.320]  實在是上上以自己
[00:08:14.320 --> 00:08:16.320]  以色列的牧人來稱呼自己
[00:08:16.320 --> 00:08:18.320]  你可以看回詩篇23篇
[00:08:18.320 --> 00:08:20.320]  很出名的一篇詩篇
[00:08:20.320 --> 00:08:23.320]  耶和華是我的牧者
[00:08:23.320 --> 00:08:25.320]  以塞俠書40章的11節
[00:08:25.320 --> 00:08:27.320]  以西別書34章11到16節
[00:08:27.320 --> 00:08:29.320]  都有提到這方面的東西
[00:08:29.320 --> 00:08:31.320]  留意
[00:08:31.320 --> 00:08:33.320]  舊約聖經往往允許
[00:08:33.320 --> 00:08:35.320]  在利塞亞時代
[00:08:35.320 --> 00:08:40.320]  神會親自為百姓挑選一位好牧人
[00:08:40.320 --> 00:08:43.320]  當耶穌說這個比喻的時候
[00:08:43.320 --> 00:08:45.320]  正是呼應了舊約裡所說的
[00:08:45.320 --> 00:08:47.320]  他是好牧人
[00:08:47.320 --> 00:08:48.320]  留意
[00:08:48.320 --> 00:08:50.320]  好牧人這個字眼
[00:08:50.320 --> 00:08:52.320]  原來有兩個字組成
[00:08:52.320 --> 00:08:53.320]  一個是好字
[00:08:53.320 --> 00:08:55.320]  一個是牧人這個字
[00:08:55.320 --> 00:08:57.320]  牧人我不需要再多解釋
[00:08:57.320 --> 00:09:00.320]  反而這個好字就有一點特別了
[00:09:00.320 --> 00:09:03.320]  原來好這個形容詞
[00:09:03.320 --> 00:09:05.320]  在希臘文語文裡
[00:09:05.320 --> 00:09:06.320]  Kalos
[00:09:06.320 --> 00:09:09.320]  是說到心目中很理想
[00:09:09.320 --> 00:09:11.320]  又或者很美
[00:09:11.320 --> 00:09:13.320]  又或者很高貴
[00:09:13.320 --> 00:09:14.320]  很完善
[00:09:14.320 --> 00:09:16.320]  很有價值
[00:09:16.320 --> 00:09:18.320]  頂呱呱的
[00:09:18.320 --> 00:09:19.320]  甚至是極好
[00:09:19.320 --> 00:09:21.320]  很有能力
[00:09:21.320 --> 00:09:24.320]  原來在同一時代
[00:09:24.320 --> 00:09:26.320]  希臘文有另外一個字
[00:09:26.320 --> 00:09:27.320]  叫Agaphos
[00:09:27.320 --> 00:09:28.320]  也是叫好
[00:09:28.320 --> 00:09:30.320]  不過
[00:09:30.320 --> 00:09:32.320]  Kalos這個字眼相比之下
[00:09:32.320 --> 00:09:34.320]  就比較多用
[00:09:34.320 --> 00:09:37.320]  Agaphos這個字眼就比較少用
[00:09:37.320 --> 00:09:39.320]  而這個Agaphos的字眼
[00:09:39.320 --> 00:09:42.320]  往往指的是一件事的道德品質
[00:09:42.320 --> 00:09:44.320]  或者內裡的本質
[00:09:44.320 --> 00:09:45.320]  所以這個緣故
[00:09:45.320 --> 00:09:49.320]  形容良善、純良的方面比較多
[00:09:49.320 --> 00:09:51.320]  而Kalos主要是說到
[00:09:51.320 --> 00:09:52.320]  一個人
[00:09:52.320 --> 00:09:54.320]  他在服侍或者愛在的東西
[00:09:54.320 --> 00:09:55.320]  一些美好
[00:09:55.320 --> 00:09:58.320]  用這個字眼的時候
[00:09:58.320 --> 00:09:59.320]  往往指的是一種
[00:09:59.320 --> 00:10:02.320]  完全令人很著迷的一種好的感覺
[00:10:02.320 --> 00:10:03.320]  所以我這樣說
[00:10:03.320 --> 00:10:04.320]  在這一段的經文
[00:10:04.320 --> 00:10:07.320]  如果當他形容是好木人的時候
[00:10:07.320 --> 00:10:10.320]  他的職責去履行職責的時候
[00:10:10.320 --> 00:10:14.320]  他做到令人深受讚賞
[00:10:14.320 --> 00:10:18.320]  令人很羨慕那種卓越的表現
[00:10:18.320 --> 00:10:19.320]  好了
[00:10:19.320 --> 00:10:20.320]  當我們知道
[00:10:20.320 --> 00:10:22.320]  原來這個好木人是一個頂呱呱
[00:10:22.320 --> 00:10:24.320]  很理想、很好的木人的時候
[00:10:24.320 --> 00:10:26.320]  我們就要說
[00:10:26.320 --> 00:10:29.320]  究竟這個好木人
[00:10:29.320 --> 00:10:31.320]  所謂好,是好到哪裡來?
