
[00:00:00.000 --> 00:00:02.000]  第一次會平安
[00:00:02.000 --> 00:00:05.000]  在正道之前我們先有一個禱告
[00:00:05.000 --> 00:00:08.000]  天父上帝多謝你今天
[00:00:08.000 --> 00:00:10.000]  讓我們仍有生命的氣息
[00:00:10.000 --> 00:00:13.000]  回到你的殿裏去敬拜讚美你
[00:00:13.000 --> 00:00:15.000]  人生總有風浪
[00:00:15.000 --> 00:00:17.000]  總有試煉
[00:00:17.000 --> 00:00:21.000]  主要求你親自見撞我們每一個人的心
[00:00:21.000 --> 00:00:22.000]  遇到試煉的時候
[00:00:22.000 --> 00:00:23.000]  不要疑惑
[00:00:23.000 --> 00:00:26.000]  仰望定徵在你的身上
[00:00:26.000 --> 00:00:29.000]  以下的時間恭敬交託給你
[00:00:29.000 --> 00:00:31.000]  願聖靈與我們弟兄姊妹同在
[00:00:31.000 --> 00:00:32.000]  向我們說話
[00:00:32.000 --> 00:00:34.000]  多謝你聽我們祈禱
[00:00:34.000 --> 00:00:36.000]  奉耶穌基督 聖名祈求
[00:00:36.000 --> 00:00:37.000]  阿們
[00:00:37.000 --> 00:00:40.000]  弟兄姊妹 最近這段時間
[00:00:40.000 --> 00:00:42.000]  身邊很多朋友
[00:00:42.000 --> 00:00:44.000]  弟兄姊妹
[00:00:44.000 --> 00:00:46.000]  都遇到很多困難
[00:00:46.000 --> 00:00:47.000]  很多問題
[00:00:47.000 --> 00:00:49.000]  甚至很多試煉
[00:00:49.000 --> 00:00:52.000]  聖靈感動我準備今天這篇信息
[00:00:52.000 --> 00:00:54.000]  人生總有風浪
[00:00:54.000 --> 00:00:56.000]  甚至試煉
[00:00:56.000 --> 00:00:59.000]  有時好像急難暴風臨到
[00:00:59.000 --> 00:01:02.000]  殺我們一個措手不及
[00:01:02.000 --> 00:01:04.000]  我不知道在座的弟兄姊妹當中
[00:01:04.000 --> 00:01:08.000]  有沒有一些現在在工作裏面有困難
[00:01:08.000 --> 00:01:10.000]  甚至可能經歷了疫情
[00:01:10.000 --> 00:01:13.000]  你所處的行業被連根拔起
[00:01:13.000 --> 00:01:17.000]  你等待向下一里路出發
[00:01:17.000 --> 00:01:20.000]  可能等了一段時間都沒有機會
[00:01:20.000 --> 00:01:22.000]  又或者你很努力在工作裏面
[00:01:22.000 --> 00:01:24.000]  很想去榮耀見證上帝
[00:01:24.000 --> 00:01:28.000]  但工作壓力困難確實逼人
[00:01:28.000 --> 00:01:32.000]  可能當中有很多很難搞的同事
[00:01:32.000 --> 00:01:33.000]  甚至是上司
[00:01:33.000 --> 00:01:37.000]  百般刁難可能給你有很多的逼迫
[00:01:37.000 --> 00:01:39.000]  令你感覺到有心無力
[00:01:39.000 --> 00:01:41.000]  又或者會不會在你家裏面
[00:01:41.000 --> 00:01:44.000]  在這一刻有很多的困難
[00:01:44.000 --> 00:01:47.000]  你覺得很難去處理
[00:01:47.000 --> 00:01:50.000]  甚或會不會是你自己
[00:01:50.000 --> 00:01:53.000]  或者是你的家人在患病當中
[00:01:53.000 --> 00:01:55.000]  在這一刻你覺得是試煉
[00:01:55.000 --> 00:01:58.000]  真的好像火燒一樣的痛
[00:01:58.000 --> 00:02:01.000]  你不知道下一步應該怎樣走
[00:02:01.000 --> 00:02:04.000]  我遇到試煉和很多弟兄姊妹一樣
[00:02:04.000 --> 00:02:07.000]  有時都會覺得沮喪
[00:02:07.000 --> 00:02:09.000]  甚至會覺得疑惑
[00:02:09.000 --> 00:02:12.000]  可能我那班同工團隊都不知道
[00:02:12.000 --> 00:02:14.000]  其實我自己是一個很悲觀的人
[00:02:14.000 --> 00:02:18.000]  可能小時候在不安的環境長大
[00:02:18.000 --> 00:02:20.000]  經常要休茶休米
[00:02:20.000 --> 00:02:22.000]  很容易遇到一些困難的事
[00:02:22.000 --> 00:02:24.000]  我都會很憂慮
[00:02:24.000 --> 00:02:26.000]  我都會很擔憂
[00:02:26.000 --> 00:02:28.000]  就讓我們去下一頁
[00:02:28.000 --> 00:02:32.000]  再下一頁
[00:02:32.000 --> 00:02:35.000]  小時候不知為何看了一套電影
[00:02:35.000 --> 00:02:37.000]  那套不是一套好的電影
[00:02:37.000 --> 00:02:41.000]  但我深深被那套電影的宣傳口號吸引
[00:02:41.000 --> 00:02:43.000]  那套電影是一套續集的電影
[00:02:43.000 --> 00:02:44.000]  大家不要去找了
[00:02:44.000 --> 00:02:47.000]  因為一找就會知道我的年紀
[00:02:47.000 --> 00:02:49.000]  那套不是一套好電影
[00:02:49.000 --> 00:02:50.000]  我再一次強調
[00:02:50.000 --> 00:02:52.000]  但那套電影的宣傳口號我到今天都記得
[00:02:52.000 --> 00:02:54.000]  它是這樣說的
[00:02:54.000 --> 00:02:56.000]  蒼天堂能盡人意
[00:02:56.000 --> 00:02:58.000]  山作黃金海作田
[00:02:58.000 --> 00:02:59.000]  是甚麼意思呢
[00:02:59.000 --> 00:03:03.000]  即是說人生總有困難
[00:03:03.000 --> 00:03:06.000]  若果能夠事事順境遍地都是黃金
[00:03:06.000 --> 00:03:10.000]  即是側面告訴我們人生總有不如意的時候
[00:03:10.000 --> 00:03:13.000]  我不知為何看了這個宣傳口號之後
[00:03:13.000 --> 00:03:16.000]  當我遇到很多困難的事
[00:03:16.000 --> 00:03:18.000]  我總會想起這兩句說話
[00:03:18.000 --> 00:03:20.000]  很容易在我心中被繆繞
[00:03:20.000 --> 00:03:22.000]  令自己悲上加悲
[00:03:22.000 --> 00:03:24.000]  灰上加灰
[00:03:24.000 --> 00:03:27.000]  信了主的我前陣子有一段時間
[00:03:27.000 --> 00:03:28.000]  因為一些事
[00:03:28.000 --> 00:03:32.000]  我回到以前工作了很久的中環
[00:03:32.000 --> 00:03:34.000]  我遇到一些人遇到一些事
[00:03:34.000 --> 00:03:38.000]  想起很多很多往昔很多的片段
[00:03:38.000 --> 00:03:41.000]  想起以前經歷過很多的事年
[00:03:41.000 --> 00:03:43.000]  我發覺信了主之後
[00:03:43.000 --> 00:03:46.000]  我們不是單打獨鬥
[00:03:46.000 --> 00:03:48.000]  去面對我們人生的事年
[00:03:48.000 --> 00:03:51.000]  而是依靠我們所相信的主耶穌基督
[00:03:51.000 --> 00:03:53.000]  去面對我們人生的事年
[00:03:53.000 --> 00:03:54.000]  就好像今天
[00:03:54.000 --> 00:03:59.000]  我很想藉著彼得前書四章十二到十九節
[00:03:59.000 --> 00:04:01.000]  那裡給了兩個我們的指引
[00:04:01.000 --> 00:04:05.000]  第一個是持定為主受苦的決心
[00:04:05.000 --> 00:04:08.000]  第二個是持定主一定會再回來
[00:04:08.000 --> 00:04:10.000]  審判一切的信心
[00:04:10.000 --> 00:04:13.000]  去面對我們人生的事年
[00:04:13.000 --> 00:04:19.000]  我們首先一起去讀彼得前書四章十二到十四節
[00:04:19.000 --> 00:04:21.000]  我們一起讀這三節的經文
[00:04:21.000 --> 00:04:23.000]  我們預備
[00:04:23.000 --> 00:04:27.000]  親愛的,有火一般的考驗臨到你們
[00:04:27.000 --> 00:04:31.000]  不要怪似乎要遭遇非常的事
[00:04:31.000 --> 00:04:36.000]  都要歡喜,因為你們是與基督一同受苦
[00:04:36.000 --> 00:04:39.000]  使你們在他榮耀顯現的時候
[00:04:39.000 --> 00:04:41.000]  也可以歡喜快樂
[00:04:41.000 --> 00:04:45.000]  你們若為基督的名受辱罵,是有福的
[00:04:45.000 --> 00:04:50.000]  因為榮耀的靈,就是神的靈在你們身上
[00:04:50.000 --> 00:04:55.000]  彼得當時寫這封信的時候
[00:04:55.000 --> 00:04:58.000]  他面對那班信徒受了很多的苦難
[00:04:58.000 --> 00:05:00.000]  他們因為信仰的緣故被迫
[00:05:00.000 --> 00:05:02.000]  遷離他們原來住的地方
[00:05:02.000 --> 00:05:04.000]  流散在陌生人的地區
[00:05:04.000 --> 00:05:08.000]  他們被迫過著流散的生活
[00:05:08.000 --> 00:05:11.000]  他們受盡很多不信耶穌基督的人的白眼
[00:05:11.000 --> 00:05:12.000]  甚至逼迫
[00:05:12.000 --> 00:05:15.000]  他們過著提心吊膽的生活
[00:05:15.000 --> 00:05:18.000]  另一方面那些逼迫不單止來自外邦人
[00:05:18.000 --> 00:05:21.000]  也來自他們的同胞猶太人
[00:05:21.000 --> 00:05:27.000]  因為很多猶太人不相信耶穌基督是神差派來的救世主
[00:05:27.000 --> 00:05:29.000]  所以同樣逼迫他們
[00:05:29.000 --> 00:05:32.000]  可能這班信徒心裡有很多的鬱悶
[00:05:32.000 --> 00:05:34.000]  甚至有很多不明白的地方
[00:05:34.000 --> 00:05:36.000]  為什麼要搞成這樣
[00:05:36.000 --> 00:05:39.000]  這些日子何時可以完
[00:05:39.000 --> 00:05:41.000]  我們有時遇到困難的時候
[00:05:41.000 --> 00:05:45.000]  我們同樣很想這些試煉快點完
[00:05:45.000 --> 00:05:48.000]  那些試煉纏繞在我們身體
[00:05:48.000 --> 00:05:50.000]  或者我們生命的時候
[00:05:50.000 --> 00:05:53.000]  我們總會覺得很鬱悶
[00:05:53.000 --> 00:05:54.000]  很煩惱
[00:05:54.000 --> 00:05:55.000]  很困擾
[00:05:55.000 --> 00:05:57.000]  我們的身心也會被困住
[00:05:57.000 --> 00:06:01.000]  但是彼得勸勉當時遇到火一樣考驗的信徒
[00:06:01.000 --> 00:06:03.000]  給他們兩個的命令
[00:06:03.000 --> 00:06:05.000]  第一個的命令是不要奇怪
[00:06:05.000 --> 00:06:08.000]  第二個的命令是要歡喜
[00:06:08.000 --> 00:06:14.000]  彼得首先用火一樣的考驗去形容當時的信徒遇到的困難
[00:06:14.000 --> 00:06:17.000]  火燒我不知道大家有沒有試過被火燒
[00:06:17.000 --> 00:06:20.000]  你也能想像到可能被火燒會很痛
