
[00:00:00.000 --> 00:00:06.400]  我今天講到的經文是《約翰福音》六章
[00:00:06.400 --> 00:00:08.400]  我先講一下背景
[00:00:08.400 --> 00:00:10.900]  其實上一次應該是五章的時候
[00:00:10.900 --> 00:00:14.900]  就講到耶穌醫好了一個瘸腿的病人
[00:00:14.900 --> 00:00:18.900]  然後他就吸引了很多很多人去跟從他
[00:00:18.900 --> 00:00:21.900]  而來到第六章的開始
[00:00:21.900 --> 00:00:24.400]  就跟隨他的人越來越多
[00:00:24.400 --> 00:00:27.400]  耶穌去到加利利這個地方的時候
[00:00:27.400 --> 00:00:29.400]  他因為跟隨他的人很多
[00:00:29.400 --> 00:00:32.400]  所以他行了一個五餅二魚的神蹟
[00:00:32.400 --> 00:00:34.400]  他餵飽了五千人
[00:00:34.400 --> 00:00:38.400]  而當時這群群眾就更加追捧著耶穌
[00:00:38.400 --> 00:00:43.400]  甚至他們很想逼耶穌去作他們的猶大王
[00:00:43.400 --> 00:00:46.400]  所以耶穌他就退到山上
[00:00:46.400 --> 00:00:51.400]  同時門徒就坐船回到加伯隆這個地方
[00:00:51.400 --> 00:00:54.400]  在他們門徒坐船的過程裡面
[00:00:54.400 --> 00:00:56.400]  突然間遇到大風大浪
[00:00:56.400 --> 00:00:59.400]  他們很害怕的情況之下
[00:00:59.400 --> 00:01:02.400]  突然間他們看到眼前的耶穌
[00:01:02.400 --> 00:01:07.400]  竟然在水面上走到他們的船上
[00:01:07.400 --> 00:01:09.400]  起初他們是很害怕的
[00:01:09.400 --> 00:01:12.400]  但是當他們一認出那個是耶穌之後
[00:01:12.400 --> 00:01:16.400]  他們就立刻很樂意地接耶穌上船
[00:01:16.400 --> 00:01:18.400]  另一邊廂我剛才講的
[00:01:18.400 --> 00:01:21.400]  那群經歷了神蹟的人
[00:01:21.400 --> 00:01:23.400]  他們不斷地去找耶穌
[00:01:23.400 --> 00:01:25.400]  到處去找耶穌
[00:01:25.400 --> 00:01:27.400]  然後他們去到加伯隆那裡
[00:01:27.400 --> 00:01:29.400]  他終於找到耶穌
[00:01:29.400 --> 00:01:33.400]  但是耶穌他卻一針見血地指出
[00:01:33.400 --> 00:01:35.400]  他們跟隨的動機
[00:01:35.400 --> 00:01:40.400]  他說你們找我其實只是想繼續有免費的飯吃
[00:01:40.400 --> 00:01:44.400]  於是耶穌他就在會堂裡面宣講
[00:01:44.400 --> 00:01:49.400]  他指出自己才是從天上降下來的生命之糧
[00:01:49.400 --> 00:01:51.400]  而我今天講到的經文
[00:01:51.400 --> 00:01:55.400]  就是去到六章的尾段的部分
[00:01:55.400 --> 00:01:58.400]  正正就是緊接著耶穌他講完了
[00:01:58.400 --> 00:02:00.400]  他是生命之糧之後
[00:02:00.400 --> 00:02:02.400]  這群群眾和門徒
[00:02:02.400 --> 00:02:04.400]  到底對耶穌的宣講
[00:02:04.400 --> 00:02:06.400]  他們有什麼反應呢?
[00:02:06.400 --> 00:02:10.400]  我們不如先一起去讀出今天的經文
[00:02:10.400 --> 00:02:14.400]  經文是約翰福音六章六十至七十一節
[00:02:14.400 --> 00:02:16.400]  我們一起讀一二三
[00:02:16.400 --> 00:02:20.400]  他的門徒中有好些人聽見了
[00:02:20.400 --> 00:02:22.400]  他們說這話很難
[00:02:22.400 --> 00:02:24.400]  誰聽得進呢?
[00:02:24.400 --> 00:02:29.400]  耶穌心裡知道門徒為這話私下議論
[00:02:29.400 --> 00:02:31.400]  就對他們說
[00:02:31.400 --> 00:02:34.400]  這話成了你的絆腳石嗎?
[00:02:34.400 --> 00:02:39.400]  如果你們看見人子升到他原來所在之處
[00:02:39.400 --> 00:02:41.400]  會怎樣呢?
[00:02:41.400 --> 00:02:43.400]  聖靈賜人生命
[00:02:43.400 --> 00:02:45.400]  肉體毫無用處
[00:02:45.400 --> 00:02:50.400]  我對你們所說的話就是靈就是生命
[00:02:50.400 --> 00:02:54.400]  可是你們中間有些人不信
[00:02:54.400 --> 00:02:58.400]  耶穌起初就知道那些人不信他
[00:02:58.400 --> 00:03:00.400]  哪一個要出賣他
[00:03:00.400 --> 00:03:02.400]  於是耶穌說
[00:03:02.400 --> 00:03:04.400]  所以我對你們說過
[00:03:04.400 --> 00:03:07.400]  若不是無我父的恩賜
[00:03:07.400 --> 00:03:10.400]  沒有人能到我這裡來
[00:03:10.400 --> 00:03:14.400]  從此他們途中有很多退卻了
[00:03:14.400 --> 00:03:16.400]  不得再和他同行
[00:03:16.400 --> 00:03:19.400]  耶穌就對那十二門說
[00:03:19.400 --> 00:03:22.400]  你們也要離開嗎?
[00:03:22.400 --> 00:03:24.400]  西門彼得回答他
[00:03:24.400 --> 00:03:27.400]  主啊,你有永生之道
[00:03:27.400 --> 00:03:30.400]  我們還跟從誰呢?
[00:03:30.400 --> 00:03:32.400]  我們已經信了
[00:03:32.400 --> 00:03:35.400]  又知道你是上帝的聖者
[00:03:35.400 --> 00:03:37.400]  耶穌回答他們
[00:03:37.400 --> 00:03:40.400]  我不是揀選了你們十二個嗎?
[00:03:40.400 --> 00:03:44.400]  但你們中間有一個是魔鬼
[00:03:44.400 --> 00:03:45.400]  耶穌說
[00:03:45.400 --> 00:03:47.400]  是指著要出賣他的
[00:03:47.400 --> 00:03:51.400]  加勒人西門的兒子猶大說的
[00:03:51.400 --> 00:03:54.400]  他本是十二使徒裡的一個
[00:03:54.400 --> 00:03:57.400]  我們一起低頭禱告
[00:03:57.400 --> 00:03:58.400]  真愛的天父
[00:03:58.400 --> 00:04:01.400]  我們將我們的心交給你
[00:04:01.400 --> 00:04:04.400]  求聖靈親自對我們說話
[00:04:04.400 --> 00:04:06.400]  求你提升我們的眼光
[00:04:06.400 --> 00:04:09.400]  賜我們一顆渴慕和柔軟的心
[00:04:09.400 --> 00:04:13.400]  讓我們不要再單單依靠耳朵去聽
[00:04:13.400 --> 00:04:16.400]  而是用我們的生命去領受你的生命之道
[00:04:16.400 --> 00:04:18.400]  請開我們的耳
[00:04:18.400 --> 00:04:20.400]  讓我們聽懂你的心意
[00:04:20.400 --> 00:04:21.400]  求主帶領
[00:04:21.400 --> 00:04:23.400]  奉主耶穌基督的聖名自祈求
[00:04:23.400 --> 00:04:24.400]  阿們
[00:04:24.400 --> 00:04:26.400]  今天我講到的第一個分題
[00:04:26.400 --> 00:04:29.400]  就是昆華時的考驗
[00:04:29.400 --> 00:04:31.400]  首先想問問大家
[00:04:31.400 --> 00:04:35.400]  知不知道耶穌此刻身處在什麼地方?
[00:04:35.400 --> 00:04:39.400]  其實我剛才也有講到
[00:04:39.400 --> 00:04:41.400]  在第25章有提到
[00:04:41.400 --> 00:04:46.400]  耶穌當時是在加伯隆的會堂裡
[00:04:46.400 --> 00:04:48.400]  可以下一張
[00:04:48.400 --> 00:04:51.400]  會堂其實是什麼地方呢?
[00:04:51.400 --> 00:04:54.400]  其實會堂就是猶太人聚集
[00:04:54.400 --> 00:04:58.400]  祈禱和研讀律法的地方
[00:04:58.400 --> 00:05:00.400]  而當時在會堂裡
[00:05:00.400 --> 00:05:03.400]  除了有耶穌和祂的門徒之外
[00:05:03.400 --> 00:05:05.400]  還有一些一般百姓
[00:05:05.400 --> 00:05:06.400]  有法利塞人
[00:05:06.400 --> 00:05:07.400]  有文士
[00:05:07.400 --> 00:05:12.400]  甚至連一些想認識猶太信仰的外邦人
[00:05:12.400 --> 00:05:14.400]  他們也在場
[00:05:14.400 --> 00:05:18.400]  而會堂就是這些人去聚集敬拜
[00:05:18.400 --> 00:05:19.400]  祈禱
[00:05:19.400 --> 00:05:23.400]  聽人講解律法和先知書的地方
[00:05:23.400 --> 00:05:25.400]  不知道大家聽起來會不會覺得
[00:05:25.400 --> 00:05:29.400]  其實跟我們今天上教會也差不多
[00:05:29.400 --> 00:05:32.400]  這一群崇拜的會眾
[00:05:32.400 --> 00:05:35.400]  聽完耶穌講道之後
[00:05:35.400 --> 00:05:38.400]  大家記不記得他們有什麼反應?
[00:05:38.400 --> 00:05:39.400]  經文就出來了
[00:05:39.400 --> 00:05:42.400]  經文就指有很多門徒
[00:05:42.400 --> 00:05:45.400]  他們聽完耶穌基督的教導之後
[00:05:45.400 --> 00:05:49.400]  他們覺得很難垂聽得進
[00:05:49.400 --> 00:05:51.400]  其實這裡你會看到原文裡
[00:05:51.400 --> 00:05:53.400]  其實這個垂聽得進
[00:05:53.400 --> 00:05:57.400]  是在表達一個強烈拒絕的情緒
[00:05:57.400 --> 00:05:58.400]  意思就是說
[00:05:58.400 --> 00:06:01.400]  誰會聽從和接受?
[00:06:01.400 --> 00:06:04.400]  其實聖經所說的聽
[00:06:04.400 --> 00:06:07.400]  不只是耳朵聽到聲音
[00:06:07.400 --> 00:06:11.400]  而是說願意接受和跟從
[00:06:11.400 --> 00:06:14.400]  所以所謂的者說懇難
[00:06:14.400 --> 00:06:18.400]  不是說那些說話他們很難理解
[00:06:18.400 --> 00:06:20.400]  而是指很難接受
[00:06:20.400 --> 00:06:22.400]  正正因為他們聽得明白
[00:06:22.400 --> 00:06:26.400]  所以他們才會覺得很難接受
[00:06:26.400 --> 00:06:29.400]  究竟耶穌講了什麼
[00:06:29.400 --> 00:06:31.400]  令到這些人覺得很難受
[00:06:31.400 --> 00:06:34.400]  會覺得被冒犯了呢?
[00:06:34.400 --> 00:06:36.400]  在相信當中有兩個原因
[00:06:36.400 --> 00:06:37.400]  首先第一個原因
[00:06:37.400 --> 00:06:39.400]  就是他們在質疑耶穌的身份
[00:06:39.400 --> 00:06:42.400]  因為你可以看到經文下面
[00:06:42.400 --> 00:06:47.400]  耶穌是指出當年在曠野的瑪拿
[00:06:47.400 --> 00:06:49.400]  並不是摩西所賜給他們
[00:06:49.400 --> 00:06:53.400]  而且瑪拿吃了不會讓人有永生
[00:06:53.400 --> 00:06:55.400]  每一個都會死亡
[00:06:55.400 --> 00:06:57.400]  接著耶穌再宣告
[00:06:57.400 --> 00:07:01.400]  自己就是從天上降下來的生命之糧
[00:07:01.400 --> 00:07:04.400]  大家記不記得剛才說的那群人是什麼人
[00:07:04.400 --> 00:07:06.400]  是一群猶太人
[00:07:06.400 --> 00:07:09.400]  他們眼中知道他們怎麼看摩西嗎?
[00:07:09.400 --> 00:07:12.400]  摩西在他們心目中是至高無上的
[00:07:12.400 --> 00:07:14.400]  而耶穌是什麼人呢?
[00:07:14.400 --> 00:07:18.400]  耶穌在他們眼中就是弱勢的兒子
[00:07:18.400 --> 00:07:23.400]  這個弱勢的兒子竟然自稱自己比摩西更大
[00:07:23.400 --> 00:07:25.400]  更加偉大
[00:07:25.400 --> 00:07:28.400]  他們理性完全接受不了
[00:07:28.400 --> 00:07:31.400]  接著我們再看第二個原因
[00:07:31.400 --> 00:07:34.400]  相信就是在52節提到
[00:07:34.400 --> 00:07:37.400]  其實耶穌跟那些跟隨祂的人說
[00:07:37.400 --> 00:07:40.400]  要吃祂的肉,喝祂的血
[00:07:40.400 --> 00:07:44.400]  對嚴守律法的猶太人來說
[00:07:44.400 --> 00:07:48.400]  吃肉,喝血這些絕對禁止
[00:07:48.400 --> 00:07:50.400]  也是極其污穢的事
[00:07:50.400 --> 00:07:53.400]  所以他們對於耶穌這個講解
[00:07:53.400 --> 00:07:57.400]  他們覺得很震驚並且難以接受
[00:07:57.400 --> 00:08:01.400]  但其實耶穌是在用一個比喻
[00:08:01.400 --> 00:08:06.400]  是要人跟祂建立一個最親密的生命連結
[00:08:06.400 --> 00:08:07.400]  歸根究底
[00:08:07.400 --> 00:08:11.400]  這群人正在用世界屬勢的邏輯
[00:08:11.400 --> 00:08:15.400]  去聽一些屬靈的教導
[00:08:15.400 --> 00:08:19.400]  這種思維不僅讓他們拒絕接受
[00:08:19.400 --> 00:08:23.400]  更加驅使他們帶來行動
[00:08:23.400 --> 00:08:26.400]  我們在61節的時候可以看到
[00:08:26.400 --> 00:08:28.400]  這群人開始私下議論
[00:08:28.400 --> 00:08:31.400]  私下議論的意思是什麼呢?
[00:08:31.400 --> 00:08:34.400]  他們開始發怨言
[00:08:34.400 --> 00:08:36.400]  低聲地表達不滿
[00:08:36.400 --> 00:08:39.400]  不知道大家對於發怨言這個字
[00:08:39.400 --> 00:08:41.400]  會想起什麼呢?
[00:08:41.400 --> 00:08:43.400]  會不會想起舊約裡面
[00:08:43.400 --> 00:08:45.400]  以色列人經常發怨言呢?
[00:08:45.400 --> 00:08:47.400]  究竟是什麼原因
[00:08:47.400 --> 00:08:49.400]  會令到一群信徒
[00:08:49.400 --> 00:08:54.400]  對耶穌或神揀選的領袖發怨言呢?
[00:08:54.400 --> 00:08:58.400]  我嘗試把新舊約歸納
[00:08:58.400 --> 00:09:01.400]  我發現了發怨言的原因
[00:09:01.400 --> 00:09:03.400]  其實可以歸納為四類
[00:09:03.400 --> 00:09:07.400]  首先第一類是生活缺乏
[00:09:07.400 --> 00:09:08.400]  在舊約經文裡
[00:09:08.400 --> 00:09:10.400]  當以色列人在曠野裡
[00:09:10.400 --> 00:09:12.400]  他們沒有東西吃、沒有水喝
[00:09:12.400 --> 00:09:15.400]  甚至他們覺得馬拉太悶了
[00:09:15.400 --> 00:09:17.400]  很想有肉吃的時候
[00:09:17.400 --> 00:09:21.400]  他們就對摩西亞倫去發怨言
[00:09:21.400 --> 00:09:23.400]  所以當生活缺乏的時候
[00:09:23.400 --> 00:09:26.400]  我們很容易就會掉進發怨言裡
[00:09:26.400 --> 00:09:29.400]  另外就是屬靈的疲乏
[00:09:29.400 --> 00:09:31.400]  一群以色列人
[00:09:31.400 --> 00:09:34.400]  他們要進入迦南地
[00:09:34.400 --> 00:09:37.400]  他們在曠野停留了一段時間
[00:09:37.400 --> 00:09:40.400]  然後他們想派12個探子去打聽
[00:09:40.400 --> 00:09:42.400]  但是在這件事件當中
[00:09:42.400 --> 00:09:46.400]  我們看到這群人卻忘記了
[00:09:46.400 --> 00:09:49.400]  神過去所施行的恩典
[00:09:49.400 --> 00:09:53.400]  同時他們也忘記了神的應許
[00:09:53.400 --> 00:09:56.400]  第三類是驕傲、不服
[00:09:56.400 --> 00:09:59.400]  其實這個在新舊約也有出現
[00:09:59.400 --> 00:10:00.400]  舊約的時候
[00:10:00.400 --> 00:10:03.400]  就是祭司可拉帶著一群領袖
[00:10:03.400 --> 00:10:08.400]  去挑戰他們的屬靈領袖摩西的權威
[00:10:08.400 --> 00:10:10.400]  另外一個就是新約的時候
[00:10:10.400 --> 00:10:14.400]  就是一群法尼塞人對耶穌和罪人吃飯
[00:10:14.400 --> 00:10:15.400]  他們感到不滿
[00:10:15.400 --> 00:10:17.400]  所以他們在發怨言
[00:10:17.400 --> 00:10:20.400]  而最後一種就是驕傲、妒忌的比較
[00:10:20.400 --> 00:10:22.400]  景文裡面的新約當中
[00:10:22.400 --> 00:10:24.400]  一群葡萄園的工人
[00:10:24.400 --> 00:10:28.400]  對於一群像他們很多
[00:10:28.400 --> 00:10:31.400]  快要收工的時候才來到的工人
[00:10:31.400 --> 00:10:35.400]  能夠得到和他們一樣的工價的時候
[00:10:35.400 --> 00:10:38.400]  他們內心感到很不滿
[00:10:38.400 --> 00:10:40.400]  不知道各位弟兄姊妹
[00:10:40.400 --> 00:10:43.400]  你看到這個表的時候
[00:10:43.400 --> 00:10:47.400]  我們今天會不會也有類似的原因
[00:10:47.400 --> 00:10:51.400]  令我們對神的信心去動搖
[00:10:51.400 --> 00:10:54.400]  甚至我們私下在發怨言呢?
[00:10:54.400 --> 00:10:58.400]  我們有沒有因為生活環境而埋怨呢?
[00:10:58.400 --> 00:11:00.400]  當我們面對經濟壓力
[00:11:00.400 --> 00:11:02.400]  工作不順利
[00:11:02.400 --> 00:11:04.400]  我們前途不穩定
[00:11:04.400 --> 00:11:06.400]  想轉工轉不到
[00:11:06.400 --> 00:11:09.400]  我們會不會很容易埋怨神
[00:11:09.400 --> 00:11:11.400]  神你是不是不理我?
[00:11:11.400 --> 00:11:13.400]  神你去了哪裡?
[00:11:13.400 --> 00:11:14.400]  其實很多時候
[00:11:14.400 --> 00:11:17.400]  是因為我們已經將我們的安全感
[00:11:17.400 --> 00:11:21.400]  放在一些物質和我們的工作上
[00:11:21.400 --> 00:11:24.400]  而不是放在神身上
[00:11:24.400 --> 00:11:26.400]  我們有沒有試過陷入了
[00:11:26.400 --> 00:11:29.400]  屬靈的疲累裡面呢?
[00:11:29.400 --> 00:11:32.400]  初信的日子我們很熱心的
[00:11:32.400 --> 00:11:34.400]  但是日子久了
[00:11:34.400 --> 00:11:36.400]  聚會 侍奉
[00:11:36.400 --> 00:11:40.400]  會不會都變成了一個例行的公事
[00:11:40.400 --> 00:11:42.400]  而當生命失去動力的時候
[00:11:42.400 --> 00:11:44.400]  我們就開始挑剔
[00:11:44.400 --> 00:11:46.400]  開始投訴
[00:11:46.400 --> 00:11:47.400]  我們內心可能覺得
[00:11:47.400 --> 00:11:49.400]  講到都不吸引
[00:11:49.400 --> 00:11:51.400]  小組都沒有愛心
[00:11:51.400 --> 00:11:53.400]  教會環境很悶
[00:11:53.400 --> 00:11:57.400]  總之看什麼都不順眼
[00:11:57.400 --> 00:11:59.400]  最後我們有沒有因為驕傲
[00:11:59.400 --> 00:12:02.400]  而去質疑這個領袖呢?
[00:12:02.400 --> 00:12:05.400]  隨著我們服事之力越來越深的時候
[00:12:05.400 --> 00:12:07.400]  我們有沒有試過在心裡面
[00:12:07.400 --> 00:12:09.400]  都有不服氣的時間
[00:12:09.400 --> 00:12:12.400]  在想為什麼他可以做組長
[00:12:12.400 --> 00:12:14.400]  為什麼這些人都可以服事
[00:12:14.400 --> 00:12:17.400]  當我們帶著這一份驕傲
[00:12:17.400 --> 00:12:20.400]  覺得自己被別人屬靈的時候
[00:12:20.400 --> 00:12:23.400]  我們就開始私下批評
[00:12:23.400 --> 00:12:25.400]  我們分黨分派
[00:12:25.400 --> 00:12:27.400]  我們甚至質疑領袖的決定
[00:12:27.400 --> 00:12:29.400]  但是這種驕傲
[00:12:29.400 --> 00:12:33.400]  最後帶來的只是分裂
[00:12:33.400 --> 00:12:36.400]  最後我們有沒有因為比較
[00:12:36.400 --> 00:12:39.400]  而我們內心出現了妒忌呢?
[00:12:39.400 --> 00:12:41.400]  當我們很熱心侍奉的時候
[00:12:41.400 --> 00:12:44.400]  我們很容易會將我們跟神的關係
[00:12:44.400 --> 00:12:47.400]  變成了一種利益的交換
[00:12:47.400 --> 00:12:49.400]  我們覺得自己做得多一點
[00:12:49.400 --> 00:12:52.400]  我們就應該得到多一點神的祝福
[00:12:52.400 --> 00:12:54.400]  但當我們看到其他人
[00:12:54.400 --> 00:12:56.400]  他付出得少一點的時候
[00:12:56.400 --> 00:12:57.400]  但生活一樣蒙福
[00:12:57.400 --> 00:13:00.400]  一樣在得到恩典的時候
[00:13:00.400 --> 00:13:03.400]  我們心裡面就有一種不舒服
[00:13:03.400 --> 00:13:06.400]  還有一種覺得不公平的感覺
[00:13:06.400 --> 00:13:08.400]  各位頂姐妹
[00:13:08.400 --> 00:13:11.400]  在走這條信仰路的時候
[00:13:11.400 --> 00:13:14.400]  剛剛所說的這幾種埋怨
[00:13:14.400 --> 00:13:19.400]  有哪一樣正正篤中了你的心呢?
[00:13:19.400 --> 00:13:22.400]  其實我們是不是都曾經覺得
[00:13:22.400 --> 00:13:27.400]  聖經的教導很離地、很難跟
[00:13:27.400 --> 00:13:29.400]  其實很多時候是因為
[00:13:29.400 --> 00:13:33.400]  我們一直將自我放在首位
[00:13:33.400 --> 00:13:36.400]  我們忘記了神的恩典
[00:13:36.400 --> 00:13:38.400]  甚至我們沒有心莊在
[00:13:38.400 --> 00:13:40.400]  我們不願意花時間
[00:13:40.400 --> 00:13:44.400]  去真正聽懂神的心意
[00:13:44.400 --> 00:13:47.400]  當信仰的要求令我們覺得太難
[00:13:47.400 --> 00:13:50.400]  或者我們覺得被針對
[00:13:50.400 --> 00:13:53.400]  甚至覺得被挑戰的時候
[00:13:53.400 --> 00:13:57.400]  我們就不知不覺地選擇了離場
[00:13:57.400 --> 00:14:00.400]  我們開始減少聚會
[00:14:00.400 --> 00:14:04.400]  我們沒有動力抽時間去讀經祈禱
[00:14:04.400 --> 00:14:06.400]  我們轉移將我們的心思
[00:14:06.400 --> 00:14:10.400]  意念放在熟悉的依賴上
[00:14:10.400 --> 00:14:12.400]  例如我們寧願拿時間
[00:14:12.400 --> 00:14:15.400]  去沒有目的地在看IG
[00:14:15.400 --> 00:14:18.400]  還是我們全程投入在工作上
[00:14:18.400 --> 00:14:22.400]  或者我們很努力在經營各種不同的關係
[00:14:22.400 --> 00:14:26.400]  或者我們在追求金錢和權力
[00:14:26.400 --> 00:14:28.400]  如果我們真的這樣的話
[00:14:28.400 --> 00:14:31.400]  其實我們正正一步一步
[00:14:31.400 --> 00:14:35.400]  走向靈性的枯乾
[00:14:35.400 --> 00:14:37.400]  面對這個光景
[00:14:37.400 --> 00:14:40.400]  耶穌就對當日的門徒
[00:14:40.400 --> 00:14:41.400]  不滿的門徒
[00:14:41.400 --> 00:14:44.400]  祂作出了一個適時的提醒
[00:14:44.400 --> 00:14:45.400]  在第63節的時候
[00:14:45.400 --> 00:14:48.400]  耶穌說肉體是沒有益處的
[00:14:48.400 --> 00:14:50.400]  耶穌想告訴我們
[00:14:50.400 --> 00:14:52.400]  當你離開了神
[00:14:52.400 --> 00:14:53.400]  單憑肉體
[00:14:53.400 --> 00:14:57.400]  一味靠著屬世的方法去填補我們心靈的話
[00:14:57.400 --> 00:15:01.400]  對我們的生命根本就毫無幫助
[00:15:01.400 --> 00:15:05.400]  所以耶穌基督今天在這裡同樣呼召我們
[00:15:05.400 --> 00:15:10.400]  要將我們心靈的焦點和精力重新調教
[00:15:10.400 --> 00:15:12.400]  放在屬靈的事上
[00:15:12.400 --> 00:15:16.400]  而不是繼續執著在肉體的事上
[00:15:16.400 --> 00:15:18.400]  各位弟兄姊妹
[00:15:18.400 --> 00:15:21.400]  今天你會怎樣選擇?
[00:15:21.400 --> 00:15:23.400]  你會選擇迴轉
[00:15:23.400 --> 00:15:26.400]  得著這份豐富的屬靈生命
[00:15:26.400 --> 00:15:30.400]  還是任由它繼續靠著肉體去掙扎
[00:15:30.400 --> 00:15:35.400]  一步一步走向屬靈枯乾當中呢?
[00:15:35.400 --> 00:15:39.400]  我今天要講的第二個分題
[00:15:39.400 --> 00:15:41.400]  就是堅定跟隨的選擇
[00:15:41.400 --> 00:15:44.400]  透過剛才的經文
[00:15:44.400 --> 00:15:47.400]  我們可以看到一個很真實的畫面
[00:15:47.400 --> 00:15:49.400]  耶穌的提醒
[00:15:49.400 --> 00:15:52.400]  不但沒有消除這一群人
[00:15:52.400 --> 00:15:54.400]  這一群跟隨者的不滿
[00:15:54.400 --> 00:15:57.400]  反而他們更加覺得被冒犯
[00:15:57.400 --> 00:15:59.400]  覺得被挑戰
[00:15:59.400 --> 00:16:03.400]  結果是他們選擇轉身離場
[00:16:03.400 --> 00:16:05.400]  不再跟隨
[00:16:05.400 --> 00:16:09.400]  而面對門徒的跌倒和離開
[00:16:09.400 --> 00:16:12.400]  耶穌同樣沒有選擇妥協
[00:16:12.400 --> 00:16:16.400]  或者沒有降低祂的標準來挽留他們
[00:16:16.400 --> 00:16:20.400]  這並不是因為耶穌不重視他們
[00:16:20.400 --> 00:16:23.400]  而是因為耶穌要預備的是一群
[00:16:23.400 --> 00:16:26.400]  能夠持守到底的核心門徒
[00:16:26.400 --> 00:16:30.400]  祂要的是我們內心真正的毀身
[00:16:30.400 --> 00:16:33.400]  而不是表面上去湊熱鬧
[00:16:33.400 --> 00:16:36.400]  所以當大部分的門徒都離開之後
[00:16:36.400 --> 00:16:41.400]  耶穌轉身去到十二門徒前面
[00:16:41.400 --> 00:16:43.400]  去溫柔地問他們
[00:16:43.400 --> 00:16:46.400]  你們都要離開嗎?
[00:16:46.400 --> 00:16:49.400]  其實我們在英文可以看到
[00:16:49.400 --> 00:16:54.400]  耶穌是在問你們不想離開嗎?
[00:16:54.400 --> 00:16:59.400]  其實耶穌在給他們一個選擇的自由
[00:16:59.400 --> 00:17:01.400]  各位弟兄姊妹
[00:17:01.400 --> 00:17:03.400]  如果是你
[00:17:03.400 --> 00:17:05.400]  你會怎樣回答?
[00:17:05.400 --> 00:17:07.400]  在這個時候
[00:17:07.400 --> 00:17:09.400]  其實你成為少數
[00:17:09.400 --> 00:17:11.400]  我相信壓迫感很大
[00:17:11.400 --> 00:17:14.400]  大部分人一個一個離開了
[00:17:14.400 --> 00:17:15.400]  就好像這裡
[00:17:15.400 --> 00:17:19.400]  一個一個離開了這個圈子裡
[00:17:19.400 --> 00:17:23.400]  你會留下還是跟著走呢?
[00:17:23.400 --> 00:17:26.400]  我們在經文裡再看看
[00:17:26.400 --> 00:17:29.400]  這十二個門徒他們怎樣選擇
[00:17:29.400 --> 00:17:31.400]  在這個時候
[00:17:31.400 --> 00:17:33.400]  十二個門徒當中的西門彼得
[00:17:33.400 --> 00:17:35.400]  他站了出來
[00:17:35.400 --> 00:17:37.400]  他對耶穌說
[00:17:37.400 --> 00:17:39.400]  主啊,我還能到哪裡呢?
[00:17:39.400 --> 00:17:41.400]  祢又永生知道
[00:17:41.400 --> 00:17:44.400]  其實彼得這個回應是非常清晰的
[00:17:44.400 --> 00:17:47.400]  他也展現了極大的信心
[00:17:47.400 --> 00:17:49.400]  他表達的意思就是
[00:17:49.400 --> 00:17:52.400]  主啊,我根本沒有第二個選擇
[00:17:52.400 --> 00:17:54.400]  祢才是我唯一的道路
[00:17:54.400 --> 00:17:57.400]  彼得這個宣告代表著
[00:17:57.400 --> 00:18:02.400]  即使跟隨主的過程充滿著困難
[00:18:02.400 --> 00:18:04.400]  但是他依然認定
[00:18:04.400 --> 00:18:06.400]  耶穌是唯一
[00:18:06.400 --> 00:18:10.400]  也是最好的選擇
[00:18:10.400 --> 00:18:14.400]  如果我們細看彼得的話的時候
[00:18:14.400 --> 00:18:16.400]  不知道大家會不會發現
