
[00:00:00.000 --> 00:00:05.320]  (主持人: 喂喂,好,導演姊妹早晨啊,早晨啊,早晨啊)
[00:00:05.320 --> 00:00:10.220]  (主持人: 好啊,感謝敬拜隊和我們一起去敬拜)
[00:00:10.220 --> 00:00:13.960]  (主持人: 我想來介紹一下今天的講員)
[00:00:13.960 --> 00:00:17.660]  (主持人: 我猜中二、中三,可能你也認識一下他)
[00:00:17.660 --> 00:00:20.300]  (主持人: 但是中一你應該沒有見過他)
[00:00:20.300 --> 00:00:22.880]  (主持人: 今天的講員是Forence傳道)
[00:00:22.880 --> 00:00:27.140]  (主持人: 其實他在我年輕的時候,他已經是我傳道人)
[00:00:27.140 --> 00:00:31.740]  (主持人: 所以他之前是青少年部的傳道人)
[00:00:31.740 --> 00:00:34.820]  (主持人: 很開心有機會回來分享訊息)
[00:00:34.820 --> 00:00:39.320]  (主持人: 把時間交給他,給他掌聲,歡迎他)
[00:00:39.320 --> 00:00:41.660]  [掌聲]
[00:00:41.660 --> 00:00:44.820]  (Forence: 因為我早出道,所以就算凌峰現在這麼大)
[00:00:44.820 --> 00:00:46.940]  (Forence: 我也是差不多年紀)
[00:00:46.940 --> 00:00:49.140]  (Forence: 大家早晨,我是Forence)
[00:00:49.140 --> 00:00:53.180]  (Forence: 剛才敬拜裡面唱最後那首歌,我也很感動)
[00:00:53.180 --> 00:00:56.500]  (Forence: 我也說我真的很愛上帝)
[00:00:56.500 --> 00:00:59.860]  (Forence: 為什麼呢?因為我很感受上帝很愛我)
[00:00:59.860 --> 00:01:02.860]  (Forence: 這段時間其實心裡有很多事情)
[00:01:02.860 --> 00:01:05.980]  (Forence: 很多困難,覺得很難應付的事情)
[00:01:05.980 --> 00:01:09.100]  (Forence: 但是上帝好像一步一步帶我跨過)
[00:01:09.100 --> 00:01:11.860]  (Forence: 直到這一刻,我覺得上帝真的很好)
[00:01:11.860 --> 00:01:14.700]  (Forence: 因為祂就是這樣)
[00:01:14.700 --> 00:01:16.220]  (Forence: 我不知道你們什麼時候會說得出)
[00:01:16.220 --> 00:01:19.180]  (Forence: 我很愛上帝,因為上帝很愛我)
[00:01:19.180 --> 00:01:22.100]  (Forence: 說說吧)
[00:01:22.100 --> 00:01:25.900]  (Forence: 好,我們不如進入祈禱,進入上帝的說話)
[00:01:25.900 --> 00:01:28.460]  (Forence: 祝福我們感謝你,你這麼愛我們)
[00:01:28.460 --> 00:01:31.340]  (Forence: 在我們還沒感覺到你很愛我們之前)
[00:01:31.340 --> 00:01:34.060]  (Forence: 你已經很實在地去愛我們)
[00:01:34.060 --> 00:01:37.500]  (Forence: 因為你已經派了耶穌基督為我們去死)
[00:01:37.500 --> 00:01:39.620]  (Forence: 而我們每天經歷你的裡面)
[00:01:39.620 --> 00:01:43.180]  (Forence: 我們每天更加慢慢一步一步)
[00:01:43.180 --> 00:01:45.660]  (Forence: 體會到你真是一個很真實的上帝)
[00:01:45.660 --> 00:01:47.900]  (Forence: 你也真是一個很愛我們的上帝)
[00:01:47.900 --> 00:01:50.540]  (Forence: 但是感恩,在我們還作罪人的時候)
[00:01:50.540 --> 00:01:53.860]  (Forence: 在我們還沒認識你,還沒感受到你的愛的時候)
[00:01:53.860 --> 00:01:56.100]  (Forence: 你已經愛了我們,我們感謝你)
[00:01:56.100 --> 00:02:00.100]  (Forence: 我們以上的禱告奉主命求,阿們)
[00:02:00.100 --> 00:02:02.100]  (Forence: 好了,那)
[00:02:02.100 --> 00:02:04.860]  (Forence: 我經常都不知道怎樣進入)
[00:02:04.860 --> 00:02:06.580]  (Forence: 好了,那就這樣說吧)
[00:02:06.580 --> 00:02:09.180]  (Forence: 曾經有位老師跟我說)
[00:02:09.180 --> 00:02:10.820]  (Forence: 他說因為他是一位老師)
[00:02:10.820 --> 00:02:13.700]  (Forence: 所以他懂得一個技能)
[00:02:13.700 --> 00:02:17.140]  (Forence: 就是在他沒有直接看著一個人的時候)
[00:02:17.140 --> 00:02:19.780]  (Forence: 他也會知道那個人是看著他)
[00:02:19.780 --> 00:02:21.180]  (Forence: 他說因為他是一位老師)
[00:02:21.180 --> 00:02:23.780]  (Forence: 他需要四面八方的看到)
[00:02:23.780 --> 00:02:25.780]  (Forence: 所以他就有這個技能)
[00:02:25.780 --> 00:02:27.220]  (Forence: 他不直接看著那個人)
[00:02:27.220 --> 00:02:28.940]  (Forence: 也知道那個人是看著他)
[00:02:28.940 --> 00:02:32.140]  (Forence: 令我想起這個主題)
[00:02:32.140 --> 00:02:37.340]  (Forence: 令我想起有關周圍視覺的一個問題)
[00:02:37.340 --> 00:02:39.460]  (Forence: 我就做了一些資料搜集)
[00:02:39.460 --> 00:02:41.260]  (Forence: AI呢)
[00:02:41.260 --> 00:02:43.540]  (Forence: 做資料搜集AI很重要)
[00:02:43.540 --> 00:02:44.900]  (Forence: AI告訴我)
[00:02:44.900 --> 00:02:50.100]  (Forence: 原來人的橫向視野是可以180度的)
[00:02:50.100 --> 00:02:52.980]  (Forence: 你這樣已經有180度了)
[00:02:52.980 --> 00:02:57.460]  (Forence: 更何況你射你眼)
[00:02:57.460 --> 00:02:58.900]  (Forence: 你可以看得更加遠)
[00:02:58.900 --> 00:03:03.980]  (Forence: 原來你的垂直視線是有120度的)
[00:03:03.980 --> 00:03:07.580]  (Forence: 原來有周圍視線是很重要的)
[00:03:07.580 --> 00:03:10.700]  (Forence: 因為令你知道周圍發生甚麼事的時候)
[00:03:10.700 --> 00:03:12.300]  (Forence: 你就可以提防)
[00:03:12.300 --> 00:03:14.500]  (Forence: 例如你走馬路)
[00:03:14.500 --> 00:03:15.860]  (Forence: 突然有輛車衝過來)
[00:03:15.860 --> 00:03:19.220]  (Forence: 你的周邊視線就會幫你看到有東西出現)
[00:03:19.220 --> 00:03:20.140]  (Forence: 你就會警惕)
[00:03:20.140 --> 00:03:21.580]  (Forence: 你就會小心)
[00:03:21.580 --> 00:03:24.300]  (Forence: 所以有周邊視線是很重要的)
[00:03:24.300 --> 00:03:27.980]  (Forence: 不只是讓你可以偷看別人隔離)
[00:03:27.980 --> 00:03:30.700]  (Forence: 而是可以幫你生存)
[00:03:30.700 --> 00:03:34.300]  (Forence: 但原來人是可以失去周邊視線的)
[00:03:34.300 --> 00:03:36.820]  (Forence: 原來是一個綜合症)
[00:03:36.820 --> 00:03:39.700]  (Forence: 是一個眼疾)
[00:03:39.700 --> 00:03:41.220]  (Forence: 是可以真的失去的)
[00:03:41.220 --> 00:03:43.140]  (Forence: 我也很難想像)
[00:03:43.140 --> 00:03:44.820]  (Forence: 而周邊視線)
[00:03:44.820 --> 00:03:50.020]  (Forence: Tunnel vision也可以形容人的心態和心理)
[00:03:50.020 --> 00:03:57.020]  (Forence: 周邊視線是形容人的視覺和視野很狹窄)
[00:03:57.020 --> 00:03:59.900]  (Forence: 令他只專注在當下)
[00:03:59.900 --> 00:04:01.620]  (Forence: 覺得很重要的事)
[00:04:01.620 --> 00:04:05.660]  (Forence: 而看不到周邊更加重要的事)
[00:04:05.660 --> 00:04:06.820]  (Forence: 今年年初)
[00:04:06.820 --> 00:04:10.260]  (Forence: 我和我妹妹去了日本旅行)
[00:04:10.260 --> 00:04:12.700]  (Forence: 她很厲害地找了一個很特別)
[00:04:12.700 --> 00:04:15.020]  (Forence: 我很喜歡的一個景點)
[00:04:15.020 --> 00:04:16.980]  (Forence: 就是我們去走一個)
[00:04:16.980 --> 00:04:20.740]  (Forence: 已經是火車荒廢的鐵路)
[00:04:20.740 --> 00:04:23.140]  (Forence: 我們沿著鐵路走)
[00:04:23.140 --> 00:04:26.100]  (Forence: 走進好幾個隧道)
[00:04:26.100 --> 00:04:27.300]  (Forence: 而那些隧道)
[00:04:27.300 --> 00:04:28.860]  (Forence: 真是會去到一個位置)
[00:04:28.860 --> 00:04:31.180]  (Forence: 是你前後都看不到的)
[00:04:31.180 --> 00:04:32.860]  (Forence: 前後你都不會看到入口)
[00:04:32.860 --> 00:04:34.500]  (Forence: 前面亦都看不到出口)
[00:04:34.500 --> 00:04:36.420]  (Forence: 都是頗害怕的)
[00:04:36.420 --> 00:04:37.220]  (Forence: 我昨天都有說)
[00:04:37.220 --> 00:04:38.980]  (Forence: 我妹妹其實不喜歡身體觸摸)
[00:04:38.980 --> 00:04:40.500]  (Forence: 我碰她 她會縮)
[00:04:40.500 --> 00:04:41.980]  (Forence: 但在一個隧道裏面)
[00:04:41.980 --> 00:04:43.220]  (Forence: 她要捉緊我)
[00:04:43.220 --> 00:04:44.460]  (Forence: 可想而知她有多害怕)
[00:04:44.460 --> 00:04:45.780]  (Forence: 我又覺得很甜蜜)
[00:04:45.780 --> 00:04:47.500]  (Forence: 總之走進隧道裏面)
[00:04:47.500 --> 00:04:48.900]  (Forence: 是真的害怕的)
[00:04:48.900 --> 00:04:51.580]  (Forence: 而當我們真的看到一點光的時候)
[00:04:51.580 --> 00:04:54.180]  (Forence: 我們又真的會有所謂的)
[00:04:54.180 --> 00:04:54.780]  (Forence: Tunnel Vision)
[00:04:54.780 --> 00:04:56.460]  (Forence: 就是只看著光)
[00:04:56.460 --> 00:04:58.660]  (Forence: 很想走快兩步 出到去)
[00:04:58.660 --> 00:05:00.140]  (Forence: 但就忘記了)
[00:05:00.140 --> 00:05:02.300]  (Forence: 或者不留意腳前那些)
[00:05:02.300 --> 00:05:03.260]  (Forence: 細石)
[00:05:03.260 --> 00:05:05.700]  (Forence: 或者不平伏的路軌)
[00:05:05.700 --> 00:05:07.820]  (Forence: 又真的很容易跌倒)
[00:05:07.820 --> 00:05:10.380]  (Forence: 所以隧道視野)
[00:05:10.380 --> 00:05:13.180]  (Forence: 就是說人的思想很狹窄)
[00:05:13.180 --> 00:05:15.460]  (Forence: 令我們只看到眼前)
[00:05:15.460 --> 00:05:17.300]  (Forence: 我們覺得重要的東西)
[00:05:17.300 --> 00:05:19.260]  (Forence: 而沒有留意到)
[00:05:19.260 --> 00:05:21.500]  (Forence: 不想看到或看不到)
[00:05:21.500 --> 00:05:23.060]  (Forence: 更加眼前)
[00:05:23.060 --> 00:05:24.460]  (Forence: 即是更加重要的東西)
[00:05:24.460 --> 00:05:26.860]  (Forence: 周圍更加重要的東西)
[00:05:26.860 --> 00:05:28.620]  (Forence: 青少部今年這段時間)
[00:05:28.620 --> 00:05:29.820]  (Forence: 港島主題)
[00:05:29.820 --> 00:05:32.060]  (Forence: 就是年度主題的下一部分)
[00:05:32.060 --> 00:05:33.980]  (Forence: 就是Let's Go and Shine)
[00:05:33.980 --> 00:05:35.900]  (Forence: Let's Go要走出去)
[00:05:35.900 --> 00:05:37.500]  (Forence: 不單要走得遠)
[00:05:37.500 --> 00:05:40.900]  (Forence: 還要走得闊和走得廣)
[00:05:40.900 --> 00:05:42.860]  (Forence: 一個狹窄的眼界)
[00:05:42.860 --> 00:05:45.220]  (Forence: 不會幫助我們走得遠)
[00:05:45.220 --> 00:05:46.380]  (Forence: 可能幫助我們走得遠)
[00:05:46.380 --> 00:05:48.740]  (Forence: 但不會走得闊和走得廣)
[00:05:48.740 --> 00:05:51.300]  (Forence: 所以今天我們會看彼得)
[00:05:51.300 --> 00:05:52.300]  (Forence: 彼得我們會看到)
[00:05:52.300 --> 00:05:55.140]  (Forence: 原來他也有一個狹窄的眼界)
[00:05:55.140 --> 00:05:56.820]  (Forence: 如何狹窄呢?)
[00:05:56.820 --> 00:06:00.660]  (Forence: 而上帝又如何開闊他的眼界呢?)
[00:06:00.660 --> 00:06:01.620]  (Forence: 求主今日的經文)
[00:06:01.620 --> 00:06:05.460]  (Forence: 會幫助我們走出我們的隧道視野)
[00:06:05.460 --> 00:06:08.300]  (Forence: 幫助我們做傳福音的時候)
[00:06:08.300 --> 00:06:09.820]  (Forence: 實踐大使命的時候)
[00:06:09.820 --> 00:06:13.860]  (Forence: 我們可以實踐得闊些 廣些)
[00:06:13.860 --> 00:06:16.020]  (Forence: 上星期青少主的經文是)
[00:06:16.020 --> 00:06:17.220]  (Forence: 《使徒行傳九章》)
[00:06:17.220 --> 00:06:20.380]  (Forence: 今天我會繼續說《使徒行傳》的十章)
[00:06:20.380 --> 00:06:21.700]  (Forence: 放心不會全部說完)
[00:06:21.700 --> 00:06:23.060]  (Forence: 不過有些故事要聽)
[00:06:23.060 --> 00:06:25.100]  (Forence: 大家留心聽聽)
[00:06:25.100 --> 00:06:26.820]  (Forence: 《使徒行傳九章》說到)
[00:06:26.820 --> 00:06:29.580]  (Forence: 彼得信保羅 信主之後)
[00:06:29.580 --> 00:06:31.740]  (Forence: 很積極去傳福音)
[00:06:31.740 --> 00:06:33.420]  (Forence: 接著他就說)
[00:06:33.420 --> 00:06:35.620]  (Forence: 彼得也很積極去傳福音)
[00:06:35.620 --> 00:06:39.140]  (Forence: 說他周遊各地 周圍去傳福音)
[00:06:39.140 --> 00:06:41.900]  (Forence: 他行很多神蹟騎士去傳福音)
[00:06:41.900 --> 00:06:43.980]  (Forence: 他令很多人信耶穌)
[00:06:43.980 --> 00:06:45.220]  (Forence: 不過就算他能夠)
[00:06:45.220 --> 00:06:47.060]  (Forence: 帶到那麼多人信耶穌的時候)
[00:06:47.060 --> 00:06:50.580]  (Forence: 原來他的眼界仍然很狹窄)
[00:06:50.580 --> 00:06:53.740]  (Forence: 彼得需要讓上帝開闊他的眼界)
[00:06:53.740 --> 00:06:58.500]  (Forence: 以至他傳福音可以傳得更闊更廣)
[00:06:58.500 --> 00:07:01.980]  (Forence: 彼得的眼界如何狹窄呢?)
[00:07:01.980 --> 00:07:06.740]  (Forence: 他的眼界狹窄到拒絕上帝)
[00:07:06.740 --> 00:07:10.740]  (Forence: 十章一到八節就敘述了)
[00:07:10.740 --> 00:07:13.260]  (Forence: 上帝派一位天使)
[00:07:13.260 --> 00:07:16.780]  (Forence: 去吩咐一位叫哥利劉的外邦人)
[00:07:16.780 --> 00:07:18.460]  (Forence: 去找彼得)
[00:07:18.460 --> 00:07:22.260]  (Forence: 哥利劉是一個虔誠的外邦人)
[00:07:22.260 --> 00:07:23.820]  (Forence: 他一家都很虔誠)
[00:07:23.820 --> 00:07:25.580]  (Forence: 做很多公益前線)
[00:07:25.580 --> 00:07:28.100]  (Forence: 亦常常去祈禱上帝)
[00:07:28.100 --> 00:07:30.980]  (Forence: 即是說他們是一個尋求上帝的人)
[00:07:30.980 --> 00:07:34.620]  (Forence: 不過他沒有完全歸信猶太教)
[00:07:34.620 --> 00:07:35.980]  (Forence: 亦即是他們沒有守)
[00:07:35.980 --> 00:07:38.180]  (Forence: 縱然他們是敬畏上帝)
