
[00:00:00.000 --> 00:00:02.000]  主我們活在一個世代
[00:00:02.000 --> 00:00:04.000]  我們要重新思想整個信仰
[00:00:04.000 --> 00:00:06.500]  到一個大崩潰和大建立的世代裡
[00:00:06.500 --> 00:00:08.500]  如何再一次祝福我們
[00:00:08.500 --> 00:00:12.000]  求神你容忍聖靈敲敲囂冠在我們身上
[00:00:12.000 --> 00:00:14.000]  剛才聽到詩歌裡說到
[00:00:14.000 --> 00:00:16.000]  人生有時很艱難
[00:00:16.000 --> 00:00:18.000]  一步一步都悔改走不出來
[00:00:18.000 --> 00:00:20.000]  但求神你幫助我們在生命裡
[00:00:20.000 --> 00:00:22.000]  能夠成為別人
[00:00:22.000 --> 00:00:25.000]  能夠得到福音傳言的出口
[00:00:25.000 --> 00:00:27.000]  我求你幫助今天特別說到
[00:00:27.000 --> 00:00:29.000]  教會和社會的關係的時候
[00:00:29.000 --> 00:00:32.000]  你賜我們清晰的教導頭腦
[00:00:32.000 --> 00:00:34.000]  和聖靈的引導
[00:00:34.000 --> 00:00:37.000]  以致我們在一個紛亂的世代裡
[00:00:37.000 --> 00:00:39.000]  我們知道我們如何行事為人
[00:00:39.000 --> 00:00:41.000]  活出上帝的喜悅的生命
[00:00:41.000 --> 00:00:43.000]  我們禱告奉耶穌基督的名而求
[00:00:43.000 --> 00:00:47.000]  今天就說到靈和因的更新
[00:00:47.000 --> 00:00:48.000]  我不把兩個字連在一起
[00:00:48.000 --> 00:00:49.000]  怕大家有誤會
[00:00:49.000 --> 00:00:51.000]  不過聖靈在我們當中
[00:00:51.000 --> 00:00:53.000]  是有它的因典的
[00:00:53.000 --> 00:00:55.000]  在我出生之前的幾年
[00:00:55.000 --> 00:00:58.000]  正值文化大革命的高峰期
[00:00:58.000 --> 00:01:00.000]  很多人被迫害致死
[00:01:00.000 --> 00:01:04.000]  同時也有很多人因此自殺而死
[00:01:04.000 --> 00:01:07.000]  這是當時一個很可怕的景象
[00:01:07.000 --> 00:01:10.000]  包括我們很熟悉的婦女
[00:01:10.000 --> 00:01:14.000]  老舍這些很有名的作家
[00:01:14.000 --> 00:01:16.000]  甚至國歌的作者田漢
[00:01:16.000 --> 00:01:20.000]  在這些日子裡喪失了他們的生命
[00:01:20.000 --> 00:01:22.000]  當我的媽媽在那段日子
[00:01:22.000 --> 00:01:25.000]  發現懷有了我這個孩子的時候
[00:01:25.000 --> 00:01:27.000]  她馬上要思想一個很實在的問題
[00:01:27.000 --> 00:01:29.000]  是否將我生下來
[00:01:29.000 --> 00:01:34.000]  她甚至認真地想墮胎
[00:01:34.000 --> 00:01:37.000]  最終我能夠突破所有墮胎的措施
[00:01:37.000 --> 00:01:39.000]  能夠被生下來是上帝的恩典
[00:01:39.000 --> 00:01:43.000]  但我們也經常明白媽媽當時
[00:01:43.000 --> 00:01:47.000]  極艱難的選擇和挑戰
[00:01:47.000 --> 00:01:49.000]  後來成長的時候經常聽到媽媽
[00:01:49.000 --> 00:01:51.000]  說到她三個兄弟
[00:01:51.000 --> 00:01:53.000]  即是我三個舅父的經歷
[00:01:53.000 --> 00:01:55.000]  他們也跟我一樣
[00:01:55.000 --> 00:01:58.000]  在九龍華人書院畢業
[00:01:58.000 --> 00:02:00.000]  他們十五、六歲
[00:02:00.000 --> 00:02:01.000]  應該沒有畢業
[00:02:01.000 --> 00:02:03.000]  可能只是剛讀完某些日子的時候
[00:02:03.000 --> 00:02:06.000]  他們從香港回到中國
[00:02:06.000 --> 00:02:07.000]  要建設中國
[00:02:07.000 --> 00:02:09.000]  我的大舅父回到中國的時候
[00:02:09.000 --> 00:02:11.000]  研製了一個新式的收音機
[00:02:11.000 --> 00:02:13.000]  叫做東方雄收音機
[00:02:13.000 --> 00:02:16.000]  當時他離世之前還留著
[00:02:16.000 --> 00:02:18.000]  那個收音機很大座的
[00:02:18.000 --> 00:02:20.000]  其中一部在這裡
[00:02:20.000 --> 00:02:22.000]  他是一個電子工程師
[00:02:22.000 --> 00:02:23.000]  在文革的時候
[00:02:23.000 --> 00:02:25.000]  他因為他在香港的關係
[00:02:25.000 --> 00:02:28.000]  因為我的公公和婆婆還在香港
[00:02:28.000 --> 00:02:30.000]  因為香港的關係被批鬥
[00:02:30.000 --> 00:02:31.000]  我看回他小時候的照片
[00:02:31.000 --> 00:02:32.000]  他是很英俊
[00:02:32.000 --> 00:02:35.000]  也是一個很有為的年輕人
[00:02:35.000 --> 00:02:36.000]  大舅母嫁給他的時候
[00:02:36.000 --> 00:02:39.000]  也是一個美貌的少女嫁給他
[00:02:39.000 --> 00:02:41.000]  但在這個批鬥的時候
[00:02:41.000 --> 00:02:43.000]  我大舅母精神錯亂
[00:02:43.000 --> 00:02:45.000]  直到他生命的終結的時候
[00:02:45.000 --> 00:02:47.000]  也有很大精神的困擾
[00:02:47.000 --> 00:02:49.000]  後來有機會帶我大舅母去信耶穌
[00:02:49.000 --> 00:02:50.000]  這也是很感恩的事情
[00:02:50.000 --> 00:02:52.000]  我的二舅父回到中國的時候
[00:02:52.000 --> 00:02:55.000]  他在山西的煤礦裡面做工程師
[00:02:55.000 --> 00:02:57.000]  他一生因為他出生的問題
[00:02:57.000 --> 00:02:59.000]  或者可能見到哥哥的情況
[00:02:59.000 --> 00:03:00.000]  他不敢結婚
[00:03:00.000 --> 00:03:03.000]  直到改革開放五十多歲的時候
[00:03:03.000 --> 00:03:05.000]  他才敢和他相愛的戀人
[00:03:05.000 --> 00:03:07.000]  在廣州舉行婚禮
[00:03:07.000 --> 00:03:09.000]  這是他一生裡
[00:03:09.000 --> 00:03:11.000]  很小心謹慎地做的一件事情
[00:03:11.000 --> 00:03:14.000]  我們很難想像那一代人所做的選擇
[00:03:14.000 --> 00:03:16.000]  我最小的舅父在中山醫學院
[00:03:16.000 --> 00:03:18.000]  做教授教醫學
[00:03:18.000 --> 00:03:19.000]  我媽媽經常說
[00:03:19.000 --> 00:03:22.000]  如果他們留在香港一定大有作為
[00:03:22.000 --> 00:03:24.000]  一直在這些經歷裡成長
[00:03:24.000 --> 00:03:26.000]  對政權的糾結、恐懼
[00:03:26.000 --> 00:03:27.000]  是陪伴著我的成長
[00:03:27.000 --> 00:03:30.000]  甚至影響到我是否能夠被生下來
[00:03:30.000 --> 00:03:32.000]  《曾言29章》第二節說到
[00:03:32.000 --> 00:03:35.000]  「二人增多,民就喜樂」
[00:03:35.000 --> 00:03:38.000]  「惡人掌權,民就嘆息」
[00:03:38.000 --> 00:03:41.000]  所以當四人幫倒台的時候
[00:03:41.000 --> 00:03:44.000]  在中國裡面大家都握手稱行
[00:03:44.000 --> 00:03:46.000]  胡耀邦之所以被這麼多人懷念
[00:03:46.000 --> 00:03:49.000]  是因為他為很多人平反冤案、錯案
[00:03:49.000 --> 00:03:52.000]  將壓在人頭上不能摘去的帽子摘去
[00:03:52.000 --> 00:03:54.000]  所以當他離世的時候
[00:03:54.000 --> 00:03:55.000]  為什麼這麼多人懷念他
[00:03:55.000 --> 00:03:57.000]  因為公義的施行
[00:03:57.000 --> 00:04:00.000]  是令到幫國能夠得以長久
[00:04:00.000 --> 00:04:02.000]  最後我們看到康生
[00:04:02.000 --> 00:04:03.000]  這個迫害了很多幹部
