
[00:00:00.000 --> 00:00:03.000]  我想你們也經歷過
[00:00:03.000 --> 00:00:06.000]  有時候不小心碰到一些很熱的東西
[00:00:06.000 --> 00:00:08.000]  你會縮手的
[00:00:08.000 --> 00:00:10.000]  這就是本能反射
[00:00:10.000 --> 00:00:13.000]  也是神給我們的保護機制
[00:00:13.000 --> 00:00:14.000]  自我保護機制
[00:00:14.000 --> 00:00:16.000]  讓我們脫離危險
[00:00:16.000 --> 00:00:20.000]  我相信大家都聽過溫水煮蛙這個比喻
[00:00:20.000 --> 00:00:23.000]  一隻青蛙如果你將牠放進熱水的時候
[00:00:23.000 --> 00:00:25.000]  牠會馬上彈起來
[00:00:25.000 --> 00:00:28.000]  但是如果牠在涼水裡慢慢游來游去
[00:00:28.000 --> 00:00:30.000]  然後我們慢慢加熱
[00:00:30.000 --> 00:00:33.000]  青蛙就沒有了這種自我保護的機制
[00:00:33.000 --> 00:00:37.000]  因為牠已經習慣了逐漸加熱的水溫
[00:00:37.000 --> 00:00:39.000]  當牠發覺有危險的時候
[00:00:39.000 --> 00:00:42.000]  其實牠已經差不多被煮熟了
[00:00:42.000 --> 00:00:45.000]  同樣的我們在這個世界
[00:00:45.000 --> 00:00:48.000]  好像青蛙在煮溫水
[00:00:48.000 --> 00:00:49.000]  是不是?
[00:00:49.000 --> 00:00:51.000]  世界的價值觀有時候
[00:00:51.000 --> 00:00:56.000]  跟我們神的教導有時候會矛盾
[00:00:56.000 --> 00:01:01.000]  如果我們對是非黑白沒有敏銳的話
[00:01:01.000 --> 00:01:07.000]  就很容易像溫水煮蛙那樣被潛移默化
[00:01:07.000 --> 00:01:11.000]  沒錯我們不能避免不在這個世界上
[00:01:11.000 --> 00:01:15.000]  我們也不應該刻意去避世
[00:01:15.000 --> 00:01:20.000]  但我們也不應該受這個世界的價值觀影響
[00:01:20.000 --> 00:01:23.000]  反而我們要按著聖經的教導
[00:01:23.000 --> 00:01:26.000]  按著神給我們的道德標準
[00:01:26.000 --> 00:01:29.000]  去生活更加高的道德標準
[00:01:29.000 --> 00:01:32.000]  我覺得維蘭你在這裡說就容易
[00:01:32.000 --> 00:01:35.000]  做是難不難的?
[00:01:35.000 --> 00:01:38.000]  聖經給了我們幾個人物
[00:01:38.000 --> 00:01:40.000]  我們今天看的經文
[00:01:40.000 --> 00:01:43.000]  他們在年輕的時候就已經立志
[00:01:43.000 --> 00:01:47.000]  他們知道這個世界是不屬於他們的
[00:01:47.000 --> 00:01:50.000]  但他們仍然在這個世界存活
[00:01:50.000 --> 00:01:53.000]  我們今天讀的是《但以理書》第一章
[00:01:53.000 --> 00:01:55.000]  我們還沒開始讀經文前
[00:01:55.000 --> 00:01:57.000]  我們低頭祈禱
[00:01:57.000 --> 00:02:01.000]  天父願意用你自己的話去提醒我們
[00:02:01.000 --> 00:02:05.000]  願意我們不單是牢記在腦海裡
[00:02:05.000 --> 00:02:07.000]  我們要立志行出來
[00:02:07.000 --> 00:02:09.000]  幫助我們行出來
[00:02:09.000 --> 00:02:12.000]  因為活在這個世界上真的不簡單
[00:02:12.000 --> 00:02:14.000]  我們研讀經文
[00:02:14.000 --> 00:02:16.000]  教導我們祈禱奉耶穌基督的名
[00:02:16.000 --> 00:02:21.000]  我們首先看看第一到第二節
[00:02:21.000 --> 00:02:23.000]  這是經文的歷史背景
[00:02:23.000 --> 00:02:26.000]  《但以理書》的歷史背景
[00:02:26.000 --> 00:02:29.000]  我讀給大家聽
[00:02:29.000 --> 00:02:32.000]  猶大王約瓦敬在位第三年
[00:02:32.000 --> 00:02:34.000]  各位也可以打開你的聖經
[00:02:34.000 --> 00:02:35.000]  或者你的程序表
[00:02:35.000 --> 00:02:37.000]  在位第三年
[00:02:37.000 --> 00:02:40.000]  巴比倫皇帝布甲尼撒來到耶路撒冷
[00:02:40.000 --> 00:02:42.000]  將成圍困
[00:02:42.000 --> 00:02:51.000]  主將猶大王約瓦敬並神殿中的器皿的幾分交付他手中
[00:02:51.000 --> 00:02:54.000]  他就把這些器皿帶到善雅地
[00:02:54.000 --> 00:02:56.000]  收入他神的廟裡
[00:02:56.000 --> 00:02:58.000]  放在他神的腹中
[00:02:58.000 --> 00:03:02.000]  猶太人 以色列人
[00:03:02.000 --> 00:03:04.000]  不遵行神的說話
[00:03:04.000 --> 00:03:06.000]  所以神就藉著尼布甲尼撒
[00:03:06.000 --> 00:03:08.000]  攻入耶路撒冷
[00:03:08.000 --> 00:03:10.000]  在那裡擄了幾批人
[00:03:10.000 --> 00:03:12.000]  被擄的分為三批
[00:03:12.000 --> 00:03:14.000]  最主要有三批
[00:03:14.000 --> 00:03:15.000]  聖經記載
[00:03:15.000 --> 00:03:19.000]  第一批被擄的是主前的605年
[00:03:19.000 --> 00:03:21.000]  當中包括一些皇室貴族
[00:03:21.000 --> 00:03:28.000]  當然尼布甲尼撒也擄了一些珍貴聖殿裡的寶物和器皿
[00:03:28.000 --> 00:03:33.000]  被擄的人當中有猶大王約瓦敬和先知但以理
[00:03:33.000 --> 00:03:41.000]  那時巴比倫除了在遠東被喜瑪拉雅山隔絕
[00:03:41.000 --> 00:03:44.000]  巴比倫當時是稱霸一時的
[00:03:44.000 --> 00:03:46.000]  究竟他是怎樣的人呢?
[00:03:46.000 --> 00:03:48.000]  哈巴谷書形容巴比倫
[00:03:48.000 --> 00:03:50.000]  哈巴谷書第一章說
[00:03:50.000 --> 00:03:57.000]  這些人為殘忍暴躁之民
[00:03:57.000 --> 00:04:00.000]  而且我們在但以理書第二章
[00:04:00.000 --> 00:04:04.000]  也看到巴比倫喜歡占卜民性
[00:04:04.000 --> 00:04:06.000]  去看星象
[00:04:06.000 --> 00:04:11.000]  這些所有一切都不是神所喜悅的事情
[00:04:11.000 --> 00:04:17.000]  我們再看看經文第三至第七節
[00:04:17.000 --> 00:04:21.000]  「王勳賦太監長阿斯比那
[00:04:21.000 --> 00:04:26.000]  從以色列人的宗室和貴族中帶來了幾個人
