
[00:00:00.000 --> 00:00:04.160]  (祈禱)
[00:00:04.160 --> 00:00:08.000]  感恩我們能夠回到十八樓的輔堂
[00:00:08.000 --> 00:00:10.400]  再一次聚集在神的殿當中
[00:00:10.400 --> 00:00:14.080]  敬拜我們信靠各位獨一的上帝
[00:00:14.080 --> 00:00:18.320]  今天宣講的講題是「亂世行莊」
[00:00:18.320 --> 00:00:19.880]  所宣講的經文是
[00:00:19.880 --> 00:00:23.800]  「已忽所書六章十至二十節」
[00:00:23.800 --> 00:00:28.240]  此刻讓我們一起同心大聲讀出神的話語
[00:00:28.240 --> 00:00:30.800]  已忽所書六章十至二十節
[00:00:30.800 --> 00:00:36.200]  我們所用的是和合本修訂版的聖經版本
[00:00:36.200 --> 00:00:38.400]  好,我們一二三起
[00:00:38.400 --> 00:00:41.720]  最後,你們要靠著主
[00:00:41.720 --> 00:00:45.960]  依賴他的大能大力作剛強的人
[00:00:45.960 --> 00:00:49.840]  要穿戴神所賜的全副軍裝
[00:00:49.840 --> 00:00:52.560]  好抵擋魔鬼的詭計
[00:00:52.560 --> 00:00:54.640]  因為我們的征戰
[00:00:54.640 --> 00:00:58.040]  並不是對抗有血有肉的人
[00:00:58.040 --> 00:01:00.840]  而是對抗那些執政的
[00:01:00.840 --> 00:01:02.040]  掌權的
[00:01:02.040 --> 00:01:04.640]  管轄者幽暗世界的
[00:01:04.640 --> 00:01:07.920]  以及天空靈界的惡魔
[00:01:07.920 --> 00:01:12.640]  所以要拿起神所賜的全副軍裝
[00:01:12.640 --> 00:01:16.560]  抱在邪惡的日子能抵擋仇敵
[00:01:16.560 --> 00:01:19.000]  並且完成了一切後
[00:01:19.000 --> 00:01:21.400]  還能站立得住
[00:01:21.400 --> 00:01:23.680]  所以要站穩了
[00:01:23.680 --> 00:01:26.840]  用真理當作帶子束腰
[00:01:26.840 --> 00:01:30.240]  用公義當作護心鏡遮控
[00:01:30.240 --> 00:01:33.040]  又用和平的福音當作
[00:01:33.040 --> 00:01:36.640]  預備走路的鞋穿在腳上
[00:01:36.640 --> 00:01:40.520]  此外要拿信德當作盾牌
[00:01:40.520 --> 00:01:44.800]  用來破滅那惡者一切消著的志
[00:01:44.800 --> 00:01:47.440]  要戴上救恩的頭盔
[00:01:47.440 --> 00:01:49.480]  拿著聖靈的寶劍
[00:01:49.480 --> 00:01:51.360]  就是神的道
[00:01:51.360 --> 00:01:55.960]  要靠著聖靈隨時多方禱告祈求
[00:01:55.960 --> 00:01:58.640]  並要為此警醒不倦
[00:01:58.640 --> 00:02:00.880]  為眾聖徒祈求
[00:02:00.880 --> 00:02:03.240]  也要為我祈求
[00:02:03.240 --> 00:02:05.040]  讓我有口才
[00:02:05.040 --> 00:02:08.960]  能放膽開口講明福音的奧秘
[00:02:08.960 --> 00:02:10.960]  我為這福音的奧秘
[00:02:10.960 --> 00:02:13.760]  作了大鐵眼的使者
[00:02:13.760 --> 00:02:16.800]  讓我能照著當盡的本分
[00:02:16.800 --> 00:02:19.320]  放膽宣講
[00:02:19.320 --> 00:02:20.400]  開始正道之先
[00:02:20.400 --> 00:02:24.880]  我們低台有個禱告
[00:02:24.880 --> 00:02:26.480]  慈愛創造天地
[00:02:26.480 --> 00:02:28.320]  掌管萬有的天父上帝
[00:02:28.320 --> 00:02:31.000]  我們感謝祢 讚美祢
[00:02:31.000 --> 00:02:33.200]  感恩容讓我們仍然有生命氣息
[00:02:33.200 --> 00:02:36.120]  回到祢的殿當中去敬拜祢
[00:02:36.120 --> 00:02:37.680]  聽祢的話語
[00:02:37.680 --> 00:02:39.960]  親自向我們說話
[00:02:39.960 --> 00:02:43.200]  我們知道這一切都不是必然的
[00:02:43.200 --> 00:02:45.240]  願聖靈親自在我們中間運行
[00:02:45.240 --> 00:02:46.640]  高沒祢僕人的口
[00:02:46.640 --> 00:02:51.040]  使得能清楚明白宣講祢的話語
[00:02:51.040 --> 00:02:53.960]  也求聖靈親自開每一位會眾的心
[00:02:53.960 --> 00:02:57.360]  使得我們每一位都能領受祢話語的教導
[00:02:57.360 --> 00:02:58.960]  記在心中
[00:02:58.960 --> 00:03:03.080]  以上的禱告乃奉靠主耶穌基督得勝的明字而求
[00:03:03.080 --> 00:03:05.280]  阿們
[00:03:05.280 --> 00:03:05.880]  弟兄姊妹
[00:03:05.880 --> 00:03:07.440]  開始正道之先
[00:03:07.440 --> 00:03:11.280]  我想和大家做個簡單的調查
[00:03:11.280 --> 00:03:13.040]  在疫情前或疫情後
[00:03:13.040 --> 00:03:16.440]  不知道大家有沒有恆常運動的習慣呢
[00:03:16.440 --> 00:03:18.880]  有的請舉手
[00:03:18.880 --> 00:03:20.400]  是 看到
[00:03:20.400 --> 00:03:21.760]  那我想問問大家
[00:03:21.760 --> 00:03:24.680]  不知道大家喜歡哪類型的運動呢
[00:03:24.680 --> 00:03:27.840]  喜歡行山的請舉手
[00:03:27.840 --> 00:03:29.480]  是 看到
[00:03:29.480 --> 00:03:32.280]  喜歡跑步的請舉手
[00:03:32.280 --> 00:03:33.880]  也看到
[00:03:33.880 --> 00:03:36.480]  喜歡打羽毛球的請舉手
[00:03:36.480 --> 00:03:38.480]  哦 少一點
[00:03:38.480 --> 00:03:43.040]  看來行山也是大家比較喜歡的運動
[00:03:43.040 --> 00:03:45.960]  感恩看到大家懂得身心的平衡
[00:03:45.960 --> 00:03:48.520]  不單止重視心靈的健壯
[00:03:48.520 --> 00:03:52.040]  更非常重視身體的鍛鍊
[00:03:52.040 --> 00:03:52.760]  弟兄姊妹
[00:03:52.760 --> 00:03:55.920]  這樣又不知道大家有沒有聽過一句話
[00:03:55.920 --> 00:03:58.120]  公欲善其善
[00:03:58.120 --> 00:04:00.640]  必先利其器
[00:04:00.640 --> 00:04:02.200]  正如剛才我們調查一樣
[00:04:02.200 --> 00:04:06.960]  近年坊間興起了一股運動的風潮
[00:04:06.960 --> 00:04:08.880]  就算身處在疫情的當中
[00:04:08.880 --> 00:04:12.040]  我們都沒有窒礙到我們的熱情
[00:04:12.040 --> 00:04:14.840]  這些運動本來都是一些平常不過
[00:04:14.840 --> 00:04:18.320]  無傷大雅鍛鍊身心的活動
[00:04:18.320 --> 00:04:20.960]  但不同運動的參與者
[00:04:20.960 --> 00:04:23.320]  可能都包括了自己在內
[00:04:23.320 --> 00:04:26.160]  都會藉圖藉路去買一些有功能性
[00:04:26.160 --> 00:04:29.200]  襯到絕的運動裝備
[00:04:29.200 --> 00:04:30.840]  一方面會跟自己說
[00:04:30.840 --> 00:04:33.920]  為了在運動中得到好的保護
[00:04:33.920 --> 00:04:37.000]  甚或想提升運動的表現
[00:04:37.000 --> 00:04:38.440]  又或者想型一些
[00:04:38.440 --> 00:04:39.760]  給人一種專業
[00:04:39.760 --> 00:04:43.760]  輸人不輸陣優越的感覺
[00:04:43.760 --> 00:04:44.560]  無論怎樣也好
[00:04:44.560 --> 00:04:47.960]  我們總會有一些各自不同的誘因
[00:04:47.960 --> 00:04:53.160]  想得到一套合適自己運動的保護裝備
[00:04:53.160 --> 00:04:54.400]  弟兄姊妹
[00:04:54.400 --> 00:04:56.960]  我們去做鍛鍊身體的運動
[00:04:56.960 --> 00:04:59.680]  尚且都想得到一套好的
[00:04:59.680 --> 00:05:02.080]  合適的保護裝備
[00:05:02.080 --> 00:05:04.840]  藉以提升表現
[00:05:04.840 --> 00:05:08.440]  而我們身處在日光中末亂世的當下
[00:05:08.440 --> 00:05:10.520]  無論在信仰
[00:05:10.520 --> 00:05:11.920]  工作
[00:05:11.920 --> 00:05:13.160]  家庭
[00:05:13.160 --> 00:05:14.840]  每時每刻我們所要面對
[00:05:14.840 --> 00:05:19.000]  生活和信仰上的屬靈掙扎
[00:05:19.000 --> 00:05:20.520]  你又準備好拿起
[00:05:20.520 --> 00:05:25.920]  神為你度身訂造的保護裝備了嗎?
[00:05:25.920 --> 00:05:27.760]  這幅所書是保羅書信中
[00:05:27.760 --> 00:05:31.240]  其中一篇的監獄書信
[00:05:31.240 --> 00:05:33.880]  而書信中其中一個重要的主題
[00:05:33.880 --> 00:05:36.360]  就是陳明了教會
[00:05:36.360 --> 00:05:39.840]  在基督裡屬靈的福分
[00:05:39.840 --> 00:05:43.440]  並勸勉信徒要過與福音相稱
[00:05:43.440 --> 00:05:47.160]  蒙神恩典的生活
[00:05:47.160 --> 00:05:47.960]  今天的經文
[00:05:47.960 --> 00:05:50.800]  以弗所書六章十至二十節
[00:05:50.800 --> 00:05:54.360]  保羅繼前面第四章開始
[00:05:54.360 --> 00:05:57.920]  一直所講論作為基督門徒
[00:05:57.920 --> 00:06:00.680]  無論是教會的生活
[00:06:00.680 --> 00:06:03.120]  社會中的見證
[00:06:03.120 --> 00:06:05.440]  聖靈充滿的生命
