
[00:00:00.000 --> 00:00:04.040]  我覺得年青人他們預備這個青少主日很用心
[00:00:04.040 --> 00:00:07.400]  其實由去年的十二月開始
[00:00:07.400 --> 00:00:09.200]  他們已經開始設計
[00:00:09.200 --> 00:00:10.960]  今天你們所見到他們穿的
[00:00:10.960 --> 00:00:12.840]  甚至樓下有得賣的T恤
[00:00:12.840 --> 00:00:16.000]  特刊、勁擺、AV Team、詩詞
[00:00:16.000 --> 00:00:18.000]  都很盡心地去預備
[00:00:18.000 --> 00:00:23.120]  我剛才應該不同的目者已經介紹了我自己
[00:00:23.120 --> 00:00:24.800]  我是凌峰傳道
[00:00:24.800 --> 00:00:27.000]  我是青少部的其中一個目者
[00:00:27.000 --> 00:00:30.120]  今天是一年一度的青少主日
[00:00:30.120 --> 00:00:33.680]  很感恩有機會在這裡跟大家分享神的話語
[00:00:33.680 --> 00:00:37.720]  也分享一下教會青少部的需要
[00:00:37.720 --> 00:00:43.000]  如果今天大家有由地下走上來的話
[00:00:43.000 --> 00:00:47.600]  我想大概都知道今年青少部的年題是什麼
[00:00:47.600 --> 00:00:51.760]  就是"Back to basics, seeking the truth"
[00:00:51.760 --> 00:00:56.960]  今年我們同工很想跟一群年青人一起去還原基本步
[00:00:56.960 --> 00:01:01.880]  去學習養神的話語成為我們生命的基礎
[00:01:01.880 --> 00:01:03.440]  我想問一下大家
[00:01:03.440 --> 00:01:09.160]  在當中有沒有一些你是會考和高級程度會考年代的
[00:01:09.160 --> 00:01:11.320]  可不可以舉手來看看
[00:01:11.320 --> 00:01:14.240]  哇很有共鳴
[00:01:14.240 --> 00:01:18.080]  對於我來說我在青少部分享會考
[00:01:18.080 --> 00:01:22.400]  他們覺得已經是可以放進博物館的物品
[00:01:22.400 --> 00:01:25.320]  我想分享我A-Level的時候
[00:01:25.320 --> 00:01:26.320]  高級程度會考的時候
[00:01:26.320 --> 00:01:27.840]  我讀過一篇中文
[00:01:27.840 --> 00:01:30.720]  那篇中文作者說什麼呢
[00:01:30.720 --> 00:01:34.800]  他說我們不要做草包子和鐵罐子
[00:01:34.800 --> 00:01:36.960]  草包子是什麼呢
[00:01:36.960 --> 00:01:40.920]  就是說那些人讀到滿腔都是知識
[00:01:40.920 --> 00:01:43.480]  但是他沒有很好的操練身體
[00:01:43.480 --> 00:01:47.160]  成為了東亞病夫的人很虛弱
[00:01:47.160 --> 00:01:50.960]  但同樣也說不要做鐵罐子
[00:01:50.960 --> 00:01:55.040]  就是說一些人操練一個很強壯的身體
[00:01:55.040 --> 00:01:58.520]  但是他沒有什麼頭腦上的知識
[00:01:58.520 --> 00:02:02.680]  這篇文章是諷刺當時的一些中國文化
[00:02:02.680 --> 00:02:05.240]  但當我想起這篇文章的時候
[00:02:05.240 --> 00:02:09.120]  我也會想其實我們作為基督徒的生命
[00:02:09.120 --> 00:02:12.160]  有沒有時候也可能會面對這樣的狀況呢
[00:02:12.160 --> 00:02:13.680]  又或者我也會想起
[00:02:13.680 --> 00:02:16.120]  現在年輕人面對的信仰
[00:02:16.120 --> 00:02:19.680]  其實也會不會有這樣的情況呢
[00:02:19.680 --> 00:02:24.200]  過去幾年青少部很積極地推動年輕人去服侍
[00:02:24.200 --> 00:02:26.280]  去做傳福音 去做社關
[00:02:26.280 --> 00:02:28.160]  有很多事情我們也做了
[00:02:28.160 --> 00:02:30.080]  不過我們童工有時候也會在想
[00:02:30.080 --> 00:02:31.920]  經常跟年輕人說
