
[00:00:00.000 --> 00:00:05.520]  今日很高興一同來到神的殿中聽神的訊息
[00:00:05.520 --> 00:00:08.800]  在開始之前我們有個祈禱
[00:00:08.800 --> 00:00:13.920]  天父上帝,我們很感謝祢
[00:00:13.920 --> 00:00:16.640]  讓我們清晨一早起來
[00:00:16.640 --> 00:00:19.040]  可以有生命氣息
[00:00:19.040 --> 00:00:22.160]  也可以回到祢的家裡
[00:00:22.160 --> 00:00:24.160]  來聽祢的話語
[00:00:24.160 --> 00:00:28.080]  主啊,求祢在我們當中作為我們的睡靈
[00:00:28.080 --> 00:00:31.840]  以致我們能夠聽得明白祢的意思
[00:00:31.840 --> 00:00:35.200]  能夠活在主祢真道上
[00:00:35.200 --> 00:00:36.960]  多謝主祢聽我們祈禱
[00:00:36.960 --> 00:00:38.960]  奉耶穌基督明治禱告
[00:00:38.960 --> 00:00:40.960]  阿門
[00:00:40.960 --> 00:00:50.000]  麻煩開一個powerpoint
[00:00:50.000 --> 00:00:56.960]  上一張先
[00:00:57.840 --> 00:01:02.960]  今日我分享的主題是不配的恩典
[00:01:02.960 --> 00:01:08.160]  記載在《馬太福音》20章1至16節
[00:01:08.160 --> 00:01:10.160]  下一張
[00:01:10.160 --> 00:01:14.160]  有一個家庭
[00:01:14.160 --> 00:01:17.440]  她生了三個小朋友
[00:01:17.440 --> 00:01:21.760]  之後她收養了三個小朋友
[00:01:21.760 --> 00:01:24.880]  不知道你怎樣看這個家庭
[00:01:24.880 --> 00:01:27.760]  她們家裡會很嘈
[00:01:27.760 --> 00:01:29.760]  嘈得很厲害
[00:01:29.760 --> 00:01:31.760]  在別人眼中她是怎樣的
[00:01:31.760 --> 00:01:38.000]  有志不再,樂乎彌生
[00:01:38.000 --> 00:01:41.920]  本身已經有三個,還要多收養三個
[00:01:41.920 --> 00:01:43.920]  家裡很亂的
[00:01:43.920 --> 00:01:46.240]  如果你想像得到,家裡有六個小朋友的時候
[00:01:46.240 --> 00:01:50.240]  你應該會有點混亂
[00:01:50.240 --> 00:01:54.000]  在別人眼中,這樣看她很混亂
[00:01:54.000 --> 00:01:56.000]  但在她們自己的眼中
[00:01:56.000 --> 00:01:58.000]  是怎樣的
[00:01:58.000 --> 00:02:00.000]  在她們自己的眼中
[00:02:00.000 --> 00:02:03.280]  其實就是從來不覺得辛苦
[00:02:03.280 --> 00:02:06.560]  而她們是沒有怨言的
[00:02:06.560 --> 00:02:10.000]  每一天都生活得很開心
[00:02:10.000 --> 00:02:12.000]  喜樂無比
[00:02:12.000 --> 00:02:16.000]  我曾經有想過收養小朋友
[00:02:16.000 --> 00:02:20.000]  我現在本身已經有三個小朋友
[00:02:20.000 --> 00:02:22.000]  三個都是兒子
[00:02:22.000 --> 00:02:26.000]  別人說想收養當然想收養女兒
[00:02:26.000 --> 00:02:28.000]  很渴望
[00:02:28.000 --> 00:02:30.000]  我看到別人生女兒也很渴望
[00:02:30.000 --> 00:02:32.000]  流口水
[00:02:32.000 --> 00:02:36.000]  但我收養不是追求收養女兒
[00:02:36.000 --> 00:02:38.000]  而我收養的概念是怎樣的
[00:02:38.000 --> 00:02:42.000]  其實我想一個被遺棄的小朋友
[00:02:42.000 --> 00:02:44.000]  可以來到我家當中
[00:02:44.000 --> 00:02:48.000]  而她又有機會去接觸基督教
[00:02:48.000 --> 00:02:50.000]  在基督教家庭裡成長
[00:02:50.000 --> 00:02:52.000]  無論她是男還是女
[00:02:52.000 --> 00:02:56.000]  其實我都很歡迎她來到當中
[00:02:56.000 --> 00:02:58.000]  但我現在年紀大了
[00:02:58.000 --> 00:03:00.000]  這個就擱置了
[00:03:00.000 --> 00:03:04.000]  希望我有機會在收養裡有盡情
[00:03:04.000 --> 00:03:08.000]  曾經我神學院有報道團
[00:03:08.000 --> 00:03:14.000]  報道團裡有一年有一個團長的口號
[00:03:14.000 --> 00:03:16.000]  是Save One More
[00:03:16.000 --> 00:03:20.000]  意思是救多一個得一個
[00:03:20.000 --> 00:03:23.000]  在神的角度裡
[00:03:23.000 --> 00:03:27.000]  我們看看現在這個世代裡
[00:03:27.000 --> 00:03:33.000]  究竟有很多媽媽都全職
[00:03:33.000 --> 00:03:38.000]  或者很犧牲自己的時間去照顧小朋友
[00:03:38.000 --> 00:03:40.000]  有時候他們都放棄了很多
[00:03:40.000 --> 00:03:42.000]  有些埋怨
[00:03:42.000 --> 00:03:44.000]  打亂了他們的事業
[00:03:44.000 --> 00:03:48.000]  打亂了他們的計劃
[00:03:48.000 --> 00:03:50.000]  在教養孩童方面
[00:03:50.000 --> 00:03:53.000]  其實都出現了很多問題
[00:03:53.000 --> 00:03:55.000]  所以他們叫苦連天
[00:03:55.000 --> 00:03:58.000]  甚至乎有很大的壓力
[00:03:58.000 --> 00:04:01.000]  上班的人是怎樣的
[00:04:01.000 --> 00:04:04.000]  有時候都不喜歡老闆
[00:04:04.000 --> 00:04:05.000]  從早做到晚
[00:04:05.000 --> 00:04:07.000]  做到很辛苦
[00:04:07.000 --> 00:04:10.000]  都不知道為什麼要這樣做
[00:04:10.000 --> 00:04:14.000]  有些基督徒又是怎樣的呢
[00:04:14.000 --> 00:04:16.000]  每一個星期回到教會裡
[00:04:16.000 --> 00:04:18.000]  真的很辛苦
[00:04:18.000 --> 00:04:20.000]  又好像沒什麼自由
[00:04:20.000 --> 00:04:23.000]  又不能睡晚一點
[00:04:23.000 --> 00:04:26.000]  又要準時回到來崇拜
[00:04:26.000 --> 00:04:29.000]  有時候都真的有點掣肘
[00:04:29.000 --> 00:04:32.000]  而侍奉的人又怎樣呢
[00:04:32.000 --> 00:04:34.000]  他們付出了很多時間
[00:04:34.000 --> 00:04:37.000]  有時候都為主燃燒了很多生命
[00:04:37.000 --> 00:04:39.000]  擔子就越來越重了
[00:04:39.000 --> 00:04:43.000]  這樣的侍奉真的很苦
[00:04:43.000 --> 00:04:46.000]  有時候無論是當媽媽的
[00:04:46.000 --> 00:04:48.000]  做爸爸的
[00:04:48.000 --> 00:04:49.000]  上班的
[00:04:49.000 --> 00:04:51.000]  做基督徒的
[00:04:51.000 --> 00:04:52.000]  侍奉的
[00:04:52.000 --> 00:04:55.000]  不知道你們有沒有這麼消極呢
[00:04:55.000 --> 00:04:58.000]  不知道又有沒有出路呢
[00:04:58.000 --> 00:05:04.000]  今天我想透過《馬太福音》20章1-16節
[00:05:04.000 --> 00:05:06.000]  葡萄園工人這個比喻
[00:05:06.000 --> 00:05:11.000]  來幫助我們重新思想不配的因典
[00:05:11.000 --> 00:05:17.000]  以致讓我們能夠在侍奉上的重擔化為喜悅
[00:05:17.000 --> 00:05:22.000]  能夠在靈命上的僵持化為喜樂
[00:05:22.000 --> 00:05:25.000]  葡萄園工人的比喻一開始的時候
[00:05:25.000 --> 00:05:29.000]  他是說到因為天國好像家主
[00:05:29.000 --> 00:05:31.000]  這個告訴我們
[00:05:31.000 --> 00:05:34.000]  其實這個是在說一個天國的比喻
[00:05:34.000 --> 00:05:40.000]  而這個天國的比喻其實是和19章有些連繫的
[00:05:40.000 --> 00:05:42.000]  因為發生了一些事情
[00:05:42.000 --> 00:05:44.000]  所以耶穌就在20章這裡
[00:05:44.000 --> 00:05:48.000]  用葡萄園的比喻加以說明
[00:05:48.000 --> 00:05:53.000]  19章大家記不記得是說什麼內容呢
[00:05:53.000 --> 00:05:55.000]  其實是說一個少年的財主
[00:05:55.000 --> 00:05:57.000]  他去找耶穌
[00:05:57.000 --> 00:06:01.000]  怎樣可以得到永生
[00:06:01.000 --> 00:06:04.000]  然後耶穌就叫他做什麼
[00:06:04.000 --> 00:06:06.000]  你賣掉你所有的東西
[00:06:06.000 --> 00:06:08.000]  然後施捨給窮人
[00:06:08.000 --> 00:06:10.000]  然後就跟從我了
[00:06:10.000 --> 00:06:16.000]  這個少年的財主因為他很年輕
[00:06:16.000 --> 00:06:18.000]  但是他很富有又有地位
[00:06:18.000 --> 00:06:20.000]  他不捨得放下
[00:06:20.000 --> 00:06:22.000]  所以他的產業很多
[00:06:22.000 --> 00:06:25.000]  他最終就是悠悠愁愁地走了
[00:06:25.000 --> 00:06:27.000]  他的包袱很重
[00:06:27.000 --> 00:06:32.000]  本來他是追求至善至美的熱情
[00:06:32.000 --> 00:06:34.000]  在主的裡面
[00:06:34.000 --> 00:06:38.000]  但是他最終都是放棄了
[00:06:38.000 --> 00:06:41.000]  然後耶穌就說了
[00:06:41.000 --> 00:06:43.000]  駱駝和針眼的一個比喻
[00:06:43.000 --> 00:06:49.000]  來表達有些人進入天國是很困難的
[00:06:49.000 --> 00:06:54.000]  所以在這裡彼得就說了什麼
[00:06:54.000 --> 00:06:57.000]  我比這個財主更加優勝
[00:06:57.000 --> 00:06:59.000]  馬上就跟耶穌說了
[00:06:59.000 --> 00:07:03.000]  看啊我已經撇下所有跟從你
[00:07:03.000 --> 00:07:05.000]  將來我要得些什麼呢
[00:07:05.000 --> 00:07:07.000]  這樣跟耶穌說
[00:07:07.000 --> 00:07:11.000]  這個問題其實他就說了兩個重點
[00:07:11.000 --> 00:07:14.000]  一個就是他撇下所有的東西
[00:07:14.000 --> 00:07:18.000]  然後他就再有一個重點是什麼
[00:07:18.000 --> 00:07:20.000]  我有什麼好處
[00:07:20.000 --> 00:07:22.000]  有什麼報酬
[00:07:22.000 --> 00:07:28.000]  然後耶穌就直接去告訴彼得的報酬
[00:07:28.000 --> 00:07:32.000]  他就說你們也要在在十二個寶座上
