
[00:00:00.000 --> 00:00:02.000]  頂姐妹早安
[00:00:02.000 --> 00:00:04.000]  好,麻煩下一張
[00:00:04.000 --> 00:00:11.000]  我沒有靠山
[00:00:11.000 --> 00:00:15.000]  因為我自己就是山
[00:00:15.000 --> 00:00:19.000]  頂姐妹,自身在這個大時代
[00:00:19.000 --> 00:00:24.000]  這句話其實會不會是你心底裏面的底牌呢?
[00:00:24.000 --> 00:00:29.000]  在21世紀,香港氣氛風雲變色
[00:00:29.000 --> 00:00:31.000]  移民潮一再湧現
[00:00:31.000 --> 00:00:34.000]  國際舞台風起雲湧
[00:00:34.000 --> 00:00:38.000]  俄烏戰爭觸發全球能源危機
[00:00:38.000 --> 00:00:40.000]  通貨膨脹
[00:00:40.000 --> 00:00:42.000]  世紀疫情沒完沒了
[00:00:42.000 --> 00:00:44.000]  幾乎人人自危
[00:00:44.000 --> 00:00:47.000]  從近到遠,又遠到近
[00:00:47.000 --> 00:00:50.000]  近來有些什麼事情
[00:00:50.000 --> 00:00:53.000]  曾經觸起你心裏面
[00:00:53.000 --> 00:00:55.000]  勾起你心裏面
[00:00:55.000 --> 00:00:57.000]  一絲絲的不安
[00:00:57.000 --> 00:01:00.000]  甚至枕食難安
[00:01:00.000 --> 00:01:02.000]  在惶恐不安的日子
[00:01:02.000 --> 00:01:05.000]  誰是你的靠山?
[00:01:05.000 --> 00:01:07.000]  還是你自己
[00:01:07.000 --> 00:01:10.000]  就是自己的靠山?
[00:01:10.000 --> 00:01:12.000]  今天繼續教會
[00:01:12.000 --> 00:01:13.000]  《轉變中的盼望》
[00:01:13.000 --> 00:01:15.000]  以色列書講道系列
[00:01:15.000 --> 00:01:18.000]  在國之將亡的關鍵時刻
[00:01:18.000 --> 00:01:20.000]  在惶恐不安的日子
[00:01:20.000 --> 00:01:23.000]  究竟誰是以色列人的靠山?
[00:01:23.000 --> 00:01:26.000]  誰是以色列人的盼望?
[00:01:26.000 --> 00:01:29.000]  公元前597年
[00:01:29.000 --> 00:01:31.000]  年輕祭司以西傑
[00:01:31.000 --> 00:01:33.000]  和猶大昏君約瓦根
[00:01:33.000 --> 00:01:35.000]  一起被擄到巴比倫
[00:01:35.000 --> 00:01:37.000]  淪為亡國奴
[00:01:37.000 --> 00:01:39.000]  被擄五年之後
[00:01:39.000 --> 00:01:41.000]  三十而立的以西傑
[00:01:41.000 --> 00:01:44.000]  在異象裏面看見神的榮耀
[00:01:44.000 --> 00:01:46.000]  失去國家
[00:01:46.000 --> 00:01:49.000]  失去聖殿的被擄子民
[00:01:49.000 --> 00:01:50.000]  沒有失去神的同在
[00:01:50.000 --> 00:01:53.000]  沒有失去轉變中的盼望
[00:01:53.000 --> 00:01:55.000]  上帝更加猜演
[00:01:55.000 --> 00:01:57.000]  這個漂泊異鄉的以西傑
[00:01:57.000 --> 00:01:59.000]  成為大時代的先知
[00:01:59.000 --> 00:02:02.000]  傳講神寶貴的訊息
[00:02:02.000 --> 00:02:05.000]  任重道遠
