
[00:00:00.000 --> 00:00:01.740]  突然間會早晨
[00:00:01.740 --> 00:00:08.000]  今天應該只有中三
[00:00:08.000 --> 00:00:10.940]  有些中二沒有入鏡
[00:00:10.940 --> 00:00:14.080]  好看到中三翻崇拜的情況
[00:00:14.080 --> 00:00:18.640]  感謝主讓我們一起去敬拜
[00:00:18.640 --> 00:00:20.940]  今天人少少
[00:00:20.940 --> 00:00:23.240]  但我們一起都可以在敬拜主
[00:00:23.240 --> 00:00:24.540]  今天不是我講到
[00:00:24.540 --> 00:00:26.040]  因為我上星期已經講了
[00:00:26.040 --> 00:00:28.740]  所以今天我想介紹今天的講員
[00:00:28.740 --> 00:00:31.100]  今天講員叫做Phoebe
[00:00:31.100 --> 00:00:34.040]  她是準傳道
[00:00:34.040 --> 00:00:39.400]  她是我神學院的CCCC師妹
[00:00:39.400 --> 00:00:46.200]  她以前在恩福道做過兒童部的傳座
[00:00:46.200 --> 00:00:48.000]  今天很想邀請她
[00:00:48.000 --> 00:00:50.300]  她剛剛讀完神學學
[00:00:50.300 --> 00:00:52.940]  很想邀請她回來跟大家分享訊息
[00:00:52.940 --> 00:00:54.500]  她昨天也分享了一次
[00:00:54.500 --> 00:00:57.300]  人少少又可以給你分享一下
[00:00:57.300 --> 00:01:01.100]  我們一起聽聽她跟我們去孫岡神的話
[00:01:01.100 --> 00:01:03.100]  給她一點掌聲歡迎她
[00:01:03.100 --> 00:01:15.300]  早晨
[00:01:15.300 --> 00:01:17.200]  大家好
[00:01:17.200 --> 00:01:20.900]  很高興我又來到這裡
[00:01:20.900 --> 00:01:23.400]  來到孫岡神的說話
[00:01:24.500 --> 00:01:28.500]  相信這麼早回來這裡
[00:01:28.500 --> 00:01:31.900]  也不少認識耶穌
[00:01:31.900 --> 00:01:34.400]  甚至很重視耶穌
[00:01:34.400 --> 00:01:37.700]  因為我們確實知道
[00:01:37.700 --> 00:01:38.700]  沒有耶穌
[00:01:38.700 --> 00:01:42.400]  我們的罪沒辦法得到赦免
[00:01:42.400 --> 00:01:43.200]  沒有耶穌
[00:01:43.200 --> 00:01:45.600]  我們沒辦法有新的生命
[00:01:45.600 --> 00:01:46.400]  沒有耶穌
[00:01:46.400 --> 00:01:47.600]  我們沒得回來這裡
[00:01:47.600 --> 00:01:49.400]  因為沒有教會
[00:01:49.400 --> 00:01:52.600]  一個可以學習彼此相愛
[00:01:52.600 --> 00:01:57.400]  以及可以一起尋找生命意義的地方
[00:01:57.400 --> 00:01:59.900]  無論我們頭腦上知道也好
[00:01:59.900 --> 00:02:02.000]  或者感受上知道也好
[00:02:02.000 --> 00:02:04.400]  因為我們確確實實地知道
[00:02:04.400 --> 00:02:06.600]  我們需要耶穌
[00:02:06.600 --> 00:02:09.500]  我們究竟有多重視耶穌呢?
[00:02:09.500 --> 00:02:13.500]  還有是不是會經常想念和耶穌聊天
[00:02:13.500 --> 00:02:19.200]  又或者思考聖經如何在現實生活中實現出來呢?
[00:02:19.200 --> 00:02:21.600]  讓我做一個評估
[00:02:21.600 --> 00:02:25.600]  大家可以先閉上眼
[00:02:25.600 --> 00:02:28.200]  然後
[00:02:28.200 --> 00:02:31.000]  用其中一隻手來顯示
[00:02:31.000 --> 00:02:33.900]  我們心裡有多重視耶穌
[00:02:33.900 --> 00:02:39.700]  這個可以根據真實情況作答
[00:02:39.700 --> 00:02:42.400]  如果你很重視耶穌
[00:02:42.400 --> 00:02:46.100]  就可以把手伸到最高
[00:02:46.100 --> 00:02:47.900]  如果不太重視耶穌
[00:02:47.900 --> 00:02:50.500]  可以降低一點
[00:02:50.500 --> 00:02:52.200]  如果真心不太重視
[00:02:52.200 --> 00:02:56.200]  可以把手放在大腿
[00:02:56.200 --> 00:03:04.400]  好,謝謝大家
[00:03:04.400 --> 00:03:05.500]  可以放下手了
[00:03:05.500 --> 00:03:08.300]  也可以張開眼
[00:03:08.300 --> 00:03:10.900]  我看到有些人舉得很高
[00:03:10.900 --> 00:03:13.500]  有些人可能舉到大腿
[00:03:13.500 --> 00:03:15.200]  有些人舉到中間
[00:03:15.200 --> 00:03:17.700]  謝謝大家的回應
[00:03:17.700 --> 00:03:21.300]  無論我們的手有多高或低
[00:03:21.300 --> 00:03:23.700]  都是根據我們和耶穌的經歷
[00:03:23.700 --> 00:03:27.400]  和我們對耶穌的認知
[00:03:27.400 --> 00:03:30.000]  有時高,也有時低
[00:03:30.000 --> 00:03:31.600]  不過不變的是
[00:03:31.600 --> 00:03:32.800]  他怎樣看我們
[00:03:32.800 --> 00:03:35.200]  他有重視甚麼
[00:03:35.200 --> 00:03:37.900]  我們一起用今天講到的時間
[00:03:37.900 --> 00:03:40.900]  來看看耶穌重視甚麼
[00:03:40.900 --> 00:03:42.900]  我們一起祈禱吧
[00:03:46.100 --> 00:03:49.100]  親愛的主耶穌
[00:03:49.100 --> 00:03:51.000]  你很吸引
[00:03:51.000 --> 00:03:52.800]  因為你看的東西
[00:03:52.800 --> 00:03:56.600]  和世界的人所看的都不相似
[00:03:56.600 --> 00:03:58.200]  你重視的
[00:03:58.200 --> 00:04:03.300]  和世人所看的都不相似
[00:04:03.300 --> 00:04:04.900]  你重視我們的生命
[00:04:04.900 --> 00:04:08.200]  你重視我們怎樣對待人
[00:04:08.200 --> 00:04:12.400]  你重視我們怎樣對待你
[00:04:12.400 --> 00:04:14.300]  我們重新思考
[00:04:14.300 --> 00:04:17.800]  我們藉著今天去思考
[00:04:17.800 --> 00:04:20.000]  我們的生活所做的
[00:04:20.000 --> 00:04:21.700]  和你所重視的
[00:04:21.700 --> 00:04:24.200]  有沒有甚麼不同
[00:04:24.200 --> 00:04:28.800]  我們這個時代經常在變
[00:04:28.800 --> 00:04:31.200]  我們唯一可以抓緊的
[00:04:31.200 --> 00:04:35.700]  是信實的上帝,即是你
[00:04:35.700 --> 00:04:40.800]  願主帶領我們每一位回眾的心
[00:04:40.800 --> 00:04:43.300]  奉主名求,阿們
[00:04:43.300 --> 00:04:45.200]  今天宣講的經文是
[00:04:45.200 --> 00:04:48.900]  《馬太福音》九章九至十三節
[00:04:48.900 --> 00:04:51.700]  耶穌在一小段的經文裏面
[00:04:51.700 --> 00:04:52.600]  五節裏面
[00:04:52.600 --> 00:04:55.700]  他已經做了三個主要的行動
[00:04:55.700 --> 00:05:00.700]  第一個是耶穌主動邀請馬太跟從他
[00:05:00.700 --> 00:05:04.900]  第二個是耶穌、門徒、瑞利一起吃飯
[00:05:04.900 --> 00:05:07.700]  第三個是耶穌直接面對
[00:05:07.700 --> 00:05:10.700]  法理錯人的一些單單打打
[00:05:12.900 --> 00:05:15.300]  我們今天一起來看看
[00:05:15.300 --> 00:05:17.300]  我們一起讀
[00:05:17.300 --> 00:05:20.600]  耶穌從那裡往前走
[00:05:20.600 --> 00:05:23.900]  看見一個人名叫馬太
[00:05:23.900 --> 00:05:26.100]  坐在水關那裡
[00:05:26.100 --> 00:05:27.700]  就對他說
[00:05:27.700 --> 00:05:29.200]  來跟從我
[00:05:29.200 --> 00:05:32.500]  他就起來跟從了耶穌
[00:05:32.500 --> 00:05:33.800]  耶穌走前
[00:05:33.800 --> 00:05:34.900]  見到一個人
[00:05:34.900 --> 00:05:35.900]  就對他說
[00:05:35.900 --> 00:05:38.500]  來,跟從我
[00:05:38.500 --> 00:05:41.100]  耶穌呼召馬太去挑選他
[00:05:41.100 --> 00:05:43.300]  他不是叫他不要再犯罪了
[00:05:43.300 --> 00:05:46.700]  你看看,每個人都不太喜歡你了
[00:05:46.700 --> 00:05:47.700]  或者跟他說
[00:05:47.700 --> 00:05:49.500]  你的罪赦免了
[00:05:49.500 --> 00:05:52.300]  他是叫馬太跟從他
[00:05:52.300 --> 00:05:54.100]  他要馬太跟從他做門徒
[00:05:54.100 --> 00:05:55.500]  跟他一起生活
[00:05:55.500 --> 00:05:57.700]  見證他自己
[00:05:57.700 --> 00:06:01.200]  跟耶穌呼召首四個
[00:06:01.200 --> 00:06:03.700]  就是頭四個門徒很不同
[00:06:03.700 --> 00:06:06.900]  對漁夫的彼得和安德烈
[00:06:06.900 --> 00:06:07.900]  神是對他們說
[00:06:07.900 --> 00:06:11.500]  你們會得人如得魚
[00:06:11.500 --> 00:06:14.300]  當耶穌呼召雅各和約翰
