
[00:00:00.000 --> 00:00:03.600]  很感恩敬拜隊帶領我們唱那幾首
[00:00:03.600 --> 00:00:07.120]  很振奮我們 很鼓勵我們的詩歌
[00:00:07.120 --> 00:00:08.720]  也一起去敬拜神
[00:00:08.720 --> 00:00:12.960]  每一次來到北區堂
[00:00:12.960 --> 00:00:15.480]  我都懷著很感恩的心
[00:00:15.480 --> 00:00:21.760]  在這裡也代表晚山堂向北區堂的弟兄姊妹送上文安祝福
[00:00:21.760 --> 00:00:25.400]  每一次來到都很開心
[00:00:25.400 --> 00:00:29.760]  我記得上一次來到分享的時候
[00:00:29.760 --> 00:00:32.680]  我都看到很多很熟悉的面孔
[00:00:32.680 --> 00:00:39.200]  我發現我記得弟兄的名字
[00:00:39.200 --> 00:00:41.440]  但記錯了老婆的名字
[00:00:41.440 --> 00:00:45.760]  如果兩夫婦在一起的時候
[00:00:45.760 --> 00:00:47.360]  場面會更加尷尬
[00:00:47.360 --> 00:00:49.120]  所以我都要小心
[00:00:49.120 --> 00:00:50.840]  所以剛才和敬拜隊一起祈禱的時候
[00:00:50.840 --> 00:00:53.960]  我說這位是不是誰的太太
[00:00:53.960 --> 00:00:58.120]  讓自己安全一點
[00:00:58.120 --> 00:01:07.360]  在這裡也看到一些在晚山堂堂校服務的導師
[00:01:07.360 --> 00:01:12.320]  或者青少年大專初職的導師
[00:01:12.320 --> 00:01:17.120]  都是很感恩當中一起服務
[00:01:17.120 --> 00:01:21.920]  我們靖如傳道也去到一些團契宣傳堂校的時候
[00:01:21.920 --> 00:01:23.680]  有些弟兄姊妹也起來回應
[00:01:23.680 --> 00:01:26.160]  我也很為此感恩
[00:01:26.160 --> 00:01:28.640]  也感謝我們當中的弟兄姊妹
[00:01:28.640 --> 00:01:30.960]  也祝福晚山堂
[00:01:30.960 --> 00:01:34.880]  我們也繼續為北區堂堂去禱告
[00:01:34.880 --> 00:01:40.080]  剛才和建立牧師和二名牧師聊天的時候
[00:01:40.080 --> 00:01:43.080]  也知道接下來要去商討裝修
[00:01:43.080 --> 00:01:47.240]  要思考很多事情
[00:01:47.240 --> 00:01:49.240]  還有在牽繩間的地方
[00:01:49.240 --> 00:01:51.240]  如何可以用得更好
[00:01:51.240 --> 00:01:54.400]  我們也繼續為當中去禱告
[00:01:54.400 --> 00:01:57.720]  今天我們在晚山堂兩堂崇拜
[00:01:57.720 --> 00:02:02.640]  在我們的程序表也刊登了為北區堂去禱告
[00:02:02.640 --> 00:02:06.840]  和在崇拜裡面一起同心的禱告
[00:02:06.840 --> 00:02:08.440]  也讓我們一起去祈禱
[00:02:08.440 --> 00:02:09.920]  親愛的恩主我們很感謝祢
[00:02:09.920 --> 00:02:12.200]  讓我們有去服侍祢的機會
[00:02:12.200 --> 00:02:17.000]  也在每一步我們都經歷祢
[00:02:17.000 --> 00:02:19.960]  也感謝神讓北區堂
[00:02:19.960 --> 00:02:23.960]  接下來確定一個地方
[00:02:23.960 --> 00:02:28.200]  和一起思考如何運用
[00:02:28.200 --> 00:02:31.080]  我祈求主帶領保守
[00:02:31.080 --> 00:02:33.960]  一步一步預備我們這個群體
[00:02:33.960 --> 00:02:36.280]  無論是軟件還是硬件
[00:02:36.280 --> 00:02:39.120]  我們的心也一起擺上
[00:02:39.120 --> 00:02:40.120]  我們感謝祢
[00:02:40.120 --> 00:02:42.040]  也在今天的訊息當中
[00:02:42.040 --> 00:02:43.560]  我們一起彼此鼓勵
[00:02:43.560 --> 00:02:46.400]  如何行在祢的心意裡面
[00:02:46.400 --> 00:02:47.160]  我們感謝祢
[00:02:47.160 --> 00:02:48.880]  隨聽禱告奉下主耶穌基督
[00:02:48.880 --> 00:02:50.440]  得聖名自祈求
[00:02:50.440 --> 00:02:51.440]  阿們
[00:02:51.440 --> 00:02:54.320]  今天所讀的經文
[00:02:54.320 --> 00:02:55.720]  所說的經文就是
[00:02:55.720 --> 00:02:58.400]  《馬克福音》第八章27至38節
[00:02:58.400 --> 00:02:59.960]  在影片上會有
[00:02:59.960 --> 00:03:03.680]  或者我們有長刊程序表
[00:03:03.680 --> 00:03:05.680]  都會看到那段經文
[00:03:05.680 --> 00:03:08.160]  我們看到的時候一起去重讀
[00:03:08.160 --> 00:03:09.160]  預備起
[00:03:09.160 --> 00:03:11.720]  耶穌和門徒出去
[00:03:11.720 --> 00:03:16.360]  往凱撒利亞肥勒比附近的村莊去
[00:03:16.360 --> 00:03:19.040]  在路上他問門徒
[00:03:19.040 --> 00:03:21.040]  人們說我是誰
[00:03:21.040 --> 00:03:24.640]  他們對他說是施洗的約翰
[00:03:24.640 --> 00:03:26.760]  有人說是以利亞
[00:03:26.760 --> 00:03:30.080]  又有人說是先知中的一位
[00:03:30.080 --> 00:03:31.840]  他又問他們
[00:03:31.840 --> 00:03:33.840]  你們說我是誰
[00:03:33.840 --> 00:03:35.560]  彼得回答他
[00:03:35.560 --> 00:03:36.960]  你是基督
[00:03:36.960 --> 00:03:40.480]  於是耶穌切切祝福他們
[00:03:40.480 --> 00:03:43.360]  不可對任何人說起他
[00:03:43.360 --> 00:03:46.240]  從此他教導他們說
[00:03:46.240 --> 00:03:49.200]  人子必須受許多的苦
[00:03:49.200 --> 00:03:52.960]  被長老祭司掌和民事氣絕
[00:03:52.960 --> 00:03:54.560]  並且被殺
[00:03:54.560 --> 00:03:56.400]  三天後復活
[00:03:56.400 --> 00:03:59.520]  耶穌明白地說了這話
[00:03:59.520 --> 00:04:01.480]  彼得就拉著他
[00:04:01.480 --> 00:04:02.720]  紮被他
[00:04:02.720 --> 00:04:05.920]  耶穌轉過來看著門徒
[00:04:05.920 --> 00:04:07.680]  斥責彼得說
[00:04:07.680 --> 00:04:10.600]  撒旦退到我後邊去
[00:04:10.600 --> 00:04:13.760]  因為你不體會神的心意
[00:04:13.760 --> 00:04:16.560]  而是體會人的意思
[00:04:16.560 --> 00:04:19.880]  於是他叫眾人和門徒來
[00:04:19.880 --> 00:04:21.400]  對他們說
[00:04:21.400 --> 00:04:23.720]  若有人要跟從我
[00:04:23.720 --> 00:04:25.320]  就當捨己
[00:04:25.320 --> 00:04:28.840]  背起自己的十字架來跟從我
[00:04:28.840 --> 00:04:32.040]  因為凡要救自己生命的
[00:04:32.040 --> 00:04:33.760]  必喪失生命
[00:04:33.760 --> 00:04:37.040]  凡為我和福音喪失生命的
[00:04:37.040 --> 00:04:39.200]  必救自己的生命
[00:04:39.200 --> 00:04:41.960]  尤就是賺得全世界
[00:04:41.960 --> 00:04:43.960]  賠上自己的生命
[00:04:43.960 --> 00:04:45.760]  有甚麼益處呢
[00:04:45.760 --> 00:04:48.960]  人還能拿甚麼換生命呢
[00:04:48.960 --> 00:04:52.240]  凡在這淫亂罪惡的世代
[00:04:52.240 --> 00:04:55.560]  把我和我的道當作可恥的
[00:04:55.560 --> 00:04:58.520]  人子在他父的榮耀裡
[00:04:58.520 --> 00:05:01.760]  與聖天使一同來臨的時候
[00:05:01.760 --> 00:05:05.120]  也要把那人當作可恥的
[00:05:05.120 --> 00:05:06.920]  想問問大家一條問題
[00:05:06.920 --> 00:05:11.720]  你覺得信耶穌是一個簡單的決定嗎
[00:05:11.720 --> 00:05:15.800]  回想你當日去決志信主的那一刻
[00:05:15.800 --> 00:05:19.120]  你所做的決定是簡單的嗎
[00:05:19.120 --> 00:05:21.320]  簡單請舉手
[00:05:21.320 --> 00:05:22.120]  簡單的決定
[00:05:22.120 --> 00:05:23.640]  哦,簡單
[00:05:23.640 --> 00:05:26.880]  不簡單的話請舉手
[00:05:26.880 --> 00:05:28.520]  哦
[00:05:28.520 --> 00:05:30.920]  又簡單又不簡單的請舉手
[00:05:30.920 --> 00:05:34.040]  竟然有
[00:05:34.040 --> 00:05:36.360]  有人說信耶穌是一個很
[00:05:36.360 --> 00:05:38.720]  做個祈禱就可以了
[00:05:38.720 --> 00:05:41.720]  向神表達我願意就可以了
[00:05:41.720 --> 00:05:43.160]  又不用勞師動眾
[00:05:43.160 --> 00:05:44.120]  甚麼場合都可以
[00:05:44.120 --> 00:05:45.560]  隨時隨地
[00:05:45.560 --> 00:05:46.560]  你一祈禱
