
[00:00:00.000 --> 00:00:06.000]  在我們開始今天講道之先,我們一起在神的面前安靜,我們禱告。
[00:00:06.000 --> 00:00:12.000]  上天父,我們感謝你帶領我們今天又有生命氣息,
[00:00:12.000 --> 00:00:16.000]  回到你的家,可以來到去親近你。
[00:00:16.000 --> 00:00:20.000]  可能有些的肢體,他們仍然在家裡,
[00:00:20.000 --> 00:00:24.000]  來到去通過修漢,來到去敬拜你。
[00:00:24.000 --> 00:00:28.000]  但是無論是在恩福這個堂子,
[00:00:28.000 --> 00:00:34.000]  還是在個人的家裡,求你都與我們眾人同在,
[00:00:34.000 --> 00:00:40.000]  帶領我們,讓我們的心被你自己去開啟,
[00:00:40.000 --> 00:00:44.000]  以致我們能夠聽得明神你自己的話,
[00:00:44.000 --> 00:00:50.000]  帶領我們以下時間,讓講的聽的都能夠同感一靈,
[00:00:50.000 --> 00:00:56.000]  聽我們的禱告,是奉耶穌基督,得勝名求,阿們。
[00:00:56.000 --> 00:01:01.000]  今天我會繼續和大家思想登山補訓,
[00:01:01.000 --> 00:01:04.000]  我會給一個題目叫天國憲章,
[00:01:04.000 --> 00:01:07.000]  今天講的題目就是「活出信仰」,
[00:01:07.000 --> 00:01:13.000]  一段很熟的經文,馬來福音第五章十七到二十節,
[00:01:13.000 --> 00:01:17.000]  我們一起來先看看這段經文,
[00:01:17.000 --> 00:01:23.000]  我們一起慢慢的中讀,馬來福音第五章十七到二十節,
[00:01:23.000 --> 00:01:25.000]  我們一起中讀,
[00:01:25.000 --> 00:01:30.000]  不要以為我來是要廢掉律法和先知,
[00:01:30.000 --> 00:01:35.000]  我來不是要廢掉,而是要承傳。
[00:01:35.000 --> 00:01:37.000]  我實在告訴你們,
[00:01:37.000 --> 00:01:40.000]  就是天天都廢去,
[00:01:40.000 --> 00:01:44.000]  律法的一點一劃也不能廢去,
[00:01:44.000 --> 00:01:47.000]  直到一切都實現。
[00:01:47.000 --> 00:01:53.000]  所以無論誰廢掉這誡命中的最少的一條,
[00:01:53.000 --> 00:01:56.000]  又教導人也這樣做,
[00:01:56.000 --> 00:02:00.000]  他在天國裡要稱為最小的,
[00:02:00.000 --> 00:02:05.000]  但無論誰遵行並如此教導人的,
[00:02:05.000 --> 00:02:08.000]  他在天國裡要稱為大。
[00:02:08.000 --> 00:02:10.000]  我告訴你們,
[00:02:10.000 --> 00:02:16.000]  你們的義若不勝過民事和法理賽人的義,
[00:02:16.000 --> 00:02:20.000]  絕不能進天國。
[00:02:20.000 --> 00:02:25.000]  在以前,我是一個中學的老師,
[00:02:25.000 --> 00:02:28.000]  在我教中國語文科裡面,
[00:02:28.000 --> 00:02:31.000]  有一本書給我有一個很深的印象,
[00:02:31.000 --> 00:02:35.000]  這本書的名字叫《一碗陽春麵》,
[00:02:35.000 --> 00:02:40.000]  故事是講到一家麵店的老闆,
[00:02:40.000 --> 00:02:44.000]  他在工作裡面,他怎樣活出愛心,
[00:02:44.000 --> 00:02:48.000]  故事的開始是一個寒冷的垂直夜,
[00:02:48.000 --> 00:02:51.000]  那時候已經是十點左右了,
[00:02:51.000 --> 00:02:54.000]  麵店差不多要打烊,
[00:02:54.000 --> 00:02:58.000]  顧客都已經走光了,
[00:02:58.000 --> 00:03:02.000]  但在這個時候,突然間麵店的門就敞開,
[00:03:02.000 --> 00:03:06.000]  有一個媽媽帶著兩個兒子進來,
[00:03:06.000 --> 00:03:10.000]  很尷尬地問那個麵店的老闆娘,
[00:03:10.000 --> 00:03:13.000]  我可不可以進來吃一碗麵?
[00:03:13.000 --> 00:03:16.000]  老闆娘說可以,歡迎,歡迎。
[00:03:16.000 --> 00:03:19.000]  接著那個媽媽就說,
[00:03:19.000 --> 00:03:22.000]  不過我們只吃一碗而已,
[00:03:22.000 --> 00:03:25.000]  老闆就說,沒問題,沒問題,進來坐,
[00:03:25.000 --> 00:03:29.000]  就請他們坐在那個麵店的第二號桌子裡面,
[00:03:29.000 --> 00:03:33.000]  他重新開著那個爐來煮麵,
[00:03:33.000 --> 00:03:35.000]  當他煮麵的時候,
[00:03:35.000 --> 00:03:39.000]  他就拿了一份半的麵來煮,
[00:03:39.000 --> 00:03:44.000]  然後就拿去給他們吃,
[00:03:44.000 --> 00:03:49.000]  三母子去吃這碗熱騰騰香噴噴的陽春麵的時候,
[00:03:49.000 --> 00:03:52.000]  吃得很開心,
[00:03:52.000 --> 00:03:54.000]  三個人吃得很開心,
[00:03:54.000 --> 00:03:57.000]  吃完之後,這個媽媽給了錢之後,
[00:03:57.000 --> 00:04:00.000]  就說聲謝謝,就帶著兩個兒子走,
[00:04:00.000 --> 00:04:02.000]  老闆娘就在後面說,謝謝你們,
[00:04:02.000 --> 00:04:05.000]  祝你們有一個好的一年,
[00:04:05.000 --> 00:04:07.000]  轉眼一年過去,
[00:04:07.000 --> 00:04:11.000]  第二年的除夕夜又來到,
[00:04:11.000 --> 00:04:16.000]  差不多十點的時候,麵店裡面的人全部都走了,
[00:04:16.000 --> 00:04:19.000]  於是老闆就準備收檔,
[00:04:19.000 --> 00:04:21.000]  在這個時候,麵店的門又開了,
[00:04:21.000 --> 00:04:25.000]  過去那年的媽媽又帶著兩個兒子,
[00:04:25.000 --> 00:04:27.000]  又來到麵店,
[00:04:27.000 --> 00:04:31.000]  又很害怕地問老闆娘,不好意思,
[00:04:31.000 --> 00:04:33.000]  我們想來吃麵,
[00:04:33.000 --> 00:04:35.000]  老闆娘說,歡迎,歡迎,進來吧,
[00:04:35.000 --> 00:04:39.000]  她就說,我們只吃一碗陽春麵,
[00:04:39.000 --> 00:04:43.000]  老闆娘就靜靜地跟老闆娘說,
[00:04:43.000 --> 00:04:46.000]  煮夠三碗給他們吧,
[00:04:46.000 --> 00:04:49.000]  但是老闆娘說,不可以,
[00:04:49.000 --> 00:04:51.000]  這樣的話,我們好像會令到人家很難過,
[00:04:51.000 --> 00:04:53.000]  很尷尬,
[00:04:53.000 --> 00:04:58.000]  她仍然在麵裡面放了一個半的麵,
[00:04:58.000 --> 00:05:00.000]  也是這樣煮了給他們吃,
[00:05:00.000 --> 00:05:03.000]  吃完之後,他們又很開心地來道謝,
[00:05:03.000 --> 00:05:06.000]  然後離開,
[00:05:06.000 --> 00:05:08.000]  轉眼又是第三年,
[00:05:08.000 --> 00:05:11.000]  又去到除夕夜,又是一個很寒冷的晚上,
[00:05:11.000 --> 00:05:16.000]  這個媽媽又帶著兩個兒子來到這個麵店裡面,
[00:05:16.000 --> 00:05:18.000]  然後她這次說,
[00:05:18.000 --> 00:05:21.000]  老闆娘,我們這次想吃兩碗陽春麵,
[00:05:21.000 --> 00:05:24.000]  老闆娘說,歡迎,歡迎,請坐,
[00:05:24.000 --> 00:05:31.000]  她一樣是每一個麵放了一個半的份量去煮這個麵,
[00:05:31.000 --> 00:05:33.000]  他們吃完就離開了,
[00:05:33.000 --> 00:05:36.000]  今天因為時間的關係,
[00:05:36.000 --> 00:05:40.000]  我不想在這裡跟大家很詳細地分享這個故事,
[00:05:40.000 --> 00:05:43.000]  但是如果大家很想知道這個故事是怎樣感人的,
[00:05:43.000 --> 00:05:44.000]  其實我每次教的時候,
[00:05:44.000 --> 00:05:47.000]  我都忍不住會流眼淚,
[00:05:47.000 --> 00:05:49.000]  大家可以上網,
[00:05:49.000 --> 00:05:54.000]  打一碗陽春麵就可以看到這篇故事,
[00:05:54.000 --> 00:05:56.000]  是一篇很感人的故事,
[00:05:56.000 --> 00:05:58.000]  這個故事裡面,
[00:05:58.000 --> 00:06:01.000]  令我很深印象的是那個老闆的愛心,
