
[00:00:00.000 --> 00:00:01.400]  榮耀天父,多謝你
[00:00:01.400 --> 00:00:02.600]  剛才的詩歌
[00:00:02.600 --> 00:00:04.360]  再一次將清新的空氣
[00:00:04.360 --> 00:00:06.160]  吹進我們的生命裏面
[00:00:06.160 --> 00:00:08.000]  讓我們全心的投靠你
[00:00:08.000 --> 00:00:09.560]  離開你一丁點
[00:00:09.560 --> 00:00:10.760]  我們的現在
[00:00:10.760 --> 00:00:11.680]  我們的將來
[00:00:11.680 --> 00:00:13.400]  全部都在你的手裏面
[00:00:13.400 --> 00:00:16.000]  所以我們願意在新的一年裏面
[00:00:16.000 --> 00:00:17.880]  真的盡獻自己給你
[00:00:17.880 --> 00:00:21.400]  今天藉著那丹仙芝和大衛的責備
[00:00:21.400 --> 00:00:22.920]  提醒、宣告
[00:00:22.920 --> 00:00:25.560]  讓我們在你裏面都全然更新
[00:00:25.560 --> 00:00:27.440]  將舊我捨棄
[00:00:27.440 --> 00:00:28.880]  穿上新人
[00:00:28.880 --> 00:00:30.120]  迎接新的一年
[00:00:30.120 --> 00:00:31.360]  我們交託祈禱
[00:00:31.360 --> 00:00:32.200]  奉主命求
[00:00:32.200 --> 00:00:33.000]  阿門
[00:00:33.000 --> 00:00:33.400]  好
[00:00:33.400 --> 00:00:34.280]  今天的題目
[00:00:34.280 --> 00:00:36.880]  你們有的程序表寫著
[00:00:36.880 --> 00:00:38.760]  是逆序攻略
[00:00:38.760 --> 00:00:39.880]  是不是
[00:00:39.880 --> 00:00:40.760]  OK
[00:00:40.760 --> 00:00:41.280]  早晨
[00:00:41.280 --> 00:00:42.680]  新春快要過去了
[00:00:42.680 --> 00:00:46.760]  中國人是去到年初幾才過完新年
[00:00:46.760 --> 00:00:48.160]  十幾
[00:00:48.160 --> 00:00:48.760]  哦十五
[00:00:48.760 --> 00:00:49.040]  OK
[00:00:49.040 --> 00:00:50.160]  我以為是十四
[00:00:50.160 --> 00:00:51.160]  搞錯了
[00:00:51.160 --> 00:00:53.760]  想過了農林情人節
[00:00:53.760 --> 00:00:54.040]  OK
[00:00:54.040 --> 00:00:55.680]  Sorry
[00:00:55.680 --> 00:00:57.960]  所以我還可以和大家送上
[00:00:57.960 --> 00:00:59.360]  新年的對聯
[00:00:59.360 --> 00:01:01.520]  上一次在默想的時候說過
[00:01:01.520 --> 00:01:02.920]  基督同蛇
[00:01:02.920 --> 00:01:04.240]  仰望救贖
[00:01:04.240 --> 00:01:05.400]  戰勝古蛇
[00:01:05.400 --> 00:01:06.080]  是不是
[00:01:06.080 --> 00:01:08.520]  其實是一個很真實的世紀的爭戰
[00:01:08.520 --> 00:01:10.240]  我們的受敵古蛇魔鬼
[00:01:10.240 --> 00:01:12.680]  雖然已經完全是敗於耶穌基督
[00:01:12.680 --> 00:01:14.560]  他捨己犧牲的大愛
[00:01:14.560 --> 00:01:15.560]  大能大力
[00:01:15.560 --> 00:01:17.920]  不過他的勢力仍然支配著
[00:01:17.920 --> 00:01:19.320]  很多生命的敗壞
[00:01:19.320 --> 00:01:20.720]  各權的張狂
[00:01:20.720 --> 00:01:22.560]  信徒生命一不留神
[00:01:22.560 --> 00:01:24.200]  就很容易會被傷害的
[00:01:24.200 --> 00:01:26.720]  正如彼得前書五章八字有十一節
[00:01:26.720 --> 00:01:28.720]  不知道大家是否熟悉這段經文
[00:01:28.720 --> 00:01:31.120]  以及裡面怎樣描述我們的魔鬼
[00:01:31.120 --> 00:01:32.440]  他說第八節說
[00:01:32.440 --> 00:01:34.280]  不要謹守警醒
[00:01:34.280 --> 00:01:37.920]  因為你們的受敵魔鬼如同敲腳的獅子
[00:01:37.920 --> 00:01:38.920]  遍地遊行
[00:01:38.920 --> 00:01:40.480]  尋找可親吃的人
[00:01:40.480 --> 00:01:41.480]  害不害怕
[00:01:41.480 --> 00:01:42.320]  害怕
[00:01:42.320 --> 00:01:44.600]  但又同時你也聽過一些色經家說
[00:01:44.600 --> 00:01:46.320]  魔鬼因為已經失敗了
[00:01:46.320 --> 00:01:48.200]  已經完全的失敗了
[00:01:48.200 --> 00:01:51.120]  所以這隻敲腳的獅子是被綁住的
[00:01:51.120 --> 00:01:52.760]  除非是你自己喜歡走過去
[00:01:52.760 --> 00:01:54.600]  被他咬斷手咬斷腳
[00:01:54.600 --> 00:01:57.640]  否則他只是在他的鏈的範圍內
[00:01:57.640 --> 00:01:58.640]  出來嚇唬你
[00:01:58.640 --> 00:01:59.840]  經常在嚇唬你
[00:01:59.840 --> 00:02:01.120]  經常想引誘你
[00:02:01.120 --> 00:02:03.320]  但只要你不走近他身邊
[00:02:03.320 --> 00:02:05.320]  其實他是不可以傷你的
[00:02:05.320 --> 00:02:07.400]  但這也是一個警號
[00:02:07.400 --> 00:02:08.400]  第九節說
[00:02:08.400 --> 00:02:10.720]  你們要用堅固的信心抵擋他
[00:02:10.720 --> 00:02:13.160]  因為知道你們在世上的眾弟兄
[00:02:13.160 --> 00:02:14.760]  都經歷過這些苦難
[00:02:14.760 --> 00:02:16.520]  那次諸般恩典的神
[00:02:16.520 --> 00:02:17.720]  曾經在基督裡面
[00:02:17.720 --> 00:02:20.000]  召你們得享祂永遠的榮耀
[00:02:20.000 --> 00:02:22.720]  等你們暫受地上這些苦難之後
[00:02:22.720 --> 00:02:24.720]  必要親自成全你們
[00:02:24.720 --> 00:02:25.720]  堅固你們
[00:02:25.720 --> 00:02:27.000]  賜力量給你們
[00:02:27.000 --> 00:02:28.920]  願權能歸給上帝
[00:02:28.920 --> 00:02:30.920]  直到永遠 阿們
[00:02:30.920 --> 00:02:39.960]  近年多出了一個保健產品
[00:02:39.960 --> 00:02:42.680]  叫做淑寧NMN
[00:02:42.680 --> 00:02:44.360]  不是M&M
[00:02:44.360 --> 00:02:47.080]  M&M吃了倒轉是會脂肪的
[00:02:47.080 --> 00:02:48.480]  這是NMN
[00:02:48.480 --> 00:02:50.120]  抗衰老配方
[00:02:50.120 --> 00:02:51.840]  有多少肢體已經交了不少學費
[00:02:51.840 --> 00:02:53.840]  有多少肢體
[00:02:53.840 --> 00:02:55.320]  有都不敢說
[00:02:55.320 --> 00:02:56.320]  因為很貴
[00:02:56.320 --> 00:02:57.840]  學費很高昂
[00:02:57.840 --> 00:03:01.240]  我記得應該是差不多七八年前
[00:03:01.240 --> 00:03:04.320]  有些弟兄姐妹介紹我吃這個
[00:03:04.320 --> 00:03:05.920]  八九年前
[00:03:05.920 --> 00:03:07.520]  那你猜我有沒有吃過
[00:03:07.520 --> 00:03:08.920]  吃過一陣子都不敢吃
[00:03:08.920 --> 00:03:10.560]  這麼貴
[00:03:10.560 --> 00:03:14.160]  究竟你吃這個產品有沒有效
[00:03:14.160 --> 00:03:16.160]  純粹個人而已
[00:03:16.160 --> 00:03:19.320]  但目的都是企圖逆齡補青春
[00:03:19.320 --> 00:03:21.040]  有沒有效就看個人
[00:03:21.040 --> 00:03:23.520]  只不過是反映了人性很盼長生
[00:03:23.520 --> 00:03:26.160]  很想逆齡抗衰老保持青春活力
[00:03:26.160 --> 00:03:28.160]  是不是可以理解
[00:03:28.160 --> 00:03:30.360]  美國的大富豪是逆齡的被吸
[00:03:30.360 --> 00:03:31.560]  如果大家最近有聽過
[00:03:31.560 --> 00:03:33.560]  這位大富豪每天吃多少粒
[00:03:33.560 --> 00:03:36.920]  40至50粒特效的特種藥
[00:03:36.920 --> 00:03:38.520]  應該是特種藥
[00:03:38.520 --> 00:03:40.200]  還不是supplement
[00:03:40.200 --> 00:03:42.520]  其實他想企圖保持青春活力
[00:03:42.520 --> 00:03:45.000]  不過如果你看電視拍過他的時候
[00:03:45.000 --> 00:03:47.600]  都不覺得他的容貌青春可人
[00:03:47.600 --> 00:03:49.360]  其實我想他都很快衰老
[00:03:49.360 --> 00:03:50.640]  應該好像Bill基一樣
[00:03:50.640 --> 00:03:52.640]  過60歲就滿臉皺紋
[00:03:52.640 --> 00:03:54.360]  但人能夠勝天嗎
[00:03:54.360 --> 00:03:57.440]  如果我們只想著學校秦始皇追求長生不老
[00:03:57.440 --> 00:04:00.240]  結果好像秦始皇都是享年多少歲
[00:04:00.240 --> 00:04:01.440]  49歲
[00:04:01.440 --> 00:04:04.280]  中國歷史上有四位皇帝想著長生不老
[00:04:04.280 --> 00:04:06.280]  追求長生不老的藥丹
[00:04:06.280 --> 00:04:08.560]  結果他們非但沒有長生不老
[00:04:08.560 --> 00:04:11.080]  反而導致健康嚴重惡化
[00:04:11.080 --> 00:04:13.320]  甚至很快就一命嗚呼
[00:04:13.320 --> 00:04:17.160]  就我有限的聖經知識和見過
[00:04:17.160 --> 00:04:21.440]  聖經裡簡單道出以下有幾樣長壽健康的秘笈
[00:04:21.440 --> 00:04:22.680]  想不想知道
[00:04:22.680 --> 00:04:24.160]  比你買NMM好
[00:04:24.160 --> 00:04:25.360]  OK 行不行
[00:04:25.360 --> 00:04:29.080]  第一就是敬威爺說使你在世長壽
[00:04:29.080 --> 00:04:30.800]  《曾賢書》十章二十七節這樣說
[00:04:30.800 --> 00:04:34.040]  敬威爺說使人日子家多
[00:04:34.040 --> 00:04:36.840]  但惡人的年歲必被減少
[00:04:36.840 --> 00:04:39.800]  第二喜樂的心在良藥
[00:04:39.800 --> 00:04:41.600]  是不是比你所有藥都好
[00:04:41.600 --> 00:04:42.680]  我們大家都經歷過
[00:04:42.680 --> 00:04:44.000]  憂愁會令你怎樣
[00:04:44.000 --> 00:04:45.640]  《曾賢書》十七章二十二節說
[00:04:45.640 --> 00:04:47.160]  喜樂的心在良藥
[00:04:47.160 --> 00:04:49.400]  憂傷的靈會怎樣
[00:04:49.400 --> 00:04:51.080]  小骨頭枯乾很慘
[00:04:51.080 --> 00:04:54.160]  第三孝敬父母使你在世長壽
[00:04:54.160 --> 00:04:55.720]  依據應許先至敬
[00:04:55.720 --> 00:04:57.480]  《出雅及記》已經說了
[00:04:57.480 --> 00:04:58.680]  二十章十二節說
[00:04:58.680 --> 00:05:01.240]  當孝敬父母使你的日子在夜
[00:05:01.240 --> 00:05:04.200]  你所賜你地上得以長久
[00:05:04.200 --> 00:05:06.080]  《以弗所書》更加說道
[00:05:06.080 --> 00:05:09.120]  要孝敬父母使你得福在世長壽
[00:05:09.120 --> 00:05:11.880]  這是第一條大應許的誡明
[00:05:11.880 --> 00:05:12.880]  同意嗎
[00:05:12.880 --> 00:05:15.160]  那你有沒有孝順父母
[00:05:15.160 --> 00:05:16.760]  你起碼要做這件事
[00:05:16.760 --> 00:05:18.800]  否則你不要奇怪
[00:05:18.800 --> 00:05:20.480]  為什麼你的壽命是這樣
[00:05:20.480 --> 00:05:21.480]  第四
[00:05:21.480 --> 00:05:22.480]  另外
[00:05:22.480 --> 00:05:23.560]  我沒有說你們
[00:05:23.560 --> 00:05:25.560]  我說的是全部人
[00:05:25.560 --> 00:05:29.760]  你們能夠用笑聲去迎接這個應許
[00:05:29.760 --> 00:05:31.760]  證明你們都應該很孝順
[00:05:31.760 --> 00:05:32.360]  第四
[00:05:32.360 --> 00:05:33.960]  另外將自己的身心靈
[00:05:33.960 --> 00:05:36.600]  全然交託神的守護和蒙神保障
[00:05:36.600 --> 00:05:38.520]  都是一個很大的把握
[00:05:38.520 --> 00:05:40.800]  貼前五章二十三二十四節說
[00:05:40.800 --> 00:05:42.280]  願賜平安的神
[00:05:42.280 --> 00:05:44.280]  親自使你們全然成性
[00:05:44.280 --> 00:05:47.720]  又願你們的靈與魂與身子得蒙保守
[00:05:47.720 --> 00:05:49.560]  在我主耶穌基督降臨的時候
[00:05:49.560 --> 00:05:51.200]  完全無可指責
