
[00:00:00.000 --> 00:00:02.000]  晚安
[00:00:02.000 --> 00:00:04.000]  麥克風很有力量
[00:00:04.000 --> 00:00:06.000]  希望今天神的一道
[00:00:06.000 --> 00:00:08.000]  在大家心中很有力量
[00:00:08.000 --> 00:00:10.000]  今天講題是
[00:00:10.000 --> 00:00:12.000]  奏出
[00:00:12.000 --> 00:00:14.000]  愛與尊重的家庭
[00:00:14.000 --> 00:00:16.000]  交響樂
[00:00:16.000 --> 00:00:18.000]  我相信大家今天
[00:00:18.000 --> 00:00:20.000]  是否收到教會
[00:00:20.000 --> 00:00:22.000]  派給你的利是封呢
[00:00:22.000 --> 00:00:24.000]  如果還沒有收到
[00:00:24.000 --> 00:00:26.000]  待會有機會
[00:00:26.000 --> 00:00:28.000]  不過我現在不是派利是封
[00:00:28.000 --> 00:00:30.000]  讓我想起
[00:00:30.000 --> 00:00:32.000]  派利是封讓我想起
[00:00:32.000 --> 00:00:34.000]  在新春的時間
[00:00:34.000 --> 00:00:36.000]  我們很多時候會和家人相聚
[00:00:36.000 --> 00:00:38.000]  盼望我們都能夠
[00:00:38.000 --> 00:00:40.000]  奏出
[00:00:40.000 --> 00:00:42.000]  一個愛與尊重的
[00:00:42.000 --> 00:00:44.000]  交響樂
[00:00:44.000 --> 00:00:48.000]  首先和大家講一個故事
[00:00:48.000 --> 00:00:50.000]  有一位弟兄
[00:00:50.000 --> 00:00:52.000]  剛剛結了婚
[00:00:52.000 --> 00:00:54.000]  他正在適應
[00:00:54.000 --> 00:00:56.000]  和太太的新婚生活
[00:00:56.000 --> 00:00:58.000]  有一晚
[00:00:58.000 --> 00:01:00.000]  他夢見主
[00:01:00.000 --> 00:01:02.000]  於是
[00:01:02.000 --> 00:01:04.000]  和主開始了對話
[00:01:04.000 --> 00:01:06.000]  弟兄就說
[00:01:06.000 --> 00:01:08.000]  主啊
[00:01:08.000 --> 00:01:10.000]  為什麼我太太是這麼漂亮
[00:01:10.000 --> 00:01:12.000]  接著
[00:01:12.000 --> 00:01:14.000]  主就說
[00:01:14.000 --> 00:01:16.000]  兒子,這樣你就會
[00:01:16.000 --> 00:01:18.000]  更加愛她
[00:01:18.000 --> 00:01:20.000]  接著弟兄又說
[00:01:20.000 --> 00:01:22.000]  主啊
[00:01:22.000 --> 00:01:24.000]  為什麼我太太是這麼溫柔
[00:01:24.000 --> 00:01:26.000]  接著主就說
[00:01:26.000 --> 00:01:28.000]  這樣你就會
[00:01:28.000 --> 00:01:30.000]  更加更加愛她
[00:01:30.000 --> 00:01:32.000]  接著
[00:01:32.000 --> 00:01:34.000]  弟兄又說
[00:01:34.000 --> 00:01:36.000]  主啊,為什麼我太太
[00:01:36.000 --> 00:01:38.000]  是這麼勤力
[00:01:38.000 --> 00:01:40.000]  主就說
[00:01:40.000 --> 00:01:42.000]  兒子,這樣你就會
[00:01:42.000 --> 00:01:44.000]  更加更加更加愛她
[00:01:44.000 --> 00:01:46.000]  但是
[00:01:46.000 --> 00:01:48.000]  弟兄就說
[00:01:48.000 --> 00:01:50.000]  主
[00:01:50.000 --> 00:01:52.000]  我不是漠視你的恩典
[00:01:52.000 --> 00:01:54.000]  不過
[00:01:54.000 --> 00:01:56.000]  我不明白
[00:01:56.000 --> 00:01:58.000]  為什麼我太太有時候
[00:01:58.000 --> 00:02:00.000]  是這麼蠢的,令我很生氣
[00:02:00.000 --> 00:02:02.000]  接著主就說
[00:02:02.000 --> 00:02:04.000]  兒子,你是不是真的想知道
[00:02:04.000 --> 00:02:06.000]  如果你想知道
[00:02:06.000 --> 00:02:08.000]  我就告訴你
[00:02:08.000 --> 00:02:10.000]  正正因為她蠢
[00:02:10.000 --> 00:02:12.000]  所以
[00:02:12.000 --> 00:02:14.000]  她才會喜歡你和選你
[00:02:14.000 --> 00:02:16.000]  而我太太
[00:02:16.000 --> 00:02:18.000]  是有
[00:02:18.000 --> 00:02:20.000]  上面的優點
[00:02:20.000 --> 00:02:22.000]  包括美麗
[00:02:22.000 --> 00:02:24.000]  溫柔和勤力
[00:02:24.000 --> 00:02:26.000]  但是她一點都不蠢
[00:02:26.000 --> 00:02:28.000]  大家知道為什麼嗎
[00:02:28.000 --> 00:02:30.000]  因為她聰明
[00:02:30.000 --> 00:02:32.000]  才會選我
[00:02:32.000 --> 00:02:34.000]  和我在一起
[00:02:34.000 --> 00:02:36.000]  或者我們
[00:02:36.000 --> 00:02:38.000]  很多時候都會專注
[00:02:38.000 --> 00:02:40.000]  去找配偶的缺點
[00:02:40.000 --> 00:02:42.000]  去真的
[00:02:42.000 --> 00:02:44.000]  彼此缺乏了那份愛
[00:02:44.000 --> 00:02:46.000]  和尊重
[00:02:46.000 --> 00:02:48.000]  在2022年
[00:02:48.000 --> 00:02:50.000]  香港的統計處
[00:02:50.000 --> 00:02:52.000]  粗略地去計算
[00:02:52.000 --> 00:02:54.000]  就是每兩對
[00:02:54.000 --> 00:02:56.000]  結婚的夫婦當中
[00:02:56.000 --> 00:02:58.000]  就有一對
[00:02:58.000 --> 00:03:00.000]  離婚
[00:03:00.000 --> 00:03:02.000]  而且離婚率
[00:03:02.000 --> 00:03:04.000]  自從2000年以來
[00:03:04.000 --> 00:03:06.000]  是不斷地攀升
[00:03:06.000 --> 00:03:08.000]  愛和尊重
[00:03:08.000 --> 00:03:10.000]  這個家庭交響樂
[00:03:10.000 --> 00:03:12.000]  是不是已經
[00:03:12.000 --> 00:03:14.000]  成為了絕唱呢
[00:03:14.000 --> 00:03:16.000]  讓我們今天去看看
[00:03:16.000 --> 00:03:18.000]  這段經文
[00:03:18.000 --> 00:03:20.000]  這次的講題
[00:03:20.000 --> 00:03:22.000]  就是愛與尊重的
[00:03:22.000 --> 00:03:24.000]  家庭交響樂
[00:03:24.000 --> 00:03:26.000]  交響樂是需要怎樣的
[00:03:26.000 --> 00:03:28.000]  大家知道
[00:03:28.000 --> 00:03:30.000]  是需要彼此協調和和應的
[00:03:30.000 --> 00:03:32.000]  所以今晚的讀經
[00:03:32.000 --> 00:03:34.000]  會用一個
[00:03:34.000 --> 00:03:36.000]  比較特別的方式
[00:03:36.000 --> 00:03:38.000]  就是
[00:03:38.000 --> 00:03:40.000]  大家可以按照
[00:03:40.000 --> 00:03:42.000]  你自己所屬的家庭角色
[00:03:42.000 --> 00:03:44.000]  來讀出相關的經文
[00:03:44.000 --> 00:03:46.000]  你可以有
[00:03:46.000 --> 00:03:48.000]  不同的家庭角色
[00:03:48.000 --> 00:03:50.000]  舉例
[00:03:50.000 --> 00:03:52.000]  我既是丈夫
[00:03:52.000 --> 00:03:54.000]  亦都是父母
[00:03:54.000 --> 00:03:56.000]  亦都是我父母的子女
[00:03:56.000 --> 00:03:58.000]  另外
[00:03:58.000 --> 00:04:00.000]  我亦都是我傭人姐姐的主人
[00:04:00.000 --> 00:04:02.000]  另外我也是
[00:04:02.000 --> 00:04:04.000]  一個僕人
[00:04:04.000 --> 00:04:06.000]  經文的PPT
[00:04:06.000 --> 00:04:08.000]  會標示不同的角色
[00:04:08.000 --> 00:04:10.000]  大家按照你的角色
[00:04:10.000 --> 00:04:12.000]  讀出來就可以了
[00:04:12.000 --> 00:04:14.000]  大家明白嗎
[00:04:14.000 --> 00:04:16.000]  我相信大家這麼聰明一定明白的
[00:04:16.000 --> 00:04:18.000]  讓我們去
[00:04:18.000 --> 00:04:20.000]  提起精神
[00:04:20.000 --> 00:04:22.000]  用經文來奏出
[00:04:22.000 --> 00:04:24.000]  這段愛與尊重的
[00:04:24.000 --> 00:04:26.000]  交響樂
[00:04:26.000 --> 00:04:28.000]  好
[00:04:28.000 --> 00:04:30.000]  請作妻子的
[00:04:30.000 --> 00:04:32.000]  開始
[00:04:32.000 --> 00:04:52.000]  (廣東話)
[00:04:52.000 --> 00:04:54.000]  作丈夫的
[00:04:54.000 --> 00:04:56.000]  你們要愛自己的妻子
[00:04:56.000 --> 00:04:58.000]  正如基督愛教會
[00:04:58.000 --> 00:05:00.000]  為教會寫記
[00:05:00.000 --> 00:05:02.000]  以水直著道
[00:05:02.000 --> 00:05:04.000]  把教會洗淨
[00:05:04.000 --> 00:05:06.000]  使他成為聖潔
[00:05:06.000 --> 00:05:08.000]  好獻給自己
[00:05:08.000 --> 00:05:10.000]  作榮耀的教會
[00:05:10.000 --> 00:05:12.000]  毫無玷污
[00:05:12.000 --> 00:05:14.000]  咒文等類的缺陷
[00:05:14.000 --> 00:05:16.000]  而是聖潔
[00:05:16.000 --> 00:05:18.000]  沒有瑕疵的
[00:05:18.000 --> 00:05:20.000]  丈夫也應當照樣愛妻子
[00:05:20.000 --> 00:05:22.000]  如同愛自己的身體
[00:05:22.000 --> 00:05:24.000]  愛妻子
[00:05:24.000 --> 00:05:26.000]  就是愛自己了
[00:05:26.000 --> 00:05:28.000]  從來沒有人
[00:05:28.000 --> 00:05:30.000]  肯護自己的身體
[00:05:30.000 --> 00:05:32.000]  總是保養顧色
[00:05:32.000 --> 00:05:34.000]  正像基督
[00:05:34.000 --> 00:05:36.000]  待教會一樣
[00:05:36.000 --> 00:05:38.000]  因我們是
[00:05:38.000 --> 00:05:40.000]  他身體的肢體
[00:05:40.000 --> 00:05:42.000]  為這緣故
[00:05:42.000 --> 00:05:44.000]  人要離開父母
[00:05:44.000 --> 00:05:46.000]  與妻子結合
[00:05:46.000 --> 00:05:48.000]  以人成為一體
[00:05:48.000 --> 00:05:50.000]  這是極大的奧秘
[00:05:50.000 --> 00:05:52.000]  而我是指基督和教會說的
[00:05:52.000 --> 00:05:54.000]  然而你們每個人
[00:05:54.000 --> 00:05:56.000]  都要愛妻子
[00:05:56.000 --> 00:05:58.000]  如同愛自己一樣
[00:05:58.000 --> 00:06:04.000]  好應該跟著
[00:06:04.000 --> 00:06:06.000]  所有人都要讀
[00:06:06.000 --> 00:06:08.000]  因為所有人都是他父母的子女
[00:06:08.000 --> 00:06:10.000]  作兒女的
[00:06:10.000 --> 00:06:12.000]  你們要在主裡聽從父母
[00:06:12.000 --> 00:06:14.000]  這是理所當然的
