
[00:00:00.000 --> 00:00:01.640]  今天是青少主日
[00:00:01.640 --> 00:00:03.800]  我是青少部的傳道同工
[00:00:03.800 --> 00:00:04.800]  我叫阿君
[00:00:04.800 --> 00:00:07.880]  今天可以跟大家分享神的話語
[00:00:07.880 --> 00:00:09.640]  原來數一數青少部
[00:00:09.640 --> 00:00:14.440]  青少的主日已經三年不能夠實體進行
[00:00:14.440 --> 00:00:19.240]  青少部我們也不能夠在聖人崇拜中跟大家見面
[00:00:19.240 --> 00:00:21.840]  因為在青少部講道的時候
[00:00:21.840 --> 00:00:23.040]  穿得比較隨意
[00:00:23.040 --> 00:00:25.160]  所以這件衣服也三年沒有穿過了
[00:00:25.160 --> 00:00:26.840]  有點窄
[00:00:26.840 --> 00:00:28.320]  不過今天見到大家
[00:00:28.320 --> 00:00:31.160]  真的可以在中間一起崇拜
[00:00:31.160 --> 00:00:32.680]  讓恩福這個家庭
[00:00:32.680 --> 00:00:34.480]  無論是年長一點的
[00:00:34.480 --> 00:00:35.440]  或者年輕一點的
[00:00:35.440 --> 00:00:37.760]  我們都可以一起去敬拜上帝
[00:00:37.760 --> 00:00:39.040]  每次的青少主日
[00:00:39.040 --> 00:00:42.560]  其實都是很想跟恩福的弟兄姊妹去介紹
[00:00:42.560 --> 00:00:45.760]  讓大家去認識青少部這個群體
[00:00:45.760 --> 00:00:47.880]  今年青少部的主題叫做
[00:00:47.880 --> 00:00:49.240]  展現上帝的角度
[00:00:49.240 --> 00:00:50.760]  成為基督的精兵
[00:00:50.760 --> 00:00:53.640]  很希望藉著今年這個年度的推動
[00:00:53.640 --> 00:00:55.640]  讓我們鼓勵我們的年輕人
[00:00:55.640 --> 00:00:57.720]  為屬靈生命多作操練
[00:00:57.720 --> 00:00:59.160]  多作裝備
[00:00:59.160 --> 00:01:00.640]  為基督做精兵
[00:01:00.640 --> 00:01:04.040]  相信今天大家來禮堂的時候
[00:01:04.040 --> 00:01:05.640]  進入恩福中心的時候
[00:01:05.640 --> 00:01:08.560]  在大堂都會見到一些我們做的佈置
[00:01:08.560 --> 00:01:10.160]  我們見到一些軍旗
[00:01:10.160 --> 00:01:13.160]  我們見到一些士兵的佈置
[00:01:13.160 --> 00:01:14.200]  有人問
[00:01:14.200 --> 00:01:17.320]  士兵被裝備起來是為了什麼呢?
[00:01:17.320 --> 00:01:19.040]  是為了去打仗
[00:01:19.040 --> 00:01:21.000]  其實我們在這個世代裏面
[00:01:21.000 --> 00:01:23.440]  我們在打一場什麼的仗呢?
[00:01:23.440 --> 00:01:26.000]  其實這一場是一場文化的爭戰
[00:01:26.000 --> 00:01:27.680]  是一場屬靈的爭戰
[00:01:27.680 --> 00:01:29.680]  《彼得前書》五章八節說
[00:01:29.680 --> 00:01:31.880]  「務要謹守警醒
[00:01:31.880 --> 00:01:33.920]  因為你們的仇敵魔鬼
[00:01:33.920 --> 00:01:36.280]  如同敲叫的獅子遍地遊行
[00:01:36.280 --> 00:01:38.080]  尋找可吞吃的人」
[00:01:38.080 --> 00:01:39.040]  哇,實在的
[00:01:39.040 --> 00:01:41.680]  香港教會這幾年所面對的是
[00:01:41.680 --> 00:01:44.800]  疫情、社會政治環境的改變
[00:01:44.800 --> 00:01:47.320]  自由主義、性文化的開放
[00:01:47.320 --> 00:01:48.600]  網絡的文化
[00:01:48.600 --> 00:01:52.840]  都令信徒其實靈命生命面對很大的挑戰
[00:01:52.840 --> 00:01:54.960]  最近我自己和幾位
[00:01:54.960 --> 00:01:57.640]  基督徒很多年了
[00:01:57.640 --> 00:01:59.800]  回教會吃飯
[00:01:59.800 --> 00:02:00.920]  他們跟我說
[00:02:00.920 --> 00:02:04.040]  疫情之後他們都沒有再回教會了
[00:02:04.040 --> 00:02:07.040]  就是因為以上我剛才說的種種理由
[00:02:07.040 --> 00:02:08.280]  我還知道
[00:02:08.280 --> 00:02:10.480]  有一間在九龍區的
[00:02:10.480 --> 00:02:12.560]  頗大間的教會
[00:02:12.560 --> 00:02:15.440]  它的聖人崇拜由兩堂變為一堂
[00:02:15.440 --> 00:02:16.960]  青少年的崇拜同樣
[00:02:16.960 --> 00:02:19.080]  都是由兩堂變為一堂
[00:02:19.080 --> 00:02:22.360]  我和神學院的同學聚會的時候
[00:02:22.360 --> 00:02:25.920]  談到所有教會的人數的銳減
[00:02:25.920 --> 00:02:26.800]  他們說
[00:02:26.800 --> 00:02:29.960]  其實教會裡面減少的人數
[00:02:29.960 --> 00:02:32.040]  差不多有四分之一
[00:02:32.040 --> 00:02:34.920]  我想特別是我們中間有些是服侍年輕人的
