
[00:00:00.000 --> 00:00:05.000]  今天的講題是外表背後的真相
[00:00:05.000 --> 00:00:08.000]  我想問問大家覺得外表重要嗎?
[00:00:08.000 --> 00:00:10.000]  重要啊
[00:00:10.000 --> 00:00:14.000]  我們今早或平日用多少時間去電髮
[00:00:14.000 --> 00:00:19.000]  做facial 剪頭髮 染髮等等
[00:00:19.000 --> 00:00:22.000]  又不知道你選老婆的時候
[00:00:22.000 --> 00:00:26.000]  有多少第一眼就是看樣子
[00:00:26.000 --> 00:00:29.000]  不叫你們舉手了
[00:00:29.000 --> 00:00:34.000]  現在的寶集天王天后都好像扮成明星一樣
[00:00:34.000 --> 00:00:39.000]  作為目者要整齊一點才能給大家信心
[00:00:39.000 --> 00:00:43.000]  許冠傑有一首歌不知道大家有沒有聽過
[00:00:43.000 --> 00:00:46.000]  叫做先敬羅衣後敬人
[00:00:46.000 --> 00:00:48.000]  我不會唱給大家聽
[00:00:48.000 --> 00:00:49.000]  歌詞是這樣說的
[00:00:49.000 --> 00:00:53.000]  如果識著衫 泥鯭沖井班
[00:00:53.000 --> 00:00:57.000]  做野亨通包無華難
[00:00:57.000 --> 00:01:00.000]  雖然這首歌不是我的年代
[00:01:00.000 --> 00:01:02.000]  不過我都懂得
[00:01:02.000 --> 00:01:06.000]  無論什麼年代 外表都很重要
[00:01:06.000 --> 00:01:10.000]  不過好幾年前有一則娛樂新聞
[00:01:10.000 --> 00:01:12.000]  標題是這樣說的
[00:01:12.000 --> 00:01:16.000]  有一位泰國網紅
[00:01:16.000 --> 00:01:21.000]  自揭超甜美的外表背後的真面目
[00:01:21.000 --> 00:01:27.000]  突然崩壞了 但還喪給了50萬粉絲
[00:01:27.000 --> 00:01:29.000]  好像這幾張照片
[00:01:29.000 --> 00:01:30.000]  這張就是這麼漂亮的
[00:01:30.000 --> 00:01:32.000]  下一張
[00:01:32.000 --> 00:01:34.000]  真相是這樣的
[00:01:34.000 --> 00:01:37.000]  還有一張原本是這樣的
[00:01:37.000 --> 00:01:38.000]  他自揭了
[00:01:38.000 --> 00:01:41.000]  下一張自揭是怎樣
[00:01:41.000 --> 00:01:43.000]  是啊
[00:01:43.000 --> 00:01:46.000]  這就是我們平時在家的真面目
[00:01:46.000 --> 00:01:50.000]  他的題目就是理想與現實
[00:01:50.000 --> 00:01:52.000]  這新聞除了搞笑之外
[00:01:52.000 --> 00:01:55.000]  反映了人除了喜歡看漂亮的東西
[00:01:55.000 --> 00:01:58.000]  也喜歡看真實的東西
[00:01:58.000 --> 00:02:00.000]  尤其是現在科技這麼發達
[00:02:00.000 --> 00:02:02.000]  我們經常看到的東西都不知道是真是假
[00:02:02.000 --> 00:02:06.000]  更加我們很想看到一些真實的東西
[00:02:06.000 --> 00:02:09.000]  說到真 聖經的真理就是最真實的
[00:02:09.000 --> 00:02:12.000]  就是最能夠揭示真相
[00:02:12.000 --> 00:02:15.000]  今天在中唐講道系列裡
[00:02:15.000 --> 00:02:17.000]  薩姆爾記下國道的故事
[00:02:17.000 --> 00:02:19.000]  我們繼續來看
[00:02:19.000 --> 00:02:20.000]  我們看15張
[00:02:20.000 --> 00:02:24.000]  看看大衛和他第三個兒子亞沙隆
[00:02:24.000 --> 00:02:27.000]  代表著哪兩個的國道
[00:02:27.000 --> 00:02:29.000]  還有聖經要揭示一個
[00:02:29.000 --> 00:02:33.000]  怎樣外表背後的真相給我們知道
[00:02:33.000 --> 00:02:35.000]  我們重溫一下
[00:02:35.000 --> 00:02:38.000]  三個星期前小香傳道跟我們說過
[00:02:38.000 --> 00:02:40.000]  大衛的大兒子暗亂
[00:02:40.000 --> 00:02:43.000]  被亞沙隆殺死了
[00:02:43.000 --> 00:02:45.000]  大衛有個二兒子基利亞
[00:02:45.000 --> 00:02:47.000]  年輕的時候也死了
[00:02:47.000 --> 00:02:49.000]  今天說的三兒子亞沙隆
[00:02:49.000 --> 00:02:52.000]  照理說應該繼承皇位
[00:02:52.000 --> 00:02:54.000]  建立一個新王的國道
[00:02:54.000 --> 00:02:56.000]  而且很有可能他是擁有
[00:02:56.000 --> 00:03:01.000]  他是一個最有條件擁有皇位的人的兒子
[00:03:01.000 --> 00:03:04.000]  因為上一章在14章
[00:03:04.000 --> 00:03:06.000]  形容他是怎樣的
[00:03:06.000 --> 00:03:08.000]  有沒有印象 我們看看
[00:03:08.000 --> 00:03:11.000]  他在全以色列中
[00:03:11.000 --> 00:03:14.000]  沒有人像他那麼進美
[00:03:14.000 --> 00:03:18.000]  從腳底到頭頂都毫無瑕疵
[00:03:18.000 --> 00:03:20.000]  有沒有人像他那麼進美
[00:03:20.000 --> 00:03:23.000]  他的頭髮很重 不怕
[00:03:23.000 --> 00:03:28.000]  他的女兒都是容貌美麗
[00:03:28.000 --> 00:03:34.000]  為什麼聖經那麼仔細地形容一個人的外表
[00:03:34.000 --> 00:03:39.000]  高冥謙在顛覆外貌的想像這本書
[00:03:39.000 --> 00:03:44.000]  說原來當時古代近東的君王
[00:03:44.000 --> 00:03:46.000]  很重視外表
[00:03:46.000 --> 00:03:49.000]  由於古代沒有整容的行業
[00:03:49.000 --> 00:03:51.000]  如果你的樣子長得漂亮
[00:03:51.000 --> 00:03:53.000]  你有強健的體型
[00:03:53.000 --> 00:03:58.000]  你便被視為神明特別的創造和眷顧
[00:03:58.000 --> 00:04:01.000]  認定這個人一定是好的君王
[00:04:01.000 --> 00:04:03.000]  帥哥就是好的君王
[00:04:03.000 --> 00:04:06.000]  就是天之驕子民心所向
[00:04:06.000 --> 00:04:11.000]  但聖經那麼詳細是否要說這些呢
[00:04:11.000 --> 00:04:16.000]  其實正正就是要顛覆這種膚淺的文化
[00:04:16.000 --> 00:04:18.000]  大家都很熟悉的經文
[00:04:18.000 --> 00:04:20.000]  《撒慕爾記》上十六章七節
[00:04:20.000 --> 00:04:22.000]  不如我們一起讀
[00:04:22.000 --> 00:04:24.000]  好
[00:04:24.000 --> 00:04:27.000]  我們一起讀
[00:04:27.000 --> 00:04:31.000]  不要看他的外貌和他身材高大
[00:04:31.000 --> 00:04:33.000]  我不揀選他
[00:04:33.000 --> 00:04:36.000]  因為耶和華不像人看人
[00:04:36.000 --> 00:04:38.000]  人是看外貌
[00:04:38.000 --> 00:04:41.000]  耶和華是看內心
[00:04:41.000 --> 00:04:44.000]  大家記不記得這節的經文很出名
[00:04:44.000 --> 00:04:47.000]  是甚麼時候說的
[00:04:47.000 --> 00:04:49.000]  考考大家
[00:04:49.000 --> 00:04:52.000]  就是選大衛做王的時候說的
[00:04:52.000 --> 00:04:54.000]  就連撒慕爾這個
[00:04:54.000 --> 00:04:57.000]  他也以貌取人
[00:04:57.000 --> 00:05:00.000]  他以為神會選大衛
[00:05:00.000 --> 00:05:02.000]  因為大衛有很多哥哥
[00:05:02.000 --> 00:05:04.000]  那些哥哥來做王
[00:05:04.000 --> 00:05:06.000]  因為他們很高大
[00:05:06.000 --> 00:05:07.000]  進美
[00:05:07.000 --> 00:05:09.000]  不過大衛其實也是進美的
[00:05:09.000 --> 00:05:11.000]  不過他的外形又怎樣
[00:05:11.000 --> 00:05:13.000]  不高大
[00:05:13.000 --> 00:05:15.000]  他家裡的社會地位又怎樣
[00:05:15.000 --> 00:05:17.000]  極低
[00:05:17.000 --> 00:05:19.000]  他年紀又極小
[00:05:19.000 --> 00:05:21.000]  極年輕
[00:05:21.000 --> 00:05:23.000]  只是幫家裡放羊
[00:05:23.000 --> 00:05:25.000]  沒有什麼特別職業
[00:05:25.000 --> 00:05:26.000]  全家人
[00:05:26.000 --> 00:05:27.000]  包括爸爸
[00:05:27.000 --> 00:05:30.000]  沒想到他是參選王的人選
[00:05:30.000 --> 00:05:32.000]  簡直無法參選
[00:05:32.000 --> 00:05:34.000]  所以這裡說外貌
[00:05:34.000 --> 00:05:36.000]  剛才讀的那段經文
[00:05:36.000 --> 00:05:38.000]  外貌的意思不單是說外貌
[00:05:38.000 --> 00:05:40.000]  也包括了外形
[00:05:40.000 --> 00:05:41.000]  社會地位
[00:05:41.000 --> 00:05:42.000]  家底
[00:05:42.000 --> 00:05:44.000]  等等這些外在條件
[00:05:44.000 --> 00:05:46.000]  說回阿沙隆
[00:05:46.000 --> 00:05:48.000]  他不單是帥
[00:05:48.000 --> 00:05:50.000]  他家底也很好
[00:05:50.000 --> 00:05:52.000]  他爸爸是皇帝
[00:05:52.000 --> 00:05:55.000]  他的媽媽原來也是公主
[00:05:55.000 --> 00:05:57.000]  我們看看三子
[00:05:57.000 --> 00:06:01.000]  阿沙隆是基述王達邁的女兒
[00:06:01.000 --> 00:06:03.000]  瑪嘉所生
[00:06:03.000 --> 00:06:05.000]  是公主所生
[00:06:05.000 --> 00:06:07.000]  前兩章阿沙隆一出場
[00:06:07.000 --> 00:06:10.000]  也形容他很正義
[00:06:10.000 --> 00:06:12.000]  怎樣正義
[00:06:12.000 --> 00:06:14.000]  他不是為自己
[00:06:14.000 --> 00:06:15.000]  他為了妹妹
[00:06:15.000 --> 00:06:16.000]  被哥哥強姦
[00:06:16.000 --> 00:06:17.000]  被暗戀
[00:06:17.000 --> 00:06:19.000]  被暗戀強姦
[00:06:19.000 --> 00:06:21.000]  所以他就要報仇
[00:06:21.000 --> 00:06:23.000]  為妹妹報仇也很正義
[00:06:23.000 --> 00:06:25.000]  正所謂有仇不報
[00:06:25.000 --> 00:06:27.000]  非君子
[00:06:27.000 --> 00:06:29.000]  他也是君子的形象
[00:06:29.000 --> 00:06:31.000]  而且他很有耐性
[00:06:31.000 --> 00:06:32.000]  他很冷靜
[00:06:32.000 --> 00:06:34.000]  他報仇等了多少年
[00:06:34.000 --> 00:06:35.000]  兩年
[00:06:35.000 --> 00:06:37.000]  他兩年才有行動
[00:06:37.000 --> 00:06:39.000]  他也很有策略
[00:06:39.000 --> 00:06:44.000]  這些全部都是做王優秀的條件
[00:06:44.000 --> 00:06:47.000]  相反我們看到大衛王
[00:06:47.000 --> 00:06:50.000]  他的形象這幾章很軟弱
[00:06:50.000 --> 00:06:52.000]  他對於自己的女兒
[00:06:52.000 --> 00:06:53.000]  被哥哥強姦
[00:06:53.000 --> 00:06:55.000]  他有沒有採取什麼行動
[00:06:55.000 --> 00:06:56.000]  沒有懲罰
[00:06:56.000 --> 00:06:57.000]  沒有管教
[00:06:57.000 --> 00:06:58.000]  可能是這樣
[00:06:58.000 --> 00:07:02.000]  也促成了阿沙隆自己去行動
[00:07:02.000 --> 00:07:04.000]  將暗戀殺死
[00:07:04.000 --> 00:07:08.000]  從此阿沙隆和爸爸的關係很僵
[00:07:08.000 --> 00:07:11.000]  大衛有五年的時間
[00:07:11.000 --> 00:07:13.000]  如果大家看經文
[00:07:13.000 --> 00:07:15.000]  都不肯來見阿沙隆
[00:07:15.000 --> 00:07:18.000]  去到今章的上一節經文
[00:07:18.000 --> 00:07:20.000]  即是十四章
[00:07:20.000 --> 00:07:23.000]  三十三節我們一起讀
[00:07:23.000 --> 00:07:26.000]  王就叫阿沙隆來
[00:07:26.000 --> 00:07:28.000]  阿沙隆到王那裡
[00:07:28.000 --> 00:07:31.000]  在王面前念伏於地
[00:07:31.000 --> 00:07:33.000]  王就親吻阿沙隆
[00:07:33.000 --> 00:07:35.000]  去到這裡
[00:07:35.000 --> 00:07:38.000]  爸爸大衛終於饒恕
[00:07:38.000 --> 00:07:42.000]  阿沙隆殺了暗戀的行動
[00:07:42.000 --> 00:07:44.000]  他就饒恕他
[00:07:44.000 --> 00:07:48.000]  正正在大家以為大團圓結局的時候
[00:07:48.000 --> 00:07:51.000]  就成為今章半變的序曲
[00:07:51.000 --> 00:07:54.000]  今天的經文很長
[00:07:54.000 --> 00:07:56.000]  有三十七節
[00:07:56.000 --> 00:07:58.000]  不過我不會讀完
