
[00:00:00.000 --> 00:00:02.600]  喂喂喂,大家好啊
[00:00:02.600 --> 00:00:06.400]  我們上星期在初中營見過大家
[00:00:06.400 --> 00:00:10.800]  今天就回到12樓再跟大家一起聽上帝的話
[00:00:10.800 --> 00:00:14.200]  今天想跟大家分享的主題已經帶出來了
[00:00:14.200 --> 00:00:17.200]  就是使命最重要是堅定
[00:00:17.200 --> 00:00:19.200]  我不知道對於你來說
[00:00:19.200 --> 00:00:21.200]  有什麼是最堅定的呢
[00:00:21.200 --> 00:00:22.600]  會不會是考試
[00:00:22.600 --> 00:00:24.600]  我要堅定要考到什麼成績
[00:00:24.600 --> 00:00:26.600]  或者其他你的目標
[00:00:26.600 --> 00:00:30.400]  今天你看到過去幾次的講道
[00:00:30.400 --> 00:00:32.200]  都是講關於《出拉及記》
[00:00:32.200 --> 00:00:34.000]  是講關於摩西的生命
[00:00:34.000 --> 00:00:37.800]  今天就跟大家分享一個新的人物
[00:00:37.800 --> 00:00:39.400]  是關於以西傑
[00:00:39.400 --> 00:00:41.400]  這個人其實是一個先知
[00:00:41.400 --> 00:00:42.200]  也是在舊約
[00:00:42.200 --> 00:00:45.400]  可能這本書對大家來說有點陌生
[00:00:45.400 --> 00:00:48.200]  不過待會也會介紹一下這本書的背景
[00:00:48.200 --> 00:00:49.800]  讓大家了解一下
[00:00:49.800 --> 00:00:51.800]  原來不知不覺
[00:00:51.800 --> 00:00:53.800]  這個星期已經是
[00:00:53.800 --> 00:00:57.600]  這個年度 Transform Our Lives
[00:00:57.600 --> 00:00:58.600]  Glowing for Christ
[00:00:58.600 --> 00:01:01.000]  這個年度的最後一次
[00:01:01.000 --> 00:01:04.600]  因為下星期你們就不在12樓聽崇拜了
[00:01:04.600 --> 00:01:07.600]  下星期六你會去參加合堂崇拜
[00:01:07.600 --> 00:01:10.800]  我們到時會有新的青少年報的年度主題
[00:01:10.800 --> 00:01:11.600]  就會告訴你
[00:01:11.600 --> 00:01:13.200]  我現在先不告訴你
[00:01:13.200 --> 00:01:15.200]  雖然我們已經決定好了
[00:01:15.200 --> 00:01:17.600]  下星期就會有一個新的年度主題
[00:01:17.600 --> 00:01:19.600]  這個年度
[00:01:19.600 --> 00:01:21.800]  剛剛說我們過去這一年
[00:01:21.800 --> 00:01:23.800]  都是想透過一些聖經的人物
[00:01:23.800 --> 00:01:26.200]  他的生命或者他和上帝的經歷
[00:01:26.200 --> 00:01:27.600]  帶給我們提醒
[00:01:27.600 --> 00:01:31.200]  拍賣我們又透過以西傑這個人物
[00:01:31.200 --> 00:01:33.400]  是上帝所用的先知
[00:01:33.400 --> 00:01:35.400]  去給我們提醒
[00:01:35.400 --> 00:01:40.000]  先講一點關於以西傑書的背景
[00:01:40.000 --> 00:01:43.000]  以西傑書是以西傑寫的
[00:01:43.000 --> 00:01:45.800]  他是先知
[00:01:45.800 --> 00:01:48.000]  在以西傑書的一章
[00:01:48.000 --> 00:01:49.200]  今天我們會看第二章
[00:01:49.200 --> 00:01:51.600]  不過第一章已經講了少許背景
[00:01:51.600 --> 00:01:53.600]  讓我們知道明白
[00:01:53.600 --> 00:01:55.800]  第一節他就說到
[00:01:55.800 --> 00:01:58.600]  他說在三十年四月初五
[00:01:58.600 --> 00:02:00.400]  這個「我」是誰呢?
[00:02:00.400 --> 00:02:01.200]  就是以西傑
[00:02:01.200 --> 00:02:04.000]  他好像在寫自己的故事的經歷
[00:02:04.000 --> 00:02:04.800]  他說以西傑
[00:02:04.800 --> 00:02:08.000]  「我」是在加巴魯河邊秘魯的人當中
[00:02:08.000 --> 00:02:10.800]  你會說秘魯即是什麼呢?
[00:02:10.800 --> 00:02:12.800]  秘魯是以前的年代
[00:02:12.800 --> 00:02:15.400]  當一個國家戰敗之後
[00:02:15.400 --> 00:02:18.400]  人類或是貢物
[00:02:18.400 --> 00:02:20.800]  國家的一些很有用的東西
[00:02:20.800 --> 00:02:22.600]  貴重的東西就會被擄去
[00:02:22.600 --> 00:02:24.800]  回到戰爭的國家
[00:02:24.800 --> 00:02:28.800]  原來以西傑和其他一群以色列民
[00:02:28.800 --> 00:02:31.400]  被擄去一個地方
[00:02:31.400 --> 00:02:33.400]  那個地方是加勒底人
[00:02:33.400 --> 00:02:34.800]  加巴魯河邊
[00:02:34.800 --> 00:02:35.600]  加勒底人
[00:02:35.600 --> 00:02:37.400]  或者大家比較熟悉的名字
[00:02:37.400 --> 00:02:39.400]  是巴比倫這個地方
[00:02:39.400 --> 00:02:40.200]  巴比倫帝國
[00:02:40.200 --> 00:02:44.000]  當時原來以色列人在那裏
[00:02:44.000 --> 00:02:46.000]  說到598年是主前
[00:02:46.000 --> 00:02:47.400]  為什麼他們會被擄呢?
[00:02:47.400 --> 00:02:49.000]  本身他們有自己的國家
[00:02:49.000 --> 00:02:50.000]  還有沒有印象?
[00:02:50.000 --> 00:02:51.400]  就是所羅門王
[00:02:51.400 --> 00:02:53.200]  他們有自己的王朝興盛
[00:02:53.200 --> 00:02:54.200]  但是之後
[00:02:54.200 --> 00:02:55.800]  因為有以色列的王
[00:02:55.800 --> 00:02:57.000]  他們犯罪
[00:02:57.000 --> 00:02:58.000]  得罪上帝
[00:02:58.000 --> 00:02:59.800]  他們離棄上帝之後
[00:02:59.800 --> 00:03:01.200]  上帝要審判他們
[00:03:01.200 --> 00:03:03.600]  就有些列強來攻打以色列民
[00:03:03.600 --> 00:03:07.000]  他們就有一批人被擄走去巴比倫
[00:03:07.000 --> 00:03:08.200]  在當中
[00:03:08.200 --> 00:03:10.400]  以西傑和其中一些以色列民
[00:03:10.400 --> 00:03:12.000]  就被擄到巴比倫
[00:03:12.000 --> 00:03:13.800]  在這個時候
[00:03:13.800 --> 00:03:14.800]  30年
[00:03:14.800 --> 00:03:19.000]  以西傑好像在寫自己的自傳
[00:03:19.000 --> 00:03:21.200]  在他30歲的時候
[00:03:21.200 --> 00:03:22.800]  他遇見上帝
[00:03:22.800 --> 00:03:25.400]  他說他在巴比倫這個地方
[00:03:25.400 --> 00:03:27.600]  看見神的異象
[00:03:27.600 --> 00:03:28.800]  另外
[00:03:28.800 --> 00:03:30.200]  這裏有另一個資訊
[00:03:30.200 --> 00:03:31.800]  就是原來本身以西傑
[00:03:31.800 --> 00:03:34.000]  他出生於祭司這個家族
[00:03:34.000 --> 00:03:35.800]  因為第三節提到
[00:03:35.800 --> 00:03:39.000]  「耶和華的話特地臨到布西的兒子
[00:03:39.000 --> 00:03:40.600]  以西傑祭司」
[00:03:40.600 --> 00:03:43.000]  原來在聖經的傳統
[00:03:43.000 --> 00:03:45.000]  或者在摩西的律法裏
[00:03:45.000 --> 00:03:47.000]  不是每個人都可以做祭司
[00:03:47.000 --> 00:03:50.400]  你一定要出生在利美的支派
[00:03:50.400 --> 00:03:52.600]  以色列民有12個支派
[00:03:52.600 --> 00:03:54.000]  有一個支派叫利美人
[00:03:54.000 --> 00:03:56.000]  你要出生在利美人的南丁
[00:03:56.000 --> 00:03:57.800]  你才可以成為一個祭司
[00:03:57.800 --> 00:03:59.200]  所以他說布西的兒子
[00:03:59.200 --> 00:04:00.400]  即是布西的父親
[00:04:00.400 --> 00:04:01.400]  也是祭司
[00:04:01.400 --> 00:04:02.800]  他生了一個兒子
[00:04:02.800 --> 00:04:04.000]  就叫以西傑
[00:04:04.000 --> 00:04:06.600]  他也是會成為祭司
[00:04:06.600 --> 00:04:09.000]  而在聖經裏面
[00:04:09.000 --> 00:04:11.200]  祭司呢?不知道大家想想
[00:04:11.200 --> 00:04:12.800]  其實何時可以做祭司呢?
[00:04:12.800 --> 00:04:14.600]  是否小孩就可以做呢?
[00:04:14.600 --> 00:04:15.400]  不是的
[00:04:15.400 --> 00:04:17.800]  原來根據聖經的說法
[00:04:17.800 --> 00:04:21.400]  原來做祭司的年齡是要達到30歲
[00:04:21.400 --> 00:04:22.400]  你要滿30歲
[00:04:22.400 --> 00:04:25.000]  你才可以進入聖殿去做祭司
[00:04:25.000 --> 00:04:26.400]  祭司就是在聖殿裏面
[00:04:26.400 --> 00:04:28.400]  去處理憲制
[00:04:28.400 --> 00:04:31.800]  去管理聖殿的運作
[00:04:31.800 --> 00:04:34.800]  我們先有這些大概的背景
[00:04:34.800 --> 00:04:35.800]  讓大家知道
[00:04:35.800 --> 00:04:38.200]  我們就一起進入
[00:04:38.200 --> 00:04:41.600]  接下來的《以西傑書2章》1至7節
[00:04:41.600 --> 00:04:44.200]  我們一起讀以下的經文
[00:04:44.200 --> 00:04:45.200]  準備起
[00:04:46.200 --> 00:05:16.000]  (英文翻譯)
[00:05:16.000 --> 00:05:45.800]  (英文翻譯)
[00:05:45.800 --> 00:05:56.600]  (英文翻譯)
[00:05:56.600 --> 00:05:58.600]  我們先有個禱告
[00:05:58.600 --> 00:06:15.600]  (英文翻譯)
[00:06:15.600 --> 00:06:43.400]  (英文翻譯)
[00:06:43.400 --> 00:07:09.400]  (英文翻譯)
[00:07:09.400 --> 00:07:37.400]  (英文翻譯)
[00:07:37.400 --> 00:07:39.400]  可能他從小到大
[00:07:39.400 --> 00:07:42.800]  想著他人生的生命目標就是要成為祭司
[00:07:42.800 --> 00:07:45.600]  他很榮耀地進入耶路撒冷的聖殿
[00:07:45.600 --> 00:07:47.400]  去服侍上帝
[00:07:47.400 --> 00:07:49.400]  去管理聖殿
[00:07:49.400 --> 00:07:50.800]  但剛剛提到
[00:07:50.800 --> 00:07:52.400]  以西傑他在哪裏?
[00:07:52.400 --> 00:07:54.200]  他在耶路撒冷嗎?
[00:07:54.200 --> 00:07:55.400]  不是的
[00:07:55.400 --> 00:07:58.200]  他是在被擄的人當中
[00:07:58.200 --> 00:08:00.400]  他被擄到巴比倫
[00:08:00.400 --> 00:08:03.400]  你猜一下巴比倫有沒有聖殿?
[00:08:03.400 --> 00:08:04.400]  是沒有的
[00:08:04.400 --> 00:08:06.400]  因為耶路撒冷只有一個聖殿
[00:08:06.400 --> 00:08:09.200]  在以色列人心目中只有一個聖殿
[00:08:09.200 --> 00:08:10.400]  在耶路撒冷
[00:08:10.400 --> 00:08:12.600]  巴比倫是一個怎樣的地方呢?
[00:08:12.600 --> 00:08:14.000]  他是一個外邦
[00:08:14.000 --> 00:08:16.600]  是一個不信上帝、不信耶和華神
[00:08:16.600 --> 00:08:19.200]  神話是一個拜其他神的地方
[00:08:19.200 --> 00:08:21.800]  那裏可想而知一定不會有聖殿
[00:08:21.800 --> 00:08:25.000]  神話巴比倫和以色列的距離都是很遠的
[00:08:25.000 --> 00:08:28.400]  不是說我坐巴士
[00:08:28.400 --> 00:08:29.400]  我住屯門的
[00:08:29.400 --> 00:08:32.200]  不是坐40分鐘就可以來到荔枝角的距離
[00:08:32.200 --> 00:08:34.800]  神話當時也沒有巴士這回事
[00:08:34.800 --> 00:08:36.200]  對於以西傑來說
[00:08:36.200 --> 00:08:38.400]  他的想法是30歲了
[00:08:38.400 --> 00:08:40.000]  我合資格了
[00:08:40.000 --> 00:08:41.200]  我合這個年齡了
[00:08:41.200 --> 00:08:44.600]  應該我很想完成他心裏的心願
[00:08:44.600 --> 00:08:48.200]  回到耶路撒冷的聖殿去服事
[00:08:48.200 --> 00:08:51.600]  但他原來在巴比倫沒有聖殿
[00:08:51.600 --> 00:08:53.600]  他去不了去服事
[00:08:53.600 --> 00:08:55.800]  去不了沒有祭壇
[00:08:55.800 --> 00:08:58.200]  或者令他可以去獻祭
[00:08:58.200 --> 00:09:00.000]  做祭司的職責
[00:09:00.000 --> 00:09:01.800]  在他巴比倫這個地方
[00:09:01.800 --> 00:09:04.200]  不知道他為神做什麼的時候
[00:09:04.200 --> 00:09:07.200]  上帝就向他顯現和他說話
[00:09:07.200 --> 00:09:08.600]  上帝說
[00:09:08.600 --> 00:09:10.600]  他給了他一個新的使命
[00:09:10.600 --> 00:09:12.000]  一個差派
[00:09:12.000 --> 00:09:15.200]  給他成為一個先知
[00:09:15.200 --> 00:09:17.200]  給大家多一點資訊
[00:09:17.200 --> 00:09:21.000]  剛剛說到祭司是按照他要是利美人的男丁
[00:09:21.000 --> 00:09:23.200]  去聖殿服事
[00:09:23.200 --> 00:09:27.400]  這裏上帝差派以西傑成為先知
[00:09:27.400 --> 00:09:29.200]  先知通常做什麼的呢
[00:09:29.200 --> 00:09:30.200]  在聖經裏面
[00:09:30.200 --> 00:09:32.400]  通常先知就是神特別選擇
[00:09:32.400 --> 00:09:34.000]  就好像以西傑那樣
[00:09:34.000 --> 00:09:37.200]  上帝特別去個別向他顯現
[00:09:37.200 --> 00:09:39.200]  告訴他要做什麼
[00:09:39.200 --> 00:09:41.200]  給他一個很特定的使命
[00:09:41.200 --> 00:09:46.000]  通常先知就是要走到一群不聽上帝的話
[00:09:46.000 --> 00:09:48.000]  不相信上帝的人當中
[00:09:48.000 --> 00:09:50.000]  去宣揚神的心意
[00:09:50.000 --> 00:09:51.000]  讓他們知道
[00:09:51.000 --> 00:09:55.000]  甚至帶領那群不信的人歸向上帝
[00:09:55.000 --> 00:09:57.400]  這裏第三第四節
[00:09:57.400 --> 00:09:59.800]  上帝就和以西傑說
[00:09:59.800 --> 00:10:00.800]  我差派你
[00:10:00.800 --> 00:10:01.600]  說了兩次
[00:10:01.600 --> 00:10:04.600]  我差派你去到以色列人那裏
[00:10:04.600 --> 00:10:05.800]  去和他們說
[00:10:05.800 --> 00:10:07.400]  主耶和華如此說
[00:10:07.400 --> 00:10:11.600]  這正正就是先知他們的使命要做的事
[00:10:11.600 --> 00:10:12.800]  你會說
