
[00:00:00.000 --> 00:00:01.000]  早安
[00:00:01.000 --> 00:00:05.920]  剛才中間那位詩歌
[00:00:05.920 --> 00:00:08.860]  他說從前風聞有理
[00:00:08.860 --> 00:00:12.300]  現在可以親眼看見你
[00:00:12.300 --> 00:00:14.500]  但大家記不記得
[00:00:14.500 --> 00:00:17.680]  約伯是怎樣親眼看見耶穌的 上帝的
[00:00:17.680 --> 00:00:21.240]  是他經過很多苦難
[00:00:21.240 --> 00:00:23.940]  所以如果我們現在是在苦難當中
[00:00:23.940 --> 00:00:26.940]  願我們不去怕 願我們不去踢走祂
[00:00:26.940 --> 00:00:29.460]  因為唯有經過苦難
[00:00:29.460 --> 00:00:32.480]  我們才能由從前風聞上帝
[00:00:32.480 --> 00:00:34.080]  可以親眼看見祂
[00:00:34.080 --> 00:00:35.720]  我們一起禱告
[00:00:35.720 --> 00:00:39.380]  我們將此刻的心交給上帝
[00:00:39.380 --> 00:00:43.380]  我們承認我們相信的主
[00:00:43.380 --> 00:00:45.580]  是一個應許的主
[00:00:45.580 --> 00:00:49.560]  我們縱然可能在不同的環境下
[00:00:49.560 --> 00:00:52.320]  我們在等颱風的來到
[00:00:52.320 --> 00:00:54.940]  我們在等颱風的去
[00:00:54.940 --> 00:00:57.980]  我們的生命確實是有不同的境況
[00:00:57.980 --> 00:01:00.160]  但願意我們今天能夠認定
[00:01:00.160 --> 00:01:02.020]  你是應許的主
[00:01:02.020 --> 00:01:05.300]  以致我們的生命可以有所不同
[00:01:05.300 --> 00:01:08.280]  以致我們的生命可以在你應許的裏面
[00:01:08.280 --> 00:01:09.500]  活得踏實
[00:01:09.500 --> 00:01:12.400]  我們要上去禱告奉主命求 阿門
[00:01:12.400 --> 00:01:18.920]  近年有些話題都很熱門
[00:01:18.920 --> 00:01:21.160]  其中一個就是移民
[00:01:21.160 --> 00:01:25.540]  很多香港人移民已經成為一個焦點
[00:01:25.540 --> 00:01:30.340]  近年 這一兩年又有很多人說要回流
[00:01:30.340 --> 00:01:32.440]  先做問條
[00:01:32.440 --> 00:01:37.120]  身邊的你有沒有人移民過
[00:01:37.120 --> 00:01:38.660]  或者有想過移民的
[00:01:38.660 --> 00:01:42.260]  有些吧 大家
[00:01:42.260 --> 00:01:43.920]  沒什麼朋友 還是
[00:01:43.920 --> 00:01:46.940]  太早 未醒 不舉手 不要緊的
[00:01:46.940 --> 00:01:51.260]  我身邊就有很多人會想移民
[00:01:51.260 --> 00:01:55.200]  移民也好 或者移民之後回流也好
[00:01:55.200 --> 00:01:57.800]  其實一個人 或者一個家庭
[00:01:57.800 --> 00:02:00.800]  選擇離開或者回流
[00:02:00.800 --> 00:02:02.800]  其實各有不同的原因
[00:02:02.800 --> 00:02:05.360]  畢竟移民去到不同的地方
[00:02:05.360 --> 00:02:06.600]  去到一個新的地方
[00:02:06.600 --> 00:02:08.080]  去到另一個國家
[00:02:08.080 --> 00:02:10.520]  一個陌生的文化環境
[00:02:10.520 --> 00:02:12.520]  要去適應一點都不容易
[00:02:12.520 --> 00:02:16.640]  移民除了要學一個新的言語
[00:02:16.640 --> 00:02:19.240]  適應一個新的生活 文化
[00:02:19.240 --> 00:02:21.480]  其中一個要想的問題
[00:02:21.480 --> 00:02:26.880]  就是究竟一個移民 應該有多融入當地的文化
[00:02:26.880 --> 00:02:31.600]  應該有多融入當地的文化
[00:02:31.600 --> 00:02:36.040]  一方面 如果完全拒絕融入當地的文化
[00:02:36.040 --> 00:02:39.560]  相信就會很難跟當地的人去建立關係
[00:02:39.560 --> 00:02:42.080]  去融入當地的主流社會
[00:02:42.080 --> 00:02:45.000]  可能自己就會覺得是一個二等公民
[00:02:45.000 --> 00:02:47.760]  但是如果我們覺得
[00:02:47.760 --> 00:02:50.160]  我要完全融入當地文化
[00:02:50.160 --> 00:02:53.440]  就讓當地的文化去同化
[00:02:53.440 --> 00:02:58.040]  我們可能會慢慢失去我們原本的身份認同
[00:02:58.040 --> 00:03:02.920]  移民去到西方國家的第二代華人
[00:03:02.920 --> 00:03:07.520]  他們會自稱或者被稱為香蕉
[00:03:07.520 --> 00:03:10.680]  因為他們外面是黃皮膚
[00:03:10.680 --> 00:03:13.840]  但是他們的思想 價值觀和生活方式
[00:03:13.840 --> 00:03:16.280]  已經跟白人沒什麼分別
[00:03:16.280 --> 00:03:20.000]  所以他們就是黃皮 白心
[00:03:20.000 --> 00:03:22.000]  一條香蕉
