
[00:00:00.000 --> 00:00:02.000]  我們給主耶穌掌聲
[00:00:02.000 --> 00:00:06.520]  多謝祂從天上降臨
[00:00:06.520 --> 00:00:08.520]  賜下恩典及救恩給我們
[00:00:08.520 --> 00:00:11.480]  讓我們真的在困難之中都能夠剛強
[00:00:11.480 --> 00:00:15.520]  在此也代表播道會恩福堂歡迎第一次來的新朋友
[00:00:15.520 --> 00:00:16.440]  如果有的話
[00:00:16.440 --> 00:00:18.440]  請你站起來讓我們認識一下你
[00:00:18.440 --> 00:00:20.440]  有沒有第一次來的新朋友呢
[00:00:20.440 --> 00:00:22.440]  那裡有 這裡也有 多謝
[00:00:22.440 --> 00:00:24.440]  你繼續站起來
[00:00:24.440 --> 00:00:26.440]  讓施事可以有禮物給你
[00:00:26.440 --> 00:00:28.440]  上面有沒有呢 三樓有沒有呢
[00:00:28.440 --> 00:00:31.440]  新朋友可以站起來 施事會有禮物給你
[00:00:31.440 --> 00:00:34.440]  裡面會有我們教會的一些介紹
[00:00:34.440 --> 00:00:37.440]  還有希望你填寫一些資料交給施事
[00:00:37.440 --> 00:00:39.440]  下面有一個櫃台
[00:00:39.440 --> 00:00:42.440]  在下面下一層樓的平台
[00:00:42.440 --> 00:00:46.440]  我們會有弟兄姊妹介紹我們教會很多的聚會
[00:00:46.440 --> 00:00:47.440]  還有很想歡迎你
[00:00:47.440 --> 00:00:49.440]  你記住去找他們
[00:00:49.440 --> 00:00:53.440]  也希望在我們人生中找到一些出路
[00:00:53.440 --> 00:00:56.440]  特別我們其實香港都很困難
[00:00:56.440 --> 00:00:58.440]  經濟也很困難
[00:00:58.440 --> 00:01:00.440]  在經濟困難的時候
[00:01:00.440 --> 00:01:01.440]  我找到一條出路
[00:01:01.440 --> 00:01:03.440]  就是祖國裡面有一個平台叫做淘寶
[00:01:03.440 --> 00:01:05.440]  有一張相片可以給大家看一下
[00:01:05.440 --> 00:01:09.440]  我相信大部分看淘寶的人
[00:01:09.440 --> 00:01:11.440]  都是不相信有神的
[00:01:11.440 --> 00:01:14.440]  但他有賣到神器這東西
[00:01:14.440 --> 00:01:17.440]  這裡其中一個是淘寶賣的神器
[00:01:17.440 --> 00:01:20.440]  他有一副眼鏡和一塊膠片套在上面
[00:01:20.440 --> 00:01:22.440]  不是透明的膠片
[00:01:22.440 --> 00:01:25.440]  你知不知道神器是用來做什麼的呢
[00:01:25.440 --> 00:01:28.440]  蛇擊
[00:01:28.440 --> 00:01:29.440]  蛇擊
[00:01:29.440 --> 00:01:30.440]  你們真聰明
[00:01:30.440 --> 00:01:32.440]  它是用來蛇擊的
[00:01:32.440 --> 00:01:34.440]  因為他下章已經打出來
[00:01:34.440 --> 00:01:35.440]  蛇擊
[00:01:35.440 --> 00:01:37.440]  原來眼睛的結構很奇怪
[00:01:37.440 --> 00:01:39.440]  我近來做眼睛手術才知道
[00:01:39.440 --> 00:01:42.440]  原來一隻眼叫做主力眼
[00:01:42.440 --> 00:01:43.440]  一隻眼叫輔助眼
[00:01:43.440 --> 00:01:46.440]  如果主力眼有時候可以看遠一點
[00:01:46.440 --> 00:01:49.440]  如果你遮住輔助眼
[00:01:49.440 --> 00:01:52.440]  其實會幫你瞄準看遠一點的時候
[00:01:52.440 --> 00:01:54.440]  眼睛會再強一點
[00:01:54.440 --> 00:01:55.440]  不會被干擾
[00:01:55.440 --> 00:01:56.440]  很有趣
[00:01:56.440 --> 00:01:59.440]  還有一些神器是幫你射球的
[00:01:59.440 --> 00:02:00.440]  就是這些神器
[00:02:00.440 --> 00:02:03.440]  所謂屎球就有很多工具
[00:02:03.440 --> 00:02:05.440]  我小時候經常說
[00:02:05.440 --> 00:02:07.440]  如果你知道這句話就知道了
[00:02:07.440 --> 00:02:10.440]  你打籃球不厲害不要緊
[00:02:10.440 --> 00:02:11.440]  找一些工具神器
[00:02:11.440 --> 00:02:13.440]  頭籃神器幫你
[00:02:13.440 --> 00:02:16.440]  它好像一個指環扣住
[00:02:16.440 --> 00:02:18.440]  因為你射三分的時候
[00:02:18.440 --> 00:02:20.440]  手勢可能會歪了
[00:02:20.440 --> 00:02:22.440]  有些人要記錄你的時候
[00:02:22.440 --> 00:02:23.440]  他會用手遮住你的眼睛
[00:02:23.440 --> 00:02:24.440]  然後推一下你
[00:02:24.440 --> 00:02:26.440]  手勢不可以歪的
[00:02:26.440 --> 00:02:27.440]  一歪你轉的時候
[00:02:27.440 --> 00:02:29.440]  球就會射歪了
[00:02:29.440 --> 00:02:30.440]  很醜的
[00:02:30.440 --> 00:02:32.440]  如果可以保持著手
[00:02:32.440 --> 00:02:34.440]  有神器幫你練習到
[00:02:34.440 --> 00:02:35.440]  怎樣撞你、遮你
[00:02:35.440 --> 00:02:36.440]  都可以
[00:02:36.440 --> 00:02:37.440]  你都可以一針
[00:02:37.440 --> 00:02:38.440]  即是一個球穿針
[00:02:38.440 --> 00:02:40.440]  一下子就有型
[00:02:40.440 --> 00:02:41.440]  可以練到這樣
[00:02:41.440 --> 00:02:44.440]  還可以附送一個叫做Curry
[00:02:44.440 --> 00:02:46.440]  現今NBA的一個球星
[00:02:46.440 --> 00:02:47.440]  咖哩哥有一個手帶給你
[00:02:47.440 --> 00:02:49.440]  當然應該是沒有版權的
[00:02:49.440 --> 00:02:51.440]  應該沒有問過咖哩哥
[00:02:51.440 --> 00:02:52.440]  還有一些神器是什麼呢
[00:02:52.440 --> 00:02:54.440]  它整塊板
[00:02:54.440 --> 00:02:55.440]  放在你面前
[00:02:55.440 --> 00:02:56.440]  有個頭箍住
[00:02:56.440 --> 00:02:58.440]  又是給你練球的
[00:02:58.440 --> 00:03:01.440]  因為你實際在練球的時候
[00:03:01.440 --> 00:03:02.440]  如果沒有東西遮住
