
[00:00:00.000 --> 00:00:04.000]  謝敏姐姐帶我們去敬拜
[00:00:04.000 --> 00:00:08.000]  今天很特別 她用了一個主題 光
[00:00:08.000 --> 00:00:15.000]  我們基督是光 同時我們也要在當中在這個世代成為光
[00:00:15.000 --> 00:00:20.000]  我覺得今天的主題也很特別 讓我們思考
[00:00:20.000 --> 00:00:28.000]  究竟你的生命是否為主發光 還是像燈光一樣暗淡無光
[00:00:28.000 --> 00:00:35.000]  鼓勵大家每個星期回教會有敬拜的時候 再次回到神的身上
[00:00:35.000 --> 00:00:38.000]  今天很想和大家分享訊息
[00:00:38.000 --> 00:00:44.000]  剛才文姐也說了 今年清小寶的主題是Transform Our Lives, Growing for Christ
[00:00:44.000 --> 00:00:50.000]  今天很想繼續用上次說的二月還是一月
[00:00:50.000 --> 00:00:56.000]  我開始用保羅的生命和大家探討究竟他有什麼生命特質
[00:00:56.000 --> 00:01:00.000]  可以成為我們的學習 為主發光
[00:01:00.000 --> 00:01:04.000]  今天我想和大家探討一個題目 就是自由
[00:01:04.000 --> 00:01:11.000]  想問問大家 你覺得你現在的生命或生活自由嗎
[00:01:11.000 --> 00:01:17.000]  自由吧 或者有些人覺得家中有些人的父母不讓他們玩遊戲機
[00:01:17.000 --> 00:01:22.000]  所以不自由 經常收我遊戲機 學校有很多規矩不自由
[00:01:22.000 --> 00:01:28.000]  或者生活上我們也會感覺到不同
[00:01:28.000 --> 00:01:32.000]  現在可以很自由地外出吃飯 像以前疫情一樣
[00:01:32.000 --> 00:01:39.000]  可以去旅行 不像以前要分桌子 做這個做那個
[00:01:39.000 --> 00:01:41.000]  好像自由很多
[00:01:41.000 --> 00:01:44.000]  突然之間很想問大家一個問題
[00:01:44.000 --> 00:01:49.000]  做基督徒呢? 做基督徒自由嗎?
[00:01:49.000 --> 00:01:53.000]  可能在你腦海中馬上彈了兩邊
[00:01:53.000 --> 00:01:58.000]  可能你一邊會說 基督徒當然自由
[00:01:58.000 --> 00:02:02.000]  我們說耶穌基督為我們死 將我們從罪的菌幫釋放出來
[00:02:02.000 --> 00:02:04.000]  當然是自由
[00:02:04.000 --> 00:02:08.000]  可能你腦海的另一邊也會這樣跟你說
[00:02:08.000 --> 00:02:12.000]  基督徒很多聖經教要守 很多原則要守
[00:02:12.000 --> 00:02:16.000]  上崇拜又不可以玩遊戲機 又會被人抓 又被人抓聊天
[00:02:16.000 --> 00:02:19.000]  好像很多規範一樣 很不自由
[00:02:19.000 --> 00:02:24.000]  我會問的是 作為基督徒我們怎樣看自由這件事呢?
[00:02:24.000 --> 00:02:28.000]  今天很想透過哥林多前書跟大家探討一下
[00:02:28.000 --> 00:02:32.000]  保羅在他的生命中怎樣看自由這件事
[00:02:32.000 --> 00:02:36.000]  同樣也帶給我們一些什麼提醒
[00:02:36.000 --> 00:02:42.000]  今天先去看一看哥林多這個地方的背景
[00:02:42.000 --> 00:02:45.000]  其實哥林多是一個很繁華的城市
[00:02:45.000 --> 00:02:50.000]  很多東西都很發達 甚至當中有很多東西都很開放
[00:02:50.000 --> 00:02:59.000]  所以基督徒面對著很多文化 宗教和道德的衝擊
[00:02:59.000 --> 00:03:04.000]  哥林多教會是保羅在第二次宣教旅程建立的教會
[00:03:04.000 --> 00:03:07.000]  當大家有看哥林多前後書的時候
[00:03:07.000 --> 00:03:14.000]  你會看到保羅很多時候用不同的章節處理教會的紀律問題
[00:03:14.000 --> 00:03:20.000]  生活操守的問題 甚至教會內部的問題要處理
[00:03:20.000 --> 00:03:25.000]  第九章我們今天看的是經文 其實又在處理什麼問題呢?
[00:03:25.000 --> 00:03:28.000]  其實是連著第八章要多看一點
[00:03:28.000 --> 00:03:32.000]  第八章其實是說有些信徒信了耶穌之後
[00:03:32.000 --> 00:03:37.000]  同樣他們都會吃一些祭偶像的食物
[00:03:37.000 --> 00:03:40.000]  他們為什麼會這樣吃呢?
[00:03:40.000 --> 00:03:45.000]  其實原因是他們覺得既然偶像是不真實存在的東西
[00:03:45.000 --> 00:03:49.000]  其實吃的東西 生命也不會受到污染
[00:03:49.000 --> 00:03:54.000]  保羅就用了一章的時間去講解一下 如何去看待這件事情
[00:03:54.000 --> 00:03:58.000]  之後去到第九章 即是我們今天看的經文
[00:03:58.000 --> 00:04:01.000]  其實頭半部分都是處理這些事情的
[00:04:01.000 --> 00:04:04.000]  都是說保羅用自己的身份去帶出
[00:04:04.000 --> 00:04:07.000]  我是使徒 我有這些權柄 我可以這樣去做的時候
[00:04:07.000 --> 00:04:11.000]  去回應教導那些哥林多的信徒 他們如何去看待這件事情
[00:04:11.000 --> 00:04:16.000]  之後很特別 在我們今天看的經文的前一兩節
[00:04:16.000 --> 00:04:19.000]  他講了一句話 他說我們在過程中
[00:04:19.000 --> 00:04:23.000]  我們有沒有成為福音自由流動的阻隔呢?
[00:04:23.000 --> 00:04:27.000]  我們會看到在第九章的頭半部分
[00:04:27.000 --> 00:04:32.000]  其實保羅用他自身的經歷和見證去教那些哥林多的信徒
[00:04:32.000 --> 00:04:38.000]  我們為福音的緣故 如何去行使我們作為基督徒的自由呢?
[00:04:38.000 --> 00:04:41.000]  我們如何去用這些權柄呢?
[00:04:41.000 --> 00:04:44.000]  之後我們就進入今天的經文
[00:04:44.000 --> 00:04:50.000]  我們一起先去讀一下今天的經文 是哥林多前書的九章十九至二十七節
[00:04:50.000 --> 00:04:52.000]  我們一起讀 準備起
[00:04:52.000 --> 00:04:55.000]  我雖是自由的無人客管
[00:04:55.000 --> 00:04:58.000]  然而我甘心作了眾人的僕人
[00:04:58.000 --> 00:05:01.000]  為要多得人 向猶太人
[00:05:01.000 --> 00:05:04.000]  我就作猶太人 為要得猶太人
[00:05:04.000 --> 00:05:08.000]  向律法以下的人 須不在律法以下
[00:05:08.000 --> 00:05:10.000]  還是作律法以下的人
[00:05:10.000 --> 00:05:14.000]  為要得律法以下的人 沒有律法的人
[00:05:14.000 --> 00:05:19.000]  我就作沒有律法的人 為要得沒有律法的人
[00:05:19.000 --> 00:05:22.000]  其實我在神面前不是沒有律法
[00:05:22.000 --> 00:05:25.000]  在基督面前正在律法以下
[00:05:25.000 --> 00:05:28.000]  向軟弱的人 我就作軟弱的人
[00:05:28.000 --> 00:05:32.000]  為要得軟弱的人 向怎麼樣的人
[00:05:32.000 --> 00:05:34.000]  我就作什麼樣的人
[00:05:34.000 --> 00:05:36.000]  無論如何 總要救些人
[00:05:36.000 --> 00:05:40.000]  凡我所行的 都是為福音的緣故
[00:05:40.000 --> 00:05:43.000]  為要與人同得這福音的好處
[00:05:43.000 --> 00:05:46.000]  豈不知在床上賽跑的都跑
[00:05:46.000 --> 00:05:48.000]  但得獎賞的只有一人
[00:05:48.000 --> 00:05:53.000]  你們也當這樣跑 好叫你們得著獎賞
[00:05:53.000 --> 00:05:58.000]  凡教力真誠的 諸事都有節制
[00:05:58.000 --> 00:06:01.000]  黑門不過是要得不良壞的冠冕
[00:06:01.000 --> 00:06:04.000]  我們卻是要得不良壞的冠冕
[00:06:04.000 --> 00:06:07.000]  所以 我奔跑不像無定向的
[00:06:07.000 --> 00:06:10.000]  我鬥拳不像下空氣的
[00:06:10.000 --> 00:06:13.000]  我試攻克己身 叫身服我
[00:06:13.000 --> 00:06:17.000]  恐怕我全福音給別人自己反駁
[00:06:17.000 --> 00:06:19.000]  我們一起去有個禱告吧
[00:06:20.000 --> 00:06:22.000]  請主願你帶領我們
[00:06:22.000 --> 00:06:25.000]  在這個過程中 獻給自己
[00:06:25.000 --> 00:06:28.000]  讓你的話語成為我們的提醒
[00:06:28.000 --> 00:06:30.000]  讓你的話語的亮光 同樣帶領我們
[00:06:30.000 --> 00:06:34.000]  我們如何在生活中行出來
[00:06:34.000 --> 00:06:36.000]  主願你帶領我們 祈禱交托 奉主命求
[00:06:36.000 --> 00:06:37.000]  阿門
[00:06:37.000 --> 00:06:39.000]  剛才大家讀的經文中
[00:06:39.000 --> 00:06:41.000]  第一句 寶羅已經提到自由
[00:06:41.000 --> 00:06:42.000]  不過很特別的是
[00:06:42.000 --> 00:06:45.000]  原來自由這個字在原文中
[00:06:45.000 --> 00:06:48.000]  是整句句子放在一開頭
[00:06:48.000 --> 00:06:52.000]  所以你會看到 寶羅很強調自由這個字眼
[00:06:52.000 --> 00:06:55.000]  甚至是這一部分的主題
[00:06:55.000 --> 00:06:56.000]  寶羅一開頭說
[00:06:56.000 --> 00:06:59.000]  他是自由的牧人 核管的
[00:06:59.000 --> 00:07:02.000]  不過他說他這樣做是為了多得人
[00:07:02.000 --> 00:07:05.000]  他甘心成為眾人的牧人
[00:07:05.000 --> 00:07:08.000]  我們會看到十九節的這段經文
[00:07:08.000 --> 00:07:11.000]  其實是第九章的經文中
[00:07:11.000 --> 00:07:14.000]  下半部分的一個很大的聲明
[00:07:14.000 --> 00:07:18.000]  亦都說出了寶羅的立場是什麼
[00:07:18.000 --> 00:07:20.000]  寶羅很想表達的是
[00:07:20.000 --> 00:07:22.000]  他有這些權柄 身份
[00:07:22.000 --> 00:07:24.000]  但在過程中
[00:07:24.000 --> 00:07:27.000]  他沒有受到哥倫多人金錢上的資助
[00:07:27.000 --> 00:07:32.000]  他不受那裡的人和環境所控制和影響
[00:07:32.000 --> 00:07:35.000]  所以他可以很自由地做什麼都可以
[00:07:35.000 --> 00:07:37.000]  不過我們當看這段經文的時候
[00:07:37.000 --> 00:07:39.000]  我們看到吊詭的是什麼呢
[00:07:39.000 --> 00:07:45.000]  就是原來他用自由去甘願做眾人的牧人
[00:07:45.000 --> 00:07:46.000]  我們會看到的是
