
[00:00:00.000 --> 00:00:05.680]  今天跟大家分享一個宣教福音的行動
[00:00:05.680 --> 00:00:08.640]  就是跟隨主耶穌基督的腳蹤
[00:00:08.640 --> 00:00:11.480]  我自己剛剛說了,1991年是信耶穌
[00:00:11.480 --> 00:00:15.440]  1996年我就開始我全職侍奉的人生
[00:00:15.440 --> 00:00:18.760]  接著2000年的時候,就是2000年
[00:00:18.760 --> 00:00:20.440]  成為宣教士
[00:00:20.440 --> 00:00:22.800]  所以在我侍奉的人生裡面
[00:00:22.800 --> 00:00:28.720]  叫我說道,不好意思,很多時候都會說到跟全福音、跟宣教有關的
[00:00:28.720 --> 00:00:32.320]  而實際上母親節是一個很好幫助我們
[00:00:32.320 --> 00:00:35.840]  跟身邊的人分享福音的時間
[00:00:35.840 --> 00:00:40.000]  今天分享的經文是《馬太福音》第九章
[00:00:40.000 --> 00:00:43.160]  如果我們熟不熟《馬太福音》呢?
[00:00:43.160 --> 00:00:47.080]  四福音裡面,或者整本聖經66卷裡面
[00:00:47.080 --> 00:00:50.320]  通常最熟的都是哪四卷呢?
[00:00:50.320 --> 00:00:53.400]  這樣說吧,通常最熟的都是四福音
[00:00:53.400 --> 00:00:56.240]  四福音裡面通常最熟的
[00:00:56.240 --> 00:00:59.200]  可能是馬可,馬可短一點
[00:00:59.200 --> 00:01:02.040]  《馬太福音》在我們中文聖經排第一
[00:01:02.040 --> 00:01:03.320]  《馬太福音》很熟
[00:01:03.320 --> 00:01:09.520]  知不知道第四章和第九章有一個很相似的地方
[00:01:09.520 --> 00:01:11.600]  《馬太福音》第四章說到
[00:01:11.600 --> 00:01:13.720]  耶穌走遍加利利
[00:01:13.720 --> 00:01:17.080]  在國會堂裡教訓人宣講天國的福音
[00:01:17.080 --> 00:01:19.360]  又醫治各樣的病症
[00:01:19.360 --> 00:01:21.640]  第九章,聖經又再來一次
[00:01:21.640 --> 00:01:24.080]  第四章說完,第九章又說了
[00:01:24.080 --> 00:01:26.480]  耶穌走遍各城各鄉
[00:01:26.480 --> 00:01:27.640]  咦?不同了
[00:01:27.640 --> 00:01:28.680]  差不多的
[00:01:28.680 --> 00:01:29.920]  近乎一樣的
[00:01:29.920 --> 00:01:32.440]  就是將加利利變成了什麼?
[00:01:32.440 --> 00:01:34.080]  各城各鄉
[00:01:34.080 --> 00:01:38.080]  其實在聖經裡面,在原文裡面
[00:01:38.080 --> 00:01:41.160]  這是一個叫開引號和什麼?
[00:01:41.160 --> 00:01:42.440]  刪引號
[00:01:42.440 --> 00:01:47.440]  就是告訴我們第四章和第九章是一個大段落
[00:01:47.440 --> 00:01:50.680]  第四章到第九章這個段落說什麼呢?
[00:01:50.680 --> 00:01:52.240]  第四章到第九章
[00:01:52.240 --> 00:01:54.920]  第四章之前,耶穌受洗
[00:01:54.920 --> 00:01:56.640]  然後耶穌呼召門徒
[00:01:56.640 --> 00:01:58.680]  耶穌呼召完門徒之後
[00:01:58.680 --> 00:02:00.480]  在加利利的海邊
[00:02:00.480 --> 00:02:01.120]  記不記得?
[00:02:01.120 --> 00:02:02.800]  呼召彼得約翰
[00:02:02.800 --> 00:02:04.280]  隨即耶穌就說
[00:02:04.280 --> 00:02:06.480]  走遍加利利
[00:02:06.480 --> 00:02:09.160]  在會堂裡面傳講福音
[00:02:09.160 --> 00:02:11.560]  接著第四章到第九章
[00:02:11.560 --> 00:02:13.320]  誰傳道?
[00:02:13.320 --> 00:02:14.720]  耶穌傳道
[00:02:14.720 --> 00:02:16.080]  耶穌怎麼傳道?
[00:02:16.080 --> 00:02:18.040]  帶著門徒去傳道
[00:02:18.040 --> 00:02:20.480]  所以第四章到第九章
[00:02:20.480 --> 00:02:24.240]  耶穌是門徒訓練來的
[00:02:24.240 --> 00:02:26.040]  耶穌是傳道來的
[00:02:26.040 --> 00:02:27.560]  耶穌的門徒訓練
[00:02:27.560 --> 00:02:29.400]  是帶著他的學生
[00:02:29.400 --> 00:02:31.280]  一起來去傳道
[00:02:31.280 --> 00:02:34.280]  馬太福音很特別的地方
[00:02:34.280 --> 00:02:35.720]  四個福音都特別的
[00:02:35.720 --> 00:02:37.800]  但是馬太福音特別的地方
[00:02:37.800 --> 00:02:40.600]  就是造就門徒的細節
[00:02:40.600 --> 00:02:42.280]  寫得很清楚
[00:02:42.280 --> 00:02:44.280]  所以第四章到第九章
[00:02:44.280 --> 00:02:45.200]  一個段落
[00:02:45.200 --> 00:02:46.600]  是誰傳道呢?
[00:02:46.600 --> 00:02:47.560]  耶穌傳道
[00:02:47.560 --> 00:02:48.600]  怎麼傳道呢?
[00:02:48.600 --> 00:02:50.280]  帶著門徒去傳道
[00:02:50.280 --> 00:02:52.280]  為什麼呢?
[00:02:52.280 --> 00:02:54.280]  因為要做榜樣
[00:02:54.280 --> 00:02:55.840]  等一下說
[00:02:55.840 --> 00:02:58.560]  第九章我們等一下會讀
[00:02:58.560 --> 00:02:59.680]  到最後那裡
[00:02:59.680 --> 00:03:00.680]  有一個轉折
[00:03:00.680 --> 00:03:02.480]  這個轉折是整個馬太福音
[00:03:02.480 --> 00:03:04.400]  一個很大的轉折
[00:03:04.400 --> 00:03:06.760]  耶穌說
[00:03:06.760 --> 00:03:08.480]  要收的莊稼
[00:03:08.480 --> 00:03:09.320]  怎麼樣?
[00:03:09.320 --> 00:03:10.080]  多啊
[00:03:10.080 --> 00:03:11.480]  作供的人少
[00:03:11.480 --> 00:03:13.720]  所以就要求莊稼的主
[00:03:13.720 --> 00:03:16.640]  打發工人去收莊稼
[00:03:16.640 --> 00:03:19.720]  所以第十章說什麼呢?
[00:03:19.720 --> 00:03:22.840]  說耶穌打發工人
[00:03:22.840 --> 00:03:23.640]  做什麼呢?
[00:03:23.640 --> 00:03:24.960]  收莊稼
[00:03:24.960 --> 00:03:26.120]  完全不同了
[00:03:26.120 --> 00:03:27.520]  第四到九章
[00:03:27.520 --> 00:03:28.320]  耶穌傳道
[00:03:28.320 --> 00:03:30.040]  耶穌帶著門徒去傳道
[00:03:30.040 --> 00:03:31.320]  第十章之後
[00:03:31.320 --> 00:03:32.840]  耶穌差派門徒
[00:03:32.840 --> 00:03:34.120]  兩個兩個的
[00:03:34.120 --> 00:03:36.080]  一開始差派十二個門徒
[00:03:36.080 --> 00:03:37.560]  兩個兩個去傳道
[00:03:37.560 --> 00:03:39.320]  之後差派七十個門徒
[00:03:39.320 --> 00:03:41.040]  兩個兩個去傳道
[00:03:41.040 --> 00:03:42.320]  後來
[00:03:42.320 --> 00:03:43.800]  聖經繼續記載
[00:03:43.800 --> 00:03:45.240]  耶穌受死
[00:03:45.240 --> 00:03:47.240]  被釘十字架復活
[00:03:47.240 --> 00:03:48.400]  復活升天
[00:03:48.400 --> 00:03:50.280]  第二十八章說什麼呢?
[00:03:50.280 --> 00:03:51.560]  耶穌差派誰呢?
[00:03:51.560 --> 00:03:53.360]  差派誰呢?
[00:03:53.360 --> 00:03:54.800]  第二十八章
[00:03:54.800 --> 00:03:55.560]  《馬太福音》
[00:03:55.560 --> 00:03:58.000]  耶穌差派所有的門徒
[00:03:58.000 --> 00:04:00.200]  就要去洗萬民
[00:04:00.200 --> 00:04:01.640]  作主的門徒
[00:04:01.640 --> 00:04:03.240]  所以
[00:04:03.240 --> 00:04:04.080]  今天呢
[00:04:04.080 --> 00:04:06.560]  我們是屬於哪一章呢?
[00:04:06.560 --> 00:04:08.160]  二十九章
[00:04:08.160 --> 00:04:09.160]  聖經沒有的
[00:04:09.160 --> 00:04:10.720]  二十八章之後
[00:04:10.720 --> 00:04:13.360]  耶穌不僅差派十二個門徒
[00:04:13.360 --> 00:04:16.120]  不僅差派七十個門徒
[00:04:16.120 --> 00:04:17.640]  不僅差派
[00:04:17.640 --> 00:04:18.880]  在加利利
[00:04:18.880 --> 00:04:20.080]  耶穌一開始
[00:04:20.080 --> 00:04:22.080]  在加利利呼召門徒
[00:04:22.080 --> 00:04:23.400]  最後二十八章
[00:04:23.400 --> 00:04:25.640]  在加利利呼召門徒
[00:04:25.640 --> 00:04:27.560]  要去洗萬民
[00:04:27.560 --> 00:04:28.600]  作主的門徒
[00:04:28.600 --> 00:04:29.920]  今天
[00:04:29.920 --> 00:04:32.240]  我們仍然繼續
[00:04:32.240 --> 00:04:33.560]  這個使命
[00:04:33.560 --> 00:04:34.880]  繼續下去
[00:04:34.880 --> 00:04:35.480]  今天
[00:04:35.480 --> 00:04:36.760]  我們要分享的
[00:04:36.760 --> 00:04:38.760]  就是《馬太福音》第九章
[00:04:38.760 --> 00:04:40.960]  耶穌的榜樣
[00:04:40.960 --> 00:04:43.400]  耶穌做完一切的榜樣之後
[00:04:43.400 --> 00:04:45.880]  給門徒做了一個教訓
[00:04:45.880 --> 00:04:48.480]  這個教訓相信對我們今天
[00:04:48.480 --> 00:04:51.000]  非常有參考的價值
[00:04:51.000 --> 00:04:53.000]  你看我讀出今天的經文
[00:04:53.000 --> 00:04:56.280]  我用的是中文聖經和合本
[00:04:56.280 --> 00:04:57.000]  但是很有趣的
[00:04:57.000 --> 00:04:57.560]  我呢
[00:04:57.560 --> 00:04:58.360]  講道呢
[00:04:58.360 --> 00:05:00.960]  就是我九零年代出來傳道
[00:05:00.960 --> 00:05:02.840]  九零年代有沒有 powerpoint(力量點)的?
[00:05:02.840 --> 00:05:04.760]  沒有的
[00:05:04.760 --> 00:05:06.440]  所以我以前學傳道呢
[00:05:06.440 --> 00:05:07.080]  學講道呢
[00:05:07.080 --> 00:05:07.480]  就說
[00:05:07.480 --> 00:05:08.360]  沒有的
[00:05:08.360 --> 00:05:09.480]  只是講的
[00:05:09.480 --> 00:05:10.200]  所以呢
[00:05:10.200 --> 00:05:11.440]  我一直持守
[00:05:11.440 --> 00:05:12.360]  我那些很乖的
[00:05:12.360 --> 00:05:14.400]  我學了東西我就持守應用
[00:05:14.400 --> 00:05:16.400]  不是我不懂得做 powerpoint(力量點)
[00:05:16.400 --> 00:05:17.480]  我教書的
[00:05:17.480 --> 00:05:19.480]  我教書百多張 powerpoint(力量點)
[00:05:19.480 --> 00:05:20.440]  但是我講道呢
[00:05:20.440 --> 00:05:22.800]  我跟回我九零年代的教導
[00:05:22.800 --> 00:05:24.720]  就不用 powerpoint(力量點)的
[00:05:24.720 --> 00:05:25.720]  所以你不用看著
[00:05:25.720 --> 00:05:27.720]  這些東西什麼時候出的
[00:05:27.720 --> 00:05:28.680]  沒有的
[00:05:28.680 --> 00:05:29.280]  有 power(力量)
[00:05:29.280 --> 00:05:30.320]  有 point(點)就 OK 的了
[00:05:30.320 --> 00:05:31.160]  明白嗎?
[00:05:31.160 --> 00:05:34.160]  你聽我讀一下
[00:05:34.160 --> 00:05:39.840]  不要給我掌聲
[00:05:39.840 --> 00:05:41.600]  聽我讀一下
[00:05:41.600 --> 00:05:43.760]  《馬太福音》第九章三十五節
[00:05:43.760 --> 00:05:45.760]  耶穌走遍各城各鄉
[00:05:45.760 --> 00:05:48.160]  在會堂裡教訓人
[00:05:48.160 --> 00:05:49.760]  宣講天國的福音
[00:05:49.760 --> 00:05:52.240]  又醫治各樣的病症
[00:05:52.240 --> 00:05:54.240]  他看見許多的人
[00:05:54.240 --> 00:05:55.760]  就憐憫他們
[00:05:55.760 --> 00:05:57.960]  因為他們困苦流離
[00:05:57.960 --> 00:06:00.160]  如同楊末有木人一般
[00:06:00.160 --> 00:06:01.560]  於是對門徒說
[00:06:01.560 --> 00:06:03.280]  要收的莊稼多
[00:06:03.280 --> 00:06:04.680]  作工的人少
[00:06:04.680 --> 00:06:07.440]  所以你們當求莊稼的主
[00:06:07.440 --> 00:06:09.200]  打發工人出去
[00:06:09.200 --> 00:06:10.320]  收他的莊稼
[00:06:10.320 --> 00:06:11.640]  我們同心有一個禱告
[00:06:12.640 --> 00:06:15.440]  天父上帝求祢親自向我們眾人說話
[00:06:15.440 --> 00:06:16.520]  藉著聖經
[00:06:16.520 --> 00:06:17.480]  藉著聖靈
[00:06:17.480 --> 00:06:19.120]  藉著今天這一堂道
[00:06:19.120 --> 00:06:20.880]  求祢都打發我們
[00:06:20.880 --> 00:06:22.880]  出去收主祢的莊稼
[00:06:22.880 --> 00:06:24.400]  求祢幫助我們
[00:06:24.400 --> 00:06:26.840]  去學校跟從耶穌基督
[00:06:26.840 --> 00:06:28.080]  祢的榜樣
[00:06:28.080 --> 00:06:29.280]  好像當日
[00:06:29.280 --> 00:06:29.880]  昔日
[00:06:29.880 --> 00:06:32.080]  門徒跟隨主的榜樣
[00:06:32.080 --> 00:06:35.000]  被打發出去收莊稼的一樣
[00:06:35.000 --> 00:06:36.400]  求祢向我們說話
[00:06:36.400 --> 00:06:38.000]  獻上我們同心禱告
[00:06:38.000 --> 00:06:40.600]  奉靠耶穌基督寶貴的名字祈求
[00:06:40.600 --> 00:06:41.600]  阿們
[00:06:42.440 --> 00:06:43.440]  經文這麼說
[00:06:43.440 --> 00:06:46.440]  耶穌走遍各城各鄉
[00:06:46.440 --> 00:06:50.440]  你有沒有走遍香港啊?
[00:06:50.440 --> 00:06:53.560]  其實香港也挺大的
[00:06:53.560 --> 00:06:54.280]  說大不大
[00:06:54.280 --> 00:06:55.080]  說小不小
[00:06:55.080 --> 00:06:56.760]  香港也挺多好玩的
[00:06:56.760 --> 00:06:57.400]  好東西吃的
[00:06:57.400 --> 00:06:57.880]  是不是?
[00:06:57.880 --> 00:07:00.320]  走遍各城各鄉
[00:07:00.320 --> 00:07:02.800]  你知不知道我們香港人走遍哪裡啊?
[00:07:02.800 --> 00:07:06.000]  我以前宣教
[00:07:06.000 --> 00:07:07.400]  其實我在日本宣教
[00:07:07.400 --> 00:07:08.000]  人們就說
[00:07:08.000 --> 00:07:08.720]  這裡好啊
[00:07:08.720 --> 00:07:09.880]  又可以去築地
[00:07:09.880 --> 00:07:12.400]  又可以去Universal Studio
[00:07:12.400 --> 00:07:13.920]  又可以去九州玩
[00:07:13.920 --> 00:07:15.080]  什麼大阪城
[00:07:15.080 --> 00:07:17.080]  你們所說的所有東西
[00:07:17.080 --> 00:07:18.400]  我都沒有去過的
[00:07:18.400 --> 00:07:19.880]  真的
[00:07:19.880 --> 00:07:20.640]  香港人經常說
[00:07:20.640 --> 00:07:22.240]  你去這裡去那裡
[00:07:22.240 --> 00:07:23.640]  我去過大阪
[00:07:23.640 --> 00:07:25.440]  我去過東京
[00:07:25.440 --> 00:07:26.880]  我去過九州
[00:07:26.880 --> 00:07:27.760]  開會
[00:07:27.760 --> 00:07:29.000]  短宣
[00:07:29.000 --> 00:07:30.520]  但是呢
[00:07:30.520 --> 00:07:33.800]  每個景點我都沒有機會去
[00:07:33.800 --> 00:07:35.000]  我發現香港人很厲害
[00:07:35.000 --> 00:07:37.200]  現在不是日本了
[00:07:37.200 --> 00:07:39.200]  現在是全球的景點
[00:07:39.200 --> 00:07:42.000]  你去到全球出名的景點
[00:07:42.000 --> 00:07:43.400]  你會打開耳朵聽
[00:07:43.400 --> 00:07:44.600]  你聽到什麼人說什麼話
[00:07:44.600 --> 00:07:45.280]  你知不知道呢?
[00:07:45.280 --> 00:07:47.960]  穿著風衣
[00:07:47.960 --> 00:07:49.360]  穿著牛仔褲
[00:07:49.360 --> 00:07:50.600]  背著背囊
[00:07:50.600 --> 00:07:51.720]  然後說什麼話呢?
[00:07:51.720 --> 00:07:53.720]  廣東話的
[00:07:53.720 --> 00:07:58.960]  我們走遍世界各地的旅遊景點
[00:07:58.960 --> 00:08:00.560]  但是耶穌不是
[00:08:00.560 --> 00:08:01.560]  耶穌說
[00:08:01.560 --> 00:08:04.240]  走遍各城各鄉
[00:08:04.240 --> 00:08:07.240]  二千年前
[00:08:07.240 --> 00:08:09.160]  耶穌穿什麼鞋呢?
[00:08:09.160 --> 00:08:11.240]  草鞋
[00:08:11.440 --> 00:08:13.440]  耶穌坐什麼車呢?
[00:08:13.440 --> 00:08:16.760]  我不知道他有沒有騎過驢啊
[00:08:16.760 --> 00:08:17.640]  驢啊馬啊
[00:08:17.640 --> 00:08:18.880]  應該說不定有的
[00:08:18.880 --> 00:08:21.240]  耶穌騎驢進入耶路撒冷
[00:08:21.240 --> 00:08:22.200]  帶著鞋
[00:08:22.200 --> 00:08:24.600]  用雙腿走耶路撒冷
[00:08:24.600 --> 00:08:25.920]  不僅是耶路撒冷
[00:08:25.920 --> 00:08:28.440]  走遍以色列各城各鄉
[00:08:28.440 --> 00:08:29.840]  我們要問一個問題
[00:08:29.840 --> 00:08:31.440]  有沒有人去過以色列旅行啊
[00:08:31.440 --> 00:08:32.520]  或者去聖地遊啊
[00:08:32.520 --> 00:08:33.000]  有沒有?
[00:08:33.000 --> 00:08:33.400]  有的啊
[00:08:33.400 --> 00:08:33.800]  應該有的
[00:08:33.800 --> 00:08:34.480]  舉手看看
[00:08:34.480 --> 00:08:36.680]  我們神學院也偶爾舉辦
[00:08:36.680 --> 00:08:38.080]  恩福堂應該也有舉辦
[00:08:38.080 --> 00:08:39.320]  團計也有舉辦
[00:08:39.600 --> 00:08:40.560]  我以前呢
[00:08:40.560 --> 00:08:43.080]  就跟彭博啊神學院啊
[00:08:43.080 --> 00:08:45.120]  就去聖地帶隊
[00:08:45.120 --> 00:08:46.240]  其實我第一次去而已
[00:08:46.240 --> 00:08:48.000]  不過他說要帶隊就帶隊
[00:08:48.000 --> 00:08:50.120]  不過不要緊
[00:08:50.120 --> 00:08:53.000]  我們神學院請了專業的聖地導遊
[00:08:53.000 --> 00:08:54.040]  去帶隊的
[00:08:54.040 --> 00:08:57.320]  導遊跟我們有一個叫做說明會
[00:08:57.320 --> 00:08:57.800]  他說
[00:08:57.800 --> 00:08:58.480]  記得啊
[00:08:58.480 --> 00:09:00.320]  你那些跑鞋啊
[00:09:00.320 --> 00:09:01.440]  球鞋啊
[00:09:01.440 --> 00:09:02.560]  漂亮鞋啊
[00:09:02.560 --> 00:09:03.760]  不可以穿的
[00:09:03.760 --> 00:09:05.400]  因為我們去哪裡啊?
[00:09:05.400 --> 00:09:07.160]  我們去那些曠野啊
[00:09:07.440 --> 00:09:09.720]  去曠野你穿那些跑鞋啊
[00:09:09.720 --> 00:09:10.840]  漂亮鞋啊
[00:09:10.840 --> 00:09:11.840]  會爛的
[00:09:11.840 --> 00:09:12.960]  他說會怎樣啊?
[00:09:12.960 --> 00:09:14.080]  會脫底啊
[00:09:14.080 --> 00:09:16.080]  知不知道什麼叫脫底啊?
[00:09:16.080 --> 00:09:17.560]  哎我明白了現在
[00:09:17.560 --> 00:09:18.760]  原來脫底呢
[00:09:18.760 --> 00:09:19.960]  是有典故的
[00:09:19.960 --> 00:09:22.360]  鞋底會怎樣啊?
[00:09:22.360 --> 00:09:23.880]  溶啊
[00:09:23.880 --> 00:09:25.400]  脫了出來啊
[00:09:25.400 --> 00:09:26.400]  所以呢
[00:09:26.400 --> 00:09:27.920]  那個專業導遊就說了
[00:09:27.920 --> 00:09:29.240]  你去聖地遊呢
[00:09:29.240 --> 00:09:32.240]  就要穿叫做vibrant底的鞋
[00:09:32.240 --> 00:09:33.840]  有沒有聽過什麼叫vibrant底
[00:09:33.840 --> 00:09:34.960]  好像賣廣告那樣啊
[00:09:34.960 --> 00:09:36.800]  我沒有我沒有
[00:09:36.800 --> 00:09:39.320]  他說是有橙色膠
[00:09:39.320 --> 00:09:40.840]  有一個字叫vibrant
[00:09:40.840 --> 00:09:42.600]  他說那些叫車底膠
[00:09:42.600 --> 00:09:44.320]  是不會溶爛的
[00:09:44.320 --> 00:09:45.680]  那我很乖
[00:09:45.680 --> 00:09:48.200]  我就馬上跟我老婆買對vibrant底
[00:09:48.200 --> 00:09:48.920]  因為對面而已
[00:09:48.920 --> 00:09:50.120]  你知道對面是工廠
[00:09:50.120 --> 00:09:51.240]  哈哈
[00:09:51.240 --> 00:09:52.520]  工廠倒閉價那些
[00:09:52.520 --> 00:09:53.760]  我跟我老婆就去倒
[00:09:53.760 --> 00:09:54.880]  倒對vibrant底
[00:09:54.880 --> 00:09:55.600]  便宜一點
[00:09:55.600 --> 00:09:57.000]  去到聖地
[00:09:57.000 --> 00:09:58.840]  有些同學不乖
[00:09:58.840 --> 00:10:00.160]  不聽話
[00:10:00.160 --> 00:10:01.400]  穿跑鞋
[00:10:01.400 --> 00:10:02.320]  穿這些鞋
[00:10:02.320 --> 00:10:04.040]  平時出街的漂亮鞋
[00:10:04.040 --> 00:10:05.360]  去到發生什麼事啊?
[00:10:05.880 --> 00:10:07.720]  原來真的會脫底的
[00:10:07.720 --> 00:10:08.640]  哈哈
[00:10:08.640 --> 00:10:10.160]  然後更好笑的就是
