
[00:00:00.000 --> 00:00:05.240]  好,五安弟兄姊妹,多謝敬拜隊
[00:00:05.240 --> 00:00:11.280]  在剛才的敬拜裡面,我想起一個最近看到的片段
[00:00:11.280 --> 00:00:15.640]  我最近看到一個小朋友,在街上
[00:00:15.640 --> 00:00:18.200]  看到小朋友向媽媽投訴
[00:00:18.200 --> 00:00:23.240]  投訴他有一個小朋友,小時候的小朋友
[00:00:23.240 --> 00:00:26.160]  他說,那個人想搶走我的食物
[00:00:26.160 --> 00:00:30.200]  他搶走我的食物,然後他罵我
[00:00:30.200 --> 00:00:32.200]  「我告訴我副校長」
[00:00:32.200 --> 00:00:35.560]  然後他媽媽就說,你副校長那麼有空理你嗎?
[00:00:35.560 --> 00:00:36.800]  為什麼我剛才想起呢?
[00:00:36.800 --> 00:00:40.600]  我猜剛才他回到上帝的拯救和上帝的愛裡面
[00:00:40.600 --> 00:00:44.440]  我也在想,自己其實是很渺小的一個
[00:00:44.440 --> 00:00:47.040]  但是上帝的拯救竟然都臨到我
[00:00:47.040 --> 00:00:48.640]  我覺得是很感動的事
[00:00:48.640 --> 00:00:52.400]  所以多謝敬拜隊帶我們一起回到神的面前
[00:00:52.400 --> 00:00:55.440]  好,進入今天的講道
[00:00:55.440 --> 00:00:59.040]  講到我給他的題目叫「斷纜的原因」
[00:00:59.040 --> 00:01:01.840]  大家是不是覺得我最近的PowerPoint精美很多?
[00:01:01.840 --> 00:01:03.640]  是呀,因為AI
[00:01:03.640 --> 00:01:06.160]  但也有很多我自己的能力在這裡
[00:01:06.160 --> 00:01:07.840]  不過我也很努力的
[00:01:07.840 --> 00:01:11.840]  我講到題目叫「斷纜的原因」
[00:01:11.840 --> 00:01:14.640]  是什麼來的呢?我慢慢跟大家說
[00:01:14.640 --> 00:01:16.240]  我想先問大家一個問題
[00:01:16.240 --> 00:01:17.840]  你自己回答,你不用回答出來
[00:01:17.840 --> 00:01:21.520]  我想問一下,你覺得接收容易些
[00:01:21.520 --> 00:01:23.520]  還是給出去容易些呢?
[00:01:24.720 --> 00:01:25.720]  再問多一次
[00:01:25.720 --> 00:01:27.720]  你覺得收藏東西容易些
[00:01:27.720 --> 00:01:30.320]  還是傳出去容易些呢?
[00:01:30.320 --> 00:01:32.720]  可能你會想如果玩音樂球
[00:01:32.720 --> 00:01:34.920]  傳出去容易些,啪啪啪啪
[00:01:34.920 --> 00:01:37.120]  不過今天我想跟你說什麼呢?
[00:01:37.120 --> 00:01:39.120]  又多說一個故事
[00:01:39.120 --> 00:01:41.120]  這個故事是這樣的
[00:01:41.120 --> 00:01:43.520]  從前有一條農村裡面
[00:01:43.520 --> 00:01:48.520]  農村裡面的房子擺法很有趣
[00:01:48.520 --> 00:01:51.520]  二十間房子就圍成一個圈
[00:01:51.520 --> 00:01:54.920]  像一家一戶圍成一個大圈
[00:01:54.920 --> 00:01:59.320]  這條村裡面有一年遇上一個麻煩事
[00:01:59.320 --> 00:02:02.920]  就是農村來的,但那一年天氣很惡劣
[00:02:02.920 --> 00:02:06.320]  於是整條村的農作物都失收
[00:02:06.320 --> 00:02:07.920]  出現饑荒
[00:02:07.920 --> 00:02:11.520]  不過原來當中有一戶是一個富翁
[00:02:11.520 --> 00:02:13.320]  他是一個善良的富翁
[00:02:13.320 --> 00:02:16.520]  他收起來的糧食是足夠的
[00:02:16.520 --> 00:02:19.320]  於是他就決定做一件善事
[00:02:19.320 --> 00:02:24.120]  就是他決定每天都派食物去幫助全村的人
[00:02:24.120 --> 00:02:27.320]  於是他就數好人數
[00:02:27.320 --> 00:02:29.920]  將足夠的食物放在箱子裡面
[00:02:29.920 --> 00:02:33.520]  然後把箱子放在鄰居裡面
[00:02:33.520 --> 00:02:36.320]  然後箱子裡面寫了一張字條
[00:02:36.320 --> 00:02:37.520]  那裡就寫著
[00:02:37.520 --> 00:02:41.120]  他說這個盒子每天都會有足夠的食物給你
[00:02:41.120 --> 00:02:42.720]  請你拿你那份
[00:02:42.720 --> 00:02:45.520]  然後你就傳給你右手邊的鄰居
[00:02:45.520 --> 00:02:47.520]  嘩!
[00:02:47.520 --> 00:02:49.520]  是不是很厲害?
[00:02:49.520 --> 00:02:54.320]  嘩!
[00:02:54.320 --> 00:02:56.320]  他會繼續轉的,不過你聽我說話
[00:02:56.320 --> 00:02:57.320]  聽我說話,不要看他
[00:02:57.320 --> 00:02:59.320]  聽我說話
[00:02:59.320 --> 00:03:02.920]  這個故事就是傳傳傳傳過去
[00:03:02.920 --> 00:03:06.920]  而當這個盒子回到富翁的家的時候
[00:03:06.920 --> 00:03:09.520]  他就會補回裡面的食物
[00:03:09.520 --> 00:03:11.920]  然後下一天又再這樣傳
[00:03:11.920 --> 00:03:13.520]  於是怎樣?
[00:03:13.520 --> 00:03:17.720]  第一天大家收到食物的時候就不再需要捱餓
[00:03:17.720 --> 00:03:20.920]  然後第二天再次看到食物在門口
[00:03:20.920 --> 00:03:23.320]  他只要傳出去的時候就有了
[00:03:23.320 --> 00:03:25.920]  大家就很開心,很感動
[00:03:25.920 --> 00:03:27.920]  第三天都有了
[00:03:27.920 --> 00:03:29.720]  大家就很安心
[00:03:29.720 --> 00:03:32.120]  不過到第四天的時候
[00:03:32.120 --> 00:03:35.920]  富翁等不到那個盒子回來
[00:03:35.920 --> 00:03:38.920]  一個原本可以不停運轉的循環
[00:03:38.920 --> 00:03:42.320]  一個圓圈就這樣斷了纜
[00:03:42.320 --> 00:03:43.920]  你猜猜為什麼?
[00:03:43.920 --> 00:03:47.120]  為什麼轉著轉著就沒有了?
[00:03:47.120 --> 00:03:50.520]  不是有人傳傳傳錯了方向
[00:03:50.520 --> 00:03:52.920]  也不是食物放在門口
[00:03:52.920 --> 00:03:54.720]  然後被外面的人偷了
[00:03:54.720 --> 00:03:57.520]  或者有動物偷吃了
[00:03:57.520 --> 00:03:59.120]  我想我們也猜到吧
[00:03:59.120 --> 00:04:02.920]  而是中間有一戶看到那個盒子的時候
[00:04:02.920 --> 00:04:05.120]  嘩!今天又出現這麼多食物
[00:04:05.120 --> 00:04:07.520]  他心裡面有些念頭出現了
[00:04:07.520 --> 00:04:12.120]  他想,我不傳過去也沒有人知道是我不傳的
[00:04:12.120 --> 00:04:13.720]  然後他可能又想
[00:04:13.720 --> 00:04:15.920]  旁邊那個人吃得肥肥白白
[00:04:15.920 --> 00:04:18.720]  他應該可能不需要這些東西
[00:04:18.720 --> 00:04:19.920]  不如這樣吧
[00:04:19.920 --> 00:04:22.920]  我幫大家保管著這些東西就可以了
[00:04:22.920 --> 00:04:26.720]  於是他就將所有的食物收起來沒有傳出去
[00:04:26.720 --> 00:04:29.120]  就這樣本來一個可以
[00:04:29.120 --> 00:04:32.720]  大家都可以得到祝福的美好畫面就沒有了
[00:04:32.720 --> 00:04:33.920]  不能夠實現了
[00:04:33.920 --> 00:04:36.320]  當中只不過是有一個人
[00:04:36.320 --> 00:04:38.720]  他只是進不出的時候
[00:04:38.720 --> 00:04:41.320]  他一個充滿了祝福的計劃
[00:04:41.320 --> 00:04:43.120]  就全面崩潰
[00:04:43.120 --> 00:04:45.520]  你覺得可惜嗎?
[00:04:45.520 --> 00:04:47.320]  我今天為什麼說這個故事呢?
