
[00:00:00.000 --> 00:00:02.480]  今天揀選了一段經文
[00:00:02.480 --> 00:00:07.160]  記載在《馬福音》十一章十二到二十六節
[00:00:07.160 --> 00:00:09.920]  被人稱為「潔淨聖殿」
[00:00:09.920 --> 00:00:14.440]  相信大家過去都可能曾經聽過
[00:00:14.440 --> 00:00:16.000]  亦不會陌生
[00:00:16.000 --> 00:00:20.680]  因為聖經記載耶穌的經文實在不多
[00:00:20.680 --> 00:00:25.440]  這段經文很多時候都會被我們當中的焦點
[00:00:25.440 --> 00:00:27.680]  落在耶穌的法路裏
[00:00:27.680 --> 00:00:31.960]  究竟耶穌潔淨聖殿有什麼原因呢?
[00:00:31.960 --> 00:00:35.120]  對我們來說今天有什麼提醒呢?
[00:00:35.120 --> 00:00:39.680]  首先我想和大家一起讀出這段經文
[00:00:39.680 --> 00:00:44.080]  記載在《馬福音》十一章十二到二十六節
[00:00:44.080 --> 00:00:46.080]  我們慢慢一起讀
[00:00:46.080 --> 00:00:50.200]  第二天他們從伯達利出來
[00:00:50.200 --> 00:00:51.800]  耶穌訛了
[00:00:51.800 --> 00:00:55.640]  他遠遠地看見一棵無花果樹
[00:00:55.640 --> 00:00:57.480]  樹上有葉子
[00:00:57.480 --> 00:00:58.840]  就過去
[00:00:58.840 --> 00:01:02.920]  看是不是在樹上可以找到什麼
[00:01:02.920 --> 00:01:04.600]  他到了樹下
[00:01:04.600 --> 00:01:06.520]  竟找不到什麼
[00:01:06.520 --> 00:01:07.960]  只有葉子
[00:01:07.960 --> 00:01:11.360]  因為不是無花果的季節
[00:01:11.360 --> 00:01:13.800]  耶穌就對樹說
[00:01:13.800 --> 00:01:15.400]  從今以後
[00:01:15.400 --> 00:01:18.200]  永沒有人吃你的果子
[00:01:18.200 --> 00:01:20.920]  他的門徒都聽見了
[00:01:20.920 --> 00:01:23.560]  他們來到耶路撒冷
[00:01:23.560 --> 00:01:25.560]  耶穌一進聖殿
[00:01:25.560 --> 00:01:29.360]  就說出在聖殿裏做買賣的人
[00:01:29.360 --> 00:01:33.000]  推倒兌換銀錢之人的桌子
[00:01:33.000 --> 00:01:35.720]  和賣甲子之人的凳子
[00:01:35.720 --> 00:01:40.640]  也不許人拿著器具從聖殿裏經過
[00:01:40.640 --> 00:01:43.240]  他教導他們說
[00:01:43.240 --> 00:01:45.360]  經上不是記著
[00:01:45.360 --> 00:01:49.360]  我的殿要稱為萬國禱告的殿嗎?
[00:01:49.360 --> 00:01:52.760]  你們使它成為賊窩了
[00:01:52.760 --> 00:01:56.200]  祭司長王文士聽見者說
[00:01:56.200 --> 00:01:59.440]  就想發旨要除掉耶穌
[00:01:59.440 --> 00:02:01.080]  又怕他
[00:02:01.080 --> 00:02:05.560]  因為眾人都對他的教導感到驚奇
[00:02:05.560 --> 00:02:09.840]  每天晚上他們都到城外去
[00:02:09.840 --> 00:02:13.480]  早晨他們從那裏經過
[00:02:13.480 --> 00:02:17.560]  看見無花果樹連根都枯乾了
[00:02:17.560 --> 00:02:20.480]  彼得就想起耶穌的話來
[00:02:20.480 --> 00:02:22.000]  就對他說
[00:02:22.000 --> 00:02:24.000]  拉比、李漢
[00:02:24.000 --> 00:02:28.240]  你所就坐的無花果樹已經枯乾了
[00:02:28.240 --> 00:02:29.720]  耶穌回答
[00:02:29.720 --> 00:02:32.720]  你們對上帝要有信心
[00:02:32.720 --> 00:02:35.000]  我實在告訴你們
[00:02:35.000 --> 00:02:37.880]  無論何人對這座山樹
[00:02:37.880 --> 00:02:39.400]  離開此地
[00:02:39.400 --> 00:02:40.920]  投在海裏
[00:02:40.920 --> 00:02:43.400]  我心裏若不疑惑
[00:02:43.400 --> 00:02:45.880]  只信所說的必成
[00:02:45.880 --> 00:02:47.880]  就對他實現
[00:02:47.880 --> 00:02:51.080]  所以我告訴你們
[00:02:51.080 --> 00:02:53.840]  凡你們祈禱祈求的
[00:02:53.840 --> 00:02:55.560]  無論是甚麼
[00:02:55.560 --> 00:02:58.600]  只要信你們已經得著了
[00:02:58.600 --> 00:03:00.720]  就為你們實現
[00:03:00.720 --> 00:03:03.440]  你們站著禱告的時候
[00:03:03.440 --> 00:03:06.240]  若想起有人得罪你們
[00:03:06.240 --> 00:03:08.240]  就該饒恕他
[00:03:08.240 --> 00:03:11.080]  好讓你們在天上的父
[00:03:11.080 --> 00:03:13.560]  也饒恕你們的過法」
[00:03:13.560 --> 00:03:16.120]  剛才大家所讀的經文
[00:03:16.120 --> 00:03:18.120]  可能你都會發現
[00:03:18.120 --> 00:03:20.800]  耶穌潔淨聖殿的經文
[00:03:20.800 --> 00:03:23.040]  是放在無花果樹
[00:03:23.040 --> 00:03:25.600]  被奏坐經文的中間
[00:03:25.600 --> 00:03:29.520]  這個結構我們稱為三文治結構
[00:03:29.520 --> 00:03:32.560]  中間的部分也是最重要的信息
[00:03:32.560 --> 00:03:35.840]  而耶穌潔淨聖殿的經文
[00:03:35.840 --> 00:03:37.040]  就在這個位置
[00:03:37.040 --> 00:03:38.360]  中間的位置
[00:03:38.360 --> 00:03:41.040]  究竟馬可為何會這樣寫呢?
[00:03:41.040 --> 00:03:42.560]  有甚麼目的呢?
[00:03:42.560 --> 00:03:45.720]  首先讓我們先看看第一部分的經文
[00:03:45.720 --> 00:03:48.200]  第十二到第十四節
[00:03:48.200 --> 00:03:50.440]  在十二節的經文開始的時候
[00:03:50.440 --> 00:03:54.400]  聖經提到耶穌離開了伯特利的時候
[00:03:54.400 --> 00:03:55.880]  耶穌餓了
[00:03:55.880 --> 00:03:59.320]  遠遠看見一棵無花果樹
[00:03:59.320 --> 00:04:01.320]  就走過去
[00:04:01.320 --> 00:04:03.480]  卻找不到果子
[00:04:03.480 --> 00:04:05.720]  結果耶穌對這棵樹說
[00:04:05.720 --> 00:04:09.040]  「從今以後沒有人吃你的果子了」
[00:04:09.040 --> 00:04:10.080]  親愛的姐妹
[00:04:10.080 --> 00:04:13.360]  不知道大家看見這裡的時候
[00:04:13.360 --> 00:04:16.160]  心裡會不會也有些疑問
[00:04:16.160 --> 00:04:18.680]  耶穌應該是很脾氣的
[00:04:18.680 --> 00:04:20.600]  為何耶穌會這樣呢?
[00:04:20.600 --> 00:04:22.920]  跟我們過往對耶穌的認識
[00:04:22.920 --> 00:04:25.320]  卻是很不同的
[00:04:25.320 --> 00:04:27.400]  經文明明說
[00:04:27.400 --> 00:04:30.920]  這不是收無花果的季節
[00:04:30.920 --> 00:04:32.440]  耶穌是不是太餓了
[00:04:32.440 --> 00:04:35.400]  真的找不到無花果吃的時候
[00:04:35.400 --> 00:04:36.720]  就發脾氣
[00:04:36.720 --> 00:04:39.840]  要走過這棵無花果樹呢?
[00:04:39.840 --> 00:04:42.440]  我們要去明白這段經文
[00:04:42.440 --> 00:04:44.120]  首先我們也需要明白
[00:04:44.120 --> 00:04:46.000]  當時一些的背景
[00:04:46.000 --> 00:04:48.360]  以及當時發生的時間
[00:04:48.360 --> 00:04:51.400]  其實當時耶穌快到耶路撒冷
[00:04:51.400 --> 00:04:56.000]  剛好是猶太人的如月節前一個星期
[00:04:56.000 --> 00:04:59.600]  大約是一般三月底到四月初
[00:04:59.600 --> 00:05:02.160]  是一個春分的時候
[00:05:02.160 --> 00:05:03.640]  這個時候無花果樹
[00:05:03.640 --> 00:05:06.560]  是會長出很多綠色的葉子
[00:05:06.560 --> 00:05:09.120]  沒有成熟的無花果
[00:05:09.120 --> 00:05:13.280]  要等到六月才是收無花果的季節
[00:05:13.280 --> 00:05:14.320]  所以聖經說
[00:05:14.320 --> 00:05:18.200]  「因為這不是收無花果樹的時候」
[00:05:18.200 --> 00:05:21.040]  這句話可以這樣理解
[00:05:21.040 --> 00:05:26.880]  這個時候雖然不是收成熟的無花果的季節
[00:05:26.880 --> 00:05:30.560]  但並非完全沒有無花果
[00:05:30.560 --> 00:05:32.880]  根據我們一些聖經的資料
[00:05:32.880 --> 00:05:34.600]  讓我們知道
[00:05:34.600 --> 00:05:36.440]  其實在三、四月
[00:05:36.440 --> 00:05:40.600]  無花果樹會長出一些未成熟的無花果
[00:05:40.600 --> 00:05:42.840]  一些類似花冧的東西
[00:05:42.840 --> 00:05:47.120]  當地人會採摘這些花冧來吃
[00:05:47.120 --> 00:05:48.800]  要成熟的話
[00:05:48.800 --> 00:05:51.240]  就要等到六月到十一月
[00:05:51.240 --> 00:05:54.080]  這段才是收無花果樹的季節
[00:05:54.080 --> 00:05:56.160]  所以在第十二節裡面
[00:05:56.160 --> 00:06:01.320]  耶穌遠遠看見這棵無花果樹的葉子很茂盛
[00:06:01.320 --> 00:06:03.560]  但當走近看的時候
[00:06:03.560 --> 00:06:08.240]  發覺連這些可以吃的很小的花冧都找不到
[00:06:08.240 --> 00:06:11.160]  所以耶穌對這棵無花果樹說
[00:06:11.160 --> 00:06:15.200]  「從今以後沒有人吃你的果子了」
[00:06:15.200 --> 00:06:19.640]  經文沒有詳細交代這群門徒有什麼反應
[00:06:19.640 --> 00:06:23.000]  只是輕輕交代門徒聽見了
[00:06:23.000 --> 00:06:28.040]  究竟耶穌就坐這棵無花果樹有什麼目的呢?
[00:06:28.040 --> 00:06:30.040]  無花果樹被就坐
[00:06:30.040 --> 00:06:34.280]  也跟聖殿被潔淨又有什麼關係呢?
[00:06:34.280 --> 00:06:37.240]  我們繼續看第十五到二十一節
[00:06:37.240 --> 00:06:40.560]  說到耶穌會進入這個聖殿
[00:06:40.560 --> 00:06:45.000]  其實耶穌前一晚已經進入了聖殿裡面
[00:06:45.000 --> 00:06:47.960]  環顧四周看過一切
[00:06:47.960 --> 00:06:49.600]  祂就離開了
[00:06:49.600 --> 00:06:52.880]  聖殿對於猶太人來說
[00:06:52.880 --> 00:06:55.000]  是一個宗教的中心
[00:06:55.000 --> 00:07:00.000]  是他們敬拜獨一的真神的一個地方
[00:07:00.000 --> 00:07:03.880]  整個聖殿也都代表神的同在
[00:07:03.880 --> 00:07:05.640]  神的保護
[00:07:05.640 --> 00:07:07.480]  在耶穌的時代
[00:07:07.480 --> 00:07:11.400]  聖殿是所羅伯伯在當中重建
[00:07:11.400 --> 00:07:14.600]  後來希律王為了討好猶太人
[00:07:14.600 --> 00:07:17.280]  表明自己也是猶太人的王
[00:07:17.280 --> 00:07:19.600]  去加建這個聖殿
[00:07:19.600 --> 00:07:22.240]  所以當時的聖殿都很宏偉
[00:07:22.240 --> 00:07:25.800]  在圖中我們看到聖殿最外圍
[00:07:25.800 --> 00:07:27.840]  其實是外邦人院
[00:07:27.840 --> 00:07:30.600]  任何人都可以進入
[00:07:30.600 --> 00:07:34.320]  要進入內院的時候
[00:07:34.320 --> 00:07:36.040]  旁邊會有一道門
[00:07:36.040 --> 00:07:39.920]  這道門旁邊有一個石牌寫上
[00:07:39.920 --> 00:07:42.360]  「外邦人到此為止」
[00:07:42.360 --> 00:07:46.280]  即是外邦人不可以再進入內院
[00:07:46.280 --> 00:07:51.080]  如果有外邦人更加進入內院的話
[00:07:51.080 --> 00:07:52.960]  會被石頭打死
[00:07:52.960 --> 00:07:56.000]  所以外邦人院之後
[00:07:56.000 --> 00:07:57.680]  會再有婦女院
[00:07:57.680 --> 00:07:58.880]  有以色列人院
[00:07:58.880 --> 00:08:00.600]  還有祭司院
[00:08:00.600 --> 00:08:02.760]  當時快到如意節的時候
[00:08:02.760 --> 00:08:05.720]  其實很多來自五湖四海的人
[00:08:05.720 --> 00:08:08.040]  都來到當中去敬拜
[00:08:08.040 --> 00:08:12.480]  並且很多人在外邦人院裡出出入入
[00:08:12.480 --> 00:08:14.800]  主耶穌在外邦人院裡
[00:08:14.800 --> 00:08:18.400]  做了三件不尋常的事情
[00:08:18.400 --> 00:08:20.320]  正如剛才所讀的經文
[00:08:20.320 --> 00:08:21.600]  記載有三件
[00:08:21.600 --> 00:08:24.960]  第一就是祂將買賣的人趕走
[00:08:24.960 --> 00:08:28.600]  推翻了銀錢兌換的人的桌子
[00:08:28.600 --> 00:08:31.080]  和販賣甲子的人
[00:08:31.080 --> 00:08:35.400]  第三方面就是不讓任何人帶著器具
[00:08:35.400 --> 00:08:38.000]  穿梭聖殿
[00:08:38.000 --> 00:08:39.960]  可能大家都會覺得奇怪
[00:08:39.960 --> 00:08:43.480]  為什麼聖殿裡有找換店呢?
[00:08:43.480 --> 00:08:47.080]  還有會販賣甲子的人
[00:08:47.080 --> 00:08:49.280]  在當中有攤檔
[00:08:49.280 --> 00:08:51.200]  其實這兩個攤檔
[00:08:51.200 --> 00:08:53.840]  設立都是有實際的需要
[00:08:53.840 --> 00:08:56.280]  試想想如果外邦
[00:08:56.280 --> 00:08:58.520]  外地來的朝聖者
[00:08:58.520 --> 00:09:00.120]  他要在加利利
[00:09:00.120 --> 00:09:02.240]  甚至可能更遠的地方
[00:09:02.240 --> 00:09:05.960]  來到耶路撒冷去作一個朝聖的話
[00:09:05.960 --> 00:09:08.680]  起碼他可能要走幾天的路程
