
[00:00:00.000 --> 00:00:04.000]  我們講道之前,我們一起去同心討告
[00:00:04.000 --> 00:00:08.000]  慈悲仁愛天父,我們感謝你
[00:00:08.000 --> 00:00:11.000]  讓我們可以回來教會一同去敬拜你
[00:00:11.000 --> 00:00:15.000]  求主你打開我們的心,聆聽神的話語
[00:00:15.000 --> 00:00:18.000]  給神的話語提醒,幫助
[00:00:18.000 --> 00:00:22.000]  讓我們能夠真實地活出主道
[00:00:22.000 --> 00:00:25.000]  奉主耶穌基督之名祈求,阿們
[00:00:28.000 --> 00:00:33.000]  不知道大家前陣子有沒有收看某電視台
[00:00:33.000 --> 00:00:36.000]  舉辦的一個歌唱比賽節目
[00:00:36.000 --> 00:00:41.000]  中年很開心那個
[00:00:41.000 --> 00:00:46.000]  記不記得當晚有一個冠軍
[00:00:46.000 --> 00:00:49.000]  有沒有看過?有的
[00:00:49.000 --> 00:00:52.000]  我不是那個姓的,他姓黃的
[00:00:52.000 --> 00:00:56.000]  那晚的冠軍是一位女士
[00:00:56.000 --> 00:00:59.000]  雖然她的外表很平凡
[00:00:59.000 --> 00:01:05.000]  但她擁有一把,被形容為天籟之音
[00:01:05.000 --> 00:01:08.000]  一開聲就能夠感動人心
[00:01:08.000 --> 00:01:14.000]  話說當年前她曾經參加過一個綜藝節目
[00:01:14.000 --> 00:01:20.000]  就被當年的評審說她唱得不錯
[00:01:20.000 --> 00:01:22.000]  可以馬上出碟
[00:01:22.000 --> 00:01:27.000]  但她的外形和造型就不合乎要求
[00:01:27.000 --> 00:01:30.000]  最後就把她篩選走了
[00:01:30.000 --> 00:01:32.000]  之後她也很受打擊
[00:01:32.000 --> 00:01:36.000]  甚至決定放棄以後都不再唱歌
[00:01:36.000 --> 00:01:37.000]  可以這麼說
[00:01:37.000 --> 00:01:41.000]  在娛樂圈生存,或者在樂壇生存
[00:01:41.000 --> 00:01:45.000]  以貌取人似乎也成為了一個潛規則
[00:01:45.000 --> 00:01:50.000]  但是在香港這個講求卓越效率的城市
[00:01:50.000 --> 00:01:54.000]  其實以貌取人的情況陌生嗎?
[00:01:54.000 --> 00:01:55.000]  一點也不陌生
[00:01:55.000 --> 00:02:00.000]  譬如你去郊遊也好,去求職升學
[00:02:00.000 --> 00:02:02.000]  甚至你去宅偶
[00:02:02.000 --> 00:02:06.000]  我想問有沒有人試過以貌取人?
[00:02:06.000 --> 00:02:09.000]  不舉手,即是全部都是
[00:02:09.000 --> 00:02:14.000]  或者有沒有試過避人以貌取人?
[00:02:14.000 --> 00:02:16.000]  也有的
[00:02:16.000 --> 00:02:20.000]  可以這麼說,無論什麼時候我們見到什麼人
[00:02:20.000 --> 00:02:26.000]  其實都會無意識地對人作出評價
[00:02:26.000 --> 00:02:29.000]  在教會這種文化普不普遍?
[00:02:29.000 --> 00:02:31.000]  相信也是很普遍的
[00:02:31.000 --> 00:02:35.000]  可能我們做了,犯了,也不知道
[00:02:35.000 --> 00:02:38.000]  就像當日雅各的教會一樣
[00:02:38.000 --> 00:02:40.000]  同樣面對這個問題
[00:02:40.000 --> 00:02:45.000]  究竟我們用什麼價值觀去對人作出判斷呢?
[00:02:45.000 --> 00:02:49.000]  而這些價值觀是不是有合乎神的心意呢?
[00:02:49.000 --> 00:02:56.000]  而錯誤的價值觀會令我們以貌取人地錯待別人
[00:02:56.000 --> 00:03:02.000]  我們繼續講教會崇拜雅各書的講道系列
[00:03:02.000 --> 00:03:07.000]  《宣講經文》今天講雅各書二章一至十三節
[00:03:07.000 --> 00:03:13.000]  第一章,雅各書第一章可以說是整本書的基礎
[00:03:13.000 --> 00:03:17.000]  讓我重溫一下內容
[00:03:17.000 --> 00:03:28.000]  有很多主題,有信心、智慧、忍耐、考驗、思慾、思念、聽道、行道
[00:03:28.000 --> 00:03:29.000]  很多的
[00:03:29.000 --> 00:03:33.000]  第一章所講的這些不同類型的主題
[00:03:33.000 --> 00:03:41.000]  都是想講到上帝就是那位一切美好美善的賜予者和源頭
[00:03:41.000 --> 00:03:47.000]  帶出信徒如何用屬靈的眼光去看待這個世界
[00:03:47.000 --> 00:03:50.000]  以及如何代人接物
[00:03:50.000 --> 00:03:53.000]  今天這一章,二章一至十三節
[00:03:53.000 --> 00:03:56.000]  就是延續上文的討論
[00:03:56.000 --> 00:04:01.000]  就是針對人如何看待財富和施捨的問題
[00:04:01.000 --> 00:04:04.000]  他強調我們不可以以貌取人
[00:04:04.000 --> 00:04:07.000]  不可以縱容偏袒這種行為
[00:04:07.000 --> 00:04:10.000]  因為這種行為都是妖不得的
[00:04:10.000 --> 00:04:15.000]  就帶出了愛人如己和憐憫人的教導
[00:04:15.000 --> 00:04:16.000]  可以這樣說
[00:04:16.000 --> 00:04:20.000]  我們整個人生都是被人包圍著
[00:04:20.000 --> 00:04:23.000]  我們都會和很多人相處
[00:04:23.000 --> 00:04:26.000]  作為一個信徒、一個屬靈的群體
[00:04:26.000 --> 00:04:30.000]  我們究竟如何對待我們身邊的人呢?
[00:04:30.000 --> 00:04:33.000]  我們有沒有以貌取人的樣子
[00:04:33.000 --> 00:04:35.000]  以貌待人呢?
[00:04:35.000 --> 00:04:39.000]  我們又如何避免自己陷入這個境況呢?
[00:04:39.000 --> 00:04:44.000]  我邀請弟兄姊妹一起去誦讀一至四節
[00:04:45.000 --> 00:04:47.000]  我的弟兄們
[00:04:47.000 --> 00:04:51.000]  你們信奉我們永耀的主耶穌基督
[00:04:51.000 --> 00:04:54.000]  就不可按著外貌待人
[00:04:54.000 --> 00:04:58.000]  若有一個人戴著金戒指
[00:04:58.000 --> 00:05:02.000]  穿著華麗的衣服進入你們的會堂
[00:05:02.000 --> 00:05:08.000]  又有一個窮人穿著骯髒的衣服也進去
[00:05:08.000 --> 00:05:12.000]  而你們只看中那穿華麗衣服的人
[00:05:12.000 --> 00:05:15.000]  說請坐在這裡
[00:05:15.000 --> 00:05:17.000]  又對那窮人說
[00:05:17.000 --> 00:05:19.000]  你站在哪裡
[00:05:19.000 --> 00:05:22.000]  或坐在我腳墩旁
[00:05:22.000 --> 00:05:25.000]  這豈不是你們偏心待人
[00:05:25.000 --> 00:05:28.000]  用惡意判斷人嗎?
[00:05:28.000 --> 00:05:31.000]  第一點我們要知道的是
[00:05:31.000 --> 00:05:35.000]  偏待人等於惡意判斷人
[00:05:35.000 --> 00:05:39.000]  雅各又用慣用的一種親切的稱呼
[00:05:39.000 --> 00:05:42.000]  我的弟兄們
[00:05:42.000 --> 00:05:44.000]  作為一個新的開始
[00:05:44.000 --> 00:05:47.000]  他強調既然我們宣稱自己
[00:05:47.000 --> 00:05:50.000]  相信那位永耀的主耶穌基督
[00:05:50.000 --> 00:05:52.000]  我們都是基督徒
[00:05:52.000 --> 00:05:55.000]  我們就要效法主的榜樣
[00:05:55.000 --> 00:05:58.000]  我們不可以按著外貌去待人
[00:05:58.000 --> 00:06:01.000]  這是一個很清晰的命令
[00:06:01.000 --> 00:06:07.000]  按外貌待人這個字原文是有兩部分組成
[00:06:07.000 --> 00:06:09.000]  第一部分是面孔
[00:06:09.000 --> 00:06:11.000]  另一部分是接收
[00:06:11.000 --> 00:06:13.000]  兩個字組成
[00:06:13.000 --> 00:06:16.000]  就是有偏袒偏愛的意思
[00:06:16.000 --> 00:06:20.000]  特別是指會根據某個人的外表
[00:06:20.000 --> 00:06:25.000]  外貌、衣著來對待對方
[00:06:25.000 --> 00:06:29.000]  雅各為了具體地說明
[00:06:29.000 --> 00:06:32.000]  以貌待人這個問題
[00:06:32.000 --> 00:06:35.000]  所以他就用了一個例子
[00:06:35.000 --> 00:06:38.000]  在二至四節裡說了
