
[00:00:00.000 --> 00:00:09.000]  不知道大家有否聽過FOMO這個字
[00:00:09.000 --> 00:00:13.000]  害怕被遺忘
[00:00:13.000 --> 00:00:17.000]  在手指畫不到盡頭的時代
[00:00:17.000 --> 00:00:20.000]  即是拿著手機玩的時候
[00:00:20.000 --> 00:00:25.000]  很多人都覺得我們這個世代都幻想了這個害怕被遺忘
[00:00:25.000 --> 00:00:30.000]  很害怕是不是有些東西漏了我呢?
[00:00:30.000 --> 00:00:36.000]  或者睡醒的時候會不會突然有人被提及沒有了我份呢?
[00:00:36.000 --> 00:00:38.000]  很多的想法
[00:00:38.000 --> 00:00:42.000]  有一位朋友
[00:00:42.000 --> 00:00:45.000]  大家認不認識他?
[00:00:45.000 --> 00:00:47.000]  某一年的影帝
[00:00:47.000 --> 00:00:52.000]  Murphy跟別人聊天的時候其實他很開心
[00:00:52.000 --> 00:00:56.000]  被人忘記了?那不就好了
[00:00:56.000 --> 00:00:59.000]  很開心很輕鬆
[00:00:59.000 --> 00:01:03.000]  因為他反而覺得不需要這麼多的壓力
[00:01:03.000 --> 00:01:06.000]  當你一害怕這樣又害怕那樣的時候
[00:01:06.000 --> 00:01:08.000]  那個人是沒有一種的安寧
[00:01:08.000 --> 00:01:13.000]  究竟我的心我的命應該放在哪裏呢?
[00:01:13.000 --> 00:01:17.000]  讓我們一起低頭一起禱告
[00:01:17.000 --> 00:01:23.000]  耶穌我們多謝祢
[00:01:23.000 --> 00:01:28.000]  祢是各位創始成中的獨一真神
[00:01:28.000 --> 00:01:33.000]  祢為恩愛來到這個世間
[00:01:33.000 --> 00:01:37.000]  祢透過不同的人跟我們講見證講福音
[00:01:37.000 --> 00:01:39.000]  令我們去認識祢
[00:01:39.000 --> 00:01:43.000]  也在人生路上有很多的經歷很多的高低起跌
[00:01:43.000 --> 00:01:48.000]  祢都一一帶領我們去經過
[00:01:48.000 --> 00:01:50.000]  今晚我們都繼續來到祢面前
[00:01:50.000 --> 00:01:53.000]  透過七教會的書信
[00:01:53.000 --> 00:01:55.000]  祢親自向我們講說話
[00:01:55.000 --> 00:02:00.000]  讓我們講的聽的都被祢的道去建立
[00:02:00.000 --> 00:02:02.000]  聽我們同心禱告
[00:02:02.000 --> 00:02:03.000]  奉主明求
[00:02:03.000 --> 00:02:04.000]  阿門
[00:02:05.000 --> 00:02:10.000]  今晚的講題就是你想名字留在哪裏
[00:02:10.000 --> 00:02:12.000]  有沒有想過這個問題?
[00:02:12.000 --> 00:02:15.000]  你想名字留在哪裏?
[00:02:15.000 --> 00:02:19.000]  有很多人的人生的意義就是在做這件事
[00:02:19.000 --> 00:02:22.000]  可能要有些空間有些時間
[00:02:22.000 --> 00:02:24.000]  待會我們看看
[00:02:24.000 --> 00:02:29.000]  因為今晚在我自己的晚堂講壇的系列裏
[00:02:29.000 --> 00:02:30.000]  我會講七教會
[00:02:30.000 --> 00:02:31.000]  講了很久了
[00:02:31.000 --> 00:02:32.000]  講了第二年
[00:02:32.000 --> 00:02:34.000]  終於講了第五間教會
[00:02:34.000 --> 00:02:36.000]  就是撒迪教會
[00:02:36.000 --> 00:02:40.000]  他們的名字想留在哪裏?
[00:02:40.000 --> 00:02:41.000]  待會告訴大家
[00:02:41.000 --> 00:02:43.000]  不知道你們有沒有共鳴
[00:02:43.000 --> 00:02:44.000]  有沒有同感
[00:02:44.000 --> 00:02:46.000]  但最後想帶出的是
[00:02:46.000 --> 00:02:49.000]  基督想我們的名字留在哪裏?
[00:02:49.000 --> 00:02:52.000]  我們看到經文一起讀
[00:02:52.000 --> 00:02:55.000]  經文是啟示錄三章
[00:02:55.000 --> 00:02:57.000]  首先讀一到二節
[00:02:57.000 --> 00:02:58.000]  一二起
[00:02:58.000 --> 00:03:06.000]  「你要寫信給撒迪教會的使者說:哪有神的七靈和七火星的?
[00:03:06.000 --> 00:03:09.000]  這樣說:我知道你的行為
[00:03:09.000 --> 00:03:12.000]  就是名義上你是活的
[00:03:12.000 --> 00:03:15.000]  實際上你是死的
[00:03:15.000 --> 00:03:20.000]  你要警醒、堅固那些聖下快要死的
[00:03:20.000 --> 00:03:23.000]  因為我發現你的行為
[00:03:23.000 --> 00:03:28.000]  在我神面前沒有一樣是完全的」
[00:03:28.000 --> 00:03:31.000]  基督的斷正
[00:03:31.000 --> 00:03:32.000]  教會的問題
[00:03:32.000 --> 00:03:34.000]  有明無實
[00:03:34.000 --> 00:03:37.000]  基督看得最清楚
[00:03:37.000 --> 00:03:38.000]  亦無需客氣
[00:03:38.000 --> 00:03:40.000]  不需要轉彎抹角
[00:03:40.000 --> 00:03:41.000]  一針見血告訴你
[00:03:41.000 --> 00:03:44.000]  撒迪是名存實亡
[00:03:44.000 --> 00:03:46.000]  有明無實的教會
[00:03:46.000 --> 00:03:49.000]  他們最重視的是甚麼呢?
[00:03:49.000 --> 00:03:50.000]  就是名字
[00:03:50.000 --> 00:03:52.000]  最重要是人怎樣看我
[00:03:52.000 --> 00:03:54.000]  在這個社會
[00:03:54.000 --> 00:03:55.000]  人怎樣看我
[00:03:55.000 --> 00:03:56.000]  在學校
[00:03:56.000 --> 00:03:57.000]  人怎樣看我
[00:03:57.000 --> 00:03:58.000]  在職場
[00:03:58.000 --> 00:03:59.000]  人怎樣看我
[00:03:59.000 --> 00:04:01.000]  追求這種明星
[00:04:01.000 --> 00:04:02.000]  這種名望
[00:04:02.000 --> 00:04:05.000]  要打造一個很美的招牌
[00:04:05.000 --> 00:04:06.000]  出得街
[00:04:06.000 --> 00:04:07.000]  不要失禮
[00:04:07.000 --> 00:04:08.000]  換句話說
[00:04:08.000 --> 00:04:11.000]  他們是討人的喜悅
[00:04:11.000 --> 00:04:13.000]  過於討神的喜悅
[00:04:13.000 --> 00:04:15.000]  耶穌看到
[00:04:15.000 --> 00:04:18.000]  簡單來說
[00:04:18.000 --> 00:04:20.000]  有明無實
[00:04:20.000 --> 00:04:21.000]  當我想起這四個字
[00:04:21.000 --> 00:04:23.000]  或者大家想起這四個字
[00:04:23.000 --> 00:04:25.000]  有沒有一些生活的經歷
[00:04:25.000 --> 00:04:26.000]  或者片段
[00:04:26.000 --> 00:04:27.000]  有沒有想過
[00:04:27.000 --> 00:04:28.000]  有沒有吃過一些東西
[00:04:28.000 --> 00:04:29.000]  聽著聽著
[00:04:29.000 --> 00:04:30.000]  很好吃
[00:04:30.000 --> 00:04:32.000]  去到不外如是
[00:04:32.000 --> 00:04:34.000]  這個地方很美
[00:04:34.000 --> 00:04:35.000]  很多人都說一定要去
[00:04:35.000 --> 00:04:37.000]  人生非去不可
[00:04:37.000 --> 00:04:38.000]  有沒有去過?
[00:04:38.000 --> 00:04:40.000]  去完之後怎樣?
[00:04:40.000 --> 00:04:43.000]  好像火不對板
[00:04:43.000 --> 00:04:45.000]  好像有這種感覺
[00:04:45.000 --> 00:04:47.000]  當我想有明無實的時候
[00:04:47.000 --> 00:04:48.000]  都想起一次
[00:04:48.000 --> 00:04:49.000]  和太太去日本
[00:04:49.000 --> 00:04:50.000]  想看富士山
[00:04:50.000 --> 00:04:52.000]  在網上找景點看圖片
[00:04:52.000 --> 00:04:53.000]  讀解說
[00:04:53.000 --> 00:04:55.000]  發現有一個地方很吸引
[00:04:55.000 --> 00:04:57.000]  我們就開車過去
[00:04:57.000 --> 00:04:59.000]  很渴望在那裡遊走一下
[00:04:59.000 --> 00:05:00.000]  又看看山
[00:05:00.000 --> 00:05:02.000]  又看看櫻花
[00:05:02.000 --> 00:05:05.000]  又看看他所說的八海
[00:05:05.000 --> 00:05:07.000]  八個海
[00:05:07.000 --> 00:05:09.000]  去到的時候人是非常多
[00:05:09.000 --> 00:05:13.000]  但是可能是我們理解錯了
[00:05:13.000 --> 00:05:15.000]  那個海其實是
[00:05:15.000 --> 00:05:17.000]  那個海是
[00:05:17.000 --> 00:05:20.000]  比我們這個壇還小
[00:05:20.000 --> 00:05:22.000]  這是海嗎?
[00:05:22.000 --> 00:05:24.000]  可能我們的定義又不一樣
[00:05:24.000 --> 00:05:26.000]  我看你是一灘水
[00:05:26.000 --> 00:05:29.000]  多過像個海
[00:05:29.000 --> 00:05:31.000]  很實在就去感受到
[00:05:31.000 --> 00:05:34.000]  什麼叫做明不符實
[00:05:34.000 --> 00:05:35.000]  根據描述
[00:05:35.000 --> 00:05:36.000]  看見圖片
[00:05:36.000 --> 00:05:38.000]  有合理期望是正常
[00:05:38.000 --> 00:05:39.000]  但是去到看的時候
[00:05:39.000 --> 00:05:41.000]  落差很大
[00:05:41.000 --> 00:05:42.000]  基督體
[00:05:42.000 --> 00:05:43.000]  撒迪教會都一樣
[00:05:43.000 --> 00:05:44.000]  去看到
[00:05:44.000 --> 00:05:45.000]  失望呢
[00:05:45.000 --> 00:05:46.000]  我那時候也是一陣子
[00:05:46.000 --> 00:05:48.000]  轉頭去找其他地方
[00:05:48.000 --> 00:05:50.000]  再去看看
[00:05:50.000 --> 00:05:53.000]  但是當主他看到撒迪的時候
[00:05:53.000 --> 00:05:55.000]  他就說我發現你的行為
[00:05:55.000 --> 00:05:58.000]  沒有一樣在神面前
[00:05:58.000 --> 00:06:00.000]  是完全的
[00:06:00.000 --> 00:06:03.000]  這句話都很嚴厲
[00:06:03.000 --> 00:06:05.000]  耶穌去留意
[00:06:05.000 --> 00:06:07.000]  所有教會
[00:06:07.000 --> 00:06:09.000]  沒有一樣是完全的
[00:06:09.000 --> 00:06:11.000]  完全的意思是說完整
[00:06:11.000 --> 00:06:13.000]  或者完成
[00:06:13.000 --> 00:06:14.000]  在說什麼呢?
[00:06:14.000 --> 00:06:17.000]  很多時候撒迪教會的弟兄姊妹
[00:06:17.000 --> 00:06:19.000]  他做的事是很門面的
[00:06:19.000 --> 00:06:20.000]  做給人看的
[00:06:20.000 --> 00:06:21.000]  開了個頭
[00:06:21.000 --> 00:06:22.000]  很漂亮
[00:06:22.000 --> 00:06:24.000]  大家拿到掌聲
[00:06:24.000 --> 00:06:25.000]  拿到名銜
[00:06:25.000 --> 00:06:27.000]  他們就收工了
[00:06:27.000 --> 00:06:29.000]  但是在神的眼中
[00:06:29.000 --> 00:06:31.000]  他覺得是什麼呢?
[00:06:31.000 --> 00:06:33.000]  按名義你是活的
[00:06:33.000 --> 00:06:37.000]  但實際你是死的
[00:06:37.000 --> 00:06:39.000]  當時在撒迪
[00:06:39.000 --> 00:06:41.000]  因為他有個優勢
[00:06:41.000 --> 00:06:42.000]  在歷史上
[00:06:42.000 --> 00:06:44.000]  他曾經是首都
[00:06:44.000 --> 00:06:46.000]  有一段很長的時間
[00:06:46.000 --> 00:06:50.000]  在地理上是易守難攻的
[00:06:50.000 --> 00:06:51.000]  在經濟上
[00:06:51.000 --> 00:06:53.000]  這個地方也非常富有
[00:06:53.000 --> 00:06:56.000]  在宗教上是沒有什麼迫害的
[00:06:56.000 --> 00:06:58.000]  因著這些優勢
[00:06:58.000 --> 00:07:00.000]  他們經常都會掛個名
[00:07:00.000 --> 00:07:05.000]  出去一些公開的上流社會的活動
[00:07:05.000 --> 00:07:07.000]  就要留個名在那裡
[00:07:07.000 --> 00:07:10.000]  可能好像善長之類的明星
[00:07:10.000 --> 00:07:11.000]  會做些什麼呢?
[00:07:11.000 --> 00:07:14.000]  因為當時在第一世紀的希羅文化下
[00:07:14.000 --> 00:07:16.000]  他們經常都有運動會
[00:07:16.000 --> 00:07:18.000]  當然現在都有世界盃
[00:07:18.000 --> 00:07:20.000]  他們有很多運動會
[00:07:20.000 --> 00:07:22.000]  可能會發帖給撒迪
[00:07:22.000 --> 00:07:24.000]  撒迪就派代表出去
[00:07:24.000 --> 00:07:26.000]  撒迪有明星就在那裡
[00:07:26.000 --> 00:07:28.000]  運動會場那裡
[00:07:28.000 --> 00:07:31.000]  也有很多官員的飲宴場所
[00:07:31.000 --> 00:07:33.000]  會見到撒迪的朋友
[00:07:33.000 --> 00:07:37.000]  也有宗教節期的大型聚會
[00:07:37.000 --> 00:07:39.000]  也是有撒迪的人做代表
[00:07:39.000 --> 00:07:42.000]  全下全下在七個教會當中的明星
[00:07:42.000 --> 00:07:46.000]  撒迪可以說是最包庇那個
[00:07:46.000 --> 00:07:47.000]  最出色的那個
[00:07:47.000 --> 00:07:49.000]  按名義上
