
[00:00:00.000 --> 00:00:01.320]  我們很感謝主
[00:00:01.320 --> 00:00:05.320]  今天有合適的天氣
[00:00:05.320 --> 00:00:07.360]  有美好的敬拜
[00:00:07.360 --> 00:00:13.600]  來敬拜我們的主耶穌
[00:00:13.600 --> 00:00:14.880]  前兩天這條領帶
[00:00:14.880 --> 00:00:16.280]  我通常會打紅色的
[00:00:16.280 --> 00:00:20.800]  今天打了黑色
[00:00:20.800 --> 00:00:23.840]  前兩天有個安息禮
[00:00:23.840 --> 00:00:27.240]  今天又講我的題目
[00:00:27.240 --> 00:00:31.240]  楊豐受一張榮耀的死
[00:00:31.240 --> 00:00:33.760]  不知道大家有沒有留意到
[00:00:33.760 --> 00:00:35.960]  其實一套幾年前的電影
[00:00:35.960 --> 00:00:37.240]  叫《破地獄》
[00:00:37.240 --> 00:00:38.160]  本土電影
[00:00:38.160 --> 00:00:40.800]  有沒有人看過?
[00:00:40.800 --> 00:00:42.240]  很多人看過
[00:00:42.240 --> 00:00:47.040]  最近榮獲了奧斯卡的提名
[00:00:47.040 --> 00:00:49.720]  有沒有留意到?
[00:00:49.720 --> 00:00:51.320]  打出了國際舞台
[00:00:51.320 --> 00:00:54.120]  竟然很本土
[00:00:54.120 --> 00:00:59.160]  《破地獄》對生死的深刻討論
[00:00:59.160 --> 00:01:04.680]  其實很藉著本土的殯葬文化
[00:01:04.680 --> 00:01:07.280]  反映了社會的現象
[00:01:07.280 --> 00:01:10.080]  我們香港人或世界人
[00:01:10.080 --> 00:01:12.360]  其實都覺得
[00:01:12.360 --> 00:01:16.280]  死亡不能打破的厄運
[00:01:16.280 --> 00:01:20.520]  而《破地獄》藉著喪禮儀式
[00:01:20.520 --> 00:01:22.560]  我們本土的喪禮儀式
[00:01:22.560 --> 00:01:25.320]  用來找安慰
[00:01:25.320 --> 00:01:27.120]  大家有沒有參加過
[00:01:27.120 --> 00:01:29.360]  《破地獄》那類的喪禮?
[00:01:29.360 --> 00:01:32.960]  有吧?
[00:01:32.960 --> 00:01:34.960]  電影中刻劃了很多香港人
[00:01:34.960 --> 00:01:38.520]  對死亡的一種禁忌
[00:01:38.520 --> 00:01:40.760]  死不能說的
[00:01:40.760 --> 00:01:42.120]  避免說
[00:01:42.120 --> 00:01:43.160]  說睡了
[00:01:43.160 --> 00:01:46.800]  說很多不是直接說死的話
[00:01:46.800 --> 00:01:48.040]  不能說的
[00:01:48.040 --> 00:01:49.560]  但是《破地獄》
[00:01:49.560 --> 00:01:51.640]  這套電影說死到
[00:01:51.640 --> 00:01:55.160]  竟然打破票房紀錄
[00:01:55.160 --> 00:01:58.000]  其實很多人心裡很想說
[00:01:58.000 --> 00:02:00.000]  不能說
[00:02:00.000 --> 00:02:05.200]  聖經一直沒有迴避死亡的議題
[00:02:05.200 --> 00:02:07.440]  今天跟大家說一個經文
[00:02:07.440 --> 00:02:10.680]  特別說到一個人叫拉薩路
[00:02:10.680 --> 00:02:15.920]  竟然他的死是為了神的榮耀
[00:02:15.920 --> 00:02:17.520]  我們一起讀一讀
[00:02:17.520 --> 00:02:19.600]  一到十六節
[00:02:19.600 --> 00:02:21.600]  一個患病的人
[00:02:21.600 --> 00:02:23.240]  名叫拉薩路
[00:02:23.240 --> 00:02:25.000]  住在伯大利
[00:02:25.000 --> 00:02:29.240]  就是瑪利亞的姐姐瑪大的村莊
[00:02:29.240 --> 00:02:32.360]  瑪利亞就是用香膏抹主
[00:02:32.360 --> 00:02:35.360]  用頭髮擦他腳的
[00:02:35.360 --> 00:02:38.840]  患病的拉薩路是他的弟弟
[00:02:38.840 --> 00:02:42.760]  姐妹兩人就打發人去見耶穌說
[00:02:42.760 --> 00:02:43.640]  主啊
[00:02:43.640 --> 00:02:46.200]  祢所愛的人病了
[00:02:46.200 --> 00:02:48.560]  耶穌聽見後卻說
[00:02:48.560 --> 00:02:50.480]  這病不至於死
[00:02:50.480 --> 00:02:52.960]  而是為了神的榮耀
[00:02:52.960 --> 00:02:56.800]  為了使神的兒子值此的榮耀
[00:02:56.800 --> 00:02:57.680]  耶穌說來
[00:02:57.680 --> 00:03:00.120]  愛瑪大和他妹妹
[00:03:00.120 --> 00:03:02.080]  以及拉薩路
[00:03:02.080 --> 00:03:04.360]  他聽見拉薩路病了
[00:03:04.360 --> 00:03:06.880]  仍在原地住了兩天
[00:03:06.880 --> 00:03:09.000]  然後對門徒說
[00:03:09.000 --> 00:03:11.560]  我們再到猶太去吧
[00:03:11.560 --> 00:03:13.040]  門徒對他說
[00:03:13.040 --> 00:03:14.000]  拉比
[00:03:14.000 --> 00:03:16.320]  猶太人近來要拿石頭打你
[00:03:16.320 --> 00:03:19.120]  你還不再到那裡去嗎
[00:03:19.120 --> 00:03:20.640]  耶穌回答
[00:03:20.640 --> 00:03:23.120]  白天不是十二小時嗎
[00:03:23.120 --> 00:03:25.440]  人若在白天行走
[00:03:25.440 --> 00:03:27.280]  就不致跌倒
[00:03:27.280 --> 00:03:30.320]  因為他看見這世上的光
[00:03:30.320 --> 00:03:32.360]  人若在黑暗行走
[00:03:32.360 --> 00:03:33.800]  就會跌倒
[00:03:33.800 --> 00:03:35.600]  因為他沒有光
[00:03:35.600 --> 00:03:37.440]  耶穌說了者說
[00:03:37.440 --> 00:03:39.320]  隨後對他們說
[00:03:39.320 --> 00:03:41.600]  我的朋友拉薩路睡了
[00:03:41.600 --> 00:03:43.240]  我去叫醒他
[00:03:43.240 --> 00:03:44.160]  門徒說
[00:03:44.160 --> 00:03:44.720]  主啊
[00:03:44.720 --> 00:03:45.960]  他若睡了
[00:03:45.960 --> 00:03:47.520]  就會好的
[00:03:47.520 --> 00:03:49.120]  耶穌說者說
[00:03:49.120 --> 00:03:51.120]  是指著拉薩路死了
[00:03:51.120 --> 00:03:52.400]  他們確以為
[00:03:52.400 --> 00:03:54.640]  他是指著通常的睡覺
[00:03:54.640 --> 00:03:58.000]  於是耶穌就明白地告訴他們
[00:03:58.000 --> 00:03:59.600]  拉薩路死了
[00:03:59.600 --> 00:04:01.480]  為了你們的緣故
[00:04:01.480 --> 00:04:04.000]  我不再拿去反而歡喜
[00:04:04.000 --> 00:04:06.360]  為了使你們信
[00:04:06.360 --> 00:04:09.400]  現在我們到他那裡去吧
[00:04:09.400 --> 00:04:12.920]  於是那稱為底土馬的多瑪
[00:04:12.920 --> 00:04:15.320]  對他的門徒說
[00:04:15.320 --> 00:04:19.000]  同他同死吧
