
[00:00:00.000 --> 00:00:08.000]  四日之前我仔氣沖沖走嚟同我講
[00:00:08.000 --> 00:00:14.000]  歐聯十六強比賽王加馬德里對利物浦有無人有提?
[00:00:14.000 --> 00:00:17.000]  無乜呀? 知道賽果得啦
[00:00:17.000 --> 00:00:19.000]  其實我都無提
[00:00:19.000 --> 00:00:23.000]  佢話本來利物浦上半場領先兩球
[00:00:23.000 --> 00:00:25.000]  形勢大好
[00:00:25.000 --> 00:00:28.000]  點知冇幾耐兵敗如山倒
[00:00:28.000 --> 00:00:32.000]  比對手王加馬德里入下一球入下一球
[00:00:32.000 --> 00:00:36.000]  結果係五比二
[00:00:36.000 --> 00:00:39.000]  五比二倒轉贏返轉頭
[00:00:39.000 --> 00:00:42.000]  即係個大勝
[00:00:42.000 --> 00:00:52.000]  由落後好形勢惡劣扭轉乾坤成為大勝對手一場逆轉比賽
[00:00:52.000 --> 00:00:57.000]  今日我地生活係一個好紛亂嘅世界
[00:00:57.000 --> 00:01:02.000]  通貨膨脹、地緣政治、天災、戰爭等等
[00:01:02.000 --> 00:01:07.000]  教會亦都因疫症移民潮影響人數下跌
[00:01:07.000 --> 00:01:10.000]  可能仲會受到外在攻擊
[00:01:10.000 --> 00:01:14.000]  眼前嘅形勢都好似落後嘅形勢
[00:01:14.000 --> 00:01:16.000]  唔係好樂觀
[00:01:16.000 --> 00:01:21.000]  今朝早上我地繼續從以西傑書嘅講道系列
[00:01:21.000 --> 00:01:23.000]  「轉變中嘅盼望」
[00:01:23.000 --> 00:01:27.000]  一段比較難明少少嘅經文
[00:01:27.000 --> 00:01:32.000]  我地睇下我地喺一個咁樣嘅唔係好樂觀嘅形勢裏面
[00:01:32.000 --> 00:01:35.000]  神點樣扭轉乾坤
[00:01:35.000 --> 00:01:37.000]  讓我地一班屬神嘅子民
[00:01:37.000 --> 00:01:41.000]  能夠有盼望咁去到生活
[00:01:41.000 --> 00:01:43.000]  我地先同心係祈禱
[00:01:43.000 --> 00:01:48.000]  天父我地嚟到你嘅面前
[00:01:48.000 --> 00:01:50.000]  要聆聽你嘅說話
[00:01:50.000 --> 00:01:55.000]  求真理嘅聖靈帶領我地進入你嘅真理當中
[00:01:55.000 --> 00:01:58.000]  聽我地禱告奉耶穌基督聖名
[00:01:58.000 --> 00:02:00.000]  阿門
[00:02:00.000 --> 00:02:04.000]  我地先嚟去讀第一段嘅經文
[00:02:04.000 --> 00:02:09.000]  喺以西傑書三十八章一至十六節
[00:02:09.000 --> 00:02:10.000]  一齊讀
[00:02:10.000 --> 00:02:13.000]  耶和華的話臨到我
[00:02:13.000 --> 00:02:15.000]  說人子呀
[00:02:15.000 --> 00:02:18.000]  你要面向馬各地的哥格
[00:02:18.000 --> 00:02:22.000]  就是米切和土巴的大王
[00:02:22.000 --> 00:02:24.000]  向佢說預言
[00:02:24.000 --> 00:02:25.000]  你要說
[00:02:25.000 --> 00:02:27.000]  主耶和華如此說
[00:02:27.000 --> 00:02:31.000]  米切和土巴的大王哥格
[00:02:31.000 --> 00:02:32.000]  看呀
[00:02:32.000 --> 00:02:34.000]  我與你為敵
[00:02:34.000 --> 00:02:37.000]  我要把你調轉過來
[00:02:37.000 --> 00:02:40.000]  用鉤子鉤住你的腮甲
[00:02:40.000 --> 00:02:45.000]  把你和你的軍兵馬匹騎兵都帶走
[00:02:45.000 --> 00:02:48.000]  他們全都披掛整齊
[00:02:48.000 --> 00:02:50.000]  一大軍
[00:02:50.000 --> 00:02:52.000]  佩戴大小盾牌
[00:02:52.000 --> 00:02:55.000]  各人拿著刀劍
[00:02:55.000 --> 00:02:57.000]  他們當中有波斯人
[00:02:57.000 --> 00:03:00.000]  古實人和忽人
[00:03:00.000 --> 00:03:03.000]  都帶著盾牌和頭盔
[00:03:03.000 --> 00:03:07.000]  還有戈滅人和他的軍隊
[00:03:07.000 --> 00:03:11.000]  北方極遠的陀加馬族和他的軍隊
[00:03:11.000 --> 00:03:15.000]  這許多民族都跟著你
[00:03:15.000 --> 00:03:20.000]  你和聚集到你那裡的軍隊都要預備
[00:03:20.000 --> 00:03:22.000]  預備妥當
[00:03:22.000 --> 00:03:25.000]  你要作他們的守衛
[00:03:25.000 --> 00:03:26.000]  過了多日
[00:03:26.000 --> 00:03:28.000]  你必被拆牌
[00:03:28.000 --> 00:03:30.000]  到末後之年
[00:03:30.000 --> 00:03:33.000]  你要來到那脫離刀劍
[00:03:33.000 --> 00:03:38.000]  從列國召集回來的人所住之地
[00:03:38.000 --> 00:03:42.000]  來到以色列常久荒涼的山上
[00:03:42.000 --> 00:03:46.000]  他們都從列國中被領出
[00:03:46.000 --> 00:03:48.000]  在那裡安然居住
[00:03:48.000 --> 00:03:51.000]  你和你的全軍
[00:03:51.000 --> 00:03:55.000]  並跟隨你的許多民族都要上來
[00:03:55.000 --> 00:03:57.000]  如暴風刮來
[00:03:57.000 --> 00:04:00.000]  如蜜雲遮蓋地面
[00:04:00.000 --> 00:04:04.000]  主耶和華如此說
[00:04:04.000 --> 00:04:07.000]  那時你的心必起意念
[00:04:07.000 --> 00:04:09.000]  圖謀惡計
[00:04:09.000 --> 00:04:14.000]  說我要上那無牆的鄉村之地
[00:04:14.000 --> 00:04:17.000]  到那安靜的居民那裡
[00:04:17.000 --> 00:04:21.000]  他們無牆無門無山
[00:04:21.000 --> 00:04:23.000]  安然居住
[00:04:23.000 --> 00:04:26.000]  我去那裡要搶財為老物
[00:04:26.000 --> 00:04:28.000]  奪貨為略物
[00:04:28.000 --> 00:04:31.000]  反手攻擊那從前荒涼
[00:04:31.000 --> 00:04:34.000]  現在有人居住之地
[00:04:34.000 --> 00:04:38.000]  又攻擊那從列國朝聚出來
[00:04:38.000 --> 00:04:40.000]  得了生畜財貨
[00:04:40.000 --> 00:04:43.000]  住在地的高處的百姓
[00:04:43.000 --> 00:04:47.000]  是巴人 底彈人 他師的商人
[00:04:47.000 --> 00:04:51.000]  和他們的少壯師子都對你說
[00:04:51.000 --> 00:04:55.000]  你來是要搶財為老物嗎
[00:04:55.000 --> 00:04:59.000]  你聚集軍隊是要奪貨為略物
[00:04:59.000 --> 00:05:03.000]  奪取金銀 擄去生畜財貨
[00:05:03.000 --> 00:05:07.000]  搶奪許多財寶為老物嗎
[00:05:07.000 --> 00:05:11.000]  人子啊 你要因此說預言
[00:05:11.000 --> 00:05:13.000]  對歌格說
[00:05:13.000 --> 00:05:15.000]  主耶和華如此說
[00:05:15.000 --> 00:05:19.000]  我的子民以色列安然居住時
[00:05:19.000 --> 00:05:21.000]  你是知道的
[00:05:21.000 --> 00:05:23.000]  你從你的地方
[00:05:23.000 --> 00:05:27.000]  從北方極遠處率領許多民族前來
[00:05:27.000 --> 00:05:29.000]  他們都騎著馬
[00:05:29.000 --> 00:05:33.000]  是一隊強而多的軍兵
[00:05:33.000 --> 00:05:38.000]  歌格啊 你必上來攻擊我的子民以色列
[00:05:38.000 --> 00:05:41.000]  如蜜雲遮蓋地面
[00:05:41.000 --> 00:05:43.000]  末後的日子
[00:05:43.000 --> 00:05:46.000]  我必領你來攻擊我的地
[00:05:46.000 --> 00:05:51.000]  我藉你在列國眼前顯為勝的時候
[00:05:51.000 --> 00:05:54.000]  他們就要認識我
[00:05:55.000 --> 00:05:59.000]  38至39章
[00:05:59.000 --> 00:06:01.000]  今天說這兩章比較長一點
[00:06:01.000 --> 00:06:04.000]  你看程序表都字密麻麻
[00:06:04.000 --> 00:06:10.000]  這兩章是在以色列書中一個完整的大段落
[00:06:10.000 --> 00:06:12.000]  雖然長了一點
[00:06:12.000 --> 00:06:13.000]  不過很好
[00:06:13.000 --> 00:06:17.000]  他很巧妙地安排在第37章
[00:06:17.000 --> 00:06:19.000]  以色列復興的預言之後
[00:06:19.000 --> 00:06:23.000]  我想以色列書最出名的應該都是37章
[00:06:23.000 --> 00:06:25.000]  最多人熟悉的就是37章
