
[00:00:00.000 --> 00:00:14.000]  主席
[00:00:14.000 --> 00:00:18.000]  在今年二零二六年開始的時候
[00:00:18.000 --> 00:00:21.000]  我們六組的崇拜
[00:00:21.000 --> 00:00:25.000]  我們將會一起去看《獵王記》上這本書
[00:00:25.000 --> 00:00:31.000]  稍後我會簡介這本書
[00:00:31.000 --> 00:00:39.000]  《獵王記》上這本書可以分為兩個部分
[00:00:39.000 --> 00:00:43.000]  第一個部分會在第一章到十一章
[00:00:43.000 --> 00:00:46.000]  講述有關所羅門的興起
[00:00:46.000 --> 00:00:49.000]  他的統治以及他的衰敗
[00:00:49.000 --> 00:00:56.000]  第二個部分會在第十二章到獵王記下的第一章
[00:00:56.000 --> 00:01:01.000]  講述有關王國的分裂的情況
[00:01:01.000 --> 00:01:04.000]  我們一起看這本書之先
[00:01:04.000 --> 00:01:07.000]  我們一起做一個禱告
[00:01:07.000 --> 00:01:13.000]  聖愛天父,我們再次多謝你,我們去讚美你自己
[00:01:13.000 --> 00:01:17.000]  因為你讓我們在新的一年開始的時候
[00:01:17.000 --> 00:01:21.000]  我們能夠在第一個星期一起去敬拜你
[00:01:21.000 --> 00:01:24.000]  我們一起去聽你自己的話
[00:01:24.000 --> 00:01:27.000]  願意神你自己藉著你的話語
[00:01:27.000 --> 00:01:30.000]  都能夠成為我們眾弟姊妹的幫助
[00:01:30.000 --> 00:01:34.000]  求你自己去跟我們各人的同在
[00:01:34.000 --> 00:01:37.000]  我們將以下這段時間恭敬的交賞
[00:01:37.000 --> 00:01:39.000]  我們這樣的祈禱交託
[00:01:39.000 --> 00:01:42.000]  奉耶穌基督的名字而求,阿們
[00:01:42.000 --> 00:01:47.000]  《獵王記》上這本書的重點是講什麼呢?
[00:01:47.000 --> 00:01:49.000]  是講到有關君王
[00:01:49.000 --> 00:01:52.000]  他馴服上帝的時候
[00:01:52.000 --> 00:01:55.000]  他必然會蒙福
[00:01:55.000 --> 00:02:00.000]  但相反,如果君王是叛逆離棄上帝的時候
[00:02:00.000 --> 00:02:03.000]  他們會必遭受到一些禍患
[00:02:03.000 --> 00:02:06.000]  今天我們看第一章的重點
[00:02:06.000 --> 00:02:12.000]  是描述有兩位在當時一個很重要的舊約的君王
[00:02:12.000 --> 00:02:16.000]  就是大衛和所羅門的一個交接期
[00:02:16.000 --> 00:02:19.000]  但是在這個交接的過程中
[00:02:19.000 --> 00:02:21.000]  是一點都不順利的
[00:02:21.000 --> 00:02:24.000]  因為大衛另外有一個兒子
[00:02:24.000 --> 00:02:27.000]  企圖很想要奪取這個王位
[00:02:27.000 --> 00:02:33.000]  而因著那丹仙姿和所羅門的媽媽拔士巴的介入
[00:02:33.000 --> 00:02:38.000]  最後所羅門也能夠順利繼承大衛
[00:02:38.000 --> 00:02:40.000]  作為以色列王
[00:02:40.000 --> 00:02:42.000]  而在這件事的裏面
[00:02:42.000 --> 00:02:47.000]  我們會看見神在背後怎樣去掌管
[00:02:47.000 --> 00:02:52.000]  我們首先一起先讀經文
[00:02:52.000 --> 00:02:55.000]  第一章到第十節
[00:02:55.000 --> 00:02:57.000]  我們一起去讀
[00:02:57.000 --> 00:03:05.000]  大衛仍不夠戀王
[00:03:05.000 --> 00:03:07.000]  神僕對他說
[00:03:07.000 --> 00:03:12.000]  不如我為主我王找一個年輕的少女
[00:03:12.000 --> 00:03:15.000]  侍納在王面前照顧王
[00:03:15.000 --> 00:03:17.000]  睡在王的懷中
[00:03:17.000 --> 00:03:20.000]  好使我主我王得戀
[00:03:20.000 --> 00:03:26.000]  於是他們在以色列全境尋找美貌的少女
[00:03:26.000 --> 00:03:30.000]  找到一個書念女子阿比薩
[00:03:30.000 --> 00:03:32.000]  帶到王那裏
[00:03:32.000 --> 00:03:34.000]  這少女極其美貌
[00:03:34.000 --> 00:03:36.000]  她照顧王
[00:03:36.000 --> 00:03:41.000]  事後王卻沒有與她親近
[00:03:41.000 --> 00:03:46.000]  那時哈合的兒子亞多尼亞妄自尊大說
[00:03:46.000 --> 00:03:52.000]  我要作王就為自己預備坐車騎兵
[00:03:52.000 --> 00:03:56.000]  又派五十人在他前頭奔跑
[00:03:56.000 --> 00:04:00.000]  他父親從來沒有責怪他說
[00:04:00.000 --> 00:04:02.000]  你為何這樣做
[00:04:02.000 --> 00:04:04.000]  他非常盡美
[00:04:04.000 --> 00:04:07.000]  生在厄沙隆之後
[00:04:07.000 --> 00:04:12.000]  亞多尼亞與洗腦雅的兒子約亞和亞比亞
[00:04:12.000 --> 00:04:14.000]  他妻子相議
[00:04:14.000 --> 00:04:19.000]  他們還順從亞多尼亞幫助他
[00:04:19.000 --> 00:04:27.000]  但撒督妻子耶和耶大的兒子比拿亞
[00:04:27.000 --> 00:04:30.000]  那旦先知是美利爾
[00:04:30.000 --> 00:04:36.000]  以及大衛自己的勇士都不順從亞多尼亞
[00:04:36.000 --> 00:04:44.000]  亞多尼亞在引羅傑旁所犧烈盤石那女獻牛羊肥俗為祭
[00:04:44.000 --> 00:04:46.000]  請了他的眾兄弟
[00:04:46.000 --> 00:04:49.000]  就是王的眾兒子
[00:04:49.000 --> 00:04:53.000]  以及所有作王臣服的猶大人
[00:04:53.000 --> 00:04:59.000]  但他沒有邀請那旦先知比拿亞和勇士們
[00:04:59.000 --> 00:05:03.000]  以及他的弟弟所羅門
[00:05:03.000 --> 00:05:05.000]  首先我要在
[00:05:05.000 --> 00:05:09.000]  因為今天我們看的第一章經文比較長
[00:05:09.000 --> 00:05:14.000]  所以我首先會說第一章有甚麼重要的人物出場
[00:05:14.000 --> 00:05:16.000]  當然就是大衛王
[00:05:16.000 --> 00:05:20.000]  另外也提到大衛的兒子和他的太太
[00:05:20.000 --> 00:05:22.000]  分別是誰呢?
[00:05:22.000 --> 00:05:25.000]  就是亞多尼亞和他媽媽哈合
[00:05:25.000 --> 00:05:29.000]  另外就是所羅門的媽媽拔士巴
[00:05:29.000 --> 00:05:34.000]  另外當時有兩派的人去親不同的人
[00:05:34.000 --> 00:05:37.000]  一派是親亞多尼亞的
[00:05:37.000 --> 00:05:40.000]  有約阿元帥、阿比塔濟斯
[00:05:40.000 --> 00:05:43.000]  另外一派是親所羅門派的
[00:05:43.000 --> 00:05:53.000]  提到有薩都濟斯、比拿亞、那旦先知、是美、利爾和大衛自己的勇士
[00:05:53.000 --> 00:05:58.000]  這章裏面提到當時兩代的交接不順利
[00:05:58.000 --> 00:06:00.000]  究竟是一個甚麼原因呢?
[00:06:00.000 --> 00:06:04.000]  我們先看第一節到第四節
[00:06:04.000 --> 00:06:11.000]  經文裏面一開始就介紹大衛的出場
[00:06:11.000 --> 00:06:18.000]  大衛的出場並不是我們在《撒姆爾記》裏面所記載的那位
[00:06:18.000 --> 00:06:20.000]  當時身手很敏捷
