
[00:00:00.000 --> 00:00:05.000]  歡迎大家來到周六晚堂崇拜的弟兄姊妹及新朋友
[00:00:05.000 --> 00:00:07.000]  願你們平安
[00:00:07.000 --> 00:00:11.000]  今天我要宣講的題目叫做
[00:00:11.000 --> 00:00:15.000]  彼此服事
[00:00:15.000 --> 00:00:21.000]  待會我們會一起重讀正道的經文
[00:00:21.000 --> 00:00:27.000]  在開始的時候,我邀請大家一起禱告
[00:00:27.000 --> 00:00:41.000]  慈悲仁愛的上帝,我們衷心的讚美你,感謝你
[00:00:41.000 --> 00:00:45.000]  感謝你讓我們先在詩歌敬拜裡面
[00:00:45.000 --> 00:00:53.000]  可以和眾信徒一起開口,同心唱和,尊崇你的名
[00:00:53.000 --> 00:00:59.000]  主,我們感受到主,你與我們同在,你喜悅我們的敬拜
[00:00:59.000 --> 00:01:05.000]  以下下來,我們一再的同心去聆聽你的話
[00:01:05.000 --> 00:01:08.000]  求你開啟我們的心靈
[00:01:08.000 --> 00:01:10.000]  願意我們像詩歌那樣說
[00:01:10.000 --> 00:01:13.000]  我們都尊你為主
[00:01:13.000 --> 00:01:16.000]  願你再一次的去幫助我們
[00:01:16.000 --> 00:01:19.000]  賜給我們曉得真理的聖靈
[00:01:19.000 --> 00:01:22.000]  奉耶穌基督的名字禱告
[00:01:22.000 --> 00:01:25.000]  阿門
[00:01:25.000 --> 00:01:27.000]  我想問問大家
[00:01:27.000 --> 00:01:33.000]  你覺得你有沒有一個和諧的人際關係呢?
[00:01:33.000 --> 00:01:41.000]  如果要選擇一種人際關係
[00:01:41.000 --> 00:01:50.000]  例如家人,同事,朋友,或者你的小組成員等等
[00:01:50.000 --> 00:01:56.000]  你會怎樣去描述這個人際關係呢?
[00:01:56.000 --> 00:02:02.000]  以下我會有一些虛構的人物
[00:02:02.000 --> 00:02:05.000]  或者一些卡通人物給大家去選擇
[00:02:05.000 --> 00:02:10.000]  看看你覺得你和家人,同事,朋友,或者小組成員
[00:02:10.000 --> 00:02:14.000]  在人際關係中的表現是怎樣的
[00:02:14.000 --> 00:02:16.000]  你會不會是這個呢?
[00:02:16.000 --> 00:02:24.000]  聖人,我的表現實在無懈可擊
[00:02:24.000 --> 00:02:28.000]  第二個,米奇老鼠
[00:02:28.000 --> 00:02:33.000]  我有一雙大耳朵,是最佳的聽眾
[00:02:33.000 --> 00:02:39.000]  第三樣,大門口的地氈
[00:02:39.000 --> 00:02:44.000]  任由他人踐踏
[00:02:44.000 --> 00:02:47.000]  第四樣,玩具熊
[00:02:47.000 --> 00:02:51.000]  我可以安慰人
[00:02:51.000 --> 00:02:54.000]  第五樣,大灰熊
[00:02:54.000 --> 00:02:59.000]  小心,我會咬人
[00:02:59.000 --> 00:03:02.000]  第六樣,母雞
[00:03:02.000 --> 00:03:07.000]  咕咕咕咕,啊不是,不是咕咕咕咕,是母雞
[00:03:07.000 --> 00:03:13.000]  母雞會說,現在有沒有人需要我?
[00:03:13.000 --> 00:03:17.000]  下一個,自私的貝殼
[00:03:17.000 --> 00:03:21.000]  不要碰我的珍珠,不要碰我
[00:03:21.000 --> 00:03:25.000]  下一個,以前有一套兒童節目,不知道大家有沒有看過
[00:03:25.000 --> 00:03:27.000]  芝麻街裡面的奧斯卡
[00:03:27.000 --> 00:03:32.000]  我最喜歡破壞歡樂氣氛
[00:03:32.000 --> 00:03:35.000]  接著,聖誕老人
[00:03:35.000 --> 00:03:42.000]  我不斷滿足別人的祈求和要求
[00:03:42.000 --> 00:03:45.000]  接著,阿拉丁神燈
[00:03:45.000 --> 00:03:47.000]  那個藍色的精靈
[00:03:47.000 --> 00:03:52.000]  我能夠使身邊的人達成他的心願
[00:03:52.000 --> 00:03:55.000]  這個歷史人物,吳三桂
[00:03:55.000 --> 00:04:00.000]  再按一次
[00:04:00.000 --> 00:04:03.000]  我是一個叛徒
[00:04:03.000 --> 00:04:06.000]  最後,吸血殭屍
[00:04:06.000 --> 00:04:09.000]  人人都害怕了我
[00:04:09.000 --> 00:04:13.000]  不知道你們會不會在當中找到一個
[00:04:13.000 --> 00:04:18.000]  你的人物,或者一個物件
[00:04:18.000 --> 00:04:23.000]  可以形容你的人際關係呢?
[00:04:23.000 --> 00:04:26.000]  當我們信了耶穌之後
[00:04:26.000 --> 00:04:28.000]  我們就成為基督家庭
[00:04:28.000 --> 00:04:32.000]  這個基督群體裡面的一份子
[00:04:32.000 --> 00:04:36.000]  大家以弟兄姊妹相稱
[00:04:36.000 --> 00:04:39.000]  所有的家庭都一樣
[00:04:39.000 --> 00:04:41.000]  基督的家庭成員
[00:04:41.000 --> 00:04:44.000]  未必一定會意見一致
[00:04:44.000 --> 00:04:49.000]  或者可以彼此融洽的相處
[00:04:49.000 --> 00:04:52.000]  在我們這個信仰的群體裡面
[00:04:52.000 --> 00:05:00.000]  怎樣跟其他主內的弟兄姊妹交往是最好的呢?
[00:05:00.000 --> 00:05:02.000]  答案是
[00:05:02.000 --> 00:05:07.000]  第一,我希望我們能夠存在一個
[00:05:07.000 --> 00:05:09.000]  甘於為僕的心態
[00:05:09.000 --> 00:05:13.000]  去跟弟兄姊妹相處
[00:05:13.000 --> 00:05:21.000]  第二,我們要努力,盡力去謀求合一
[00:05:21.000 --> 00:05:27.000]  今天我們要看耶穌替門徒洗腳這個故事
[00:05:27.000 --> 00:05:29.000]  來吧
[00:05:29.000 --> 00:05:34.000]  表明先前我所說的兩個重點
[00:05:34.000 --> 00:05:40.000]  耶穌替門徒洗腳這個事情
[00:05:40.000 --> 00:05:44.000]  記載在耶穌和門徒
[00:05:44.000 --> 00:05:49.000]  要慶祝如月節的晚餐的時候
[00:05:49.000 --> 00:05:54.000]  為什麼耶穌在這個時候
[00:05:54.000 --> 00:05:57.000]  要為門徒洗腳呢?
[00:05:57.000 --> 00:05:59.000]  是不是門徒的腳
[00:05:59.000 --> 00:06:02.000]  發出了異味呢?
[00:06:02.000 --> 00:06:07.000]  破壞了晚餐的氣氛?
[00:06:07.000 --> 00:06:10.000]  還是當時大家在吃飯
[00:06:10.000 --> 00:06:12.000]  心情會輕鬆一點
[00:06:12.000 --> 00:06:19.000]  最適合教導他們怎樣做一個僕人的道理?
[00:06:19.000 --> 00:06:22.000]  還是耶穌之前已經察覺
[00:06:22.000 --> 00:06:24.000]  這十二個門徒之間
[00:06:24.000 --> 00:06:27.000]  他們有權力的鬥爭
[00:06:27.000 --> 00:06:29.000]  會爭誰做大?
[00:06:29.000 --> 00:06:32.000]  打算做大或做首領的那個
[00:06:32.000 --> 00:06:34.000]  就是去指揮別人
[00:06:34.000 --> 00:06:39.000]  自己不用去服侍?
[00:06:39.000 --> 00:06:43.000]  還是耶穌很希望門徒知道
[00:06:43.000 --> 00:06:47.000]  祂是多麼的深愛他們
[00:06:47.000 --> 00:06:53.000]  很想給他們一個生活的榜樣呢?
[00:06:53.000 --> 00:06:55.000]  我邀請大家一起重讀
[00:06:55.000 --> 00:06:58.000]  這一段的經文也挺長的
[00:06:58.000 --> 00:07:00.000]  我們慢慢讀出,好嗎?
[00:07:00.000 --> 00:07:05.000]  在《約翰福音》13章1至17節
[00:07:05.000 --> 00:07:11.000]  會有三個影片去看完這17節的經文
[00:07:11.000 --> 00:07:13.000]  我們讀第一版先
[00:07:13.000 --> 00:07:14.000]  預備起
[00:07:14.000 --> 00:07:21.000]  「如月事以前,耶穌知道自己離世歸父的時候到了
[00:07:21.000 --> 00:07:27.000]  祂既然愛世間屬自己的人,就愛他們到底
[00:07:27.000 --> 00:07:32.000]  吃晚飯的時候,魔鬼已將賣耶穌的義師
[00:07:32.000 --> 00:07:37.000]  放在西門的兒子加略人猶大心裡
[00:07:37.000 --> 00:07:42.000]  耶穌知道父已將萬猶交在他手裡
[00:07:42.000 --> 00:07:46.000]  且知道自己是從神出來的
[00:07:46.000 --> 00:07:49.000]  又要歸到神那裡去
[00:07:49.000 --> 00:07:56.000]  就離席站起來脫了衣服那一條無手巾束腰
[00:07:56.000 --> 00:07:59.000]  隨後把水倒在盆裡
[00:07:59.000 --> 00:08:01.000]  就洗門徒的腳
[00:08:01.000 --> 00:08:06.000]  並用自己所束的無手巾擦乾
[00:08:06.000 --> 00:08:09.000]  哀悼西門彼得
[00:08:09.000 --> 00:08:11.000]  彼得對他說
[00:08:11.000 --> 00:08:14.000]  主啊,你洗我的腳嗎?
[00:08:14.000 --> 00:08:16.000]  耶穌回答說
[00:08:16.000 --> 00:08:22.000]  我所做的,你如今不知道,後來必明白
[00:08:22.000 --> 00:08:23.000]  彼得說
[00:08:23.000 --> 00:08:26.000]  你永不可洗我的腳
[00:08:26.000 --> 00:08:27.000]  耶穌說
[00:08:27.000 --> 00:08:31.000]  我若不洗你,你就與我無分了
[00:08:31.000 --> 00:08:33.000]  西門彼得說
[00:08:33.000 --> 00:08:39.000]  主啊,打扮我的腳,連手和頭也要洗
[00:08:39.000 --> 00:08:40.000]  耶穌說
[00:08:40.000 --> 00:08:47.000]  凡洗過躁的人,只要把腳一洗,全身就乾淨了
[00:08:47.000 --> 00:08:52.000]  你們是乾淨的,然而不都是乾淨的
[00:08:52.000 --> 00:08:56.000]  耶穌原知道要賣他的是誰
[00:08:56.000 --> 00:09:01.000]  所以說你們不都是乾淨的
[00:09:01.000 --> 00:09:04.000]  耶穌洗完了他們的腳
[00:09:04.000 --> 00:09:09.000]  就穿上衣服,又坐下,對他們說
[00:09:09.000 --> 00:09:14.000]  我向你們所做的,你們明白嗎?
[00:09:14.000 --> 00:09:18.000]  你們稱呼我夫子,稱呼我主
[00:09:18.000 --> 00:09:22.000]  你們說的不錯,我本來是
[00:09:22.000 --> 00:09:26.000]  我是你們的主,你們的夫子
[00:09:26.000 --> 00:09:29.000]  尚且洗你們的腳
[00:09:29.000 --> 00:09:32.000]  你們也當彼此洗腳
[00:09:32.000 --> 00:09:35.000]  我給你們作了榜樣
[00:09:35.000 --> 00:09:40.000]  叫你們照著我向你們所做的去做
[00:09:40.000 --> 00:09:43.000]  我實實在在地告訴你們
[00:09:43.000 --> 00:09:46.000]  僕人不能大於主人
[00:09:46.000 --> 00:09:50.000]  差人也不能大於差他的人
[00:09:50.000 --> 00:09:56.000]  你們既知道這事,若是去行就有福了
[00:09:56.000 --> 00:10:01.000]  在這個故事裏
[00:10:01.000 --> 00:10:08.000]  西門彼得起初為何拒絕耶穌洗他的腳呢?
[00:10:08.000 --> 00:10:16.000]  彼得是否覺得洗腳是其他門徒的責任
[00:10:16.000 --> 00:10:19.000]  我們這麼高這麼大,同等級別
[00:10:19.000 --> 00:10:23.000]  為何要我做這麼卑下的工作呢?
[00:10:23.000 --> 00:10:27.000]  原來在耶穌的時代
[00:10:27.000 --> 00:10:31.000]  接觸別人的腳也是一個很普遍的文化
[00:10:31.000 --> 00:10:33.000]  為何這樣說呢?
[00:10:33.000 --> 00:10:35.000]  去到別人家裏的時候
[00:10:35.000 --> 00:10:38.000]  他們是要先洗腳的
[00:10:38.000 --> 00:10:40.000]  但不是自己洗
[00:10:40.000 --> 00:10:44.000]  接待的人會為客人洗腳
[00:10:44.000 --> 00:10:48.000]  表示著一種接待的精神
[00:10:48.000 --> 00:10:52.000]  較有錢的人有工人,有勞瀑
[00:10:52.000 --> 00:10:55.000]  去為客人洗腳
[00:10:55.000 --> 00:10:59.000]  洗腳是一個很特殊卑下的工作
[00:10:59.000 --> 00:11:03.000]  因此,彼得才覺得
[00:11:03.000 --> 00:11:07.000]  耶穌是我們的夫子,是我們的老師
[00:11:07.000 --> 00:11:10.000]  怎可以讓他做這麼卑下的工作
[00:11:10.000 --> 00:11:12.000]  洗我的腳呢?
[00:11:12.000 --> 00:11:16.000]  他不希望心目中的耶穌
[00:11:16.000 --> 00:11:19.000]  他覺得是一個英雄人物
[00:11:19.000 --> 00:11:21.000]  他覺得他不能夠輸尊降貴
[00:11:21.000 --> 00:11:24.000]  去做這麼卑賤的工作
[00:11:24.000 --> 00:11:27.000]  在當時來說
[00:11:27.000 --> 00:11:29.000]  門徒彼得是不明白
[00:11:29.000 --> 00:11:32.000]  耶穌為何要做這個舉動
[00:11:32.000 --> 00:11:36.000]  當耶穌教導門徒
[00:11:36.000 --> 00:11:38.000]  要彼此洗腳的時候
[00:11:38.000 --> 00:11:41.000]  祂不是說你們的腳很骯髒
[00:11:41.000 --> 00:11:43.000]  要洗多一次
[00:11:43.000 --> 00:11:47.000]  又或者祂希望教會將來
[00:11:47.000 --> 00:11:50.000]  經常舉行洗腳的禮儀
[00:11:50.000 --> 00:11:52.000]  好像聖餐一樣
[00:11:52.000 --> 00:11:54.000]  耶穌所說的
[00:11:54.000 --> 00:11:56.000]  祂想說的是
[00:11:56.000 --> 00:11:59.000]  耶穌的門徒跟隨祂的門徒
[00:11:59.000 --> 00:12:02.000]  應該願意彼此服侍
[00:12:02.000 --> 00:12:07.000]  甚至不計較這是否一個卑下的工作
[00:12:07.000 --> 00:12:11.000]  願意服侍身邊的弟兄姊妹
[00:12:11.000 --> 00:12:15.000]  服侍基督的信仰群體
[00:12:15.000 --> 00:12:20.000]  在我們這個群體裏面
[00:12:20.000 --> 00:12:25.000]  我們願不願意彼此分擔卑微的工作呢
[00:12:25.000 --> 00:12:29.000]  還是你覺得我不需要做
[00:12:29.000 --> 00:12:32.000]  有其他人做就可以了
[00:12:32.000 --> 00:12:37.000]  回想一下你高中的時候
[00:12:37.000 --> 00:12:39.000]  有些很近有些很遠
[00:12:39.000 --> 00:12:41.000]  我也很遠
[00:12:41.000 --> 00:12:45.000]  你負責過什麼卑微的工作呢
[00:12:47.000 --> 00:12:52.000]  你有沒有試過在家裏每天都收拾床
[00:12:52.000 --> 00:12:57.000]  清潔自己的房間
[00:12:57.000 --> 00:13:01.000]  照顧弟弟妹妹
[00:13:01.000 --> 00:13:04.000]  煮飯 洗碗
[00:13:04.000 --> 00:13:07.000]  洗衣服 晾衣服
[00:13:07.000 --> 00:13:09.000]  倒垃圾
[00:13:09.000 --> 00:13:13.000]  還是你讀中學的時候不用做這些事
[00:13:13.000 --> 00:13:16.000]  因為以上的事都有人做
[00:13:16.000 --> 00:13:19.000]  還是你全部都做了
[00:13:19.000 --> 00:13:22.000]  因為父母要出去工作呢
[00:13:22.000 --> 00:13:25.000]  如果你做這些家務
[00:13:25.000 --> 00:13:28.000]  或者瑣碎工作的時候
[00:13:28.000 --> 00:13:30.000]  你有什麼感受呢
[00:13:30.000 --> 00:13:35.000]  你會不會想一些特別的方法去做
[00:13:35.000 --> 00:13:39.000]  還是逃避做這些工作呢
[00:13:39.000 --> 00:13:44.000]  你有沒有試過為別人去做一些卑微
[00:13:44.000 --> 00:13:46.000]  甚至令人厭惡
[00:13:46.000 --> 00:13:49.000]  好像洗腳的工作呢
[00:13:49.000 --> 00:13:58.000]  最近我們團契在六月底的時候
[00:13:58.000 --> 00:14:01.000]  舉辦了一個運動日
[00:14:01.000 --> 00:14:04.000]  是在恩福堂的十九樓舉行
[00:14:04.000 --> 00:14:09.000]  我們在疫情之後都很久沒有試過
[00:14:09.000 --> 00:14:13.000]  一起去有這些大型的活動
[00:14:14.000 --> 00:14:18.000]  一群弟兄姊妹就很想去
[00:14:18.000 --> 00:14:22.000]  跟不同小組的家庭
[00:14:22.000 --> 00:14:26.000]  我們有些是夫婦 有些是小朋友的夫婦
[00:14:26.000 --> 00:14:31.000]  一起去書展筋骨
[00:14:31.000 --> 00:14:35.000]  或者一起有集體遊戲活動的機會
[00:14:35.000 --> 00:14:38.000]  在準備的時候都覺得很難想
[00:14:38.000 --> 00:14:42.000]  因為可能有一百人在禮堂
[00:14:42.000 --> 00:14:48.000]  又想如果星期五晚很餓怎麼辦呢
[00:14:48.000 --> 00:14:52.000]  都要考慮 如果太餓就沒力氣做運動
[00:14:52.000 --> 00:14:56.000]  弟兄姊妹都很細心去預備一些食物
[00:14:56.000 --> 00:15:01.000]  讓我們在八樓的時候有些東西吃
[00:15:01.000 --> 00:15:07.000]  做運動的時候都以每個小組為單位
[00:15:07.000 --> 00:15:10.000]  因為可能跟隔壁組未必很熟
[00:15:10.000 --> 00:15:13.000]  但當玩遊戲的時候是輪流玩的
[00:15:13.000 --> 00:15:17.000]  我們有一個很大的
[00:15:17.000 --> 00:15:21.000]  類似瑜伽球的膠球
[00:15:21.000 --> 00:15:24.000]  不知道有沒有印象 有這麼大
[00:15:24.000 --> 00:15:30.000]  就A組對B組去對賽
[00:15:30.000 --> 00:15:34.000]  發覺當中大人和小朋友都可以玩的
[00:15:34.000 --> 00:15:37.000]  因為那個球的殺傷力
[00:15:37.000 --> 00:15:42.000]  不像排球那樣打中你會很痛
[00:15:42.000 --> 00:15:45.000]  我看到運動日
[00:15:45.000 --> 00:15:50.000]  很多弟兄姊妹都帶著小朋友回來
[00:15:50.000 --> 00:15:53.000]  一起去享受這個運動日
[00:15:53.000 --> 00:15:59.000]  其實背後的教授都想了很多遊戲和活動
[00:15:59.000 --> 00:16:01.000]  是怎樣適合一家大小
[00:16:01.000 --> 00:16:10.000]  小到幼稚園 成年人或很少運動的弟兄姊妹
[00:16:10.000 --> 00:16:13.000]  都可以參與
[00:16:13.000 --> 00:16:17.000]  在這個運動日我看到弟兄姊妹
[00:16:17.000 --> 00:16:25.000]  付出了很多心血和體力去預備這個活動
[00:16:25.000 --> 00:16:28.000]  我們在團體裡一起侍奉
[00:16:28.000 --> 00:16:34.000]  一起辛苦 一起構思不同的項目
[00:16:34.000 --> 00:16:41.000]  在過程裡我們可以經歷到很多互相支持
[00:16:41.000 --> 00:16:45.000]  也透過我們一起服侍 一起預備
[00:16:45.000 --> 00:16:48.000]  彼此的關係熟了很多
[00:16:48.000 --> 00:16:53.000]  有一種真的是弟兄姊妹的感覺
[00:16:53.000 --> 00:16:57.000]  我也希望我們在不同的服侍裡
[00:16:57.000 --> 00:17:00.000]  剛才我舉的例子是在團體的服侍裡
[00:17:00.000 --> 00:17:04.000]  我也希望參與的教授或義工
[00:17:04.000 --> 00:17:07.000]  他們都覺得享受 覺得開心
[00:17:07.000 --> 00:17:10.000]  不只是單單安排活動
[00:17:10.000 --> 00:17:12.000]  而在安排的過程中
[00:17:12.000 --> 00:17:16.000]  其實我們都關心對方的需要
[00:17:16.000 --> 00:17:18.000]  尤其是新朋友
[00:17:18.000 --> 00:17:22.000]  我最近在辦一些弟兄姊妹之夜
[00:17:22.000 --> 00:17:25.000]  邀請了一些新朋友來做教授
[00:17:25.000 --> 00:17:27.000]  因為我們相信有一天
[00:17:27.000 --> 00:17:31.000]  新朋友或新來賓都會來接棒
[00:17:31.000 --> 00:17:34.000]  來跟我們一起侍奉
[00:17:34.000 --> 00:17:37.000]  當我們看到在活動的過程裡
[00:17:37.000 --> 00:17:40.000]  新朋友開始投入團契
[00:17:40.000 --> 00:17:44.000]  我心裡就覺得我們的棒可以交給下一個人
[00:17:44.000 --> 00:17:47.000]  實在太好
[00:17:47.000 --> 00:17:49.000]  我們希望透過彼此服侍
[00:17:49.000 --> 00:17:53.000]  能夠將新朋友或不同的弟兄姊妹
[00:17:53.000 --> 00:17:56.000]  帶到我們的群體裡
[00:17:56.000 --> 00:18:01.000]  也能夠一起來到神的面前彼此服侍
[00:18:01.000 --> 00:18:05.000]  無論在那次的運動日裡
[00:18:05.000 --> 00:18:09.000]  我們跟隔離不熟的小組一起玩
[00:18:09.000 --> 00:18:13.000]  跟我們的子女很開懷的一起玩
[00:18:13.000 --> 00:18:15.000]  就在教會裡
[00:18:15.000 --> 00:18:18.000]  我們可以使我們彼此之間的關係
[00:18:18.000 --> 00:18:20.000]  拉近了
[00:18:20.000 --> 00:18:24.000]  沒想過我們會是一個遊戲日
