
[00:00:00.000 --> 00:00:03.360]  今天很開心又和大家一齊來敬拜
[00:00:03.360 --> 00:00:06.120]  我們今天五堂的講道系列
[00:00:06.120 --> 00:00:08.120]  也繼續來講詩篇
[00:00:08.120 --> 00:00:12.440]  我幫大家選擇了講詩篇103篇
[00:00:12.440 --> 00:00:15.960]  這篇詩篇有22節這麼長
[00:00:15.960 --> 00:00:20.280]  我很想和大家一起來重讀完這篇詩篇
[00:00:20.280 --> 00:00:22.280]  我做了五張PowerPoint
[00:00:22.280 --> 00:00:24.000]  第一張會由我讀出
[00:00:24.000 --> 00:00:26.880]  接著請姐妹弟兄輪流來讀
[00:00:26.880 --> 00:00:27.720]  好不好?
[00:00:27.720 --> 00:00:28.760]  可以吧?
[00:00:28.760 --> 00:00:30.120]  我先讀
[00:00:30.960 --> 00:00:32.120]  我的心啊
[00:00:32.120 --> 00:00:34.120]  你要稱頌耶和華
[00:00:34.120 --> 00:00:35.640]  在我裡面的一切
[00:00:35.640 --> 00:00:37.640]  都要稱頌祂的聖名
[00:00:37.640 --> 00:00:39.280]  我的心啊
[00:00:39.280 --> 00:00:41.080]  你要稱頌耶和華
[00:00:41.080 --> 00:00:43.560]  不可忘記祂的一切恩惠
[00:00:43.560 --> 00:00:46.040]  祂赦免你的一切罪孽
[00:00:46.040 --> 00:00:48.040]  醫治你的一切疾病
[00:00:48.040 --> 00:00:49.720]  祂救贖你的性命
[00:00:49.720 --> 00:00:51.040]  脫離死亡
[00:00:51.040 --> 00:00:54.120]  以慈哀和憐憫作你的冠冕
[00:00:54.120 --> 00:00:56.840]  祂以福樂使你心願滿足
[00:00:56.840 --> 00:01:00.360]  以致你好像嬰一般恢復青春的活力
[00:01:00.360 --> 00:01:01.360]  請姐妹
[00:01:02.360 --> 00:01:04.360]  (廣東話)
[00:01:04.360 --> 00:01:06.360]  (廣東話)
[00:01:07.360 --> 00:01:09.360]  (廣東話)
[00:01:09.360 --> 00:01:11.360]  (廣東話)
[00:01:11.360 --> 00:01:13.360]  (廣東話)
[00:01:13.360 --> 00:01:15.360]  (廣東話)
[00:01:15.360 --> 00:01:17.360]  (廣東話)
[00:01:17.360 --> 00:01:19.360]  (廣東話)
[00:01:19.360 --> 00:01:21.360]  (廣東話)
[00:01:21.360 --> 00:01:23.360]  (廣東話)
[00:01:23.360 --> 00:01:25.360]  (廣東話)
[00:01:25.360 --> 00:01:27.360]  (廣東話)
[00:01:27.360 --> 00:01:29.360]  (廣東話)
[00:01:29.360 --> 00:01:31.360]  (廣東話)
[00:01:31.360 --> 00:01:33.360]  (廣東話)
[00:01:33.360 --> 00:01:35.360]  弟兄,謝謝
[00:01:35.360 --> 00:01:37.360]  (廣東話)
[00:01:37.360 --> 00:01:39.360]  (廣東話)
[00:01:39.360 --> 00:01:41.360]  (廣東話)
[00:01:41.360 --> 00:01:43.360]  (廣東話)
[00:01:43.360 --> 00:01:45.360]  (廣東話)
[00:01:45.360 --> 00:01:47.360]  (廣東話)
[00:01:47.360 --> 00:01:49.360]  (廣東話)
[00:01:49.360 --> 00:01:51.360]  (廣東話)
[00:01:51.360 --> 00:01:53.360]  (廣東話)
[00:01:53.360 --> 00:01:55.360]  (廣東話)
[00:01:55.360 --> 00:01:57.360]  (廣東話)
[00:01:57.360 --> 00:01:59.360]  (廣東話)
[00:01:59.360 --> 00:02:01.360]  (廣東話)
[00:02:01.360 --> 00:02:03.360]  姐妹
[00:02:03.360 --> 00:02:05.360]  (廣東話)
[00:02:05.360 --> 00:02:33.360]  (國語)
[00:02:33.360 --> 00:02:35.360]  (國語)
[00:02:35.360 --> 00:02:37.360]  (國語)
[00:02:38.360 --> 00:02:40.360]  (國語)
[00:02:41.360 --> 00:02:43.360]  (國語)
[00:02:43.360 --> 00:03:11.360]  (國語)
[00:03:11.360 --> 00:03:14.360]  我們一起在神面前禱告
[00:03:14.360 --> 00:03:35.360]  (國語)
[00:03:35.360 --> 00:03:38.360]  我相信大家都有留意到
[00:03:38.360 --> 00:03:41.360]  自從今年的七月開始
[00:03:41.360 --> 00:03:46.360]  在尖沙咀碼頭有一個很大型的廣告牌
[00:03:46.360 --> 00:03:51.360]  成為了新一年的打卡熱點
[00:03:51.360 --> 00:03:53.360]  我不知道有多少大英姐妹去過
[00:03:53.360 --> 00:03:56.360]  有沒有去那裡拍照留念
[00:03:56.360 --> 00:03:59.360]  咦 大家都好像很忍手
[00:03:59.360 --> 00:04:03.360]  MIRROR人氣爆燈
[00:04:03.360 --> 00:04:07.360]  他們的樣子成為了很多大型的廣告商
[00:04:07.360 --> 00:04:11.360]  還有我們的生活層面都出現了
[00:04:11.360 --> 00:04:12.360]  大家都看到他們
[00:04:12.360 --> 00:04:16.360]  事實上不單止年輕一代喜歡他們
[00:04:16.360 --> 00:04:21.360]  甚至聽說媽媽級的人都很喜歡他們
[00:04:21.360 --> 00:04:24.360]  我不知道是否包括你在內
[00:04:24.360 --> 00:04:25.360]  不知道大家有沒有想過
[00:04:25.360 --> 00:04:28.360]  為什麼MIRROR這麼受歡迎呢
[00:04:28.360 --> 00:04:31.360]  有人說因為這兩年以來
[00:04:31.360 --> 00:04:35.360]  香港很需要一個振奮人心的傳言
[00:04:35.360 --> 00:04:37.360]  而這班男團的組合
[00:04:37.360 --> 00:04:40.360]  他們是為夢想而努力
[00:04:40.360 --> 00:04:43.360]  這種能量很適合此時此刻的香港
[00:04:43.360 --> 00:04:47.360]  有人說真的很喜歡他們的唱歌
[00:04:47.360 --> 00:04:48.360]  他們的跳舞
[00:04:48.360 --> 00:04:51.360]  他們的表演真的被他們迷住了
[00:04:51.360 --> 00:04:54.360]  他們的歌詞還堅持愛的宣言
[00:04:54.360 --> 00:04:55.360]  真的好啊
[00:04:55.360 --> 00:04:58.360]  你看看他們散發的是什麼
[00:04:58.360 --> 00:05:01.360]  是親和和健康的這個傻氣
[00:05:01.360 --> 00:05:03.360]  他們還是很坦誠
[00:05:03.360 --> 00:05:04.360]  坦誠到一個地步
[00:05:04.360 --> 00:05:06.360]  甚至把自己童年很肥
[00:05:06.360 --> 00:05:09.360]  又遭人欺凌的經歷
[00:05:09.360 --> 00:05:12.360]  都一一不介意地告訴大家
[00:05:12.360 --> 00:05:14.360]  事實上說真的
[00:05:14.360 --> 00:05:17.360]  我都很欣賞他們這班年輕人
[00:05:17.360 --> 00:05:18.360]  他們真的很努力
[00:05:18.360 --> 00:05:21.360]  有些人說真的都很帥
[00:05:21.360 --> 00:05:23.360]  不過作為一個目者
[00:05:23.360 --> 00:05:24.360]  我心想
[00:05:24.360 --> 00:05:27.360]  如果我們一班跟從主耶穌基督的門徒
[00:05:27.360 --> 00:05:30.360]  如果對神都有同樣的熱情
[00:05:30.360 --> 00:05:33.360]  甚至有過之而無不及的熱情
[00:05:33.360 --> 00:05:36.360]  懂得欣賞神為我們所做的一切
[00:05:36.360 --> 00:05:39.360]  你說多麼好啊
[00:05:39.360 --> 00:05:42.360]  今天我就很想透過詩篇103篇
[00:05:42.360 --> 00:05:45.360]  跟大家分享這個訊息
[00:05:45.360 --> 00:05:47.360]  在103篇當中
[00:05:47.360 --> 00:05:49.360]  要稱頌耶和華這個命令
[00:05:49.360 --> 00:05:51.360]  我不知道大家剛才有沒有數過
[00:05:51.360 --> 00:05:54.360]  是出現了有六次這麼多
[00:05:54.360 --> 00:05:56.360]  其實問心那一句
[00:05:56.360 --> 00:05:59.360]  稱頌耶和華困不困難呢
[00:05:59.360 --> 00:06:01.360]  如果是困難的話
[00:06:01.360 --> 00:06:05.360]  又是誰偷走了我們稱頌上帝的心呢
[00:06:05.360 --> 00:06:08.360]  詩篇103篇是一篇撰文
[00:06:08.360 --> 00:06:11.360]  是大衛寫的一個作品
[00:06:11.360 --> 00:06:14.360]  詩人在第一節就這樣說
[00:06:14.360 --> 00:06:16.360]  我相信你們都記得
[00:06:16.360 --> 00:06:17.360]  我的心啊
[00:06:17.360 --> 00:06:19.360]  你要稱頌耶和華
[00:06:19.360 --> 00:06:22.360]  在我裡面的一切都要稱頌他的聖名
[00:06:22.360 --> 00:06:25.360]  心其實在耶穌基督是說到我們整個人
[00:06:25.360 --> 00:06:27.360]  我們不要只有一張嘴
[00:06:27.360 --> 00:06:33.360]  而是我們要從心底裡發出對神的重讚
[00:06:33.360 --> 00:06:37.360]  詩人在第二節又再一次呼籲自己的心
[00:06:37.360 --> 00:06:38.360]  我的心啊
[00:06:38.360 --> 00:06:39.360]  你要稱頌耶和華
[00:06:39.360 --> 00:06:40.360]  很肉緊啊
[00:06:40.360 --> 00:06:45.360]  不過這次他再加上一句這樣的話
[00:06:45.360 --> 00:06:49.360]  就是不要忘記神的一切恩惠
[00:06:49.360 --> 00:06:50.360]  就是我們說出了
[00:06:50.360 --> 00:06:54.360]  未能夠從心底裡去稱頌神的其中一個原因
[00:06:54.360 --> 00:06:57.360]  就是我們的善忘
[00:06:57.360 --> 00:07:02.360]  忘記了神在我們身上所做的這些作為
[00:07:02.360 --> 00:07:06.360]  然後在第三至第五節
[00:07:06.360 --> 00:07:09.360]  詩人就一口氣數了五個
[00:07:09.360 --> 00:07:12.360]  神在他生命當中的作為
[00:07:12.360 --> 00:07:13.360]  他叫自己不要忘記
[00:07:13.360 --> 00:07:17.360]  而這五個作為在原文裡面都用了動詞作為開始
[00:07:17.360 --> 00:07:21.360]  就是說神在詩人身上所做的事
[00:07:21.360 --> 00:07:24.360]  是詩人第一首親身的經歷
[00:07:24.360 --> 00:07:26.360]  第一個恩惠
[00:07:26.360 --> 00:07:29.360]  他赦免你的一切罪孽
[00:07:29.360 --> 00:07:30.360]  大衛的一生
[00:07:30.360 --> 00:07:32.360]  我們都知道他所犯的
[00:07:32.360 --> 00:07:35.360]  我們大家都認識的一個很出名的罪
[00:07:35.360 --> 00:07:37.360]  就是他利用了自己的權勢
[00:07:37.360 --> 00:07:42.360]  和有夫師父拔士巴來同床
[00:07:42.360 --> 00:07:45.360]  而且又殺死了拔士巴的老公
[00:07:45.360 --> 00:07:47.360]  忠心耿耿的烏尼亞
[00:07:47.360 --> 00:07:49.360]  在CP51篇
[00:07:49.360 --> 00:07:52.360]  就是大衛在「悅拿丹仙之策備」之後
[00:07:52.360 --> 00:07:55.360]  而寫成的一首痛悔詩
[00:07:55.360 --> 00:07:59.360]  說出他內心真的很痛悔 很難過
[00:07:59.360 --> 00:08:02.360]  大衛說神赦免了他一切罪孽
[00:08:02.360 --> 00:08:05.360]  令到他得著赦免的平安
[00:08:05.360 --> 00:08:06.360]  第二個恩惠
[00:08:06.360 --> 00:08:09.360]  他醫治你的一切疾病
[00:08:09.360 --> 00:08:12.360]  我不知道大衛究竟是患過什麼病
[00:08:12.360 --> 00:08:13.360]  不過在C篇第六篇
[00:08:13.360 --> 00:08:15.360]  大衛曾經這樣祈禱
[00:08:15.360 --> 00:08:17.360]  他說「神求你醫治我
[00:08:17.360 --> 00:08:19.360]  因為我的骨頭發顫」
[00:08:19.360 --> 00:08:22.360]  我不知道大家有沒有試過骨頭發顫
[00:08:22.360 --> 00:08:24.360]  骨頭發顫是指因為很強烈
[00:08:24.360 --> 00:08:27.360]  內心裡面一些負面的情緒
[00:08:27.360 --> 00:08:29.360]  可能是害怕 可能是生氣
[00:08:29.360 --> 00:08:32.360]  而引發身體的一些震動
[00:08:32.360 --> 00:08:35.360]  原來大衛都好像你和我一樣
[00:08:35.360 --> 00:08:37.360]  經歷過身體的患病
[00:08:37.360 --> 00:08:40.360]  和心靈上的煎熬
[00:08:40.360 --> 00:08:42.360]  第三個恩惠
