
[00:00:00.000 --> 00:00:09.000]  今日和大家一起思想的經文是出自《馬太福音》第28章16-20節
[00:00:09.000 --> 00:00:16.000]  相信我們信屬一段時間的弟兄姊妹對這段經文也非常熟悉
[00:00:16.000 --> 00:00:21.000]  首先我會讀一讀這段經文,我會讀舊版的和合本
[00:00:21.000 --> 00:00:37.000]  11個門徒往加利利去,到了耶穌約定的山上,他們見了耶穌就拜他。然而還有人疑惑,耶穌進前來對他們說:
[00:00:37.000 --> 00:01:03.000]  「天上地下所有的權柄都賜給我了,所以你們要去使萬民作我的門徒,奉父子聖人的名給他們施洗。凡我所吩咐你們的,都教訓他們遵守,我就常與你們同在,直到世界的末了。」
[00:01:03.000 --> 00:01:18.000]  相信這段經文弟兄姊妹也非常熟悉,我借著今天的神學教育主日來和大家再思教會的大使命,我們一起開始的時候先祈禱
[00:01:18.000 --> 00:01:38.000]  親愛的恩主,我們感謝祢,祢不僅賜給我們生命和氣息,並且透過祢自己的愛子,我們的主耶穌基督在十家相為我們寫命,以義代替我們的不義,救贖我們的罪
[00:01:38.000 --> 00:01:47.000]  讓我們認罪悔改,接受主基督成為我們的救主的時候,我們得著榮生,我們獻上感謝
[00:01:47.000 --> 00:02:10.000]  主耶穌,祢仍然留我們活存在地上,並不是要我們白占地圖,而是要我們繼續承擔主祢愛世人,讓地上各方各族各民各國都能夠得享主祢福音的恩典
[00:02:10.000 --> 00:02:29.000]  主日就願祢賜給我們有悟性,讓我們今天透過我們所熟悉的經文,教會的大使命,再一次思念到主祢的大愛,我們的禱告奉基督耶穌的名
[00:02:29.000 --> 00:02:50.000]  這段經文開始的時候,是講到背景,就是耶穌在十家上成就了救贖,祂從死裡復活,約定門道去到一個山上,就將使命給了他們
[00:02:50.000 --> 00:03:07.000]  在使命的經文當中,我們可以看到三方面,第一,就是第十八節那裡,就說耶穌進前來對他們說,天上地下所有的權柄都已經賜給主耶穌了
[00:03:07.000 --> 00:03:28.000]  這個是可以說是大使命的權柄,接著第十九節到二十節的上半部,就是大使命的內容,而最後第三方面二十節的下半部,就是大使命的應許
[00:03:28.000 --> 00:03:39.000]  首先我們來看看大使命的權柄,主耶穌說到天上地下所有的權柄都賜給了祂
[00:03:39.000 --> 00:04:00.000]  天上地下,可以說是從一個概括的模式去表達,指到無窮無盡的大宇宙,天上,以及我們人活在這個地上的一切一切的
[00:04:00.000 --> 00:04:09.000]  就是說神所創造的一切一切都在復活救主耶穌的權柄的底下
[00:04:09.000 --> 00:04:25.000]  我們體會到耶穌在十誡上為我們的罪釘死,從死裡復活,表明祂勝過罪惡帶來死亡的權勢
[00:04:25.000 --> 00:04:37.000]  沒錯,我們今天雖然在主還沒回來之前,我們可能會離世,但是我們知道我們是有永生
[00:04:37.000 --> 00:04:44.000]  我們死了之後,我們到主那裡去,得享主的永生
[00:04:44.000 --> 00:04:56.000]  所以我們體會到耶穌已經得著權柄,是勝過罪惡帶來死亡的權柄
[00:04:56.000 --> 00:05:05.000]  因為經文很清楚讓我們看到保羅在羅馬書說,罪的功架是死
[00:05:05.000 --> 00:05:10.000]  唯有在主基督耶穌十誡的恩典我們得著永生
[00:05:10.000 --> 00:05:17.000]  所以保羅他很體會到這方面,當他寫信給菲律賓教會的時候
[00:05:17.000 --> 00:05:25.000]  他講到我們的主耶穌,祂謙卑,以至於死,卑微以至於死,且死在十字架上
[00:05:25.000 --> 00:05:39.000]  但是神將祂升為至高,讓地上所有的一切,天上地上所有的,無不稱耶穌基督為主
[00:05:39.000 --> 00:05:46.000]  萬失都要跪拜,萬口都要稱頌,主耶穌基督是主
[00:05:46.000 --> 00:05:56.000]  這個讓我們看到耶穌祂從死裡復活,表明一切在天上的,地上的,地底下的,所有一切
[00:05:56.000 --> 00:06:00.000]  祂都是主,祂得著所有的權柄
[00:06:00.000 --> 00:06:09.000]  因為因著神愛世人,所以耶穌祂特別地頒佈這個使命
[00:06:09.000 --> 00:06:17.000]  讓當時的十一個使徒領受這個使命,以至到代代相傳
[00:06:17.000 --> 00:06:26.000]  以至到歷世歷代的教會,同樣地去執行主耶穌所吩咐的這個使命
[00:06:26.000 --> 00:06:35.000]  因為主已經得到這個權柄,所以罪惡捆綁著世人
[00:06:35.000 --> 00:06:43.000]  而主耶穌從死裡復活,勝過罪惡帶來的死亡
[00:06:43.000 --> 00:06:55.000]  祂有這個權柄,因著祂的愛的緣故,所以祂要祂的門徒去推展這個大使命
[00:06:55.000 --> 00:06:59.000]  這個大使命的內容是什麼呢?
[00:06:59.000 --> 00:07:05.000]  第十九節到二十節的上半句,主耶穌說道
[00:07:05.000 --> 00:07:13.000]  因著祂得著這個權柄的緣故,所以你們要去使萬民作我的門徒
[00:07:13.000 --> 00:07:15.000]  奉父子聖靈的名義,給他們施洗
[00:07:15.000 --> 00:07:20.000]  犯我所吩咐的,你們都教訓他們遵守
[00:07:20.000 --> 00:07:23.000]  這個是大使命的內容
[00:07:23.000 --> 00:07:30.000]  剛才說讀經文大使命的內容
[00:07:30.000 --> 00:07:37.000]  在希臘文的記載,是一句句子
[00:07:37.000 --> 00:07:44.000]  一句句子是能夠表明一個整全的思想
[00:07:44.000 --> 00:07:49.000]  而在一句句子裡面,最重要的是什麼呢?
[00:07:49.000 --> 00:07:52.000]  我教希臘文的時候,我都跟學生說
[00:07:52.000 --> 00:07:56.000]  當我們找到一句句子的時候,第一樣東西我們要找的是什麼呢?
[00:07:56.000 --> 00:08:02.000]  主要動詞
[00:08:02.000 --> 00:08:05.000]  當我們找到這個主要動詞的時候
[00:08:05.000 --> 00:08:09.000]  我們就了解到這個主要動詞的主詞
[00:08:09.000 --> 00:08:12.000]  就是誰施行這個動作
[00:08:12.000 --> 00:08:18.000]  以及這個動作是施行在什麼情況
[00:08:18.000 --> 00:08:23.000]  以及施行在誰的身上,就是這個object這個彬詞
[00:08:23.000 --> 00:08:27.000]  還有找到其他的動作上有關的
[00:08:27.000 --> 00:08:31.000]  比如不定詞、分詞等等
[00:08:31.000 --> 00:08:34.000]  這樣我們就能夠從語法的角度
[00:08:34.000 --> 00:08:41.000]  可以正義分解聖經的道
[00:08:41.000 --> 00:08:47.000]  這個大使命的內容,是一句句子
[00:08:47.000 --> 00:08:53.000]  所以我們必須要找出這個句子裡面的主要動詞是什麼
[00:08:53.000 --> 00:08:59.000]  以致我們能夠掌握到大使命的精要
[00:08:59.000 --> 00:09:02.000]  這個主要動詞是什麼呢?
[00:09:02.000 --> 00:09:06.000]  當然在希臘文是一個字
[00:09:06.000 --> 00:09:14.000]  但是在漢語的聖經,不能夠用一個字翻譯出來
[00:09:14.000 --> 00:09:21.000]  唯有使作門徒,使作門徒
[00:09:21.000 --> 00:09:23.000]  用了四個字去翻譯
[00:09:23.000 --> 00:09:30.000]  就算是英語,都要用兩個字去翻譯這個動詞
[00:09:30.000 --> 00:09:32.000]  英語怎麼翻譯呢?
[00:09:32.000 --> 00:09:37.000]  Make disciple
[00:09:37.000 --> 00:09:43.000]  這個在聖經的語文表達的時候
[00:09:43.000 --> 00:09:48.000]  是一個命令語氣
[00:09:48.000 --> 00:09:53.000]  即是主耶穌是命令當時十一個門徒
[00:09:53.000 --> 00:09:57.000]  使人作門徒
[00:09:57.000 --> 00:09:59.000]  是一個命令語氣
[00:09:59.000 --> 00:10:02.000]  使什麼人作門徒呢?
[00:10:02.000 --> 00:10:06.000]  萬民
[00:10:06.000 --> 00:10:14.000]  換言之,當時主耶穌和當時的十一個門徒
[00:10:14.000 --> 00:10:17.000]  基本上是以色列人
[00:10:17.000 --> 00:10:22.000]  即是說,不只是以色列人去作主耶穌的門徒
[00:10:22.000 --> 00:10:27.000]  是萬國萬民
[00:10:27.000 --> 00:10:32.000]  我們明白到叫萬國萬民作主耶穌的門徒
[00:10:32.000 --> 00:10:36.000]  可以說這是大使命的重點
[00:10:36.000 --> 00:10:39.000]  如果有人問我們
[00:10:39.000 --> 00:10:42.000]  大使命究竟是什麼?
[00:10:42.000 --> 00:10:44.000]  重點就是什麼呢?
[00:10:44.000 --> 00:10:50.000]  就是使萬民作耶穌基督的門徒
[00:10:50.000 --> 00:10:52.000]  這是大使命的重點
[00:10:52.000 --> 00:10:55.000]  在這個句子裡
[00:10:55.000 --> 00:10:58.000]  除了這個主要動詞之外
[00:10:58.000 --> 00:11:02.000]  還有三個分詞
[00:11:02.000 --> 00:11:06.000]  英語叫做participle分詞
[00:11:06.000 --> 00:11:12.000]  這三個分詞帶給我們
[00:11:12.000 --> 00:11:16.000]  如何推展使命
[00:11:16.000 --> 00:11:22.000]  如何使萬民成為主耶穌基督的門徒
[00:11:22.000 --> 00:11:24.000]  哪三個分詞呢?
[00:11:24.000 --> 00:11:28.000]  第一個是去字
[00:11:28.000 --> 00:11:32.000]  即是說,如果我們要使萬民作主的門徒
[00:11:32.000 --> 00:11:37.000]  我們不只是留在教會裡
[00:11:37.000 --> 00:11:41.000]  即是應用到歷史歷代的教會來說
[00:11:41.000 --> 00:11:45.000]  就說一定要出去
[00:11:45.000 --> 00:11:48.000]  在當時十一個使徒
[00:11:48.000 --> 00:11:54.000]  聽到馬太用希臘文的表達方式
[00:11:54.000 --> 00:11:58.000]  意思是當你們去的時候
[00:11:58.000 --> 00:12:01.000]  你們要使萬民作主的門徒
[00:12:01.000 --> 00:12:04.000]  意思是無論你往哪裡去
[00:12:04.000 --> 00:12:06.000]  你有一個使命
[00:12:06.000 --> 00:12:09.000]  就是叫萬民作主的門徒
[00:12:09.000 --> 00:12:11.000]  這是第一個分詞
[00:12:11.000 --> 00:12:17.000]  教導我們要履行耶穌基督的大使命
[00:12:17.000 --> 00:12:19.000]  要使萬民作主的門徒
[00:12:19.000 --> 00:12:21.000]  我們一定要去
[00:12:21.000 --> 00:12:24.000]  萬民不是在教會裡
[00:12:24.000 --> 00:12:26.000]  萬民在教會以外
[00:12:26.000 --> 00:12:31.000]  甚至是地域以外的地方
[00:12:31.000 --> 00:12:40.000]  所以這也是本地和對外宣教報道的工作
[00:12:40.000 --> 00:12:43.000]  另外還有兩個分詞
[00:12:43.000 --> 00:12:47.000]  就是「施洗」
[00:12:47.000 --> 00:12:52.000]  即是要使萬民成為主的門徒的話
[00:12:52.000 --> 00:12:56.000]  除了去之外還要有施洗
