
[00:00:00.000 --> 00:00:03.000]  靚姐妹主內平安
[00:00:03.000 --> 00:00:08.000]  有一日有一個父親來問我
[00:00:08.000 --> 00:00:12.000]  他說怎樣和孩子修補關係
[00:00:12.000 --> 00:00:16.000]  因為父子之間很多方面都大不同
[00:00:16.000 --> 00:00:19.000]  特別在政治方面的理念
[00:00:19.000 --> 00:00:23.000]  在過去一段日子大家的關係有很多張力
[00:00:23.000 --> 00:00:26.000]  我很欣賞這位爸爸
[00:00:26.000 --> 00:00:29.000]  因為他很主動地去尋求
[00:00:29.000 --> 00:00:33.000]  希望和兒子的關係復和
[00:00:33.000 --> 00:00:35.000]  我就問這位爸爸
[00:00:35.000 --> 00:00:37.000]  你和兒子是不是已經信了主
[00:00:37.000 --> 00:00:40.000]  在主內
[00:00:40.000 --> 00:00:42.000]  爸爸聽完之後
[00:00:42.000 --> 00:00:45.000]  他跟我說正正就是因為信了主
[00:00:45.000 --> 00:00:49.000]  所以大家面對的困難更加大
[00:00:49.000 --> 00:00:50.000]  我說為甚麼呢
[00:00:50.000 --> 00:00:52.000]  因為大家爭拗的時候
[00:00:52.000 --> 00:00:53.000]  他們都引經據典
[00:00:53.000 --> 00:00:56.000]  好像神學辯論一樣
[00:00:56.000 --> 00:00:58.000]  你出爾忽所書
[00:00:58.000 --> 00:00:59.000]  他出保羅
[00:00:59.000 --> 00:01:01.000]  然後彼得
[00:01:01.000 --> 00:01:05.000]  好像火花很光亮
[00:01:05.000 --> 00:01:07.000]  我聽完爸爸的分數
[00:01:07.000 --> 00:01:11.000]  我想到四個字和這位父親分享
[00:01:11.000 --> 00:01:14.000]  同一 一同
[00:01:14.000 --> 00:01:19.000]  同一的意思是嘗試發掘兩個人的共通點
[00:01:19.000 --> 00:01:23.000]  要知道大家有甚麼相同的地方
[00:01:23.000 --> 00:01:25.000]  例如你們的興趣
[00:01:25.000 --> 00:01:26.000]  信念
[00:01:26.000 --> 00:01:30.000]  甚至壞習慣都可以
[00:01:30.000 --> 00:01:35.000]  希望他們不再著眼於兩個人的不同
[00:01:35.000 --> 00:01:36.000]  一同是甚麼呢
[00:01:36.000 --> 00:01:39.000]  不是打麻將那些
[00:01:39.000 --> 00:01:41.000]  一同就是同心同行
[00:01:41.000 --> 00:01:44.000]  去建立發展這些共通點
[00:01:44.000 --> 00:01:46.000]  如果有壞習慣的話
[00:01:46.000 --> 00:01:48.000]  一起去改
[00:01:48.000 --> 00:01:54.000]  將一同的行動成為父子之間溝通的基點
[00:01:54.000 --> 00:01:56.000]  這對父子的情況
[00:01:56.000 --> 00:02:00.000]  其實也是教會弟兄姊妹關係的縮影
[00:02:00.000 --> 00:02:05.000]  我們之間很可能因為意見不合而產生摩擦
[00:02:05.000 --> 00:02:07.000]  甚至會有吵架
[00:02:07.000 --> 00:02:10.000]  彼此之間的關係而破裂
[00:02:10.000 --> 00:02:12.000]  今天中堂講到系列
[00:02:12.000 --> 00:02:14.000]  我們會繼續肥立比書
[00:02:14.000 --> 00:02:18.000]  我們來到第二章五到十六節
[00:02:18.000 --> 00:02:20.000]  這段經文正正就是講到
[00:02:20.000 --> 00:02:24.000]  面對弟兄姊妹之間的關係出現問題的時候
[00:02:24.000 --> 00:02:26.000]  我們應該怎樣去處理
[00:02:26.000 --> 00:02:29.000]  盼望成為我們的教訓和提醒
[00:02:29.000 --> 00:02:31.000]  在還讀經文之前
[00:02:31.000 --> 00:02:33.000]  我們同心禱告
[00:02:33.000 --> 00:02:36.000]  親愛的伯父
[00:02:36.000 --> 00:02:38.000]  求你賜福以下時間
[00:02:38.000 --> 00:02:40.000]  讓所講所聽的同篇祝福
[00:02:40.000 --> 00:02:43.000]  讓我們打開你的話語成為我們的幫助
[00:02:43.000 --> 00:02:46.000]  禱告奉救主耶穌基督名字祈求
[00:02:46.000 --> 00:02:47.000]  阿們
[00:02:47.000 --> 00:02:53.000]  我邀請弟兄姊妹分段去還讀今天的經文
[00:02:53.000 --> 00:02:55.000]  我會先讀第五節
[00:02:55.000 --> 00:02:58.000]  之後我請弟兄讀六到十一節
[00:02:58.000 --> 00:03:01.000]  最後請姊妹讀十二到十六節
[00:03:01.000 --> 00:03:03.000]  請聽我讀出第五節
[00:03:03.000 --> 00:03:07.000]  你們當以基督耶穌的心為心
[00:03:07.000 --> 00:03:08.000]  請弟兄
[00:03:08.000 --> 00:03:14.000]  (大同有神的形象,就要堅持自己與神同在)
[00:03:14.000 --> 00:03:19.000]  (反倒虛己,取了奴僕的形象,成為人的樣式)
[00:03:19.000 --> 00:03:25.000]  (既有人的樣子,就謙卑自己,全心馴服)
[00:03:25.000 --> 00:03:29.000]  (以至於死,且死在十字架上)
[00:03:29.000 --> 00:03:32.000]  (所以神把他升為至高)
[00:03:32.000 --> 00:03:36.000]  (又賜給他超乎萬名之上的名)
[00:03:36.000 --> 00:03:41.000]  (以一切在天上的、地上的和地底下的)
[00:03:41.000 --> 00:03:43.000]  (因耶穌的名)
[00:03:43.000 --> 00:03:47.000]  (屋室都要跪下,眾口都要宣認)
[00:03:47.000 --> 00:03:51.000]  (耶穌基督是主,歸榮耀給父神)
[00:03:51.000 --> 00:03:52.000]  請姊妹
[00:03:52.000 --> 00:04:11.000]  (我身內的,這樣看來你們)
[00:04:11.000 --> 00:04:15.000]  (因為是神在你們心裡運行)
[00:04:15.000 --> 00:04:18.000]  (使你們又立志又實行)
[00:04:18.000 --> 00:04:21.000]  (為要成就他的名義)
[00:04:21.000 --> 00:04:23.000]  (你們無論做什麼事)
[00:04:23.000 --> 00:04:26.000]  (都不要發怨言氣爭論)
[00:04:26.000 --> 00:04:30.000]  (好使你們無可指責,誠實無偽)
[00:04:30.000 --> 00:04:33.000]  (在這彎曲薄貌的世代)
[00:04:33.000 --> 00:04:36.000]  (作神無瑕癡的兒女)
[00:04:36.000 --> 00:04:40.000]  (你們在這世代中要將明光照耀)
[00:04:40.000 --> 00:04:43.000]  (將生命的道顯明出來)
[00:04:43.000 --> 00:04:45.000]  (使我在基督的日子)
[00:04:45.000 --> 00:04:48.000]  (得以誇耀我沒有白眼)
[00:04:48.000 --> 00:04:50.000]  (也沒有頭顱)
[00:04:50.000 --> 00:04:52.000]  (我沒有頭顱)
[00:04:52.000 --> 00:04:56.000]  (菲律賓教會可以說是歐洲第一所基督教會)
[00:04:56.000 --> 00:05:01.000]  (位於古時馬其頓,即是今日希臘的北部)
[00:05:01.000 --> 00:05:04.000]  (史陀保羅在第二次宣教旅程時)
[00:05:04.000 --> 00:05:07.000]  (到羅馬帝國傳福音)
[00:05:07.000 --> 00:05:09.000]  (他因為回應馬其頓的呼召)
[00:05:09.000 --> 00:05:12.000]  (而不再向東行,轉而向西行)
[00:05:12.000 --> 00:05:15.000]  (在《史陀行傳》十六章有記載)
[00:05:15.000 --> 00:05:18.000]  (他到菲律賓就建立了這所教會)
[00:05:18.000 --> 00:05:21.000]  (福音就是藉著這次宣教)
[00:05:21.000 --> 00:05:23.000]  (進入歐洲大陸)
[00:05:23.000 --> 00:05:25.000]  (菲律賓教會在很多方面)
[00:05:25.000 --> 00:05:28.000]  (都可以成為宗教會的榜樣)
[00:05:28.000 --> 00:05:30.000]  (他們十分慷慨)
[00:05:30.000 --> 00:05:34.000]  (經常捐書給保羅,用在聖宮上)
[00:05:34.000 --> 00:05:36.000]  (但這所教會之間)
[00:05:36.000 --> 00:05:39.000]  (亦有弟兄姊妹彼此不和的暗湧)
[00:05:39.000 --> 00:05:41.000]  (聖經特別提到兩個婦人)
[00:05:41.000 --> 00:05:44.000]  (尤亞爹和秦都基)
[00:05:44.000 --> 00:05:47.000]  (他們彼此之間意見不合)
[00:05:47.000 --> 00:05:50.000]  (在四章二節中都有提及)
