
[00:00:00.000 --> 00:00:03.000]  今天我的題目是「代代平安」
[00:00:03.000 --> 00:00:06.000]  好,那麼
[00:00:06.000 --> 00:00:08.000]  很多年前我曾經聽過
[00:00:08.000 --> 00:00:11.000]  有一位有意參選總統的西方政客
[00:00:11.000 --> 00:00:13.000]  曾經在一次演說中
[00:00:13.000 --> 00:00:14.000]  他曾經這樣說
[00:00:14.000 --> 00:00:17.000]  「家庭制度是過時的東西」
[00:00:17.000 --> 00:00:19.000]  我聽到很震驚
[00:00:19.000 --> 00:00:21.000]  然後我們都
[00:00:21.000 --> 00:00:23.000]  很偏心地感恩
[00:00:23.000 --> 00:00:25.000]  他敗選
[00:00:25.000 --> 00:00:27.000]  我們都聽過
[00:00:27.000 --> 00:00:28.000]  有人願意
[00:00:28.000 --> 00:00:29.000]  即使願意結婚
[00:00:29.000 --> 00:00:31.000]  不單止不要小朋友
[00:00:31.000 --> 00:00:33.000]  連一切財務支出
[00:00:33.000 --> 00:00:34.000]  家務處理等等
[00:00:34.000 --> 00:00:35.000]  都要獨立運作
[00:00:35.000 --> 00:00:37.000]  大家互不從屬
[00:00:37.000 --> 00:00:38.000]  互不毀身
[00:00:38.000 --> 00:00:40.000]  聽起來他們真的像叔友
[00:00:40.000 --> 00:00:42.000]  多過像家人
[00:00:42.000 --> 00:00:43.000]  我又感恩
[00:00:43.000 --> 00:00:46.000]  這種沒有承擔的例子不多
[00:00:46.000 --> 00:00:50.000]  這些人的行為和言論
[00:00:50.000 --> 00:00:51.000]  令我去想
[00:00:51.000 --> 00:00:52.000]  我去思想
[00:00:52.000 --> 00:00:55.000]  究竟家庭這件事
[00:00:55.000 --> 00:00:57.000]  對現代人來說
[00:00:57.000 --> 00:01:00.000]  意義何在呢?
[00:01:00.000 --> 00:01:05.000]  究竟家庭是否仍然有吸引力呢?
[00:01:05.000 --> 00:01:08.000]  最近我陪女兒
[00:01:08.000 --> 00:01:10.000]  純粹陪女兒看動漫
[00:01:10.000 --> 00:01:12.000]  不過我本身都很喜歡看動漫
[00:01:12.000 --> 00:01:16.000]  有一套日本動漫叫
[00:01:16.000 --> 00:01:18.000]  Spy Family
[00:01:18.000 --> 00:01:20.000]  即間諜家庭
[00:01:20.000 --> 00:01:22.000]  中文有個名字
[00:01:22.000 --> 00:01:24.000]  不知是否台灣
[00:01:24.000 --> 00:01:25.000]  間諜家家走
[00:01:25.000 --> 00:01:28.000]  廣東話即間諜煮飯仔
[00:01:28.000 --> 00:01:31.000]  之後不知你們有否留意到
[00:01:31.000 --> 00:01:32.000]  不同的場合
[00:01:32.000 --> 00:01:34.000]  都有人穿T恤
[00:01:34.000 --> 00:01:36.000]  我開始意識到
[00:01:36.000 --> 00:01:39.000]  原來這套動漫是很受歡迎的
[00:01:39.000 --> 00:01:42.000]  其實我有點意外
[00:01:42.000 --> 00:01:43.000]  內容不多說
[00:01:43.000 --> 00:01:44.000]  主要是說三個
[00:01:44.000 --> 00:01:47.000]  不可能走在一起成家立室的人
[00:01:47.000 --> 00:01:49.000]  為了不同的原因
[00:01:49.000 --> 00:01:52.000]  一起扮演一個家庭
[00:01:52.000 --> 00:01:55.000]  一個虛假的家庭
[00:01:55.000 --> 00:01:57.000]  但劇情發展
[00:01:57.000 --> 00:01:59.000]  當然是這三個人越走越近
[00:01:59.000 --> 00:02:01.000]  越來越喜歡所謂的家
[00:02:01.000 --> 00:02:03.000]  不想分離
[00:02:03.000 --> 00:02:05.000]  在虛假當中
[00:02:05.000 --> 00:02:08.000]  就展現出一種真實的溫情
[00:02:08.000 --> 00:02:12.000]  故事最受歡迎的角色
[00:02:12.000 --> 00:02:17.000]  自然就是來自孤兒院的小女孩
[00:02:17.000 --> 00:02:19.000]  她因為對家的渴慕
[00:02:19.000 --> 00:02:24.000]  冒險走進了陌生人組成的家中
[00:02:24.000 --> 00:02:31.000]  而小女孩亦成為虛假的家中的膠水
[00:02:31.000 --> 00:02:34.000]  將各人緊緊黏在一起
[00:02:34.000 --> 00:02:36.000]  老實說
[00:02:36.000 --> 00:02:38.000]  如果沒有這個女孩
[00:02:38.000 --> 00:02:41.000]  整套動漫都失色至少一半
[00:02:41.000 --> 00:02:44.000]  說到家
[00:02:44.000 --> 00:02:46.000]  如果能夠運作
[00:02:46.000 --> 00:02:49.000]  產生它的功能
[00:02:49.000 --> 00:02:52.000]  即使是一個假的家
[00:02:52.000 --> 00:02:54.000]  亦都存在一種魅力
[00:02:54.000 --> 00:02:58.000]  令到沒有人願意離開它
[00:02:58.000 --> 00:03:02.000]  一個家是怎樣才能產生應有的功能呢?
[00:03:02.000 --> 00:03:06.000]  今天就讓我們看看提多書第二章
[00:03:06.000 --> 00:03:09.000]  看看經文對我們有什麼提醒
[00:03:09.000 --> 00:03:11.000]  今天我選取的是新漢語譯本
[00:03:11.000 --> 00:03:13.000]  請大家一起讀出
[00:03:13.000 --> 00:03:15.000]  二章一至十節
[00:03:15.000 --> 00:03:17.000]  (二章一至十節)
[00:03:17.000 --> 00:03:19.000]  (二章一至十節)
[00:03:19.000 --> 00:03:21.000]  (二章一至十節)
[00:03:21.000 --> 00:03:23.000]  (二章一至十節)
[00:03:23.000 --> 00:03:25.000]  (二章一至十節)
[00:03:25.000 --> 00:03:27.000]  (二章一至十節)
[00:03:27.000 --> 00:03:29.000]  (二章一至十節)
[00:03:29.000 --> 00:03:31.000]  (二章一至十節)
[00:03:31.000 --> 00:03:33.000]  (二章一至十節)
[00:03:33.000 --> 00:03:35.000]  (二章一至十節)
[00:03:35.000 --> 00:03:37.000]  (二章一至十節)
[00:03:37.000 --> 00:03:39.000]  (二章一至十節)
[00:03:39.000 --> 00:03:41.000]  (二章一至十節)
[00:03:41.000 --> 00:03:43.000]  (二章一至十節)
[00:03:43.000 --> 00:03:45.000]  (二章一至十節)
[00:03:45.000 --> 00:03:47.000]  (二章一至十節)
[00:03:47.000 --> 00:03:49.000]  (二章一至十節)
[00:03:49.000 --> 00:03:51.000]  (二章一至十節)
[00:03:51.000 --> 00:03:53.000]  (二章一至十節)
[00:03:53.000 --> 00:03:55.000]  (二章一至十節)
[00:03:55.000 --> 00:03:57.000]  (二章一至十節)
[00:03:57.000 --> 00:03:59.000]  (二章一至十節)
[00:03:59.000 --> 00:04:01.000]  (二章一至十節)
[00:04:01.000 --> 00:04:03.000]  (二章一至十節)
[00:04:03.000 --> 00:04:05.000]  (二章一至十節)
[00:04:05.000 --> 00:04:07.000]  (二章一至十節)
[00:04:07.000 --> 00:04:09.000]  (二章一至十節)
[00:04:09.000 --> 00:04:11.000]  (二章一至十節)
[00:04:11.000 --> 00:04:13.000]  (二章一至十節)
[00:04:13.000 --> 00:04:15.000]  (二章一至十節)
[00:04:15.000 --> 00:04:17.000]  (二章一至十節)
[00:04:17.000 --> 00:04:19.000]  (二章一至十節)
[00:04:19.000 --> 00:04:21.000]  (二章一至十節)
[00:04:21.000 --> 00:04:23.000]  (二章一至十節)
[00:04:23.000 --> 00:04:25.000]  (二章一至十節)
[00:04:25.000 --> 00:04:27.000]  (二章一至十節)
[00:04:27.000 --> 00:04:29.000]  (二章一至十節)
[00:04:29.000 --> 00:04:31.000]  (二章一至十節)
[00:04:31.000 --> 00:04:33.000]  (二章一至十節)
[00:04:33.000 --> 00:04:35.000]  (二章一至十節)
[00:04:35.000 --> 00:04:37.000]  (二章一至十節)
[00:04:37.000 --> 00:04:39.000]  (二章一至十節)
[00:04:39.000 --> 00:04:41.000]  (二章一至十節)
[00:04:41.000 --> 00:04:43.000]  (二章一至十節)
[00:04:43.000 --> 00:04:45.000]  (二章一至十節)
[00:04:45.000 --> 00:04:47.000]  (二章一至十節)
[00:04:47.000 --> 00:04:49.000]  (二章一至十節)
[00:04:49.000 --> 00:04:51.000]  (二章一至十節)
[00:04:51.000 --> 00:04:53.000]  (二章一至十節)
[00:04:53.000 --> 00:04:55.000]  (二章一至十節)
[00:04:55.000 --> 00:04:57.000]  (二章一至十節)
[00:04:57.000 --> 00:04:59.000]  (二章一至十節)
[00:04:59.000 --> 00:05:01.000]  (二章一至十節)
[00:05:01.000 --> 00:05:03.000]  (二章一至十節)
[00:05:03.000 --> 00:05:05.000]  (二章一至十節)
[00:05:05.000 --> 00:05:07.000]  (二章一至十節)
[00:05:07.000 --> 00:05:09.000]  (二章一至十節)
[00:05:09.000 --> 00:05:11.000]  (二章一至十節)
[00:05:11.000 --> 00:05:13.000]  (二章一至十節)
[00:05:13.000 --> 00:05:15.000]  (二章一至十節)
[00:05:15.000 --> 00:05:17.000]  (二章一至十節)
[00:05:17.000 --> 00:05:19.000]  (二章一至十節)
[00:05:19.000 --> 00:05:21.000]  (二章一至十節)
[00:05:21.000 --> 00:05:23.000]  (二章一至十節)
[00:05:23.000 --> 00:05:25.000]  (二章一至十節)
[00:05:25.000 --> 00:05:27.000]  (二章一至十節)
[00:05:27.000 --> 00:05:29.000]  (二章一至十節)
[00:05:29.000 --> 00:05:31.000]  (二章一至十節)
[00:05:31.000 --> 00:05:33.000]  (二章一至十節)
[00:05:33.000 --> 00:05:35.000]  (二章一至十節)
[00:05:35.000 --> 00:05:37.000]  (二章一至十節)
[00:05:37.000 --> 00:05:39.000]  (二章一至十節)
[00:05:39.000 --> 00:05:41.000]  (二章一至十節)
[00:05:41.000 --> 00:05:43.000]  (二章一至十節)
[00:05:43.000 --> 00:05:45.000]  (二章一至十節)
[00:05:45.000 --> 00:05:47.000]  健全這個字
[00:05:47.000 --> 00:05:49.000]  在新約福音書中
[00:05:49.000 --> 00:05:52.000]  通常是形容一些原本是肉體有殘缺的
[00:05:52.000 --> 00:05:55.000]  但後來就變得健康
[00:05:55.000 --> 00:05:58.000]  健康健全
[00:05:58.000 --> 00:06:04.000]  為何保羅一開始要對提多提出這麼強烈的要求呢?
[00:06:04.000 --> 00:06:12.000]  難道真的好像第一章所形容的提多所教導的克里特人
[00:06:12.000 --> 00:06:19.000]  全部都是撒謊、品格殘缺的人嗎?
[00:06:19.000 --> 00:06:25.000]  為何保羅對克里特島的人這麼負面呢?
[00:06:25.000 --> 00:06:31.000]  不知道大家有沒有去過克里特島旅行呢?
[00:06:31.000 --> 00:06:34.000]  你們對這個島有多少認識呢?
[00:06:34.000 --> 00:06:36.000]  有沒有去過?有沒有人去過?
[00:06:36.000 --> 00:06:38.000]  沒有?OK,不要緊
[00:06:38.000 --> 00:06:44.000]  克里特島是處於愛琴海邊陲位置的一個很美的島
[00:06:44.000 --> 00:06:47.000]  遠離希臘本島
[00:06:47.000 --> 00:06:53.000]  其中一個很著名的景點就是
[00:06:53.000 --> 00:06:56.000]  赫洛索斯皇宮
[00:06:56.000 --> 00:07:00.000]  這是希臘早期的米洛斯文明遺跡
[00:07:00.000 --> 00:07:02.000]  以前我讀大學的時候
[00:07:02.000 --> 00:07:04.000]  讀希臘史的時候
[00:07:04.000 --> 00:07:06.000]  很多時候無論從藝術還是政治等等
[00:07:06.000 --> 00:07:11.000]  都是從克里特島的米洛斯文化開始說起
[00:07:11.000 --> 00:07:14.000]  裡面的壁畫都很漂亮
[00:07:14.000 --> 00:07:17.000]  充滿歡樂的景象
[00:07:17.000 --> 00:07:24.000]  但你明顯看到當時裡面有很多飲宴、享樂、放縱的場面
[00:07:24.000 --> 00:07:26.000]  而且有些我沒有展示出來
[00:07:26.000 --> 00:07:31.000]  有些女士的服飾多數都是裸露胸膛
[00:07:31.000 --> 00:07:36.000]  當然米洛斯古文明在保羅的時代
[00:07:36.000 --> 00:07:38.000]  羅馬的時代已經消亡了
[00:07:38.000 --> 00:07:44.000]  克里特島原居民已經和希臘本土的人融合了
[00:07:44.000 --> 00:07:48.000]  但是他的影響可能仍然存在
[00:07:48.000 --> 00:07:51.000]  而這個偏遠的希臘外島
[00:07:51.000 --> 00:07:54.000]  就好像他和希臘本土一樣
[00:07:54.000 --> 00:07:56.000]  梳梨的位置一樣
[00:07:56.000 --> 00:07:59.000]  好像帶著一些半液的DNA
[00:07:59.000 --> 00:08:02.000]  去面對希羅世界的傳統價值
[00:08:02.000 --> 00:08:06.000]  以至保羅和他同時期的人
[00:08:06.000 --> 00:08:10.000]  都對克里特島的人存有負面的看法
[00:08:10.000 --> 00:08:14.000]  另外我不知道你有沒有聽過希臘神話的故事
