
[00:00:00.000 --> 00:00:03.640]  今天是端午節
[00:00:03.640 --> 00:00:06.360]  我恭祝大家端午節快樂
[00:00:06.360 --> 00:00:08.560]  我想端午節和今天有什麼關係呢?
[00:00:08.560 --> 00:00:10.240]  我想了很久
[00:00:10.240 --> 00:00:12.600]  其實端午也是一個很特別的節日
[00:00:12.600 --> 00:00:14.880]  為什麼屈原會被人紀念呢?
[00:00:14.880 --> 00:00:17.320]  第一我提醒大家千萬不要做傻事
[00:00:17.320 --> 00:00:19.600]  這個節日提醒我們大家
[00:00:19.600 --> 00:00:22.920]  不過我覺得有句楚國的人很強的說話
[00:00:22.920 --> 00:00:26.080]  楚雖三戶,忘秦必楚
[00:00:26.080 --> 00:00:27.720]  我不知道大家有沒有聽過這句話
[00:00:27.720 --> 00:00:30.120]  楚國雖然只剩下三戶人家
[00:00:30.120 --> 00:00:32.000]  三戶人家應該不是ABC三戶
[00:00:32.000 --> 00:00:33.400]  一戶人家很大
[00:00:33.400 --> 00:00:34.480]  整個村莊這麼大
[00:00:34.480 --> 00:00:36.600]  楚雖三戶,忘秦必楚
[00:00:36.600 --> 00:00:38.440]  就是說他們在亂世裡面
[00:00:38.440 --> 00:00:40.280]  楚國的人有一個很清晰的目標
[00:00:40.280 --> 00:00:42.800]  最後我們一定會推翻秦朝的暴政
[00:00:42.800 --> 00:00:46.720]  最後我們看到陳勝、吳廣項、阮都是楚國的人
[00:00:46.720 --> 00:00:49.440]  這個開始讓我們在今天的端午節
[00:00:49.440 --> 00:00:53.240]  想起原來在亂世裡面有一個清晰的目標
[00:00:53.240 --> 00:00:54.080]  很重要的
[00:00:54.080 --> 00:00:56.440]  還和我今天的講道很有關係
[00:00:56.440 --> 00:00:58.440]  因為今天想和大家分享
[00:00:58.440 --> 00:00:59.360]  《亞國書》
[00:00:59.360 --> 00:01:02.440]  就是如何在亂世裡面有一個很清晰
[00:01:02.440 --> 00:01:03.680]  很專一的目標
[00:01:03.680 --> 00:01:04.560]  跟隨著走
[00:01:04.560 --> 00:01:07.320]  讓我們的人生有一個很清晰的意義
[00:01:07.320 --> 00:01:10.080]  為什麼會選擇《亞國書》在今年的題目
[00:01:10.080 --> 00:01:12.360]  今天有一個總論
[00:01:12.360 --> 00:01:13.520]  整卷《亞國書》
[00:01:13.520 --> 00:01:15.080]  幫大家一起去看
[00:01:15.080 --> 00:01:16.680]  為什麼會選擇《亞國書》呢?
[00:01:16.680 --> 00:01:18.000]  因為在今年裡面
[00:01:18.000 --> 00:01:22.040]  我很想我們大家在疫症、社會事件
[00:01:22.040 --> 00:01:23.680]  在很多艱難之後
[00:01:23.680 --> 00:01:25.600]  我們要做一次起來行動
[00:01:25.600 --> 00:01:28.560]  《亞國書》是關於一卷行動的書卷
[00:01:28.560 --> 00:01:30.240]  要走出來的書卷
[00:01:30.240 --> 00:01:32.680]  但是走出來其實近來都有很多困難
[00:01:32.680 --> 00:01:34.320]  在4月份的時候和頂尖姐妹分享
[00:01:34.320 --> 00:01:35.320]  他們每個人都說
[00:01:35.320 --> 00:01:37.320]  貿易戰不知道打到什麼時候
[00:01:37.320 --> 00:01:38.080]  現在很好
[00:01:38.080 --> 00:01:41.240]  看到又說美國的一些法院
[00:01:41.240 --> 00:01:44.240]  去阻擋了特朗普的關稅
[00:01:44.240 --> 00:01:46.040]  好像有點透透氣
[00:01:46.040 --> 00:01:47.360]  不過我在看的時候
[00:01:47.360 --> 00:01:51.280]  我看過有位新加坡的總理王秦才
[00:01:51.280 --> 00:01:53.000]  說這個貿易戰很特別
[00:01:53.000 --> 00:01:56.400]  他說貿易戰是基於美國本身內部很多問題
[00:01:56.400 --> 00:02:00.440]  因為大家都知道美國很多工廠已經沒有工開了
[00:02:00.440 --> 00:02:03.360]  共和黨很想解決這個問題
[00:02:03.360 --> 00:02:04.720]  不過解決這個問題的時候
[00:02:04.720 --> 00:02:05.880]  他用什麼方法解決呢?
[00:02:05.880 --> 00:02:07.080]  又不可以說
[00:02:07.080 --> 00:02:11.520]  他又很幫富有的人
[00:02:11.520 --> 00:02:13.320]  共和黨大家知道他的背景
[00:02:13.320 --> 00:02:15.600]  他將矛頭指向外國
[00:02:15.600 --> 00:02:16.720]  甚至指向中國
[00:02:16.720 --> 00:02:17.880]  就是最壞他們了
[00:02:17.880 --> 00:02:19.640]  把農民賣給我們
[00:02:19.640 --> 00:02:20.760]  搞到我們沒錢
[00:02:20.760 --> 00:02:21.840]  我們加他關稅
[00:02:21.840 --> 00:02:24.600]  整個矛頭就移向了外面
[00:02:24.600 --> 00:02:27.840]  這個貿易戰不僅解決了自己內部的困難
[00:02:27.840 --> 00:02:30.920]  我覺得王秦才在新加坡總理的講話大概是這樣說的
[00:02:30.920 --> 00:02:33.120]  不僅解決了他自己內部的問題
[00:02:33.120 --> 00:02:35.320]  同時將矛頭指向了外面
[00:02:35.320 --> 00:02:36.800]  但是在這個指向的時候
[00:02:36.800 --> 00:02:39.440]  讓我看到原來在冷戰之後
[00:02:39.440 --> 00:02:42.240]  東西方的衝突從來都沒有停止過
[00:02:42.240 --> 00:02:44.680]  都在一個很混亂的局面裡面
[00:02:44.680 --> 00:02:47.000]  我們仍然是一個
[00:02:47.000 --> 00:02:48.880]  人類和人類之間的衝突
[00:02:48.880 --> 00:02:52.240]  我們仍然距離今天核子戰爭都不是很遠的
[00:02:52.240 --> 00:02:56.080]  我在早前讀到一本書
[00:02:56.080 --> 00:02:58.240]  就是魏拓星先生寫的香港教會
[00:02:58.240 --> 00:03:00.320]  他80年前寫來香港教會的
[00:03:00.320 --> 00:03:02.000]  我看見這本書的時候
[00:03:02.000 --> 00:03:03.080]  對我都很有感觸
[00:03:03.080 --> 00:03:06.160]  他說香港教會和內地教會80年前有什麼不同呢?
[00:03:06.160 --> 00:03:08.880]  他說香港教會回來就看今晚誰是講員
[00:03:08.880 --> 00:03:09.880]  他通常是這樣的
[00:03:09.880 --> 00:03:12.360]  他在內地教會通常不是看今晚誰是講員
[00:03:12.360 --> 00:03:15.760]  就是問我今天回教會外有什麼侍奉
[00:03:15.760 --> 00:03:18.320]  兩人是很不同的心態
[00:03:18.320 --> 00:03:21.640]  一個容許我講有一點消費的心態
[00:03:21.640 --> 00:03:22.880]  看看今晚是誰先
[00:03:22.880 --> 00:03:26.120]  陪你來,多大都回來
[00:03:26.120 --> 00:03:28.760]  原來在國內的教會
[00:03:28.760 --> 00:03:30.040]  我不管今晚是誰
[00:03:30.040 --> 00:03:32.800]  但只要在教會裡面有一個服侍的崗位
[00:03:32.800 --> 00:03:34.120]  因而我回去
[00:03:34.120 --> 00:03:35.560]  我回來恩福堂的時候
[00:03:35.560 --> 00:03:36.920]  我今晚的服侍崗位是什麼呢?
[00:03:36.920 --> 00:03:38.640]  他說沒有,我沒有崗位
[00:03:38.640 --> 00:03:40.560]  但是你招呼一下隔壁那個
[00:03:40.560 --> 00:03:41.640]  跟他打聲招呼
