
[00:00:00.000 --> 00:00:01.480]  鄧姊妹
[00:00:01.480 --> 00:00:06.320]  不知道大家有沒有去過北京的長城去遊覽呢?
[00:00:06.320 --> 00:00:10.400]  有去過是嗎?
[00:00:10.400 --> 00:00:15.920]  北京的長城真的很宏偉壯觀
[00:00:15.920 --> 00:00:18.360]  在公元前221年
[00:00:18.360 --> 00:00:21.080]  秦始皇就滅了六國之後
[00:00:21.080 --> 00:00:25.840]  結果結束了春秋戰國紛爭的局面
[00:00:25.840 --> 00:00:27.560]  統一了天下
[00:00:27.560 --> 00:00:31.840]  秦始皇為了鞏固統一帝國的安全
[00:00:31.840 --> 00:00:34.080]  以及生產的安定
[00:00:34.080 --> 00:00:38.760]  也為了防禦北方匈奴的侵擾
[00:00:38.760 --> 00:00:42.000]  於是他就大修長城
[00:00:42.000 --> 00:00:43.760]  大家也看到這幅相
[00:00:43.760 --> 00:00:45.920]  這些相多麼宏偉
[00:00:45.920 --> 00:00:50.800]  他除了利用原本是燕、趙、秦
[00:00:50.800 --> 00:00:54.200]  部分的北方長城的基礎之外
[00:00:54.200 --> 00:00:58.800]  他也擴展去修復了很多其他的部分
[00:00:58.800 --> 00:01:02.640]  由西部開始的臨土
[00:01:02.640 --> 00:01:06.000]  去到東面的遼東
[00:01:06.000 --> 00:01:10.000]  這個萬里長城有1萬里之多
[00:01:10.000 --> 00:01:14.040]  所以之後就叫做萬里長城
[00:01:14.040 --> 00:01:17.880]  萬里長城在1987年
[00:01:17.880 --> 00:01:22.640]  更加被列入了世界文化遺產的名錄裡
[00:01:23.440 --> 00:01:26.600]  當年秦始皇修建長城
[00:01:26.600 --> 00:01:29.800]  就是為了抵禦匈奴的入侵
[00:01:29.800 --> 00:01:34.520]  今天我們看的《尼希米記》第七章
[00:01:34.520 --> 00:01:40.080]  也說到尼希米修建好耶路撒冷的城牆之後
[00:01:40.080 --> 00:01:43.840]  他採取一些保衛聖城的措施
[00:01:43.840 --> 00:01:46.560]  在我們未看經文之前
[00:01:46.560 --> 00:01:50.120]  讓我們一起去看一看一些背景
[00:01:51.600 --> 00:01:53.320]  在上文所見
[00:01:53.320 --> 00:01:57.560]  尼希米帶領百姓去建造城牆
[00:01:57.560 --> 00:02:02.280]  雖然他遭遇了很多攻擊和阻礙
[00:02:02.280 --> 00:02:07.600]  但是卻在52天裡面就建好城牆了
[00:02:07.600 --> 00:02:09.920]  城牆這麼快就建好
[00:02:09.920 --> 00:02:12.040]  令到那些肆意破壞
[00:02:12.040 --> 00:02:15.680]  阻撓他們的敵人非常吃驚
[00:02:15.680 --> 00:02:20.960]  他們的敵人也知道城牆可以這麼快建好
[00:02:20.960 --> 00:02:23.760]  其實都是因為神的大能
[00:02:23.760 --> 00:02:25.840]  大家請留意
[00:02:25.840 --> 00:02:29.720]  時時去和尼希米敵對的多比亞
[00:02:29.720 --> 00:02:31.320]  這個阿曼人
[00:02:31.320 --> 00:02:35.000]  他和猶大人一起去結親
[00:02:35.000 --> 00:02:38.680]  他透過他的妻子和媳婦
[00:02:38.680 --> 00:02:42.680]  和耶路撒冷裡面有影響力的家族
[00:02:42.680 --> 00:02:44.600]  互相去聯繫
[00:02:44.600 --> 00:02:50.600]  他們的串通對尼希米構成了很大的滋擾
[00:02:51.200 --> 00:02:55.440]  尼希米為了防備他們再次來搗亂
[00:02:55.440 --> 00:02:59.960]  於是在建好耶路撒冷城牆之後
[00:02:59.960 --> 00:03:04.240]  他就設立一些保護耶路撒冷的措施
[00:03:04.240 --> 00:03:07.160]  今天來到第七章
[00:03:07.160 --> 00:03:10.560]  尼希米為城牆安了門扇
[00:03:10.560 --> 00:03:14.400]  進一步去鞏固了城池
[00:03:14.400 --> 00:03:19.000]  尼希米這位忠心又有洞見的屬靈領袖
[00:03:19.000 --> 00:03:21.960]  他想要確保城池的穩妥
[00:03:21.960 --> 00:03:25.920]  他知道必須要有合適的人選
[00:03:25.920 --> 00:03:29.480]  合適的工人去擔當不同的任務
[00:03:29.480 --> 00:03:33.320]  才能夠保衛耶路撒冷這個城
[00:03:33.320 --> 00:03:39.640]  讓我們首先去看一看尼希米記第七章一至三節
[00:03:39.640 --> 00:03:42.200]  請大家一起中讀
[00:03:42.200 --> 00:03:43.200]  預備起
[00:03:47.280 --> 00:03:52.600]  「門口的守衞歌唱的和利美人都已派定
[00:03:52.600 --> 00:03:59.080]  我吩咐我的兄弟哈拿尼和城堡的官長哈拿尼雅
[00:03:59.080 --> 00:04:01.080]  管理耶路撒冷
[00:04:01.080 --> 00:04:05.160]  因為哈拿尼雅是一個忠信的人
[00:04:05.160 --> 00:04:07.840]  敬畏神過於眾人
[00:04:07.840 --> 00:04:09.720]  我對他們說
[00:04:09.720 --> 00:04:15.120]  等到太陽熱的時候才可開耶路撒冷的城門
[00:04:15.120 --> 00:04:17.920]  要派耶路撒冷的居民
[00:04:17.920 --> 00:04:22.800]  各按班次在自己房屋的前面站崗
[00:04:22.800 --> 00:04:25.680]  他們還在站崗的時候
[00:04:25.680 --> 00:04:28.480]  就要關門上山」
[00:04:28.480 --> 00:04:32.000]  在這三節的經文裏面
[00:04:32.000 --> 00:04:36.760]  我們看見尼希米做了一些重要的任命
[00:04:36.760 --> 00:04:40.880]  包括他派遣守門的人
[00:04:40.880 --> 00:04:43.840]  歌唱的人和利美人
[00:04:44.080 --> 00:04:49.200]  而且他還安排了他的親弟弟哈拿尼做監督
[00:04:49.200 --> 00:04:52.320]  管理耶路撒冷這個聖城
[00:04:52.320 --> 00:04:56.120]  在第二節大家看到
[00:04:56.120 --> 00:04:58.800]  上半節說
[00:04:58.800 --> 00:05:04.200]  「我吩咐我的兄弟哈拿尼和城堡的官長哈拿尼雅
[00:05:04.200 --> 00:05:06.080]  管理耶路撒冷
[00:05:06.080 --> 00:05:10.320]  因為哈拿尼雅是一個忠信的人
[00:05:10.320 --> 00:05:13.120]  敬畏神過於眾人」
[00:05:13.520 --> 00:05:16.840]  我們看到這節經文的上半節
[00:05:16.840 --> 00:05:22.120]  提到尼希米吩咐他的弟兄哈拿尼
[00:05:22.120 --> 00:05:25.880]  和城堡的官長哈拿尼雅
[00:05:25.880 --> 00:05:28.280]  如果我們看原文的時候
[00:05:28.280 --> 00:05:31.800]  你看到這一個上半節的經文
[00:05:31.800 --> 00:05:33.000]  可以譯作
[00:05:33.000 --> 00:05:35.800]  「我指示哈拿尼我的弟弟
[00:05:35.800 --> 00:05:40.840]  就是哈拿尼雅耶路撒冷城堡的官長」
[00:05:41.680 --> 00:05:44.640]  你看到「就是」這兩個字
[00:05:44.640 --> 00:05:48.360]  即是說哈拿尼和哈拿尼雅
[00:05:48.360 --> 00:05:50.440]  其實是同一個人
[00:05:50.440 --> 00:05:55.880]  哈拿尼雅只是尼希米弟弟的全名
[00:05:55.880 --> 00:05:59.840]  為甚麼尼希米會指派哈拿尼
[00:05:59.840 --> 00:06:02.200]  去管理耶路撒冷呢?
[00:06:02.200 --> 00:06:03.880]  經文指出
[00:06:03.880 --> 00:06:06.720]  因為他是一個忠信的人
[00:06:06.720 --> 00:06:09.760]  他敬畏神過於眾人
[00:06:10.320 --> 00:06:12.560]  「忠信的」這個字
[00:06:12.560 --> 00:06:17.320]  可以譯作「正直的人」和「廉政的人」
[00:06:17.320 --> 00:06:20.880]  亦有「堅固」和「誠實」的意思
[00:06:20.880 --> 00:06:25.760]  尼希米邀請他的弟弟
[00:06:25.760 --> 00:06:29.560]  去管理耶路撒冷的城
[00:06:29.560 --> 00:06:32.480]  並不是因為他是自己的弟弟
[00:06:32.480 --> 00:06:35.240]  而是因為他在屬靈方面
[00:06:35.240 --> 00:06:36.600]  行事為人
[00:06:36.600 --> 00:06:39.400]  都符合這個聖徒的標準
