
[00:00:00.000 --> 00:00:04.000]  大家好,平安
[00:00:04.000 --> 00:00:08.000]  今晚的講題是甚麼?
[00:00:08.000 --> 00:00:10.000]  「你好學媽」
[00:00:10.000 --> 00:00:12.000]  有嗎?有
[00:00:12.000 --> 00:00:16.000]  想問一下,不知道哪個不是「翻開晚崇」
[00:00:16.000 --> 00:00:18.000]  今晚不經意回來的呢?
[00:00:18.000 --> 00:00:20.000]  有沒有這樣的朋友?
[00:00:20.000 --> 00:00:22.000]  不經意回來的?
[00:00:22.000 --> 00:00:24.000]  OK,看到看到
[00:00:24.000 --> 00:00:26.000]  好,看到看到
[00:00:26.000 --> 00:00:28.000]  另外,有沒有人因為聽到這個題目
[00:00:28.000 --> 00:00:30.000]  也有些吸引你,所以回來的?
[00:00:30.000 --> 00:00:32.000]  有沒有?
[00:00:32.000 --> 00:00:34.000]  也有
[00:00:34.000 --> 00:00:40.000]  那有沒有因為看到這幅海報的見證嘉賓
[00:00:40.000 --> 00:00:42.000]  好像陣容鼎盛
[00:00:42.000 --> 00:00:46.000]  有沒有因為這個緣故而來的?
[00:00:46.000 --> 00:00:48.000]  有吧
[00:00:48.000 --> 00:00:50.000]  看到就聽到了
[00:00:50.000 --> 00:00:54.000]  我們也用掌聲歡迎今晚的嘉賓
[00:00:54.000 --> 00:01:00.000]  有來自泰國的IJM的同工 Andrew
[00:01:00.000 --> 00:01:02.000]  請你站起來
[00:01:02.000 --> 00:01:08.000]  還有香港的三位同工
[00:01:08.000 --> 00:01:12.000]  Sally, Amirah 和 Sarah
[00:01:12.000 --> 00:01:16.000]  那等一下
[00:01:16.000 --> 00:01:22.000]  我們會有時間聽聽他們在東南亞的神蹟事件
[00:01:22.000 --> 00:01:26.000]  我們先有個禱告,請低頭
[00:01:26.000 --> 00:01:33.000]  感謝耶穌,你親自到聖肉身
[00:01:33.000 --> 00:01:36.000]  讓我們知道什麼叫愛
[00:01:36.000 --> 00:01:39.000]  也知道什麼叫公義
[00:01:39.000 --> 00:01:42.000]  聖經告訴我們,不單你是世人的救主
[00:01:42.000 --> 00:01:44.000]  更加是信徒的救主
[00:01:44.000 --> 00:01:48.000]  我們信了你,其實我們每一天都需要你
[00:01:48.000 --> 00:01:55.000]  都需要靠你的身去每一天去勝過一切的試探、試煉、軟弱
[00:01:55.000 --> 00:02:01.000]  今天晚上的福音聖崇拜都繼續仰望在你的手裏
[00:02:01.000 --> 00:02:05.000]  你知道我們此時此刻的狀況
[00:02:05.000 --> 00:02:08.000]  無論什麼原因,我們回來
[00:02:08.000 --> 00:02:11.000]  渴望讓你得著,渴望認識你
[00:02:11.000 --> 00:02:16.000]  求你帶領我們現在一切的見證,一切的證到的時間
[00:02:16.000 --> 00:02:20.000]  願你明得稱讚,又叫我們信心得堅固
[00:02:20.000 --> 00:02:23.000]  聽我們禱告,奉主命求,阿門
[00:02:23.000 --> 00:02:29.000]  近日有一套電影,跟網片都很有關係
[00:02:29.000 --> 00:02:31.000]  大家有看嗎?
[00:02:31.000 --> 00:02:34.000]  《我談的那場戀愛》
[00:02:34.000 --> 00:02:36.000]  有沒有人看過?
[00:02:36.000 --> 00:02:38.000]  好,看到了
[00:02:38.000 --> 00:02:41.000]  這裏明明是談戀愛
[00:02:41.000 --> 00:02:45.000]  但它說到我談的那場戀愛
[00:02:45.000 --> 00:02:47.000]  大家聽到有什麼感覺?
[00:02:47.000 --> 00:02:49.000]  在這個表達裏面看到什麼?
[00:02:49.000 --> 00:02:53.000]  看到有些香港人的精神,我自己這樣看
[00:02:53.000 --> 00:02:57.000]  就是一種高度自主、強勢、不服輸的態度
[00:02:57.000 --> 00:03:00.000]  是在說「我談的那場戀愛」
[00:03:00.000 --> 00:03:04.000]  這也難怪,因為劇中的女主角是一位專業人士
[00:03:04.000 --> 00:03:08.000]  在她的業界、醫療界是一位事業有成
[00:03:08.000 --> 00:03:10.000]  人生愈來愈豐富,有名有利
[00:03:10.000 --> 00:03:14.000]  生活有品味,亦都住獨立屋的苦科
[00:03:14.000 --> 00:03:16.000]  醫生
[00:03:16.000 --> 00:03:19.000]  雖然如此,但我們問
[00:03:19.000 --> 00:03:21.000]  為何一個如此精明能幹的女士
[00:03:21.000 --> 00:03:23.000]  偶爾都會有新聞出來
[00:03:23.000 --> 00:03:25.000]  我們會看到是真人真事
[00:03:25.000 --> 00:03:29.000]  為何如此聰明的一位女士
[00:03:29.000 --> 00:03:31.000]  都會落入圈套呢?
[00:03:31.000 --> 00:03:36.000]  原因可能是犯罪集團的人太聰明
[00:03:36.000 --> 00:03:38.000]  是否這樣?
[00:03:38.000 --> 00:03:41.000]  太聰明,太精明
[00:03:41.000 --> 00:03:43.000]  我想是對了一半
[00:03:43.000 --> 00:03:45.000]  另一半是甚麼原因呢?
[00:03:45.000 --> 00:03:51.000]  會否是女士的內心有一種未被滿足的需要或渴求呢?
[00:03:51.000 --> 00:03:53.000]  我們都會有口渴的時候
[00:03:53.000 --> 00:03:55.000]  真是口渴,那怎麼辦呢?
[00:03:55.000 --> 00:03:57.000]  不喝一口水
