
[00:00:00.000 --> 00:00:02.000]  大英姐妹好
[00:00:02.000 --> 00:00:07.280]  很感恩可以在這裡和大家在網上分享神的話語
[00:00:07.280 --> 00:00:10.480]  我們講道之前我們一起低頭祈禱
[00:00:10.480 --> 00:00:13.600]  慈悲的天父我們在寒冷的天氣裏面
[00:00:13.600 --> 00:00:16.000]  我們紀念到患病的
[00:00:16.000 --> 00:00:20.400]  我們紀念到染疫的朋友大英姐妹
[00:00:20.400 --> 00:00:25.200]  我們紀念到孩童求主你來去恩代
[00:00:25.200 --> 00:00:28.800]  憐憫香港我們現在面對的那個境況
[00:00:28.800 --> 00:00:33.600]  主我們都將我們今天要講的訊息來交在你的手裏面
[00:00:33.600 --> 00:00:38.400]  求主你藉著你的話語來提醒教導我們
[00:00:38.400 --> 00:00:41.200]  主真是我們有得罪主你的時候
[00:00:41.200 --> 00:00:44.400]  求主你幫助我們在你面前來認罪
[00:00:44.400 --> 00:00:46.800]  真心真意的認罪
[00:00:46.800 --> 00:00:49.600]  我們這樣祈禱奉耶穌基督得勝的名球
[00:00:49.600 --> 00:00:50.400]  阿們
[00:00:50.400 --> 00:00:53.200]  我不知道大家有沒有發覺
[00:00:53.200 --> 00:00:57.200]  中國人認罪是很難的事
[00:00:57.200 --> 00:00:59.600]  可能是文化的差異
[00:00:59.600 --> 00:01:02.000]  西方的文化又好一點
[00:01:02.000 --> 00:01:07.600]  我想問一下大家有多少人聽過你的父母
[00:01:07.600 --> 00:01:10.800]  跟你講說對不起
[00:01:10.800 --> 00:01:17.200]  又有多少人曾經跟你的子女講說對不起
[00:01:17.200 --> 00:01:18.800]  我想很少的
[00:01:18.800 --> 00:01:19.600]  很少的
[00:01:19.600 --> 00:01:22.000]  那為什麼這麼難呢
[00:01:22.000 --> 00:01:24.000]  面子的問題
[00:01:24.000 --> 00:01:25.600]  面子的問題
[00:01:25.600 --> 00:01:27.200]  第二個問題就是
[00:01:27.200 --> 00:01:29.600]  如果我們真的要道歉的時候
[00:01:29.600 --> 00:01:31.600]  還有幾個問題
[00:01:31.600 --> 00:01:33.600]  你遲到的時候
[00:01:33.600 --> 00:01:34.400]  對不起我遲到
[00:01:34.400 --> 00:01:36.400]  有沒有悔意呢
[00:01:36.400 --> 00:01:38.800]  未必一定有悔意的
[00:01:38.800 --> 00:01:42.400]  不過你遲了不好意思你要道歉
[00:01:42.400 --> 00:01:43.600]  第二就是
[00:01:43.600 --> 00:01:48.400]  可能假如媽媽弄髒兒子的功課
[00:01:48.400 --> 00:01:51.200]  然後就說對不起兒子弄髒了你的功課
[00:01:51.200 --> 00:01:52.000]  不過下面加一句
[00:01:52.000 --> 00:01:54.000]  你為什麼將功課放在這裏
[00:01:54.000 --> 00:01:58.000]  他每天都將功課放在那裏
[00:01:58.000 --> 00:02:01.600]  第三個情況就是在地鐵上
[00:02:01.600 --> 00:02:04.800]  不小心踩到別人的腳
[00:02:04.800 --> 00:02:06.800]  說對不起
[00:02:06.800 --> 00:02:08.400]  然後那個人揹著他
[00:02:08.400 --> 00:02:10.400]  我就跟你說對不起
[00:02:10.400 --> 00:02:14.000]  對不起的人比被他得罪的人還要兇
[00:02:14.000 --> 00:02:18.000]  所以今天想跟大家藉著薩姆爾基
[00:02:18.000 --> 00:02:22.000]  裡面的蘇羅認罪來反思
[00:02:22.000 --> 00:02:26.000]  我們在神面前的認罪
[00:02:26.000 --> 00:02:30.000]  請問你上一次在神面前認罪是何時
[00:02:30.000 --> 00:02:34.000]  你是怎樣來認罪的
[00:02:34.000 --> 00:02:36.000]  在這裏想分四點來跟大家看完
[00:02:36.000 --> 00:02:38.000]  在薩姆爾基上的十五章
[00:02:38.000 --> 00:02:40.000]  第一點就是
[00:02:40.000 --> 00:02:42.000]  蘇羅第一次我叫他做
[00:02:42.000 --> 00:02:44.000]  自相矛盾的認罪
[00:02:44.000 --> 00:02:46.000]  我犯罪
[00:02:46.000 --> 00:02:48.000]  不過不是我錯
[00:02:48.000 --> 00:02:50.000]  是我隔離的錯
[00:02:50.000 --> 00:02:54.000]  第二點就是自欺認罪的結果
[00:02:54.000 --> 00:02:57.000]  被神棄絕和撕裂
[00:02:57.000 --> 00:03:01.000]  第三就是蘇羅第二次認罪
[00:03:01.000 --> 00:03:04.000]  為了挽回面子來認罪
[00:03:04.000 --> 00:03:06.000]  請求被接納
[00:03:06.000 --> 00:03:08.000]  我們知道經文上下文就是
[00:03:08.000 --> 00:03:13.000]  神派薩姆爾和蘇羅說要去打馬力人
[00:03:13.000 --> 00:03:16.000]  但蘇羅放生了阿甲
[00:03:16.000 --> 00:03:20.000]  於是薩姆爾對蘇羅說
