
[00:00:00.000 --> 00:00:04.040]  今天我的講道的講題是
[00:00:04.040 --> 00:00:06.040]  「心累了」
[00:00:06.040 --> 00:00:09.480]  你心累嗎?
[00:00:09.480 --> 00:00:11.480]  你問問你旁邊那個
[00:00:11.480 --> 00:00:13.480]  你心累嗎?
[00:00:13.480 --> 00:00:15.480]  我不知道他怎樣回覆你
[00:00:15.480 --> 00:00:20.280]  我在網上找了一個測試
[00:00:20.280 --> 00:00:22.280]  不如大家做一做
[00:00:22.280 --> 00:00:24.280]  看看你的心累指數是高還是低
[00:00:24.280 --> 00:00:26.280]  只有四條
[00:00:26.280 --> 00:00:28.280]  但其實在網上不是四條那麼少
[00:00:28.280 --> 00:00:30.280]  不過時間不夠
[00:00:30.280 --> 00:00:32.280]  我有很多東西想跟大家分享
[00:00:32.280 --> 00:00:34.280]  四條試一試
[00:00:34.280 --> 00:00:36.280]  第一條
[00:00:36.280 --> 00:00:40.280]  你這個星期上班上學日常生活感覺如何?
[00:00:40.280 --> 00:00:44.280]  你是感覺頭腦清醒還是有些累
[00:00:44.280 --> 00:00:46.280]  但也享受有動力
[00:00:46.280 --> 00:00:48.280]  第三就是疲累到懷疑人生
[00:00:48.280 --> 00:00:50.280]  不知道自己在做什麼
[00:00:50.280 --> 00:00:52.280]  第四就是越做越頹
[00:00:52.280 --> 00:00:54.280]  快變walking dead
[00:00:54.280 --> 00:00:56.280]  你自己選
[00:00:56.280 --> 00:00:58.280]  第二條
[00:00:58.280 --> 00:01:00.280]  你覺得最近的自己如何?
[00:01:00.280 --> 00:01:04.280]  很有價值、有貢獻還是第二點?
[00:01:04.280 --> 00:01:06.280]  偶然出失誤但大致上都可以
[00:01:06.280 --> 00:01:08.280]  第三就是廢的
[00:01:08.280 --> 00:01:10.280]  很多事都做不好
[00:01:10.280 --> 00:01:14.280]  第四就是覺得自己是零
[00:01:14.280 --> 00:01:16.280]  第三條
[00:01:16.280 --> 00:01:18.280]  當我悉心打扮去朋友聚會
[00:01:18.280 --> 00:01:20.280]  然後對方不太欣賞
[00:01:20.280 --> 00:01:22.280]  你會怎樣?
[00:01:22.280 --> 00:01:24.280]  心情繼續靚靚
[00:01:24.280 --> 00:01:26.280]  你會怎樣?
[00:01:26.280 --> 00:01:28.280]  第一,你會怎樣?
[00:01:28.280 --> 00:01:30.280]  第一,你會怎樣?
[00:01:30.280 --> 00:01:32.280]  第一,你會怎樣?
[00:01:32.280 --> 00:01:34.280]  第二,你會怎樣?
[00:01:34.280 --> 00:01:36.280]  第一,你會怎樣?
[00:01:36.280 --> 00:01:38.280]  第二,你會怎樣?
[00:01:38.280 --> 00:01:40.280]  第三,你會怎樣?
[00:01:40.280 --> 00:01:42.280]  第四,你會怎樣?
[00:01:42.280 --> 00:01:44.280]  第五,你會怎樣?
[00:01:44.280 --> 00:01:46.280]  第六,你會怎樣?
[00:01:46.280 --> 00:01:48.280]  第七,你會怎樣?
[00:01:48.280 --> 00:01:50.280]  第八,你會怎樣?
[00:01:50.280 --> 00:01:52.280]  第九,你會怎樣?
[00:01:52.280 --> 00:01:54.280]  其實我都未聽過這首歌
[00:01:54.280 --> 00:01:56.280]  The best is yet to come
[00:01:56.280 --> 00:02:00.280]  第三,你的笑只是李川的保護色
[00:02:00.280 --> 00:02:02.280]  還是還不夠絕望
[00:02:02.280 --> 00:02:04.280]  尚可更絕望呢?
[00:02:04.280 --> 00:02:06.280]  哇!
[00:02:06.280 --> 00:02:08.280]  多謝
[00:02:08.280 --> 00:02:10.280]  我只唱到這兩句
[00:02:10.280 --> 00:02:12.280]  第三句就就音
[00:02:12.280 --> 00:02:14.280]  你一多點
[00:02:14.280 --> 00:02:16.280]  還是二多點?還是三多點?還是四多點?
[00:02:16.280 --> 00:02:20.280]  如果你是三和四都偏多
[00:02:20.280 --> 00:02:22.280]  我可以告訴你
[00:02:22.280 --> 00:02:24.280]  你的心真是好累
[00:02:24.280 --> 00:02:26.280]  真的
[00:02:26.280 --> 00:02:28.280]  人心累了會怎樣?
[00:02:28.280 --> 00:02:30.280]  會想收起自己
[00:02:30.280 --> 00:02:32.280]  覺得自己好沒用
[00:02:32.280 --> 00:02:34.280]  好廢
[00:02:34.280 --> 00:02:36.280]  甚至不想和人溝通
[00:02:36.280 --> 00:02:38.280]  懷疑人生
[00:02:38.280 --> 00:02:40.280]  今日我和大家看的經文
[00:02:40.280 --> 00:02:42.280]  是關於以利亞
[00:02:42.280 --> 00:02:44.280]  其實我上兩個月都是講關於以利亞
[00:02:44.280 --> 00:02:46.280]  以利亞都心累
[00:02:46.280 --> 00:02:48.280]  她都收起自己
[00:02:48.280 --> 00:02:50.280]  她都捐進了山洞裏面
[00:02:50.280 --> 00:02:54.280]  究竟什麼原因令她心累呢?
[00:02:54.280 --> 00:02:58.280]  她又怎樣在洞裏面能夠走出來呢?
[00:02:58.280 --> 00:03:02.280]  很想透過她的故事
[00:03:02.280 --> 00:03:04.280]  讓我們生命裏面都有一些提醒
[00:03:04.280 --> 00:03:10.280]  經文記載在獵王紀上19章9到13節
[00:03:10.280 --> 00:03:12.280]  邀請大家一起讀以下經文
[00:03:12.280 --> 00:03:14.280]  預備起
[00:03:14.280 --> 00:03:18.280]  她在那裏進了一個洞
[00:03:18.280 --> 00:03:20.280]  在洞中過夜
[00:03:20.280 --> 00:03:22.280]  看啊!耶和華的話臨到她
[00:03:22.280 --> 00:03:24.280]  說:以利亞
[00:03:24.280 --> 00:03:26.280]  你在這裏做什麼?
[00:03:26.280 --> 00:03:32.280]  她說:我為耶和華萬軍之上帝大發熱心
[00:03:32.280 --> 00:03:34.280]  因為以色列人背棄了你的羊
[00:03:34.280 --> 00:03:36.280]  毀壞了你的壇
[00:03:36.280 --> 00:03:38.280]  用刀殺了你的先知
[00:03:38.280 --> 00:03:40.280]  只剩下我一人
[00:03:40.280 --> 00:03:42.280]  他們還要追殺我
[00:03:42.280 --> 00:03:46.280]  耶和華說:你出來站在山上
[00:03:46.280 --> 00:03:48.280]  在耶和華面前
[00:03:48.280 --> 00:03:51.280]  看啊!耶和華從那裏經過
[00:03:51.280 --> 00:03:55.280]  在耶和華面前有裂風大作
[00:03:55.280 --> 00:03:57.280]  山崩石裂
[00:03:57.280 --> 00:03:59.280]  耶和華卻不在風中
[00:03:59.280 --> 00:04:01.280]  風後有地震
[00:04:01.280 --> 00:04:03.280]  耶和華也不在其中
[00:04:03.280 --> 00:04:05.280]  地震後有火
[00:04:05.280 --> 00:04:07.280]  耶和華也不在火中
[00:04:07.280 --> 00:04:11.280]  火以後有微細細小的聲音
[00:04:11.280 --> 00:04:13.280]  以利亞聽見
[00:04:13.280 --> 00:04:15.280]  就用我這蒙面
[00:04:15.280 --> 00:04:17.280]  出來站在洞口
[00:04:17.280 --> 00:04:20.280]  聽啊!有聲音向她說
[00:04:20.280 --> 00:04:23.280]  以利亞你在這裏做什麼?
[00:04:23.280 --> 00:04:25.280]  我們向低頭禱告
[00:04:25.280 --> 00:04:27.280]  這個上帝
[00:04:27.280 --> 00:04:29.280]  我想在這個時代
[00:04:29.280 --> 00:04:31.280]  很多的壓力
[00:04:31.280 --> 00:04:32.280]  很多的事情
[00:04:32.280 --> 00:04:34.280]  令我們真的會心累
[00:04:34.280 --> 00:04:36.280]  但我們仍然相信
[00:04:36.280 --> 00:04:39.280]  以利亞能夠走出這個洞口
[00:04:39.280 --> 00:04:41.280]  你也能再次教我們力量
[00:04:41.280 --> 00:04:43.280]  能夠再走前面的路
[00:04:43.280 --> 00:04:45.280]  願你和我們同在
[00:04:45.280 --> 00:04:47.280]  聖利亞願你在我們生命裏
[00:04:47.280 --> 00:04:48.280]  繼續工作
[00:04:48.280 --> 00:04:49.280]  打開你的話
[00:04:49.280 --> 00:04:51.280]  讓我們不單止聽到
[00:04:51.280 --> 00:04:52.280]  也能夠行到
[00:04:52.280 --> 00:04:54.280]  我們這樣祈禱交托
[00:04:54.280 --> 00:04:56.280]  向耶穌基督的名祈求
[00:04:56.280 --> 00:04:57.280]  阿們
[00:04:57.280 --> 00:04:59.280]  我不知道大家還記不記得
[00:04:59.280 --> 00:05:01.280]  以利亞還沒來到山洞之前
[00:05:01.280 --> 00:05:02.280]  發生什麼事
[00:05:02.280 --> 00:05:05.280]  我又幫大家回憶一下
[00:05:05.280 --> 00:05:07.280]  其實之前以利亞
[00:05:07.280 --> 00:05:11.280]  在加密山和巴力的一群先知比試
[00:05:11.280 --> 00:05:13.280]  巴力其實是外邦的偶像
[00:05:13.280 --> 00:05:15.280]  或者外邦人的神
[00:05:15.280 --> 00:05:17.280]  他操控雨水和生產
[00:05:17.280 --> 00:05:20.280]  巴力先知是一群拜巴力的人
[00:05:20.280 --> 00:05:22.280]  其實不是只有外邦人拜巴力
[00:05:22.280 --> 00:05:26.280]  當時有不少的以色列人也拜巴力
[00:05:26.280 --> 00:05:27.280]  怎樣比試呢?
[00:05:27.280 --> 00:05:31.280]  以利亞和巴力先知各自建一個壇
[00:05:31.280 --> 00:05:33.280]  但不可以點火
[00:05:33.280 --> 00:05:34.280]  是透過祈禱
[00:05:34.280 --> 00:05:35.280]  用自己的方法
[00:05:35.280 --> 00:05:37.280]  求告他們的神
[00:05:37.280 --> 00:05:39.280]  哪個神降火燒著
[00:05:39.280 --> 00:05:40.280]  點著那個壇
[00:05:40.280 --> 00:05:42.280]  那個神就更厲害了
[00:05:42.280 --> 00:05:46.280]  當時巴力的先知大叫大叫
[00:05:46.280 --> 00:05:49.280]  甚至割到自己的身體流血
[00:05:49.280 --> 00:05:52.280]  那個壇一點點火也沒有
[00:05:52.280 --> 00:05:54.280]  毫無東征
[00:05:54.280 --> 00:05:55.280]  輪到以利亞了
[00:05:55.280 --> 00:05:57.280]  我覺得以利亞很有型
[00:05:57.280 --> 00:05:59.280]  他再叫人多淋幾桶水
[00:05:59.280 --> 00:06:01.280]  在壇上弄濕
[00:06:01.280 --> 00:06:04.280]  整件事是不是很有挑釁性
[00:06:04.280 --> 00:06:05.280]  很有型很霸氣
[00:06:05.280 --> 00:06:08.280]  接著以利亞祈禱
[00:06:08.280 --> 00:06:09.280]  一祈禱
[00:06:09.280 --> 00:06:12.280]  天上就降火下來燒起那個壇
[00:06:12.280 --> 00:06:14.280]  甚至燒盡了
[00:06:14.280 --> 00:06:21.280]  這次以利亞打贏了一場很漂亮的仗
