
[00:00:00.000 --> 00:00:01.720]  貝精靈姐妹大家好
[00:00:01.720 --> 00:00:04.960]  今晚雖然十八樓禮堂裡只有我們三人
[00:00:04.960 --> 00:00:07.160]  但我們仍然相信聖靈在我們中間
[00:00:07.160 --> 00:00:10.360]  引導我們一起去敬拜祂
[00:00:10.360 --> 00:00:11.280]  不單是這樣
[00:00:11.280 --> 00:00:13.280]  盼望我們等下透過神的說話
[00:00:13.280 --> 00:00:14.920]  彼此鼓勵我們的生命
[00:00:14.920 --> 00:00:16.960]  雖然我們在風雨裡
[00:00:16.960 --> 00:00:18.480]  但我們仍然相信
[00:00:18.480 --> 00:00:20.480]  神的說話在我們生命裡
[00:00:20.480 --> 00:00:22.200]  確實成為我們的保障
[00:00:22.200 --> 00:00:23.360]  不單是這樣
[00:00:23.360 --> 00:00:25.080]  神又透過祂自己的說話
[00:00:25.080 --> 00:00:26.920]  常常去激勵我們的生命
[00:00:26.920 --> 00:00:28.320]  提醒我們的生命
[00:00:28.520 --> 00:00:31.640]  讓我們在生活上能夠走在神的道
[00:00:31.640 --> 00:00:32.840]  神的路上
[00:00:32.840 --> 00:00:34.320]  這是非常重要的
[00:00:34.320 --> 00:00:36.240]  我不知道大家有沒有印象
[00:00:36.240 --> 00:00:39.160]  上個月九月開始
[00:00:39.160 --> 00:00:41.360]  我們整個標青的群體
[00:00:41.360 --> 00:00:43.560]  會朝著一個年度的方向
[00:00:43.560 --> 00:00:47.120]  我們很想透過今年去展現上帝的國度
[00:00:47.120 --> 00:00:48.800]  希望透過我們的生命
[00:00:48.800 --> 00:00:50.280]  透過我們的傳福音
[00:00:50.280 --> 00:00:52.720]  透過我們在教會裡彼此服侍
[00:00:52.720 --> 00:00:54.200]  讓上帝的國度
[00:00:54.200 --> 00:00:55.600]  透過我們的生命
[00:00:55.600 --> 00:00:56.680]  透過我們的群體
[00:00:56.680 --> 00:00:58.120]  能夠去展現出來
[00:00:58.600 --> 00:00:59.200]  今天
[00:00:59.200 --> 00:01:00.120]  同樣地
[00:01:00.120 --> 00:01:03.320]  我們也想說一些關於傳福音
[00:01:03.320 --> 00:01:04.920]  去讓傳福音這件事
[00:01:04.920 --> 00:01:08.280]  成為我們的群體一個很重要的屬靈特質
[00:01:08.280 --> 00:01:09.720]  如果你有印象
[00:01:09.720 --> 00:01:11.640]  我們過去有幾篇的講道
[00:01:11.640 --> 00:01:13.040]  都是跟大家說
[00:01:13.040 --> 00:01:14.680]  我們作為一個傳福音的人
[00:01:14.680 --> 00:01:16.480]  我們需要有的生命德
[00:01:16.480 --> 00:01:17.640]  生命的態度
[00:01:17.640 --> 00:01:19.960]  甚或在傳福音的事上
[00:01:19.960 --> 00:01:21.320]  我們應該要留意些什麼
[00:01:21.320 --> 00:01:22.600]  上個星期
[00:01:22.600 --> 00:01:24.600]  阿迪傳道也說了篇道
[00:01:24.600 --> 00:01:26.440]  他就問大家準備好了沒有
[00:01:26.840 --> 00:01:28.840]  準備好了其實是開始而已
[00:01:28.840 --> 00:01:32.640]  我們不應該只是停留在準備好這個狀態
[00:01:32.640 --> 00:01:34.160]  我們應該要起來
[00:01:34.160 --> 00:01:35.080]  要起步
[00:01:35.080 --> 00:01:36.640]  並且我們去回應神
[00:01:36.640 --> 00:01:38.000]  昔日透過耶穌
[00:01:38.000 --> 00:01:39.200]  去教導我們
[00:01:39.200 --> 00:01:40.320]  或者吩咐我們
[00:01:40.320 --> 00:01:42.640]  要我們去參與的一個過程
[00:01:42.640 --> 00:01:43.720]  今天
[00:01:43.720 --> 00:01:45.400]  同樣地我們朝著這個方向
[00:01:45.400 --> 00:01:46.760]  盼望用神的話
[00:01:46.760 --> 00:01:47.800]  去彼此的激勵
[00:01:47.800 --> 00:01:48.600]  提醒我們
[00:01:48.600 --> 00:01:49.480]  作為基督徒
[00:01:49.480 --> 00:01:51.120]  我們有領受了永生
[00:01:51.120 --> 00:01:53.800]  並且教我們如何在這地上
[00:01:53.800 --> 00:01:54.800]  透過我們的生命
[00:01:54.800 --> 00:01:56.200]  透過我們所表達的
[00:01:56.320 --> 00:01:57.960]  去展現上帝的國度
[00:01:57.960 --> 00:02:00.480]  今天和大家去講一段經文
[00:02:00.480 --> 00:02:01.640]  或者我題目叫做
[00:02:01.640 --> 00:02:02.680]  「廣傳福音」
[00:02:02.680 --> 00:02:04.200]  「活出福音」
[00:02:04.200 --> 00:02:05.600]  「需要福音」
[00:02:05.600 --> 00:02:06.600]  我不知道
[00:02:06.600 --> 00:02:08.680]  你在家裏面能否看到PowerPoint
[00:02:08.680 --> 00:02:09.360]  看到吧
[00:02:09.360 --> 00:02:10.160]  那裏有沒有得出
[00:02:10.160 --> 00:02:10.600]  我不知道
[00:02:10.600 --> 00:02:11.920]  那個桌子後面有沒有出
[00:02:11.920 --> 00:02:12.760]  我不知道有沒有出
[00:02:12.760 --> 00:02:14.560]  今天和大家去看一個
[00:02:14.560 --> 00:02:15.720]  一個很重要的
[00:02:15.720 --> 00:02:17.040]  一個聖經的故事
[00:02:17.040 --> 00:02:18.720]  或者這個故事對大家來說
[00:02:18.720 --> 00:02:19.760]  也不陌生
[00:02:19.760 --> 00:02:20.360]  不要緊
[00:02:20.360 --> 00:02:21.960]  我一會兒會從經文裏面
[00:02:21.960 --> 00:02:23.280]  和大家一起去看看
[00:02:23.280 --> 00:02:25.480]  究竟今天這個神力藉這個故事
[00:02:25.680 --> 00:02:27.400]  帶給我們生命裏面什麼樣的看法
[00:02:27.400 --> 00:02:28.480]  或者什麼樣的理解
[00:02:28.480 --> 00:02:31.280]  不過作為我要去講這篇道的時候
[00:02:31.280 --> 00:02:33.360]  或者我作為教會的同工
[00:02:33.360 --> 00:02:35.160]  去推動一個群體
[00:02:35.160 --> 00:02:36.960]  要大家一起去傳福音
[00:02:36.960 --> 00:02:38.440]  究竟我在問
[00:02:38.440 --> 00:02:39.960]  這個是一個什麼的
[00:02:39.960 --> 00:02:41.800]  就是用一個什麼的想法
[00:02:41.800 --> 00:02:43.640]  或者用一個什麼的方向
[00:02:43.640 --> 00:02:45.640]  去推動大家去做這件事
[00:02:45.640 --> 00:02:47.200]  經文裏面
[00:02:47.200 --> 00:02:48.080]  有句說話很熟悉的
[00:02:48.080 --> 00:02:49.040]  大家都看到的
[00:02:49.040 --> 00:02:51.600]  在《馬達福音》28章19-20節裏面
[00:02:51.600 --> 00:02:52.160]  都提過
[00:02:52.160 --> 00:02:53.680]  耶穌臨升天前
[00:02:54.080 --> 00:02:55.880]  去吩咐門徒的大使命
[00:02:55.880 --> 00:02:57.880]  確實作為基督徒
[00:02:57.880 --> 00:02:59.520]  對於耶穌的大使命
[00:02:59.520 --> 00:03:00.760]  這是一個吩咐
[00:03:00.760 --> 00:03:02.520]  確實是一個吩咐
[00:03:02.520 --> 00:03:04.120]  但如果這個吩咐
[00:03:04.120 --> 00:03:05.040]  如果作為基督徒
[00:03:05.040 --> 00:03:07.080]  只是看為一種責任的話
[00:03:07.080 --> 00:03:08.360]  也好
[00:03:08.360 --> 00:03:10.720]  基督徒應該要看耶穌這個大使命的吩咐
[00:03:10.720 --> 00:03:11.760]  我們要是一個責任
