
[00:00:00.000 --> 00:00:02.000]  最近天氣都不是那麼好
[00:00:02.000 --> 00:00:04.000]  繼十號風球之後
[00:00:04.000 --> 00:00:06.320]  又連續兩個禮拜黑雨
[00:00:06.320 --> 00:00:07.920]  大家都安好嗎
[00:00:07.920 --> 00:00:09.560]  都好
[00:00:09.560 --> 00:00:10.680]  很感恩
[00:00:10.680 --> 00:00:13.080]  你家附近的樹安不安好
[00:00:13.080 --> 00:00:18.160]  我最近又看到一棵這樣的樹
[00:00:18.160 --> 00:00:19.480]  倒塌了
[00:00:19.480 --> 00:00:21.880]  可能是颱風過後
[00:00:21.880 --> 00:00:24.920]  那一刻我看到那棵樹都很驚訝
[00:00:24.920 --> 00:00:25.560]  嘩
[00:00:25.560 --> 00:00:27.400]  這棵樹那麼粗壯
[00:00:27.400 --> 00:00:28.200]  那麼大
[00:00:28.200 --> 00:00:31.280]  為什麼會一下子一吹就倒塌呢
[00:00:31.280 --> 00:00:33.000]  大家看到為什麼嗎
[00:00:33.000 --> 00:00:37.120]  根比較弱
[00:00:37.120 --> 00:00:39.680]  原來不是因為它
[00:00:39.680 --> 00:00:41.560]  長得不夠高不夠大
[00:00:41.560 --> 00:00:43.880]  是因為它的根不夠深
[00:00:43.880 --> 00:00:46.720]  那麼這些根淺的樹
[00:00:46.720 --> 00:00:49.640]  平日看來都生氣勃勃
[00:00:49.640 --> 00:00:50.840]  很茂盛
[00:00:50.840 --> 00:00:53.880]  但是原來遇到狂風暴雨的時候
[00:00:53.880 --> 00:00:56.000]  就很容易連根拔起
[00:00:56.400 --> 00:00:58.400]  看著這棵樹的時候我就想
[00:00:58.400 --> 00:01:01.800]  其實我們的屬靈生命會不會都是這樣呢
[00:01:01.800 --> 00:01:04.800]  平日看來都很穩固很好的
[00:01:04.800 --> 00:01:07.280]  但是當遇到一些人生的風浪
[00:01:07.280 --> 00:01:09.360]  可能一些家庭的衝突
[00:01:09.360 --> 00:01:10.520]  經濟壓力
[00:01:10.520 --> 00:01:11.920]  或者疾病
[00:01:11.920 --> 00:01:14.600]  甚至一些社會思潮的衝擊
[00:01:14.600 --> 00:01:17.440]  如果沒有在福音真理裡面
[00:01:17.440 --> 00:01:18.680]  去好好紮根
[00:01:18.680 --> 00:01:20.160]  深深地紮根的時候
[00:01:20.160 --> 00:01:22.560]  可能都很容易跌倒的
[00:01:22.560 --> 00:01:25.400]  我們今天一起去看哥羅西書
[00:01:25.400 --> 00:01:27.040]  一章一至十四節
[00:01:27.040 --> 00:01:28.720]  保羅提醒我們
[00:01:28.720 --> 00:01:32.480]  不單只要在福音的真理裡面紮根
[00:01:32.480 --> 00:01:35.360]  也要在神的旨意裡面繼續去成長
[00:01:35.360 --> 00:01:37.680]  這樣無論我們風吹雨打
[00:01:37.680 --> 00:01:39.400]  仍然可以屹立不倒
[00:01:39.400 --> 00:01:41.720]  仍然在主裡面站立得穩
[00:01:41.720 --> 00:01:44.240]  甚至在風雨裡面可以結果子
[00:01:44.240 --> 00:01:48.800]  我們怎樣才可以在這樣的根基上站立得穩
[00:01:48.800 --> 00:01:51.160]  面對人生各樣的風浪呢
[00:01:51.160 --> 00:01:54.640]  又怎樣可以在神的旨意裡面不斷成長呢
[00:01:54.640 --> 00:01:56.000]  我們一起讀
[00:01:56.000 --> 00:01:58.080]  先讀一至八節
[00:01:59.080 --> 00:02:01.720]  奉神旨意
[00:02:01.720 --> 00:02:05.000]  作基督耶穌使徒的保羅
[00:02:05.000 --> 00:02:07.960]  和我們的弟兄提摩泰
[00:02:07.960 --> 00:02:10.840]  寫信給哥羅西的聖徒
[00:02:10.840 --> 00:02:13.760]  在基督裡忠心的弟兄
[00:02:13.760 --> 00:02:18.720]  願因為平安從我們的父神歸給你們
[00:02:18.720 --> 00:02:21.720]  我們為你們禱告的時候
[00:02:21.720 --> 00:02:25.880]  常常感謝我們主耶穌基督的父神
[00:02:25.880 --> 00:02:29.960]  因為聽見你們對基督耶穌的信心
[00:02:29.960 --> 00:02:33.000]  並對眾聖徒有的愛心
[00:02:33.000 --> 00:02:37.880]  這都是因著那給你們存在天上的盼望
[00:02:37.880 --> 00:02:42.120]  它就是你們從前所聽見真理的道
[00:02:42.120 --> 00:02:43.760]  就是福音
[00:02:43.760 --> 00:02:47.480]  這福音傳到你們那裡
[00:02:47.480 --> 00:02:49.640]  也傳到普天下
[00:02:49.640 --> 00:02:51.640]  並且繼續增長
[00:02:51.640 --> 00:02:53.200]  不斷結果
[00:02:53.200 --> 00:02:56.200]  正如自從你們聽見福音
[00:02:56.200 --> 00:02:59.480]  真正知道神恩惠的日子起
[00:02:59.480 --> 00:03:02.360]  在你們中間也是這樣
[00:03:02.360 --> 00:03:05.920]  這福音是你們從我們所親愛
[00:03:05.920 --> 00:03:09.400]  一同作僕人的以巴忽學道的
[00:03:09.400 --> 00:03:13.160]  他為我們作了基督的忠心僕役
[00:03:13.160 --> 00:03:16.080]  也把聖靈賜給你們的愛
[00:03:16.080 --> 00:03:18.080]  告訴我們
[00:03:18.080 --> 00:03:19.760]  是 謝謝
[00:03:21.080 --> 00:03:22.960]  我們先搞清楚
[00:03:22.960 --> 00:03:24.440]  其實這一小段的經文
[00:03:24.440 --> 00:03:26.320]  主要的訊息是說什麼
[00:03:26.320 --> 00:03:28.080]  保羅在書信開頭
[00:03:28.080 --> 00:03:30.200]  第一第二節問安之後
[00:03:30.200 --> 00:03:33.320]  在第三節就是這段訊息的主句
[00:03:33.320 --> 00:03:34.600]  主要說的是我們
[00:03:34.600 --> 00:03:36.280]  即是保羅和提摩太
[00:03:36.280 --> 00:03:37.720]  感謝神
[00:03:37.720 --> 00:03:41.400]  然後第四節就說出那個感謝神
[00:03:41.400 --> 00:03:44.760]  是什麼時候或者是什麼原因
[00:03:44.760 --> 00:03:47.560]  其實兩者解釋都是可能的
[00:03:47.560 --> 00:03:49.360]  感謝神自從
[00:03:49.360 --> 00:03:53.600]  或者因為聽見信徒的信心和愛心
[00:03:53.600 --> 00:03:55.240]  再接著到第五節
[00:03:55.240 --> 00:03:58.720]  就表達了信徒有這麼好的屬靈素質
[00:03:58.720 --> 00:04:01.960]  是由於他們有天上的盼望
[00:04:01.960 --> 00:04:04.000]  天堂 即是天堂永生
[00:04:04.000 --> 00:04:08.480]  而這個天上的盼望是源自福音的
[00:04:08.480 --> 00:04:11.480]  如果保羅想表達感恩
[00:04:11.480 --> 00:04:13.720]  信徒有的信心和愛心
[00:04:13.720 --> 00:04:16.880]  接下來的內容
[00:04:16.880 --> 00:04:18.760]  大家猜一下他接著會說什麼
[00:04:18.760 --> 00:04:22.960]  如果他主要想說感謝神在禱告裡面
[00:04:22.960 --> 00:04:25.200]  很大機會他會大讚他們
[00:04:25.200 --> 00:04:26.600]  你們有的德行
[00:04:26.600 --> 00:04:28.840]  你們有的愛心的行動
[00:04:28.840 --> 00:04:30.400]  怎樣是值得嘉許
[00:04:30.400 --> 00:04:34.040]  怎樣可以做得到激勵到身邊的弟兄姊妹
[00:04:34.040 --> 00:04:35.600]  應該是這樣
[00:04:35.600 --> 00:04:39.080]  但是在第五節和第八節裡面
[00:04:39.080 --> 00:04:42.040]  其實內容是關於什麼呢
[00:04:42.040 --> 00:04:44.920]  不如我們再讀一次這個內容
[00:04:44.920 --> 00:04:49.600]  留意一下他主要想說的是關於什麼
[00:04:49.600 --> 00:04:53.880]  「他就是你們從前所聽見真理的道
[00:04:53.880 --> 00:04:55.440]  就是福音
[00:04:55.440 --> 00:04:57.960]  這福音傳到你們那裡
[00:04:57.960 --> 00:05:00.040]  也傳到普天下
[00:05:00.040 --> 00:05:01.960]  並且繼續增長
[00:05:01.960 --> 00:05:03.360]  不斷結果
[00:05:03.360 --> 00:05:06.200]  正如自從你們聽見福音
[00:05:06.200 --> 00:05:09.200]  真正知道神恩惠的日子起
[00:05:09.200 --> 00:05:11.760]  在你們中間也是這樣
[00:05:11.760 --> 00:05:14.920]  這福音是你們從我們所親愛
[00:05:14.920 --> 00:05:18.320]  一同著拂人的耳把窟學到的
[00:05:18.320 --> 00:05:21.720]  他為我們作了基督的終生伏役
