
[00:00:00.000 --> 00:00:02.000]  大兄姊妹平安
[00:00:02.000 --> 00:00:06.000]  今日和大家分享神的話語
[00:00:06.000 --> 00:00:10.000]  麻煩後面我們可以打出powerpoint
[00:00:10.000 --> 00:00:14.000]  今日和大家分享的題目是
[00:00:14.000 --> 00:00:17.000]  行你所聽,活你所信
[00:00:17.000 --> 00:00:21.000]  在亞國書一章19-27節
[00:00:21.000 --> 00:00:24.000]  一開始的時候我想問大家一個問題
[00:00:24.000 --> 00:00:26.000]  有沒有看過這個
[00:00:26.000 --> 00:00:28.000]  元宇宙,有沒有聽過
[00:00:28.000 --> 00:00:33.000]  有,很多,我用一個有限的理解
[00:00:33.000 --> 00:00:35.000]  去理解一下這件事是什麼
[00:00:35.000 --> 00:00:37.000]  一個虛擬的世界
[00:00:37.000 --> 00:00:39.000]  其實它也是一個虛擬
[00:00:39.000 --> 00:00:42.000]  不過它是一個3D
[00:00:42.000 --> 00:00:46.000]  戴一個鏡
[00:00:46.000 --> 00:00:52.000]  你就會有一種置身於其中的感受
[00:00:52.000 --> 00:00:57.000]  連Facebook都要改名
[00:00:57.000 --> 00:01:04.000]  來反映它要專注在元宇宙的發展
[00:01:04.000 --> 00:01:08.000]  日後我們可能就戴著鏡在家裡
[00:01:08.000 --> 00:01:10.000]  就可以一起去教會
[00:01:10.000 --> 00:01:13.000]  祈禱的時候
[00:01:13.000 --> 00:01:20.000]  我不知道究竟神要不要帶進這個虛擬的世界
[00:01:20.000 --> 00:01:22.000]  我們很多的發展
[00:01:22.000 --> 00:01:26.000]  人類回望以前
[00:01:26.000 --> 00:01:28.000]  其實到了今天
[00:01:28.000 --> 00:01:30.000]  我們都會發覺
[00:01:30.000 --> 00:01:34.000]  人類的發展的巨大
[00:01:34.000 --> 00:01:37.000]  有時候令我們意想不到
[00:01:37.000 --> 00:01:40.000]  而又會覺得那種體驗
[00:01:40.000 --> 00:01:44.000]  或者是有很多的幫助在裡面
[00:01:44.000 --> 00:01:47.000]  也讓人感受到
[00:01:47.000 --> 00:01:51.000]  人類的能力或者潛能
[00:01:51.000 --> 00:01:55.000]  好像真的無限
[00:01:55.000 --> 00:01:58.000]  有一個哲學家
[00:01:58.000 --> 00:02:06.000]  尼采說了一個令人深刻的思想
[00:02:06.000 --> 00:02:10.000]  他表達了一個叫做上帝已死
[00:02:10.000 --> 00:02:12.000]  不知道大家有沒有聽過
[00:02:12.000 --> 00:02:13.000]  上帝已死
[00:02:13.000 --> 00:02:15.000]  他所說的上帝已死
[00:02:15.000 --> 00:02:20.000]  不是說真的有一個上帝死在旁邊
[00:02:20.000 --> 00:02:26.000]  他說上帝已經不再是人類人生意義
[00:02:26.000 --> 00:02:30.000]  或者是追求的中心
[00:02:30.000 --> 00:02:32.000]  這個就是他所說的上帝已死
[00:02:32.000 --> 00:02:36.000]  意思就是人生的意義
[00:02:36.000 --> 00:02:41.000]  應該是由人自己去追求的
[00:02:41.000 --> 00:02:46.000]  而且已經不再有絕對的真理
[00:02:46.000 --> 00:02:48.000]  所以從他這個上帝已死
[00:02:48.000 --> 00:02:52.000]  開始就推現了很多其他東西出來
[00:02:52.000 --> 00:02:55.000]  虛無、虛無主義、相對
[00:02:55.000 --> 00:02:57.000]  我們現在聽得比較相對
[00:02:57.000 --> 00:02:58.000]  相對主義
[00:02:58.000 --> 00:02:59.000]  相對主義是什麼意思呢?
[00:02:59.000 --> 00:03:01.000]  就是你那個對,不過我那個也對
[00:03:01.000 --> 00:03:03.000]  沒有什麼對還是錯
[00:03:03.000 --> 00:03:05.000]  其實哪個對哪個錯
[00:03:05.000 --> 00:03:07.000]  我們就開始不太知道了
[00:03:07.000 --> 00:03:10.000]  我們就不是哲學家
[00:03:10.000 --> 00:03:12.000]  我們也不會
[00:03:12.000 --> 00:03:16.000]  在座的我們也會相信
[00:03:16.000 --> 00:03:18.000]  不是相信
[00:03:18.000 --> 00:03:20.000]  我們應該不會相信上帝已死
[00:03:20.000 --> 00:03:22.000]  誰相信上帝已死
[00:03:22.000 --> 00:03:24.000]  我們待會一起聊聊天
[00:03:24.000 --> 00:03:28.000]  我們就不會說上帝已死
[00:03:28.000 --> 00:03:32.000]  不過我們通常就當上帝是死的
[00:03:32.000 --> 00:03:36.000]  什麼意思呢?
[00:03:36.000 --> 00:03:39.000]  其實他有他說我們做
[00:03:39.000 --> 00:03:43.000]  所以我們其實不是那些偽論
[00:03:43.000 --> 00:03:46.000]  我們就是那些態度
[00:03:46.000 --> 00:03:49.000]  就當上帝是死的
[00:03:49.000 --> 00:03:50.000]  好像很不敬
[00:03:50.000 --> 00:03:53.000]  但其實我們不知不覺間
[00:03:53.000 --> 00:03:57.000]  有時候我們在行動上是這種表達
[00:03:57.000 --> 00:04:01.000]  透過今天的經文《亞國書》
[00:04:01.000 --> 00:04:04.000]  一章十九至二十七節
[00:04:04.000 --> 00:04:07.000]  再次讓我們提醒一下我們自己
[00:04:07.000 --> 00:04:10.000]  其實我們面對神的道
