
[00:00:00.000 --> 00:00:05.000]  今天我先講道之先
[00:00:05.000 --> 00:00:07.600]  我也想跟大家分享一下
[00:00:07.600 --> 00:00:09.880]  在過去的假期裏
[00:00:09.880 --> 00:00:11.840]  我追了一套劇
[00:00:11.840 --> 00:00:13.680]  我不是要告訴你那套劇是甚麼
[00:00:13.680 --> 00:00:16.680]  我想講講那套劇是甚麼
[00:00:16.680 --> 00:00:23.040]  那套劇的劇情圍繞著三個感情不錯的女生
[00:00:23.040 --> 00:00:28.240]  但她們不幸地被誘騙到一個詐騙園區
[00:00:28.240 --> 00:00:30.240]  結果一個死了
[00:00:30.240 --> 00:00:32.240]  一個重傷成為植物人
[00:00:32.240 --> 00:00:35.000]  另一個僥倖生存了
[00:00:35.000 --> 00:00:37.000]  而當中的兩位媽媽
[00:00:37.000 --> 00:00:39.480]  為了要揭開這個真相
[00:00:39.480 --> 00:00:42.120]  為她的女兒討回公道
[00:00:42.120 --> 00:00:44.560]  他們毅然踏上了一個旅程
[00:00:44.560 --> 00:00:46.080]  而這個旅程裏面
[00:00:46.080 --> 00:00:48.600]  他們努力追查證據
[00:00:48.600 --> 00:00:51.320]  要將壞人繩之以法
[00:00:51.320 --> 00:00:53.320]  放心我不是要劇透
[00:00:53.320 --> 00:00:55.000]  而這套劇真正吸引我
[00:00:55.000 --> 00:00:58.520]  並不是我剛才所說的懸疑情節
[00:00:58.520 --> 00:01:00.320]  它最吸引我的
[00:01:00.320 --> 00:01:05.560]  其實是人性的掙扎的描寫
[00:01:05.560 --> 00:01:07.400]  其實劇中的角色
[00:01:07.400 --> 00:01:10.600]  無論是女兒或是媽媽
[00:01:10.600 --> 00:01:13.600]  其實大家彼此都是信任的
[00:01:13.600 --> 00:01:16.040]  但發生這件事之後
[00:01:16.040 --> 00:01:21.600]  他們因為一些似是而非的資訊或聲音
[00:01:21.600 --> 00:01:24.600]  他們開始互相猜疑
[00:01:24.600 --> 00:01:27.600]  當懷疑一旦萌芽的時候
[00:01:27.600 --> 00:01:31.600]  人的心就開始有防衛
[00:01:31.600 --> 00:01:35.600]  計算甚至扭曲事實的真相
[00:01:35.600 --> 00:01:37.600]  所謂的真相
[00:01:37.600 --> 00:01:43.600]  往往都是用來掩飾我們內心的自私和黑暗
[00:01:43.600 --> 00:01:45.600]  而劇中有一句對白我很記得
[00:01:45.600 --> 00:01:47.600]  他說你們一樣愚蠢
[00:01:47.600 --> 00:01:49.600]  都是喜歡互相猜忌
[00:01:49.600 --> 00:01:51.600]  其實人和人之間
[00:01:51.600 --> 00:01:55.600]  從來都沒有真正的信任
[00:01:55.600 --> 00:01:59.600]  這句說話揭示了人性的張力
[00:01:59.600 --> 00:02:03.600]  我們都很渴望愛和被接納
[00:02:03.600 --> 00:02:07.600]  但我們卻又很害怕受傷害
[00:02:07.600 --> 00:02:10.600]  我們很害怕被背叛
[00:02:10.600 --> 00:02:14.600]  於是我們就捉起了很多防線
[00:02:14.600 --> 00:02:19.600]  甚至在教會這個原本應該充滿愛的群體裏面
[00:02:19.600 --> 00:02:26.600]  我們都難免會出現誤解、傷害甚至衝突等等
[00:02:26.600 --> 00:02:28.600]  各位兄弟姐妹
[00:02:28.600 --> 00:02:34.600]  我們都應該知道聖經呼召我們要彼此相愛
[00:02:34.600 --> 00:02:36.600]  但現實卻是
[00:02:36.600 --> 00:02:39.600]  我們有很多人都曾經在教會當中
[00:02:39.600 --> 00:02:44.600]  經過失望、誤解甚至背叛
[00:02:44.600 --> 00:02:46.600]  為何會這樣呢
[00:02:46.600 --> 00:02:49.600]  我們不妨停下來去想一想
[00:02:49.600 --> 00:02:51.600]  在你的生活當中
[00:02:51.600 --> 00:02:55.600]  有沒有一些人你發覺很難接受
[00:02:55.600 --> 00:03:00.600]  更加不要說我要去愛他們
[00:03:00.600 --> 00:03:03.600]  彼此相愛對你來說
[00:03:03.600 --> 00:03:07.600]  是否都會覺得很困難呢
[00:03:07.600 --> 00:03:10.600]  我今天很想透過約翰一書的經文
[00:03:10.600 --> 00:03:12.600]  我們一起去探討一下
[00:03:12.600 --> 00:03:15.600]  問題究竟出現了在哪裏
[00:03:15.600 --> 00:03:20.600]  我們怎樣才能實踐彼此相愛呢
[00:03:20.600 --> 00:03:22.600]  我在講經文之前
[00:03:22.600 --> 00:03:25.600]  不如先講講約翰一書的背景
[00:03:25.600 --> 00:03:28.600]  其實約翰一書的作者就是仕途約翰
[00:03:28.600 --> 00:03:29.600]  在他晚年的時候
[00:03:29.600 --> 00:03:31.600]  他寫給教會的一封信
[00:03:31.600 --> 00:03:34.600]  他主要針對當時的假教師
[00:03:34.600 --> 00:03:37.600]  假教師教導他否認耶穌基督
[00:03:37.600 --> 00:03:40.600]  道成肉身這個錯誤的教導
[00:03:40.600 --> 00:03:42.600]  而令到當時的信徒
[00:03:42.600 --> 00:03:45.600]  有很多他們忽視行為的重要
[00:03:45.600 --> 00:03:49.600]  因此教會就出現了一個矛盾的狀況
[00:03:49.600 --> 00:03:52.600]  就是我們口裏說我們很愛神
[00:03:52.600 --> 00:03:55.600]  但是卻活在黑暗裏面
[00:03:55.600 --> 00:03:56.600]  我們不守誡命
[00:03:56.600 --> 00:03:59.600]  甚至我們恨我們的弟兄
[00:03:59.600 --> 00:04:03.600]  約翰很希望帶大家回到
[00:04:03.600 --> 00:04:06.600]  起初所領受的真理裏面
[00:04:06.600 --> 00:04:11.600]  就是耶穌基督道成肉身和他的教導
[00:04:11.600 --> 00:04:13.600]  不單止要指出錯誤
[00:04:13.600 --> 00:04:16.600]  更加教導我們要在信仰當中
[00:04:16.600 --> 00:04:20.600]  我們要在信仰生活當中活出來
[00:04:20.600 --> 00:04:24.600]  特別是彼此相愛和合一
[00:04:24.600 --> 00:04:26.600]  各位弟兄姊妹
[00:04:26.600 --> 00:04:30.600]  即使我們今天的處境和當時是有不同的
[00:04:30.600 --> 00:04:33.600]  但是這封信仍然提醒我們
[00:04:33.600 --> 00:04:35.600]  我們要持守真理
[00:04:35.600 --> 00:04:37.600]  我們都要活出愛和合一
[00:04:37.600 --> 00:04:40.600]  我們不要以敵意去回應敵意
[00:04:40.600 --> 00:04:44.600]  我們要讓愛在我們群體當中去展現
[00:04:44.600 --> 00:04:48.600]  我們不如一起先去讀出
[00:04:48.600 --> 00:04:51.600]  約翰一書的三章十一至十八節
[00:04:51.600 --> 00:04:53.600]  我們一二三起
[00:04:53.600 --> 00:04:57.600]  因為你們起初聽見的訊息
[00:04:57.600 --> 00:05:00.600]  就是我們要彼此相愛
[00:05:00.600 --> 00:05:02.600]  不要像該人
[00:05:02.600 --> 00:05:04.600]  他事出於那惡者
[00:05:04.600 --> 00:05:06.600]  還殺了自己的兄弟
[00:05:06.600 --> 00:05:08.600]  為什麼殺了他呢
[00:05:08.600 --> 00:05:11.600]  因為該人的行為是邪惡的
[00:05:11.600 --> 00:05:15.600]  他兄弟的行為卻是公義的
[00:05:15.600 --> 00:05:16.600]  弟兄們啊
[00:05:16.600 --> 00:05:18.600]  世人若恨你們
[00:05:18.600 --> 00:05:19.600]  不用驚奇
[00:05:19.600 --> 00:05:21.600]  因為我們知道
[00:05:21.600 --> 00:05:23.600]  因為我們愛弟兄
[00:05:23.600 --> 00:05:25.600]  就已經出死入生了
[00:05:25.600 --> 00:05:29.600]  沒有愛的是住在死亡中
[00:05:29.600 --> 00:05:31.600]  凡恨弟兄的
[00:05:31.600 --> 00:05:33.600]  就是殺人兇手
[00:05:33.600 --> 00:05:34.600]  你們知道
[00:05:34.600 --> 00:05:36.600]  凡是殺人兇手
[00:05:36.600 --> 00:05:40.600]  在他裡面就沒有永生
[00:05:40.600 --> 00:05:44.600]  基督為我們捨棄了生命
[00:05:44.600 --> 00:05:45.600]  從這一點
[00:05:45.600 --> 00:05:47.600]  我們就認識了愛
[00:05:47.600 --> 00:05:51.600]  我們也應該為弟兄捨棄生命
[00:05:51.600 --> 00:05:53.600]  凡世上財物
[00:05:53.600 --> 00:05:55.600]  看見弟兄有需要
[00:05:55.600 --> 00:05:57.600]  卻硬著心牆
[00:05:57.600 --> 00:05:59.600]  那怎會有神的愛
[00:05:59.600 --> 00:06:01.600]  存在他裡面呢
[00:06:01.600 --> 00:06:02.600]  孩子們啊
[00:06:02.600 --> 00:06:03.600]  我們相愛
[00:06:03.600 --> 00:06:06.600]  不要用言語和洩透
[00:06:06.600 --> 00:06:08.600]  要用行為和真理
[00:06:08.600 --> 00:06:11.600]  我們一起低頭禱告
[00:06:11.600 --> 00:06:12.600]  親愛的天父
[00:06:12.600 --> 00:06:14.600]  感謝你帶領我們
[00:06:14.600 --> 00:06:16.600]  回到你的面前
[00:06:16.600 --> 00:06:18.600]  願你安靜我們的心
[00:06:18.600 --> 00:06:20.600]  使我們能夠專注
[00:06:20.600 --> 00:06:22.600]  去聆聽你的說話
[00:06:22.600 --> 00:06:25.600]  求聖靈開啟我們的心
[00:06:25.600 --> 00:06:26.600]  我們的耳
[00:06:26.600 --> 00:06:29.600]  使我們能夠領受你的真理
[00:06:29.600 --> 00:06:32.600]  也求主使用孩子所預備的訊息
[00:06:32.600 --> 00:06:34.600]  讓他成為各位弟兄姊妹
[00:06:34.600 --> 00:06:37.600]  生命當中的提醒和激勵
[00:06:37.600 --> 00:06:40.600]  讓我們能夠更深去認識你
[00:06:40.600 --> 00:06:42.600]  以上簡單的祈禱
[00:06:42.600 --> 00:06:43.600]  奉主耶穌基督得勝
[00:06:43.600 --> 00:06:44.600]  命至其求
[00:06:44.600 --> 00:06:45.600]  阿們
[00:06:45.600 --> 00:06:48.600]  今天我講到的第一個分題
[00:06:48.600 --> 00:06:51.600]  就是不要讓恨惡滋長
[00:06:51.600 --> 00:06:53.600]  其實在11節開始
[00:06:53.600 --> 00:06:55.600]  約翰提醒信徒
[00:06:55.600 --> 00:06:58.600]  你當初聽見的訊息
[00:06:58.600 --> 00:06:59.600]  這個目的
[00:06:59.600 --> 00:07:03.600]  就是要帶他們回到信仰的根基
[00:07:03.600 --> 00:07:05.600]  就是我們要彼此相愛
[00:07:05.600 --> 00:07:08.600]  其實這個正正就是約翰福音裡
[00:07:08.600 --> 00:07:10.600]  13章34至35節
[00:07:10.600 --> 00:07:13.600]  耶穌在最後晚餐的時候
[00:07:13.600 --> 00:07:15.600]  對門徒所作的吩咐
[00:07:15.600 --> 00:07:17.600]  他說:我賜給你們一條生命令
[00:07:17.600 --> 00:07:20.600]  乃是叫你們彼此相愛
[00:07:20.600 --> 00:07:21.600]  我怎樣愛你們
[00:07:21.600 --> 00:07:24.600]  你們也要怎樣彼此相愛
[00:07:24.600 --> 00:07:26.600]  你們若彼此相愛
[00:07:26.600 --> 00:07:28.600]  眾人因此就願出你們事
[00:07:28.600 --> 00:07:30.600]  我的門徒了
[00:07:30.600 --> 00:07:33.600]  愛是基督徒的標誌
[00:07:33.600 --> 00:07:37.600]  也是我們對神先愛我們的回應
[00:07:37.600 --> 00:07:38.600]  各位弟兄姊妹
