
[00:00:00.000 --> 00:00:04.000]  在聽神的到之前,我們一同禱告:
[00:00:04.000 --> 00:00:08.000]  「慈悲人愛的天父,願祢開孩子的口,
[00:00:08.000 --> 00:00:12.000]  將祢的話語真的進到我生命裏面,
[00:00:12.000 --> 00:00:15.000]  與弟兄姊妹有那份交流。」
[00:00:15.000 --> 00:00:17.000]  因為聖經說道:
[00:00:17.000 --> 00:00:21.000]  「神祢自己的話語,祢的律法,祢的典章,
[00:00:21.000 --> 00:00:26.000]  不是與我們無關,乃是我們每一個人的生,
[00:00:26.000 --> 00:00:30.000]  換句話說,這些話語進到我們裏面,
[00:00:30.000 --> 00:00:34.000]  我們又願意去聽,並且改變我們的生命的時候,
[00:00:34.000 --> 00:00:37.000]  我們每一個人都會不再一樣。」
[00:00:37.000 --> 00:00:40.000]  求神,祢真是祢的話語與我們同在,
[00:00:40.000 --> 00:00:43.000]  給我們有這份祝福和保守,
[00:00:43.000 --> 00:00:47.000]  傳言的,將到我們的需要交到祢的手中,
[00:00:47.000 --> 00:00:51.000]  我們這樣祈禱交託,奉主的名字,阿門。
[00:00:51.000 --> 00:00:54.000]  我相信大家都會聽過一句話:
[00:00:54.000 --> 00:00:57.000]  「修身齊家治國平天下。」
[00:00:57.000 --> 00:01:00.000]  有沒有人沒聽過?沒有的。
[00:01:00.000 --> 00:01:02.000]  其實裏面的意思是什麼?
[00:01:02.000 --> 00:01:07.000]  就是說我們自己修身,我們建立到自己的家庭,
[00:01:07.000 --> 00:01:11.000]  我們才有能力去治理國家。
[00:01:11.000 --> 00:01:15.000]  換句話說,家庭就是國家的縮影。
[00:01:15.000 --> 00:01:20.000]  但是問一句,究竟經營好自己的家庭,
[00:01:20.000 --> 00:01:24.000]  大家覺得容易嗎?
[00:01:24.000 --> 00:01:27.000]  大家都不敢認,不知道好還是不好。
[00:01:27.000 --> 00:01:30.000]  浸會大學做過一個這樣的調查,
[00:01:30.000 --> 00:01:33.000]  它成功調查了200個家庭,
[00:01:33.000 --> 00:01:37.000]  他們是有兒女的了,
[00:01:37.000 --> 00:01:39.000]  當調查的時候,
[00:01:39.000 --> 00:01:43.000]  超過三年的婚姻,超過八成的夫婦,
[00:01:43.000 --> 00:01:45.000]  他們怎麼說呢?
[00:01:45.000 --> 00:01:52.000]  就是說他們沒辦法處理到雙方因著差異帶來的張力,
[00:01:52.000 --> 00:01:56.000]  所以他們的感情慢慢變淡,
[00:01:56.000 --> 00:02:00.000]  並且因為很多事情是各自己見的時候,
[00:02:00.000 --> 00:02:03.000]  最後連友情都喪失了。
[00:02:03.000 --> 00:02:05.000]  你說這是不是悲哀呢?
[00:02:05.000 --> 00:02:08.000]  有80%的人會是這樣,
[00:02:08.000 --> 00:02:11.000]  我不知道你聽完有什麼領受。
[00:02:11.000 --> 00:02:14.000]  我自己和太太在若干年前,
[00:02:14.000 --> 00:02:16.000]  我們站在這裡說過見證,
[00:02:16.000 --> 00:02:18.000]  是神證分文,
[00:02:18.000 --> 00:02:22.000]  當太太說到,她說作為傳道人,
[00:02:22.000 --> 00:02:25.000]  其實她真的有想過一件事,
[00:02:25.000 --> 00:02:28.000]  是離婚,離婚是最重要的,
[00:02:28.000 --> 00:02:32.000]  作為傳道人,其實她真的有想過一件事,
[00:02:32.000 --> 00:02:34.000]  是離婚這個字,
[00:02:34.000 --> 00:02:36.000]  下面很安靜的,
[00:02:36.000 --> 00:02:38.000]  每次傳道人都這樣,
[00:02:38.000 --> 00:02:40.000]  接著到我說,我搶了麥克風說,
[00:02:40.000 --> 00:02:43.000]  我說我比她正面很多,
[00:02:43.000 --> 00:02:48.000]  我說如果我今天沒結婚就好了,
[00:02:48.000 --> 00:02:50.000]  就像你們這樣笑,
[00:02:50.000 --> 00:02:52.000]  還有很多人點頭,
[00:02:52.000 --> 00:02:53.000]  你知不知道?
[00:02:53.000 --> 00:02:57.000]  是啊,她說,真的啊,
[00:02:57.000 --> 00:03:00.000]  當然我說得神證分文的時候,
[00:03:00.000 --> 00:03:01.000]  是說見證,
[00:03:01.000 --> 00:03:03.000]  其實最重要我們看到,
[00:03:03.000 --> 00:03:06.000]  是80%的人有這樣的問題,
[00:03:06.000 --> 00:03:10.000]  是有20%的人沒有這個問題,
[00:03:10.000 --> 00:03:16.000]  所以學者就研究和訪問這20%的人,
[00:03:16.000 --> 00:03:18.000]  究竟他們怎樣找遺棄戀婚姻,
[00:03:18.000 --> 00:03:20.000]  可以做得到的呢?
[00:03:20.000 --> 00:03:23.000]  這個是值得我們好好學習,
[00:03:23.000 --> 00:03:28.000]  今天我就很想期盼藉著詩篇128篇,
[00:03:28.000 --> 00:03:30.000]  就和大家一起思想,
[00:03:30.000 --> 00:03:32.000]  怎樣在神的恩福裡面,
[00:03:32.000 --> 00:03:34.000]  去建立我們的家庭,
[00:03:34.000 --> 00:03:37.000]  建立一個健康穩固的婚姻關係,
[00:03:37.000 --> 00:03:40.000]  去育養我們的子女,
[00:03:40.000 --> 00:03:42.000]  就算我自己的同工,
[00:03:42.000 --> 00:03:44.000]  大家聊天的時候,
[00:03:44.000 --> 00:03:47.000]  其實我們都心裡面有一個這樣的問號,
[00:03:47.000 --> 00:03:49.000]  或者叫一個嘆息,
[00:03:49.000 --> 00:03:54.000]  如果我的原生家庭是健康的,
[00:03:54.000 --> 00:03:56.000]  我今天不用搞成這樣,
[00:03:56.000 --> 00:04:00.000]  大家是同工的時候聊天,
[00:04:00.000 --> 00:04:02.000]  竟然現在還有這個嘆息,
[00:04:02.000 --> 00:04:04.000]  當然他今天是很健康的,
[00:04:04.000 --> 00:04:06.000]  但是原來發覺,
[00:04:06.000 --> 00:04:09.000]  沒有一個健康的家庭裡面成長,
[00:04:09.000 --> 00:04:13.000]  是對今天你的影響是這麼大的,
[00:04:13.000 --> 00:04:14.000]  只是這樣說,
[00:04:14.000 --> 00:04:18.000]  還有就是我相信在座的夫婦,
[00:04:18.000 --> 00:04:23.000]  你很想有這份婚姻的關係,
[00:04:23.000 --> 00:04:26.000]  我也知道在座應該有人,
[00:04:26.000 --> 00:04:28.000]  你是還沒有進入婚姻,
[00:04:28.000 --> 00:04:29.000]  正在拍拖的,
[00:04:29.000 --> 00:04:32.000]  我絕對相信這篇信息也適合你聽,
[00:04:32.000 --> 00:04:36.000]  我期盼成為了你婚前輔導的其中一部分,
[00:04:36.000 --> 00:04:39.000]  我相信也有人,
[00:04:39.000 --> 00:04:41.000]  你現在是單身的,
[00:04:41.000 --> 00:04:43.000]  但同樣我也說,
[00:04:43.000 --> 00:04:47.000]  這篇信息我盼望成為你個人成長,
[00:04:47.000 --> 00:04:49.000]  生命的突破,
[00:04:49.000 --> 00:04:52.000]  一個很好的進步的機會,
[00:04:52.000 --> 00:04:54.000]  因為心理學家說的,
[00:04:54.000 --> 00:04:58.000]  所有的關係最難是夫婦,
[00:04:58.000 --> 00:05:01.000]  所以說到夫婦關係的時候,
[00:05:01.000 --> 00:05:05.000]  應用在人際關係裡面是容易很多的,
[00:05:05.000 --> 00:05:10.000]  所以這篇道理是可以適合大家聽的,
[00:05:10.000 --> 00:05:15.000]  詩篇128篇是上行之詩,
[00:05:15.000 --> 00:05:18.000]  總共有15首,
[00:05:18.000 --> 00:05:28.000]  在過去對這15卷詩篇有幾種詮釋,
[00:05:28.000 --> 00:05:30.000]  以及是何時讀的呢?
[00:05:30.000 --> 00:05:35.000]  會說到他們在巴比倫秘魯歸回的時候,
[00:05:35.000 --> 00:05:37.000]  他們在沿途去唱的,
[00:05:37.000 --> 00:05:40.000]  又有一個說法就是他們每年,
[00:05:40.000 --> 00:05:45.000]  是三次上耶路撒冷過節的時候他們唱的,
[00:05:45.000 --> 00:05:50.000]  又或者是祭司在耶路撒冷的侍奉,
[00:05:50.000 --> 00:05:52.000]  15個台階裡面,
[00:05:52.000 --> 00:05:54.000]  每一個台階唱一首,
[00:05:54.000 --> 00:05:58.000]  我自己會看就是一班秘魯歸回的人,
[00:05:58.000 --> 00:06:00.000]  就是說壞過了,
[00:06:00.000 --> 00:06:04.000]  回頭再去看神的話的時候,
[00:06:04.000 --> 00:06:08.000]  他們不斷被提醒,
[00:06:08.000 --> 00:06:13.000]  這首詩是一首屬於智慧詩,
[00:06:13.000 --> 00:06:18.000]  換句話說是讓人有智慧地怎樣去生活。
[00:06:18.000 --> 00:06:34.000]  我們一起去先讀頭三節,
[00:06:34.000 --> 00:06:37.000]  「凡敬畏耶和華,
[00:06:37.000 --> 00:06:40.000]  遵行他道的人有福了,
[00:06:40.000 --> 00:06:43.000]  你要吃牢籠得來的,
