
[00:00:00.000 --> 00:00:02.720]  今天是一個很特別的日子
[00:00:02.720 --> 00:00:05.280]  除了教會進入了預俯期
[00:00:05.280 --> 00:00:08.200]  今天是兒童主日
[00:00:08.200 --> 00:00:10.680]  我不知道大家一路上來的時候
[00:00:10.680 --> 00:00:14.280]  在廁所那邊有沒有看到一些碧步
[00:00:14.280 --> 00:00:17.720]  都是一些我們的孩子
[00:00:17.720 --> 00:00:21.040]  導師甚至家長一起去佈置
[00:00:21.040 --> 00:00:23.720]  我也很想給一些掌聲
[00:00:23.720 --> 00:00:26.200]  這麼勞苦的一班小朋友
[00:00:26.200 --> 00:00:29.520]  導師和家長們
[00:00:29.520 --> 00:00:31.520]  其實導師真的很勞苦
[00:00:31.520 --> 00:00:37.200]  他們每個星期都一起帶領小孩子認識上帝
[00:00:37.200 --> 00:00:44.320]  今年兒童主日的主題是
[00:00:44.320 --> 00:00:45.840]  Light of Hope
[00:00:45.840 --> 00:00:48.400]  就是帶來希望的光
[00:00:48.400 --> 00:00:51.800]  我們很希望小孩子都能夠認識真光
[00:00:51.800 --> 00:00:53.600]  認識耶穌基督
[00:00:53.600 --> 00:00:56.320]  將來都能夠成為明光
[00:00:56.320 --> 00:00:59.280]  引導人認識基督
[00:00:59.280 --> 00:01:01.520]  待會兒聚會結束
[00:01:01.520 --> 00:01:02.400]  聖祭結束後
[00:01:02.400 --> 00:01:04.960]  大家可以在一樓地下
[00:01:04.960 --> 00:01:06.160]  有一個小蠟燭
[00:01:06.160 --> 00:01:08.480]  一個小燈光可以送給大家
[00:01:08.480 --> 00:01:13.160]  聖祭結束後記得在一樓拿一份小禮物
[00:01:13.160 --> 00:01:16.760]  相信不單止是小孩子需要耶穌
[00:01:16.760 --> 00:01:19.960]  我們每個信徒都需要
[00:01:19.960 --> 00:01:21.480]  天父也很期望
[00:01:21.480 --> 00:01:24.360]  我們每個信徒都能夠成為光
[00:01:24.360 --> 00:01:26.040]  但是為什麼
[00:01:26.040 --> 00:01:28.520]  有時候我們明明預見了真光
[00:01:28.520 --> 00:01:31.400]  卻又落在黑暗的裡面呢?
[00:01:31.400 --> 00:01:35.640]  怎樣才能夠維持為主發光?
[00:01:35.640 --> 00:01:37.360]  今天跟大家分享的經文
[00:01:37.360 --> 00:01:41.200]  是撒姆爾記上三章的一至十節
[00:01:41.200 --> 00:01:43.360]  我們看看以色列人
[00:01:43.360 --> 00:01:45.280]  這群神的選民
[00:01:45.280 --> 00:01:49.000]  為什麼又會落在一個黑暗的時代裡面
[00:01:49.000 --> 00:01:52.520]  上帝又如何預備人成為光
[00:01:52.520 --> 00:01:55.360]  帶以色列人離開黑暗
[00:01:55.360 --> 00:01:58.680]  看看當中對我們有什麼提醒
[00:01:58.680 --> 00:02:03.240]  經文在撒姆爾記上三章一至十節
[00:02:03.240 --> 00:02:06.120]  報上要請大家一起讀出
[00:02:06.120 --> 00:02:07.600]  預備起
[00:02:07.600 --> 00:02:13.120]  那孩子撒姆爾在以利面前侍奉耶和華
[00:02:13.120 --> 00:02:14.840]  在那些日子
[00:02:14.840 --> 00:02:17.280]  耶和華的言語稀少
[00:02:17.280 --> 00:02:19.280]  不常有意象
[00:02:19.280 --> 00:02:23.160]  那時以利在自己的地方睡覺
[00:02:23.160 --> 00:02:25.640]  他眼目開始昏花
[00:02:25.640 --> 00:02:27.280]  不能看見
[00:02:27.280 --> 00:02:29.880]  神的燈還沒有熄滅
[00:02:29.880 --> 00:02:33.160]  撒姆爾睡在耶和華的殿內
[00:02:33.160 --> 00:02:36.920]  神的藥櫃就在那裡
[00:02:36.920 --> 00:02:39.320]  耶和華呼喚撒姆爾
[00:02:39.320 --> 00:02:42.280]  撒姆爾說:我在這裡
[00:02:42.280 --> 00:02:45.080]  他跑到以利那裡說:
[00:02:45.080 --> 00:02:48.120]  你叫我嗎?我在這裡
[00:02:48.120 --> 00:02:50.680]  以利說:我沒有叫你
[00:02:50.680 --> 00:02:52.120]  回去睡吧
[00:02:52.120 --> 00:02:54.360]  他就回去睡了
[00:02:54.360 --> 00:02:57.000]  耶和華又呼喚撒姆爾
[00:02:57.000 --> 00:03:00.800]  撒姆爾起來到以利那裡說:
[00:03:00.800 --> 00:03:03.680]  你叫我嗎?我在這裡
[00:03:03.680 --> 00:03:05.560]  以利說:我兒
[00:03:05.560 --> 00:03:09.000]  我又叫你回去睡吧
[00:03:09.000 --> 00:03:12.800]  那時撒姆爾還未認識耶和華
[00:03:12.800 --> 00:03:16.680]  耶和華的話也未曾向他啟示
[00:03:16.680 --> 00:03:20.280]  耶和華第三次再呼喚撒姆爾
[00:03:20.280 --> 00:03:24.120]  撒姆爾起來到以利那裡說:
[00:03:24.120 --> 00:03:27.080]  你叫我嗎?我在這裡
[00:03:27.080 --> 00:03:32.000]  以利才明白是耶和華呼喚這小孩
[00:03:32.000 --> 00:03:34.320]  以利對撒姆爾說:
[00:03:34.320 --> 00:03:36.120]  你回去睡吧
[00:03:36.120 --> 00:03:39.000]  他若再叫你,你就說:
[00:03:39.000 --> 00:03:42.680]  耶和華,請說,僕人敬聽
[00:03:42.680 --> 00:03:46.880]  撒姆爾就回去凝睡在原處
[00:03:46.880 --> 00:03:52.080]  耶和華內暫著上前幾次呼喚撒姆爾
[00:03:52.080 --> 00:03:56.960]  撒姆爾說:請說,僕人敬聽
[00:03:56.960 --> 00:03:59.640]  我們也向低頭禱告
[00:03:59.640 --> 00:04:01.960]  天父上帝我們去禱告祢
[00:04:01.960 --> 00:04:05.520]  願祢寧臨在,願祢跟我們說話
[00:04:05.520 --> 00:04:07.840]  縱然可能經文我們也熟悉
[00:04:07.840 --> 00:04:10.200]  但願祢繼續更新我們的心
[00:04:10.200 --> 00:04:14.040]  願我們也帶著「我在這裡,僕人敬聽」的心
[00:04:14.040 --> 00:04:15.560]  來聆聽祢的話
[00:04:15.560 --> 00:04:20.480]  我們這樣禱告,奉耶穌基督命祈求,阿們
[00:04:20.480 --> 00:04:23.200]  說一點撒姆爾記的背景
[00:04:23.200 --> 00:04:27.040]  當時應該仍然是事司的時代
[00:04:27.040 --> 00:04:30.040]  事司的時代是一個怎樣的時代呢?
[00:04:30.040 --> 00:04:33.880]  我們來看看事司記自己怎麼說
[00:04:33.880 --> 00:04:37.680]  事司記有一章衙節,即是最後的節
[00:04:37.680 --> 00:04:38.600]  他這樣說:
[00:04:38.600 --> 00:04:42.040]  那時以司列宗沒有王
[00:04:42.040 --> 00:04:46.080]  各人照自己眼中看為對的去做
[00:04:46.080 --> 00:04:51.080]  簡單來說,當時是一個沒有王管的時代
[00:04:51.080 --> 00:04:53.480]  人想做什麼就做什麼
[00:04:53.480 --> 00:04:56.240]  但其實不是沒有王管的
[00:04:56.240 --> 00:04:57.920]  深水清的弟兄姊妹
[00:04:57.920 --> 00:05:01.240]  我相信你應該知道當時誰是王
[00:05:01.240 --> 00:05:02.960]  是上帝嘛,是不是?
[00:05:02.960 --> 00:05:04.760]  耶和華是王
[00:05:04.760 --> 00:05:06.360]  那代表什麼?
[00:05:06.360 --> 00:05:10.160]  代表以色列人當上帝舞蹈
[00:05:10.160 --> 00:05:12.280]  自己比上帝重要
[00:05:12.280 --> 00:05:15.480]  想自己作主,自己才是王
[00:05:15.480 --> 00:05:18.160]  沒有當上帝是神
[00:05:18.160 --> 00:05:25.000]  撒姆爾記就在這樣的背景下
[00:05:25.000 --> 00:05:27.000]  剛才讀出的經文第一節
[00:05:27.000 --> 00:05:32.280]  提到撒姆爾在以利面前侍奉耶和華
[00:05:32.280 --> 00:05:34.680]  以利是當時的大祭司
[00:05:34.680 --> 00:05:39.840]  撒姆爾大約是一個十二歲的小孩子
[00:05:39.840 --> 00:05:44.640]  撒姆爾在以利面前侍奉耶和華
[00:05:44.640 --> 00:05:47.600]  不是指以利盯著撒姆爾
[00:05:47.600 --> 00:05:50.120]  看著他有沒有做錯事
[00:05:50.120 --> 00:05:52.320]  其實是指當時撒姆爾
[00:05:52.320 --> 00:05:57.400]  在代替以利在會幕裡服侍神
[00:05:57.400 --> 00:06:01.920]  簡單來說,撒姆爾就是以利的阿四
[00:06:01.920 --> 00:06:05.440]  經常點他做這個,點他做那個
[00:06:05.440 --> 00:06:06.920]  而經文有提到
[00:06:06.920 --> 00:06:11.960]  當時耶和華的言語稀少,不常有異象
[00:06:11.960 --> 00:06:14.600]  神不跟人說話
[00:06:14.600 --> 00:06:17.320]  明明這群是屬神的選民
[00:06:17.320 --> 00:06:19.960]  但上帝卻不跟他們說話
[00:06:19.960 --> 00:06:21.640]  這是什麼意思呢?
[00:06:21.640 --> 00:06:25.560]  其實是代表神不喜歡這個世代
[00:06:25.560 --> 00:06:30.520]  可以指出當時的社會太腐敗,太邪惡
[00:06:30.520 --> 00:06:34.640]  究竟有多腐敗,有多邪惡呢?
[00:06:34.640 --> 00:06:36.560]  剛才講背景的時候
[00:06:36.560 --> 00:06:41.440]  我們都知道以色列人當神武道
[00:06:41.440 --> 00:06:44.720]  而這個大祭司自己又不太會做事
[00:06:44.720 --> 00:06:47.720]  點個小朋友去做事
[00:06:47.720 --> 00:06:50.560]  再看大祭司的兩個兒子
[00:06:50.560 --> 00:06:51.760]  以利的兩個兒子
[00:06:51.760 --> 00:06:53.280]  他們都是祭司
