
[00:00:00.000 --> 00:00:02.000]  Hello 早晨 頂展會
[00:00:02.000 --> 00:00:03.400]  大家好
[00:00:03.400 --> 00:00:05.400]  給我一點反應吧
[00:00:05.400 --> 00:00:06.700]  大家早晨 早晨
[00:00:06.700 --> 00:00:07.700]  早晨 頂展會
[00:00:07.700 --> 00:00:11.700]  剛才是一段我們詩歌敬拜的時候
[00:00:11.700 --> 00:00:13.200]  詩歌敬拜是甚麼呢
[00:00:13.200 --> 00:00:17.200]  其實是藉著我們唱詩和音樂
[00:00:17.200 --> 00:00:19.200]  宣告上帝的說話的時候
[00:00:19.200 --> 00:00:23.200]  讓我們跟上帝有交流和溝通
[00:00:23.200 --> 00:00:26.200]  所以今天有一些小六星中
[00:00:26.200 --> 00:00:31.200]  今年你是中學生了 成為長子長女了
[00:00:31.200 --> 00:00:34.200]  來到青少部了 沒錯 正確
[00:00:34.200 --> 00:00:36.200]  來到青少部的你們
[00:00:36.200 --> 00:00:39.200]  可能你會說很少唱詩歌這麼久
[00:00:39.200 --> 00:00:41.200]  為甚麼會這樣呢
[00:00:41.200 --> 00:00:45.200]  剛才說原來唱詩是跟相處的一段時間
[00:00:45.200 --> 00:00:50.200]  所以如果你投入到剛才敬拜的詩歌的時候
[00:00:50.200 --> 00:00:54.200]  你會感受到 剛才我也在敬拜的時候
[00:00:54.200 --> 00:00:56.200]  剛才主席說
[00:00:56.200 --> 00:01:00.200]  如果我們把我們的害怕看著神的話
[00:01:00.200 --> 00:01:01.200]  我們就不會那麼害怕
[00:01:01.200 --> 00:01:05.200]  不知道升到中學或是開學的時候
[00:01:05.200 --> 00:01:08.200]  你有沒有面對到有些害怕
[00:01:08.200 --> 00:01:12.200]  會不會今天有些組員有新導師
[00:01:12.200 --> 00:01:14.200]  或者有些新組員
[00:01:14.200 --> 00:01:16.200]  或者今天我們來到的環境不一樣
[00:01:16.200 --> 00:01:17.200]  你會不會有些害怕
[00:01:17.200 --> 00:01:20.200]  不過剛才唱詩的時候
[00:01:20.200 --> 00:01:21.200]  看到神就不害怕
[00:01:21.200 --> 00:01:25.200]  令我想起一個我過去在IG看過的影片
[00:01:25.200 --> 00:01:26.200]  是一個實驗
[00:01:26.200 --> 00:01:27.200]  是怎樣呢
[00:01:27.200 --> 00:01:31.200]  是有一個 他們放了一個嬰兒在那裡
[00:01:31.200 --> 00:01:33.200]  然後他要經過一條
[00:01:33.200 --> 00:01:36.200]  地下是一個屏幕
[00:01:36.200 --> 00:01:37.200]  3D那些
[00:01:37.200 --> 00:01:39.200]  人看上去就會
[00:01:39.200 --> 00:01:41.200]  顯示出來是一個深淵
[00:01:41.200 --> 00:01:42.200]  類似是這樣
[00:01:42.200 --> 00:01:43.200]  然後他就叫嬰兒
[00:01:43.200 --> 00:01:45.200]  他叫嬰兒在那裡爬 一條直路
[00:01:45.200 --> 00:01:46.200]  爬過去
[00:01:46.200 --> 00:01:49.200]  開頭嬰兒看到這個深淵
[00:01:49.200 --> 00:01:52.200]  他就怕怕怕
[00:01:52.200 --> 00:01:54.200]  就不怕 轉過頭來
[00:01:54.200 --> 00:01:56.200]  但他放第二個影片的時候
[00:01:56.200 --> 00:01:59.200]  另外就是爸爸媽媽就在那邊
[00:01:59.200 --> 00:02:02.200]  就撩他玩 拍拍拍手的時候
[00:02:02.200 --> 00:02:04.200]  他就忘記了這個深淵
[00:02:04.200 --> 00:02:05.200]  他就這樣走走走過去
[00:02:05.200 --> 00:02:06.200]  就走過了
[00:02:06.200 --> 00:02:08.200]  我覺得剛才敬拜的時候
[00:02:08.200 --> 00:02:09.200]  我就想起
[00:02:09.200 --> 00:02:10.200]  原來主席告訴我們
[00:02:10.200 --> 00:02:12.200]  當我們看著神的時候
[00:02:12.200 --> 00:02:15.200]  我們生命裡面很怕的東西就會沒有了
[00:02:15.200 --> 00:02:16.200]  我想大概就是這樣
[00:02:16.200 --> 00:02:19.200]  原來我們朝著點看著上帝的時候
[00:02:19.200 --> 00:02:21.200]  會令到我們怕沒有了
[00:02:21.200 --> 00:02:23.200]  不知道你剛才有沒有將你的焦點
[00:02:23.200 --> 00:02:24.200]  配上上帝那裡
[00:02:24.200 --> 00:02:25.200]  不過可能你說
[00:02:25.200 --> 00:02:26.200]  我剛剛來
[00:02:26.200 --> 00:02:27.200]  或者我都還不知道
[00:02:27.200 --> 00:02:29.200]  都不懂唱詩歌
[00:02:29.200 --> 00:02:30.200]  還沒看到神
[00:02:30.200 --> 00:02:32.200]  但是你今天記住一件事
[00:02:32.200 --> 00:02:33.200]  當你看到神的時候
[00:02:33.200 --> 00:02:35.200]  原來我們的怕會沒有了
[00:02:35.200 --> 00:02:39.200]  這個今天是在敬拜裡面帶給我的感覺
[00:02:39.200 --> 00:02:40.200]  都很想告訴你們
[00:02:40.200 --> 00:02:41.200]  原來可以這樣
[00:02:41.200 --> 00:02:43.200]  進入今天講道的時間
[00:02:43.200 --> 00:02:45.200]  我拋我拋什麼
[00:02:45.200 --> 00:02:47.200]  有隻豬在這裡
[00:02:47.200 --> 00:02:51.200]  我今天講道的題目叫做一隻醒目豬
[00:02:51.200 --> 00:02:53.200]  說什麼呢
[00:02:53.200 --> 00:02:55.200]  等下問你一個問題
[00:02:55.200 --> 00:02:58.200]  你有沒有試過
[00:02:58.200 --> 00:02:59.200]  貪心
[00:02:59.200 --> 00:03:01.200]  就是貪小便宜
[00:03:01.200 --> 00:03:02.200]  就是貪快
[00:03:02.200 --> 00:03:04.200]  有沒有試過一時貪一時之快的時候
[00:03:04.200 --> 00:03:06.200]  想走捷徑
[00:03:06.200 --> 00:03:09.200]  結果就遇上更麻煩
[00:03:09.200 --> 00:03:11.200]  做得更久更糟糕的事情
