
[00:00:00.000 --> 00:00:03.080]  很開心今天我們可以來敬拜神
[00:00:03.080 --> 00:00:06.320]  在開始聽道之前我們一起來祈禱
[00:00:06.320 --> 00:00:10.760]  請主我們敬拜祢
[00:00:10.760 --> 00:00:14.840]  我們的生命就是要來榮耀祢
[00:00:14.840 --> 00:00:16.600]  來見證祢
[00:00:16.600 --> 00:00:19.080]  但願我們的生命就是這樣
[00:00:19.080 --> 00:00:21.320]  來放下自我
[00:00:21.320 --> 00:00:24.560]  以祢為我們人生的中心
[00:00:24.560 --> 00:00:27.640]  我們一生去認識祢
[00:00:27.640 --> 00:00:31.480]  去感受祢給我們的愛
[00:00:31.480 --> 00:00:34.760]  也讓我們的生命就是這樣
[00:00:34.760 --> 00:00:36.520]  來榮耀祢
[00:00:36.520 --> 00:00:38.960]  來重讚祢
[00:00:38.960 --> 00:00:40.800]  主讓我們以下
[00:00:40.800 --> 00:00:44.040]  來看詩篇的訊息的時候
[00:00:44.040 --> 00:00:46.280]  願祢都開我們的心
[00:00:46.280 --> 00:00:48.720]  讓聖靈在我們的心靈裏面
[00:00:48.720 --> 00:00:52.480]  來讓我們得著祢給我們的訊息
[00:00:52.480 --> 00:00:54.320]  也讓我們的生命
[00:00:54.320 --> 00:00:57.760]  在祢的裏面更新改變
[00:00:57.760 --> 00:01:01.440]  願祢祝福以下聽的、說的
[00:01:01.440 --> 00:01:04.800]  都一同來蒙受祢所賜的福氣
[00:01:04.800 --> 00:01:06.480]  我們獻上祈禱交托
[00:01:06.480 --> 00:01:08.560]  奉靠耶穌基督的名求
[00:01:08.560 --> 00:01:09.560]  阿們
[00:01:09.560 --> 00:01:18.520]  有一次我坐巴士回教會
[00:01:18.520 --> 00:01:23.960]  有幾位老人家在巴士上高談闊論
[00:01:23.960 --> 00:01:27.000]  其中一位長者說
[00:01:27.000 --> 00:01:29.840]  年紀大無所事事
[00:01:29.840 --> 00:01:33.160]  身體不好,哪裡都去不了
[00:01:33.160 --> 00:01:35.880]  真的很苦悶
[00:01:35.880 --> 00:01:41.560]  但在同車上有一個開心婆婆說
[00:01:41.560 --> 00:01:44.440]  年輕人不長進
[00:01:44.440 --> 00:01:47.400]  令老人癡呆症
[00:01:47.400 --> 00:01:50.800]  其實生活是自己安排的
[00:01:50.800 --> 00:01:52.800]  有人說老了很悶
[00:01:52.800 --> 00:01:55.600]  常常困在家裡
[00:01:55.600 --> 00:01:58.160]  四面牆當然很悶
[00:01:58.160 --> 00:02:00.480]  我今天去沙角
[00:02:00.480 --> 00:02:02.000]  明天去和邪
[00:02:02.000 --> 00:02:04.520]  都不知道多開心
[00:02:04.520 --> 00:02:08.280]  剛才那個老人家又說
[00:02:08.280 --> 00:02:10.440]  為什麼你這麼好戲
[00:02:10.440 --> 00:02:12.880]  你是不是吃了綠蓉
[00:02:12.880 --> 00:02:14.800]  這個開心婆婆說
[00:02:14.800 --> 00:02:16.760]  我不是吃了綠蓉
[00:02:16.760 --> 00:02:21.840]  我只是心裡很寬容
[00:02:21.840 --> 00:02:23.400]  頂姐妹
[00:02:23.400 --> 00:02:26.480]  不知道在大家身邊的長者
[00:02:26.480 --> 00:02:29.400]  或者在你家裡的長者
[00:02:29.400 --> 00:02:35.240]  他們的心聲是怎樣的呢
[00:02:35.240 --> 00:02:37.760]  我有一個問題想問大家
[00:02:37.760 --> 00:02:41.520]  你認為未來世界的年齡層中
[00:02:41.520 --> 00:02:47.240]  佔最多人口的是哪一個群體呢
[00:02:47.240 --> 00:02:49.000]  長者老人家
[00:02:49.000 --> 00:02:50.840]  大家都答對了
[00:02:50.840 --> 00:02:53.440]  直覺觀察
[00:02:53.440 --> 00:02:56.840]  我們都很容易看到
[00:02:56.840 --> 00:03:00.720]  年輕一代很多夫婦都不生小孩了
[00:03:00.720 --> 00:03:04.080]  小孩出生率減低
[00:03:04.080 --> 00:03:05.800]  兒童青少年
[00:03:05.800 --> 00:03:09.600]  相對起來就越來越少
[00:03:09.600 --> 00:03:13.760]  另外全球的人口越來越長壽
[00:03:13.760 --> 00:03:17.800]  因為人的健康意識提高了
[00:03:17.800 --> 00:03:20.760]  加上醫療技術有好進步
[00:03:20.760 --> 00:03:28.160]  相信今日人的壽命都會延長
[00:03:28.160 --> 00:03:30.400]  自從2015年
[00:03:30.400 --> 00:03:34.800]  香港人的平均壽命已經超越日本
[00:03:34.800 --> 00:03:37.160]  成為第一位
[00:03:37.160 --> 00:03:43.600]  直到現在香港仍然是領先的
[00:03:43.600 --> 00:03:45.240]  在2017年的時候
[00:03:45.240 --> 00:03:48.840]  男人平均壽命81.7歲
[00:03:48.840 --> 00:03:53.760]  女性平均壽命87.6歲
[00:03:53.760 --> 00:03:58.160]  預計香港在2036年
[00:03:58.160 --> 00:04:00.960]  60歲以上的人
[00:04:00.960 --> 00:04:05.280]  佔總人口比例是31.9
[00:04:05.280 --> 00:04:06.560]  大約三分之一
[00:04:06.560 --> 00:04:09.600]  即是說大約過多15年
[00:04:09.600 --> 00:04:11.040]  每三個人當中
[00:04:11.040 --> 00:04:17.680]  其中一個人就是60歲以上的長者
[00:04:17.680 --> 00:04:21.120]  不久的將來
[00:04:21.120 --> 00:04:26.800]  長者老人家就會遍滿地面
[00:04:26.800 --> 00:04:29.720]  在座的弟兄姊妹
[00:04:29.720 --> 00:04:34.160]  你們怎樣來對待長者呢?
[00:04:34.160 --> 00:04:37.200]  我們將來都會成為長者
[00:04:37.200 --> 00:04:41.480]  你自己又怎樣看自己呢?
[00:04:41.480 --> 00:04:44.760]  今日跟大家分享詩篇71篇
[00:04:44.760 --> 00:04:48.480]  這篇詩的作者是誰呢?
[00:04:48.480 --> 00:04:49.760]  我們不知道
[00:04:49.760 --> 00:04:53.720]  但我們可以從第九節
[00:04:53.720 --> 00:04:57.120]  詩人說「我年老的時候」
[00:04:57.120 --> 00:05:00.440]  在第十八節
[00:05:00.440 --> 00:05:06.560]  詩人說「我到年老發白的時候」
[00:05:06.560 --> 00:05:12.560]  這篇詩顯然是一位長者的祈禱詩
[00:05:12.560 --> 00:05:15.320]  我們一起讀這篇詩
[00:05:15.320 --> 00:05:17.640]  這篇詩有24節
[00:05:17.640 --> 00:05:20.040]  我們一起慢慢讀
[00:05:20.040 --> 00:05:24.640]  我們一起讀
[00:05:24.640 --> 00:05:30.960]  「夜和華 我投靠你 求你叫我永不羞愧」
[00:05:30.960 --> 00:05:35.360]  「求你憑你的公義答救我 救拔我」
[00:05:35.360 --> 00:05:38.560]  「則以聽我 拯救我」
[00:05:38.560 --> 00:05:41.760]  「求你作我常駐的盤石」
[00:05:41.760 --> 00:05:44.440]  「你已經命定要救我」
[00:05:44.440 --> 00:05:50.080]  「因為你是我的岩石 我的山寨」
[00:05:50.080 --> 00:05:55.640]  「我的神啊」
[00:05:55.640 --> 00:05:59.200]  「脫離不義和殘暴之人的手」
[00:05:59.200 --> 00:06:03.280]  「主耶和華啊 你是我所盼望的」
[00:06:03.280 --> 00:06:07.360]  「你是我所倚靠的」
[00:06:07.360 --> 00:06:10.960]  「我重出母胎 被你扶持」
[00:06:10.960 --> 00:06:13.760]  「使我出母的是你」
[00:06:13.760 --> 00:06:16.760]  「我已常常讚美你」
[00:06:16.760 --> 00:06:21.760]  (先唱完)
[00:06:21.760 --> 00:06:23.760]  (等一等)
[00:06:23.760 --> 00:06:27.760]  (為什麼動不了)
[00:06:27.760 --> 00:06:33.760]  (好 行了)
[00:06:33.760 --> 00:06:36.760]  「許多人以我為怪」
[00:06:36.760 --> 00:06:39.760]  「但你是我堅固的避難所」
[00:06:39.760 --> 00:06:42.760]  「你的讚美 你的榮耀」
[00:06:42.760 --> 00:06:45.560]  「終日必滿了我的口」
[00:06:45.560 --> 00:06:49.760]  「我年老的時候 求你不要丟棄我」
[00:06:49.760 --> 00:06:54.760]  「我力氣衰弱的時候 求你不要離棄我」
[00:06:54.760 --> 00:06:57.760]  「我的仇敵議論我」
[00:06:57.760 --> 00:07:02.760]  「那些窺探要害我命的彼此相遇說」
[00:07:02.760 --> 00:07:05.360]  「神已經離棄他」
[00:07:05.360 --> 00:07:08.760]  「我們追趕他 捉拿他吧」
[00:07:08.760 --> 00:07:11.760]  「因為沒有人搭救」
[00:07:11.760 --> 00:07:14.760]  「神啊 求你不要遠離我」
[00:07:14.760 --> 00:07:18.760]  「我的神啊 求你速速幫助我」
[00:07:18.760 --> 00:07:24.760]  「願那與我性命為敵的羞愧被滅」
[00:07:24.760 --> 00:07:28.760]  「願那謀害我的受辱蒙羞」
[00:07:28.760 --> 00:07:34.760]  「我卻要常常盼望 並要越發讚美你」
[00:07:34.760 --> 00:07:38.760]  「我的口終日要述說你的公義」
[00:07:38.760 --> 00:07:43.760]  「和你的救恩 因我不計其數」
[00:07:43.760 --> 00:07:47.760]  「我要來說主耶和華大能的事」
[00:07:47.760 --> 00:07:50.760]  「我單要提說你的公義」
[00:07:50.760 --> 00:07:55.760]  「神啊 自我年幼時 你就教訓我」
[00:07:55.760 --> 00:08:00.360]  「直到如今 我傳揚你奇妙的作為」
[00:08:00.360 --> 00:08:04.760]  「神啊 我到老發白的時候」
[00:08:04.760 --> 00:08:07.760]  「求你不要刁棄我」
[00:08:07.760 --> 00:08:10.760]  「讓我將你的能力 指示下代」
[00:08:10.760 --> 00:08:14.760]  「將你的大能 指示後世的人」
[00:08:14.760 --> 00:08:17.760]  「神啊 你的公義甚高」
[00:08:17.760 --> 00:08:22.760]  「行過大事的神啊 誰能像你」
[00:08:22.760 --> 00:08:26.760]  「你是叫我們多經歷重大急難的」
[00:08:26.760 --> 00:08:28.760]  「必使我們復活」
[00:08:28.760 --> 00:08:31.760]  「從地的深處救上來」
[00:08:31.760 --> 00:08:34.760]  「求你使我越發昌大」
[00:08:34.760 --> 00:08:37.760]  「又轉來安慰我」
[00:08:37.760 --> 00:08:41.760]  「我的神啊 我要鼓失稱讚你」
[00:08:41.760 --> 00:08:43.760]  「稱讚你的誠實」
[00:08:43.760 --> 00:08:48.760]  「以色列的聖者啊 我要彈琴歌頌你」
[00:08:48.760 --> 00:08:50.760]  「我歌頌你的時候」
[00:08:50.760 --> 00:08:54.760]  「我的嘴唇和你所屬我的靈魂」
[00:08:54.760 --> 00:08:56.760]  「都必歡呼」
[00:08:56.760 --> 00:09:02.760]  「我的舌頭必終日講論你的公義」
[00:09:02.760 --> 00:09:08.760]  「我的人已被蒙羞受辱了」
[00:09:08.760 --> 00:09:15.760]  詩篇71篇可以說是一首哀求詩
[00:09:15.760 --> 00:09:19.760]  因為在這篇詩的上半部
[00:09:19.760 --> 00:09:24.760]  詩人向神申訴自己在困苦的境況中
[00:09:24.760 --> 00:09:29.760]  覺得自己的晚景很淒涼
[00:09:29.760 --> 00:09:32.760]  在生活中受到極大的壓迫
[00:09:32.760 --> 00:09:33.760]  為甚麼呢
[00:09:33.760 --> 00:09:38.760]  在第四節詩人提到惡人的手
[00:09:38.760 --> 00:09:41.760]  不義和殘暴之人的手
[00:09:41.760 --> 00:09:47.760]  而第七節也提到很多人以我為怪
[00:09:47.760 --> 00:09:53.760]  第十節也提到仇敵議論我
[00:09:53.760 --> 00:09:57.760]  要害我命的彼此來相議
[00:09:57.760 --> 00:10:02.760]  詩人受到人譏笑批評
[00:10:02.760 --> 00:10:13.760]  還有第十三節
[00:10:13.760 --> 00:10:16.760]  那與我性命為敵的
[00:10:16.760 --> 00:10:18.760]  那謀害我的
[00:10:18.760 --> 00:10:24.760]  即是說詩人甚至感覺到有人要害他的命
[00:10:24.760 --> 00:10:30.760]  因為沒有人保障他生存的權利
[00:10:30.760 --> 00:10:39.760]  而另外在第十一節
[00:10:39.760 --> 00:10:43.760]  那裡提到詩人的敵人說
[00:10:43.760 --> 00:10:45.760]  神已經離棄你了
[00:10:45.760 --> 00:10:49.760]  沒有人能夠回答你
[00:10:49.760 --> 00:10:55.760]  詩人覺得自己好像夕陽西沉一般
[00:10:55.760 --> 00:10:58.760]  或者覺得自己很老了
[00:10:58.760 --> 00:10:59.760]  人老珠黃了
[00:10:59.760 --> 00:11:03.760]  也不值得人的眷顧
[00:11:03.760 --> 00:11:06.760]  也被人說神離棄了他
[00:11:06.760 --> 00:11:08.760]  而在第十二節
[00:11:08.760 --> 00:11:11.760]  他就求神不要離棄他
[00:11:11.760 --> 00:11:14.760]  求神不要離棄我
[00:11:14.760 --> 00:11:18.760]  不要離棄我
[00:11:18.760 --> 00:11:21.760]  不要遠離我
[00:11:21.760 --> 00:11:24.760]  求神速速幫助他
[00:11:24.760 --> 00:11:28.760]  詩人覺得自己有被遺棄的感覺
[00:11:28.760 --> 00:11:33.760]  覺得自己是一個孤單無助的老人
[00:11:33.760 --> 00:11:41.760]  年老會令人感覺自己是一個沒落的階段
[00:11:41.760 --> 00:11:44.760]  或者覺得自己是老弱殘兵
[00:11:44.760 --> 00:11:47.760]  以及會被淘汰
[00:11:47.760 --> 00:11:49.760]  會不會啊?
[00:11:49.760 --> 00:11:53.760]  香港曾經有一個調查
[00:11:53.760 --> 00:11:56.760]  訪問了220個長者
[00:11:56.760 --> 00:11:59.760]  發現當中近八成長者
[00:11:59.760 --> 00:12:02.760]  都覺得自己是一個快樂的長者
[00:12:02.760 --> 00:12:05.760]  受訪者認為
[00:12:05.760 --> 00:12:08.760]  如果要享受快樂的晚年
[00:12:08.760 --> 00:12:15.760]  身體健康和和諧的家庭關係是最重要的
[00:12:15.760 --> 00:12:22.760]  但另外調查訪問了210個青少年
[00:12:22.760 --> 00:12:25.760]  當中有一成半的人認為
[00:12:25.760 --> 00:12:31.760]  協助長者過快樂的晚年不是自己的責任
[00:12:31.760 --> 00:12:36.760]  所以調查機構覺得結果很愕然
[00:12:36.760 --> 00:12:44.760]  要求政府將敬老加入正規教育
[00:12:44.760 --> 00:12:49.760]  在這裡提醒教會的弟兄姊妹
[00:12:49.760 --> 00:12:57.760]  大家要將敬老加入在家庭教育裡
[00:12:57.760 --> 00:13:01.760]  加入在自己的心裡
[00:13:01.760 --> 00:13:07.760]  長者被歧視的原因主要有幾個
[00:13:07.760 --> 00:13:15.760]  年紀大、思想守舊、囉嗦、無法學習新事物
[00:13:15.760 --> 00:13:19.760]  對社會再不能有貢獻
[00:13:19.760 --> 00:13:23.760]  身體有很多毛病、很亂
[00:13:23.760 --> 00:13:28.760]  要人照顧,是社會的負累
[00:13:28.760 --> 00:13:32.760]  年長者對神申訴
[00:13:32.760 --> 00:13:37.760]  求神救他脫離困苦、敵人追殺
[00:13:37.760 --> 00:13:41.760]  他深信神是他的保護者
[00:13:41.760 --> 00:13:43.760]  因為他曾經經歷神的保護
[00:13:43.760 --> 00:13:45.760]  他信任神
[00:13:45.760 --> 00:13:49.760]  他希望得到自由、得到保護
[00:13:49.760 --> 00:13:53.760]  為什麼長者得不到自由
[00:13:53.760 --> 00:13:57.760]  或者是享受不到自由的權利呢?
[00:13:57.760 --> 00:14:02.760]  今天的長者是否得到恰當的保護
[00:14:02.760 --> 00:14:06.760]  得到應有的生活自由呢?
[00:14:06.760 --> 00:14:12.760]  如果社會說長者
[00:14:12.760 --> 00:14:15.760]  生活沒有貢獻、沒有價值
[00:14:15.760 --> 00:14:20.760]  現在沒有任何目標
[00:14:20.760 --> 00:14:27.760]  社會標籤他們對社會沒用
[00:14:27.760 --> 00:14:32.760]  當社會認為年長者無法學習新事物
[00:14:32.760 --> 00:14:34.760]  不應該得到社會資源
[00:14:34.760 --> 00:14:36.760]  特別是最有價值的資源
[00:14:36.760 --> 00:14:38.760]  即知識和資訊
[00:14:38.760 --> 00:14:42.760]  使他們與社會的聯繫切斷
[00:14:42.760 --> 00:14:44.760]  使他們成為孤島
[00:14:44.760 --> 00:14:48.760]  社會就會標籤他們為落後的一群
[00:14:48.760 --> 00:14:53.760]  當社會認為年長者與新一代有隔膜
[00:14:53.760 --> 00:14:56.760]  他們只想當年
[00:14:56.760 --> 00:14:58.760]  說來說去都是三幅屁
[00:14:58.760 --> 00:15:00.760]  說些沉悶的故事
[00:15:00.760 --> 00:15:06.760]  社會就會標籤他們與人格格不入
[00:15:06.760 --> 00:15:15.760]  你們家中有沒有年長的父母和祖父母呢?
[00:15:15.760 --> 00:15:18.760]  有沒有覺得他們沒有貢獻
[00:15:18.760 --> 00:15:20.760]  無法學習新事物
[00:15:20.760 --> 00:15:24.760]  或者與你有隔膜代溝呢?
[00:15:24.760 --> 00:15:27.760]  如果有
[00:15:27.760 --> 00:15:30.760]  你心中已經標籤了他們
[00:15:30.760 --> 00:15:39.760]  已經落入不尊重長者的態度
[00:15:39.760 --> 00:15:45.760]  然而年長者應該有什麼權利呢?
[00:15:45.760 --> 00:15:47.760]  應該有以下權利
[00:15:47.760 --> 00:15:52.760]  年長者應該有自由為社會作出貢獻
[00:15:52.760 --> 00:15:55.760]  他們雖然年老
[00:15:55.760 --> 00:15:57.760]  但並非沒有價值
[00:15:57.760 --> 00:16:02.760]  很多長者年老時仍然工作
[00:16:02.760 --> 00:16:06.760]  維持自己或其他人的生活
[00:16:06.760 --> 00:16:12.760]  有些長者擔任義工服務社會
[00:16:12.760 --> 00:16:14.760]  例如我媽媽
[00:16:14.760 --> 00:16:17.760]  八年前她安息主懷
[00:16:17.760 --> 00:16:18.760]  八十七歲
[00:16:18.760 --> 00:16:21.760]  但我收拾她的遺物時
[00:16:21.760 --> 00:16:25.760]  發現她有三十多張義工獎狀
[00:16:25.760 --> 00:16:29.760]  我真的為她感到驕傲
[00:16:29.760 --> 00:16:33.760]  她有一個活躍和貢獻的晚年
[00:16:33.760 --> 00:16:38.760]  另外長者應該有自由
[00:16:38.760 --> 00:16:39.760]  得到栽培
[00:16:39.760 --> 00:16:41.760]  可以不斷成長
[00:16:41.760 --> 00:16:45.760]  雖然老一輩長者的學識
[00:16:45.760 --> 00:16:49.760]  比一般現代人低
[00:16:49.760 --> 00:16:51.760]  因為他們年青時
[00:16:51.760 --> 00:16:54.760]  沒有機會受教育或栽培
[00:16:54.760 --> 00:16:58.760]  但這些長者並非沒有頭腦
[00:16:58.760 --> 00:17:00.760]  他們仍然可以學習
[00:17:00.760 --> 00:17:03.760]  有些長者不懂得字
[00:17:03.760 --> 00:17:05.760]  但學會了字後
[00:17:05.760 --> 00:17:07.760]  又可以看報紙
[00:17:07.760 --> 00:17:08.760]  讀聖經
[00:17:08.760 --> 00:17:10.760]  背誦聖經
[00:17:10.760 --> 00:17:12.760]  甚至經過訓練
[00:17:12.760 --> 00:17:14.760]  他們說話、分享、見證
[00:17:14.760 --> 00:17:16.760]  都可以頭頭是道
[00:17:16.760 --> 00:17:19.760]  對於很多新事物
[00:17:19.760 --> 00:17:21.760]  長者的學習能力
[00:17:21.760 --> 00:17:26.760]  我們慢慢給他們時間
[00:17:26.760 --> 00:17:30.760]  其實他們不給年青人訊息
[00:17:30.760 --> 00:17:35.760]  在電視上我們都看到不少長者
[00:17:35.760 --> 00:17:39.760]  他們晚年都去讀長者大學
[00:17:39.760 --> 00:17:41.760]  戴上聖方帽
[00:17:41.760 --> 00:17:45.760]  學業有成
[00:17:45.760 --> 00:17:50.760]  而且不少長者都能用電腦上網
[00:17:50.760 --> 00:17:53.760]  例如過去一年
