
[00:00:00.000 --> 00:00:03.000]  Hello 大家好
[00:00:03.000 --> 00:00:05.000]  我叫Claire
[00:00:05.000 --> 00:00:08.000]  我是來自恩福神學院的實習神學生
[00:00:08.000 --> 00:00:13.000]  今天很開心能夠在當中和大家分享上帝的話
[00:00:13.000 --> 00:00:14.000]  今天的主題是
[00:00:14.000 --> 00:00:16.000]  不管怎樣
[00:00:16.000 --> 00:00:19.000]  仍然要堅守主給我們的使命
[00:00:19.000 --> 00:00:20.000]  我們在講道之先
[00:00:20.000 --> 00:00:22.000]  我們一起有個禱告
[00:00:22.000 --> 00:00:26.000]  親愛的主
[00:00:26.000 --> 00:00:29.000]  因為祢是那位的永活神
[00:00:29.000 --> 00:00:30.000]  祢在歷世歷代
[00:00:30.000 --> 00:00:33.000]  祢對祢的子民發出呼召
[00:00:33.000 --> 00:00:34.000]  發出呼喊
[00:00:34.000 --> 00:00:35.000]  祢也留在聖經
[00:00:35.000 --> 00:00:38.000]  讓我們能夠在這個多變
[00:00:38.000 --> 00:00:40.000]  可能像是黑暗的世代
[00:00:40.000 --> 00:00:42.000]  能夠仍然知道祢對我們的心意
[00:00:42.000 --> 00:00:44.000]  祢對我們的旨意
[00:00:44.000 --> 00:00:45.000]  沿著祢的靈
[00:00:45.000 --> 00:00:46.000]  在我們當中運行
[00:00:46.000 --> 00:00:47.000]  而至到今天
[00:00:47.000 --> 00:00:49.000]  我們真的靠著祢的靈
[00:00:49.000 --> 00:00:51.000]  去到有生命的更生
[00:00:51.000 --> 00:00:53.000]  目光的更生
[00:00:53.000 --> 00:00:55.000]  以至到我們在這個世代
[00:00:55.000 --> 00:00:57.000]  去到彰顯祢自己
[00:00:57.000 --> 00:00:58.000]  去到成為祢自己
[00:00:58.000 --> 00:01:00.000]  真正的忠心的僕人
[00:01:00.000 --> 00:01:01.000]  你看我們禱告
[00:01:01.000 --> 00:01:02.000]  預算禱告
[00:01:02.000 --> 00:01:03.000]  奉主耶穌基督的聖名
[00:01:03.000 --> 00:01:04.000]  阿們
[00:01:04.000 --> 00:01:11.000]  不知道大家有沒有看過這齣動畫
[00:01:11.000 --> 00:01:12.000]  我搜集過資料
[00:01:12.000 --> 00:01:14.000]  大家應該也有看過
[00:01:14.000 --> 00:01:17.000]  這齣叫做《數學暴龍》
[00:01:17.000 --> 00:01:21.000]  裡面其實有一個主角
[00:01:21.000 --> 00:01:23.000]  他被稱為被選中的小孩
[00:01:23.000 --> 00:01:25.000]  這群被選中的小孩
[00:01:25.000 --> 00:01:28.000]  其實是賦予他們的使命
[00:01:28.000 --> 00:01:29.000]  他們被選中的目的
[00:01:29.000 --> 00:01:30.000]  就是要去拯救世界
[00:01:30.000 --> 00:01:33.000]  和他們一群數學暴龍的朋友
[00:01:33.000 --> 00:01:35.000]  其實在近年
[00:01:35.000 --> 00:01:37.000]  在香港面對的局勢
[00:01:37.000 --> 00:01:39.000]  或者難關的裡面
[00:01:39.000 --> 00:01:40.000]  很多人都會這樣說
[00:01:40.000 --> 00:01:43.000]  我們這一代的年輕人
[00:01:43.000 --> 00:01:46.000]  都是被時代選中的
[00:01:46.000 --> 00:01:49.000]  其實將這個被選中的小孩
[00:01:49.000 --> 00:01:52.000]  套在我們今天的信仰裡面
[00:01:52.000 --> 00:01:54.000]  同樣都是很有意思
[00:01:54.000 --> 00:01:56.000]  因為事實上
[00:01:56.000 --> 00:01:57.000]  聖經怎麼跟我們說
[00:01:57.000 --> 00:02:00.000]  我們這一群是被上帝選中的群體
[00:02:00.000 --> 00:02:02.000]  我們是被上帝選中的族類
[00:02:02.000 --> 00:02:04.000]  是屬神的子民
[00:02:04.000 --> 00:02:05.000]  但上帝的選中
[00:02:05.000 --> 00:02:07.000]  不是單單選中你就算了
[00:02:07.000 --> 00:02:10.000]  不是只要你回到教會當中
[00:02:10.000 --> 00:02:12.000]  去享受上帝的愛
[00:02:12.000 --> 00:02:14.000]  上帝給你的一切好處
[00:02:14.000 --> 00:02:15.000]  而是他同時
[00:02:15.000 --> 00:02:17.000]  賦予我們這個被選中的群體
[00:02:17.000 --> 00:02:19.000]  一個使命
[00:02:19.000 --> 00:02:21.000]  我相信無論是九月開始
[00:02:21.000 --> 00:02:22.000]  或者這一整年
[00:02:22.000 --> 00:02:24.000]  這個CYE的群體
[00:02:24.000 --> 00:02:25.000]  我們都是很強調
[00:02:25.000 --> 00:02:27.000]  很想將這個使命彰顯出來
[00:02:27.000 --> 00:02:31.000]  盼望我們都能夠成為這個世代的光
[00:02:31.000 --> 00:02:32.000]  去為主作見證
[00:02:32.000 --> 00:02:35.000]  去宣揚耶穌基督生命的道
[00:02:35.000 --> 00:02:38.000]  今天我們就會去看一節
[00:02:38.000 --> 00:02:40.000]  一段是九月的經文
[00:02:40.000 --> 00:02:42.000]  是記載在以西傑書
[00:02:42.000 --> 00:02:44.000]  二章1-6-7節
[00:02:44.000 --> 00:02:46.000]  是說在一個被老黑暗
[00:02:46.000 --> 00:02:48.000]  勃逆的世代
[00:02:48.000 --> 00:02:49.000]  這個年代的時候
[00:02:49.000 --> 00:02:51.000]  上帝選中了一個人
[00:02:51.000 --> 00:02:53.000]  他叫做以西傑
[00:02:53.000 --> 00:02:55.000]  以西傑就因著上帝的揀選
[00:02:55.000 --> 00:02:56.000]  成為先知
[00:02:56.000 --> 00:02:58.000]  要去到黑暗當中
[00:02:58.000 --> 00:03:00.000]  一般勃逆的指紋當中
[00:03:00.000 --> 00:03:03.000]  去宣講上帝真實的話語
[00:03:03.000 --> 00:03:04.000]  我們今天也會看看
[00:03:04.000 --> 00:03:07.000]  究竟上帝對以西傑先知的猜排
[00:03:07.000 --> 00:03:10.000]  和對以西傑先知的訓練
[00:03:10.000 --> 00:03:11.000]  給我們今天信徒
[00:03:11.000 --> 00:03:13.000]  我們在座每一個基督徒
[00:03:13.000 --> 00:03:16.000]  一些什麼的學習或者信息
[00:03:16.000 --> 00:03:18.000]  我們可以先了解一下
[00:03:18.000 --> 00:03:20.000]  以西傑書的背景
[00:03:20.000 --> 00:03:22.000]  不好意思,這支字好像小了一點
[00:03:22.000 --> 00:03:24.000]  好,希望大家看到
[00:03:24.000 --> 00:03:26.000]  以西傑書的背景
[00:03:26.000 --> 00:03:27.000]  我們可以看到
[00:03:27.000 --> 00:03:28.000]  其實時間
[00:03:28.000 --> 00:03:29.000]  或者寫成
[00:03:29.000 --> 00:03:30.000]  寫書的時間
[00:03:30.000 --> 00:03:32.000]  是在第二次被老
[00:03:32.000 --> 00:03:34.000]  在598BC
[00:03:34.000 --> 00:03:36.000]  就是主持598年的時候
[00:03:36.000 --> 00:03:39.000]  以西傑和當時的約阿根王
[00:03:39.000 --> 00:03:42.000]  和其中一群的以色列民
[00:03:42.000 --> 00:03:44.000]  被老到巴比倫
[00:03:44.000 --> 00:03:47.000]  而當時耶路撒冷城是還沒被毀的
[00:03:47.000 --> 00:03:49.000]  那以西傑是誰呢?
[00:03:49.000 --> 00:03:50.000]  我先告訴你
[00:03:50.000 --> 00:03:53.000]  其實他本身是出生於一個祭司的家族
[00:03:53.000 --> 00:03:55.000]  當他被老到巴比倫
[00:03:55.000 --> 00:03:56.000]  大概五年之後
[00:03:56.000 --> 00:03:58.000]  上帝親自去找以西傑
[00:03:58.000 --> 00:03:59.000]  向他顯現
[00:03:59.000 --> 00:04:00.000]  要他
[00:04:00.000 --> 00:04:01.000]  選擇選他
[00:04:01.000 --> 00:04:04.000]  並且讓他蒙召成為先知王
[00:04:04.000 --> 00:04:06.000]  以西傑宣講的對象
[00:04:06.000 --> 00:04:09.000]  是巴比倫被老的一群以色列民
