
[00:00:00.000 --> 00:00:03.280]  其實就像凌峰所說 我認識了他很久
[00:00:03.280 --> 00:00:06.720]  很感謝他邀請我上來港島
[00:00:06.720 --> 00:00:08.160]  其實我和他很友好
[00:00:08.160 --> 00:00:11.200]  友好到今天穿衣服都是一樣色調
[00:00:11.200 --> 00:00:13.240]  又是白鞋
[00:00:13.240 --> 00:00:16.840]  所以這個機會真的很有趣
[00:00:16.840 --> 00:00:18.560]  我先介紹多一點自己
[00:00:18.560 --> 00:00:21.800]  我回到Reality團體
[00:00:21.800 --> 00:00:24.640]  我不久前就神學畢業
[00:00:24.640 --> 00:00:27.560]  現在就做全職爸爸
[00:00:27.560 --> 00:00:29.320]  可能遲些就不是了
[00:00:29.320 --> 00:00:33.080]  和太太照顧一個十一月大的兒子
[00:00:33.080 --> 00:00:37.080]  其實我一直都是在恩福那裡成長的
[00:00:37.080 --> 00:00:39.120]  所以來到這個位置
[00:00:39.120 --> 00:00:40.000]  和大家說到
[00:00:40.000 --> 00:00:42.120]  我是很有熟悉的感覺
[00:00:42.120 --> 00:00:47.400]  都想介紹多一下凌峰
[00:00:47.400 --> 00:00:49.680]  為什麼呢 因為以我認識
[00:00:49.680 --> 00:00:50.880]  因為我認識了他很久
[00:00:50.880 --> 00:00:52.200]  我有權這樣說
[00:00:52.200 --> 00:00:54.200]  他真的很愛上帝
[00:00:54.200 --> 00:00:57.440]  他很疼愛青少的每一個
[00:00:57.440 --> 00:00:58.840]  他真的拿了一條命出來
[00:00:58.840 --> 00:01:01.280]  和你們同行和成長
[00:01:01.280 --> 00:01:03.880]  所以請你們好好珍惜
[00:01:03.880 --> 00:01:09.360]  青少部的導師和牧者
[00:01:09.360 --> 00:01:10.400]  多點為他祈禱
[00:01:10.400 --> 00:01:12.160]  和其他牧者祈禱
[00:01:12.160 --> 00:01:15.160]  和努力去追求屬靈生命成長
[00:01:15.160 --> 00:01:18.720]  去回報你們上帝對你們的愛
[00:01:18.720 --> 00:01:22.240]  那我講到啦
[00:01:22.240 --> 00:01:25.440]  我不知道大家小時候去聽聖經故事
[00:01:25.440 --> 00:01:27.040]  除了耶穌的故事之外
[00:01:27.040 --> 00:01:28.840]  聽得最多的是什麼呢
[00:01:28.840 --> 00:01:32.040]  我聽得最多的是創世紀的人物
[00:01:32.040 --> 00:01:34.440]  有亞當 夏娃 阿伯拉罕
[00:01:34.440 --> 00:01:38.280]  以撒 雅各 等等
[00:01:38.280 --> 00:01:40.960]  今天主角是以撒
[00:01:40.960 --> 00:01:44.640]  我會和大家說一個比較鮮為人知的故事
[00:01:44.640 --> 00:01:46.240]  是一個外傳的故事
[00:01:46.240 --> 00:01:49.800]  讓我先拿回按鈕
[00:01:49.800 --> 00:01:51.720]  可能一說到以撒
[00:01:51.720 --> 00:01:53.000]  大家可能會記得
[00:01:53.000 --> 00:01:57.840]  他曾經差點被他父親欠了
[00:01:57.840 --> 00:01:59.960]  又或者你會想起
[00:01:59.960 --> 00:02:02.240]  他老了的時候
[00:02:02.240 --> 00:02:06.840]  他是一個老眼昏花的阿伯
[00:02:06.840 --> 00:02:08.480]  透過野味
[00:02:08.480 --> 00:02:13.240]  竟然被人騙了長子名分
[00:02:13.240 --> 00:02:14.600]  以撒的事蹟
[00:02:14.600 --> 00:02:15.800]  他的為人
[00:02:15.800 --> 00:02:17.080]  從來在聖經裡面
[00:02:17.080 --> 00:02:19.680]  都很不出眾
[00:02:19.680 --> 00:02:20.400]  相比之下
[00:02:20.400 --> 00:02:24.120]  我們可能熟悉他父親和兒子
[00:02:24.120 --> 00:02:26.280]  阿伯拉罕和雅各
[00:02:26.280 --> 00:02:30.400]  彷彿他的人生都像在做人類配角一樣
[00:02:30.400 --> 00:02:33.320]  但我們快速地說
[00:02:33.320 --> 00:02:36.200]  在《出埃及記》中
[00:02:36.200 --> 00:02:38.040]  神向摩西揭示自己
[00:02:38.040 --> 00:02:38.800]  祂說
[00:02:38.800 --> 00:02:40.520]  我是你父親的神
[00:02:40.520 --> 00:02:42.080]  是阿伯拉罕的神
[00:02:42.080 --> 00:02:45.280]  以撒的神 雅各的神
[00:02:45.280 --> 00:02:46.640]  剛剛所說的這個
[00:02:46.640 --> 00:02:48.880]  這麼暗淡無光的以撒
[00:02:48.880 --> 00:02:55.680]  竟然出現在神的自我介紹裡面
[00:02:55.680 --> 00:02:57.720]  更加是很深刻地印在
[00:02:57.720 --> 00:03:01.520]  以色列人世世代代的核心記憶裡面
[00:03:01.520 --> 00:03:03.960]  究竟他憑什麼
[00:03:03.960 --> 00:03:07.200]  以撒的故事和我們有什麼關係
[00:03:07.200 --> 00:03:09.280]  我們進入經文之前
[00:03:09.280 --> 00:03:11.120]  我們有祈禱
[00:03:11.120 --> 00:03:11.680]  真理的聖靈
[00:03:11.680 --> 00:03:15.000]  我們願祢切割打開我們的心
[00:03:15.000 --> 00:03:17.800]  使我們每一個都聽得明
[00:03:17.800 --> 00:03:21.480]  看得見經文當中祢所表達的訊息
[00:03:21.480 --> 00:03:24.840]  好使我們可以更加認識祢是一個怎樣的上帝
[00:03:24.840 --> 00:03:26.120]  求祢憐憫誰聽
[00:03:26.120 --> 00:03:28.280]  奉耶穌 祢寶貴名字祈求
[00:03:28.280 --> 00:03:30.280]  阿們
[00:03:30.280 --> 00:03:34.120]  今天的故事比較多
[00:03:34.120 --> 00:03:36.120]  所以很快地說完故事
[00:03:36.120 --> 00:03:37.840]  一開始就是說
[00:03:37.840 --> 00:03:41.280]  以撒在二十六章的時候
[00:03:41.280 --> 00:03:44.120]  他面對饑荒
[00:03:44.120 --> 00:03:46.280]  他需要離鄉別井
[00:03:46.280 --> 00:03:50.120]  帶著一家去尋找新的生存出路
[00:03:50.120 --> 00:03:52.440]  他本來打算帶他的家人
[00:03:52.440 --> 00:03:55.840]  去到當時最富庶最文明的埃及避一避
[00:03:55.840 --> 00:03:57.600]  但途中有把聲
[00:03:57.600 --> 00:03:59.880]  跟他說了一段很長的說話
[00:03:59.880 --> 00:04:02.080]  有感場
[00:04:02.080 --> 00:04:03.840]  都是神去顯現
[00:04:03.840 --> 00:04:05.760]  去跟他說一些事情
[00:04:05.760 --> 00:04:07.280]  我幫大家總結了
[00:04:07.280 --> 00:04:08.640]  有四個點
[00:04:08.640 --> 00:04:10.400]  裡面是有勸戒
[00:04:10.400 --> 00:04:11.880]  鼓勵 應許
[00:04:11.920 --> 00:04:14.480]  還有為何上帝會祝福他
[00:04:14.480 --> 00:04:20.480]  神為何要向以撒顯現呢
[00:04:20.480 --> 00:04:24.760]  因為祂很想讓以撒知道
[00:04:24.760 --> 00:04:27.360]  就算祢的父親 即是阿伯拉罕
[00:04:27.360 --> 00:04:29.000]  已經過世
[00:04:29.000 --> 00:04:29.960]  以撒
[00:04:29.960 --> 00:04:34.800]  祢仍然會繼承一切的祝福和應許
[00:04:34.800 --> 00:04:36.600]  因為耶和華
[00:04:36.600 --> 00:04:38.960]  祂是一個守約的神
[00:04:38.960 --> 00:04:40.680]  祂的誓言是永遠有效
[00:04:40.680 --> 00:04:43.800]  是沒有人可以奪走的
[00:04:43.800 --> 00:04:47.040]  另一方面 祂又想跟以撒說不用怕
[00:04:47.040 --> 00:04:48.840]  真的不用怕
[00:04:48.840 --> 00:04:50.360]  因為神跟他說
[00:04:50.360 --> 00:04:53.960]  我必與你同在
[00:04:53.960 --> 00:04:56.040]  大家都熟悉 在聖經裡面
[00:04:56.040 --> 00:04:58.920]  如果當神跟人說我與你同在
[00:04:58.920 --> 00:05:02.320]  其實就是叫人不要害怕
[00:05:02.320 --> 00:05:04.680]  在約書下的一張九字都是這樣說
[00:05:04.680 --> 00:05:07.840]  在耳塞下的四張也是這樣說
[00:05:07.840 --> 00:05:10.480]  神其實很認識以撒
[00:05:10.480 --> 00:05:17.880]  祂知道以撒要帶著他的家人去移民
[00:05:17.880 --> 00:05:22.440]  背負著家人進入連串的未知裡面
[00:05:22.440 --> 00:05:25.040]  一定是很害怕 很擔心
[00:05:25.040 --> 00:05:29.280]  因此神跟他說我與你同在
[00:05:29.280 --> 00:05:31.280]  是很有意思的
[00:05:31.280 --> 00:05:32.640]  更加特別的是
[00:05:32.640 --> 00:05:34.040]  這一句我與你同在
[00:05:34.040 --> 00:05:36.280]  其實是整本聖經第一次說
[00:05:36.280 --> 00:05:38.360]  第一次說不是跟約書下說
[00:05:38.360 --> 00:05:40.360]  是跟以撒說
[00:05:40.360 --> 00:05:50.200]  對了
[00:05:50.200 --> 00:05:55.320]  創造主竟然會跟他的被造物說同在
[00:05:55.320 --> 00:05:59.640]  我們其實很難去想像
[00:05:59.640 --> 00:06:03.400]  沒錯 其實天父眼中的我們是很寶貴的
[00:06:03.400 --> 00:06:06.400]  除了我們親手所做之外
[00:06:06.400 --> 00:06:11.160]  我們更加是被祂親自去看顧和關心
[00:06:11.160 --> 00:06:13.440]  所以祂很想跟以撒說
[00:06:13.440 --> 00:06:15.440]  我與你同在 不用害怕
[00:06:15.440 --> 00:06:20.800]  讓我們回想過去的日子
[00:06:20.800 --> 00:06:24.080]  有沒有一些事情是神跟我們說的呢
[00:06:24.080 --> 00:06:26.800]  令我們很深刻
[00:06:26.800 --> 00:06:30.680]  可能幾個月前暑假的時候
[00:06:30.680 --> 00:06:32.920]  不知道有沒有透過營會
[00:06:32.920 --> 00:06:37.400]  或短暫經驗 神跟你說話
[00:06:37.400 --> 00:06:41.600]  或者可能是早上
[00:06:41.600 --> 00:06:43.120]  在你靈修的時候
[00:06:43.120 --> 00:06:46.920]  神有沒有好好讓你去經歷祂自己呢
[00:06:46.920 --> 00:06:49.320]  會不會是一些勸戒
[00:06:49.320 --> 00:06:51.320]  是一些鼓勵
[00:06:51.320 --> 00:06:53.960]  或者是方向
[00:06:53.960 --> 00:06:58.440]  還是神很簡單地跟你說我與你同在
[00:06:58.440 --> 00:07:00.560]  如果有的話我為你感恩
[00:07:00.560 --> 00:07:02.280]  因為神很認識你
[00:07:02.280 --> 00:07:03.840]  祂會主動找你
[00:07:03.840 --> 00:07:07.280]  而且正在預備你
[00:07:07.280 --> 00:07:10.480]  但如果你說神好像很久沒有跟我說過話
[00:07:10.480 --> 00:07:14.200]  我鼓勵你多些去追求和祈禱
[00:07:14.200 --> 00:07:15.760]  檢視一下我們生命的狀況
[00:07:15.760 --> 00:07:17.760]  是否開放
[00:07:17.760 --> 00:07:22.120]  是否有些事情纏繞著我們的靈修生活
[00:07:22.120 --> 00:07:23.680]  無論如何我都相信
[00:07:23.680 --> 00:07:25.440]  在座的每一位
[00:07:25.440 --> 00:07:27.440]  都正在適應不同的轉變
[00:07:27.440 --> 00:07:29.440]  可能現在有
[00:07:29.440 --> 00:07:32.320]  中途有很多事情要交代
[00:07:32.320 --> 00:07:33.440]  就像以撒一樣
[00:07:33.440 --> 00:07:36.000]  他步入一個異國的文化
[00:07:36.000 --> 00:07:37.360]  異國的境地
[00:07:37.360 --> 00:07:38.880]  有很多未知
[00:07:38.880 --> 00:07:42.880]  有很多觀念上的衝擊要面對
[00:07:42.880 --> 00:07:45.480]  神很想讓你知道
[00:07:45.480 --> 00:07:47.280]  這一年
[00:07:47.280 --> 00:07:49.160]  無論你有多少壓力
[00:07:49.160 --> 00:07:51.800]  我們都可以找神幫忙
[00:07:51.800 --> 00:07:59.120]  因為祂已經與你同在
[00:07:59.120 --> 00:08:03.120]  我們說回以撒
[00:08:03.120 --> 00:08:07.360]  剛剛他才領受完神的意象
[00:08:07.360 --> 00:08:08.960]  他真的很乖
[00:08:08.960 --> 00:08:10.360]  他放下自己的喜好
[00:08:10.360 --> 00:08:11.840]  他不去埃及
[00:08:11.840 --> 00:08:14.480]  他去這個地方叫做基拉爾
[00:08:14.480 --> 00:08:15.920]  是神叫他去的
[00:08:15.920 --> 00:08:18.200]  是一個非理事人的領土
[00:08:18.200 --> 00:08:19.960]  不過去到那裡
[00:08:19.960 --> 00:08:22.320]  他的考驗才真正開始
[00:08:22.320 --> 00:08:24.120]  因為一去到的時候
[00:08:24.120 --> 00:08:26.240]  以撒經文形容
[00:08:26.240 --> 00:08:27.840]  就是極之恐懼
[00:08:27.840 --> 00:08:28.960]  他害怕
[00:08:28.960 --> 00:08:30.520]  他會死
[00:08:30.520 --> 00:08:31.120]  為什麼
[00:08:31.120 --> 00:08:33.920]  因為他太太太靈
[00:08:33.920 --> 00:08:36.800]  他很怕那些人會因為
[00:08:36.800 --> 00:08:38.160]  想搶他老婆
[00:08:38.160 --> 00:08:42.000]  然後殺了他
[00:08:42.000 --> 00:08:45.840]  以撒放大了自己是一個異類的身份
[00:08:45.840 --> 00:08:48.040]  因為在古晉東的時期
[00:08:48.040 --> 00:08:49.920]  寄居者或者客女
[00:08:49.920 --> 00:08:52.400]  其實是一個很下賤的身份
[00:08:52.400 --> 00:08:53.280]  你不要以為
[00:08:53.280 --> 00:08:55.080]  我們今天出去外國旅行
