
[00:00:00.000 --> 00:00:04.920]  好,謝謝勁靶女帶領我們一起唱詩的時間
[00:00:04.920 --> 00:00:09.480]  剛剛有首詩歌說到我們不能躲避上帝的靈
[00:00:09.480 --> 00:00:13.440]  不能躲起來,認上帝找不到你
[00:00:13.440 --> 00:00:19.480]  既然我們躲避不到,我們盼望今天我們的心打開
[00:00:19.480 --> 00:00:22.400]  我們讓上帝尋找我們
[00:00:22.400 --> 00:00:27.240]  看看今天藉著上帝的話,如何被上帝更新和提醒
[00:00:27.240 --> 00:00:32.560]  不知道大家還記不記得,我們今年度的新主題
[00:00:32.560 --> 00:00:36.240]  其實9月的時候已經開始了,大家還記不記得是什麼呢?
[00:00:36.240 --> 00:00:39.240]  好,不要緊,就是
[00:00:39.240 --> 00:00:43.440]  Alive in Christ, Let's Go and Shine
[00:00:43.440 --> 00:00:46.040]  這個是我們全年度的一個主題
[00:00:46.040 --> 00:00:48.840]  就是盼望我們的生命能夠紮根在基督那裡
[00:00:48.840 --> 00:00:51.440]  意識到我們的生命能夠出去
[00:00:51.440 --> 00:00:54.760]  或者我們的生命能夠展現上帝的光輝去吸引別人
[00:00:54.760 --> 00:00:59.440]  同時9月和10月我們也有一個雙月題
[00:00:59.440 --> 00:01:01.040]  是關於堅持的
[00:01:01.040 --> 00:01:08.640]  過去幾次有很多同工透過不同順利的話去理解堅持
[00:01:08.640 --> 00:01:12.840]  今天我們很想聽聽以下這句說話
[00:01:12.840 --> 00:01:17.640]  以下這句說話你們覺得是否同意
[00:01:17.640 --> 00:01:22.840]  就是堅持是一個有關刻意的操練
[00:01:22.840 --> 00:01:28.240]  什麼意思呢?刻意就是刻意用意志力去做一些事
[00:01:28.240 --> 00:01:29.640]  或者去想一些事
[00:01:29.640 --> 00:01:31.040]  為什麼會這樣說呢?
[00:01:31.040 --> 00:01:35.240]  他說其實通常當一個人要去堅持做一些事
[00:01:35.240 --> 00:01:39.040]  或者去想一些事是因為有人偏頗了你
[00:01:39.040 --> 00:01:45.240]  所以人要用意志力去努力提醒自己要去堅持做某些事
[00:01:45.240 --> 00:01:48.640]  例如當這個故事是這樣的
[00:01:48.640 --> 00:01:53.640]  一個人想減肥保持身體健康他仍然要吃飯
[00:01:53.640 --> 00:01:56.040]  他和朋友外出吃飯的時候
[00:01:56.040 --> 00:01:59.040]  每個人通常都會點什麼菜
[00:01:59.040 --> 00:02:00.240]  大魚大肉
[00:02:00.240 --> 00:02:01.440]  不知道你們喜歡吃什麼菜
[00:02:01.440 --> 00:02:02.840]  剛剛吃了什麼午餐
[00:02:02.840 --> 00:02:06.240]  可能有一個人說到侍應來到要點餐的時候
[00:02:06.240 --> 00:02:09.640]  一個人就說麻煩一個豆腐火腩飯凍華田
[00:02:09.640 --> 00:02:13.440]  另一個就說麻煩一個南乳豬手飯一杯凍檸茶
[00:02:13.440 --> 00:02:17.640]  一個就說麻煩一個焗肉醬意粉飲茶酒
[00:02:17.640 --> 00:02:20.440]  當你要減肥保持身體健康
[00:02:20.440 --> 00:02:23.240]  你要控制卡路里攝取的時候
[00:02:23.240 --> 00:02:26.640]  你聽著這麼多美食去誘惑你的時候
[00:02:26.640 --> 00:02:29.640]  我想你要靠一個很強的意志力
[00:02:29.640 --> 00:02:31.240]  去刻意跟自己說
[00:02:31.240 --> 00:02:34.640]  不行 我一定要堅持去減肥
[00:02:34.640 --> 00:02:37.840]  我這三個月都決定要控制我的卡路里
[00:02:37.840 --> 00:02:39.840]  然後你就跟侍應說
[00:02:39.840 --> 00:02:42.640]  麻煩我想要一個粟米汁雞胸肉飯
[00:02:42.640 --> 00:02:44.040]  不過是酒飯的
[00:02:44.040 --> 00:02:46.040]  就喝熱檸檬水
[00:02:46.040 --> 00:02:50.240]  可能你需要很有意志力在云云當中
[00:02:50.240 --> 00:02:52.040]  別人命令這麼大雨淋的時候
[00:02:52.040 --> 00:02:55.440]  你刻意去堅持你的目標
[00:02:55.440 --> 00:03:00.040]  剛剛我所說的是關於你的身體保持身體健康
[00:03:00.040 --> 00:03:02.840]  去鍛鍊、堅持的一個故事
[00:03:02.840 --> 00:03:05.240]  但其實作為基督徒的我們
[00:03:05.240 --> 00:03:09.240]  我們的屬靈生命同樣都要保持身體健康和鍛鍊
[00:03:09.240 --> 00:03:11.640]  今天很想跟大家一起去看
[00:03:11.640 --> 00:03:15.240]  《創世紀》的三章一到二十一節
[00:03:15.240 --> 00:03:17.840]  看看我們的信仰生活中
[00:03:17.840 --> 00:03:21.040]  有些甚麼是我們需要刻意去提醒
[00:03:21.040 --> 00:03:23.840]  或者刻意要叫自己去堅持的
[00:03:23.840 --> 00:03:26.840]  我們一起讀以下的經文
[00:03:26.840 --> 00:03:29.040]  我們預備起
[00:03:29.040 --> 00:03:31.240]  又說 神所做的
[00:03:31.240 --> 00:03:35.640]  唯有蛇比田野一世的走獸更狡猾
[00:03:35.640 --> 00:03:39.040]  蛇對女人說 神喜是真說
[00:03:39.040 --> 00:03:43.640]  你們不可吃 圓中任何樹上所出的嗎
[00:03:43.640 --> 00:03:47.440]  女人對蛇說 圓中樹上的果子
[00:03:47.440 --> 00:03:49.240]  我們都可以吃
[00:03:49.240 --> 00:03:52.840]  只是圓子中間那棵樹的果子
[00:03:52.840 --> 00:03:57.040]  神曾說 你們不可吃 不可摸
[00:03:57.040 --> 00:03:58.840]  免得你們死
[00:03:58.840 --> 00:04:02.240]  蛇對女人說 你們不一定死
[00:04:02.240 --> 00:04:05.440]  因為神知道 你們吃的日子
[00:04:05.440 --> 00:04:07.240]  眼睛就開了
[00:04:07.240 --> 00:04:10.440]  你們就像神一樣知道善惡
[00:04:10.440 --> 00:04:14.440]  於是女人見那棵樹好作食物
[00:04:14.440 --> 00:04:16.240]  有閱人的眼目
[00:04:16.240 --> 00:04:18.240]  那樹令人喜愛
[00:04:18.240 --> 00:04:20.240]  能使人有智慧
[00:04:20.240 --> 00:04:22.840]  她就摘下果子吃了
[00:04:22.840 --> 00:04:25.840]  又給了與她一起的丈夫
[00:04:25.840 --> 00:04:27.440]  他也吃了
[00:04:27.440 --> 00:04:30.440]  他們二人的眼睛就開了
[00:04:30.440 --> 00:04:32.840]  知道自己赤身露體
[00:04:32.840 --> 00:04:36.040]  就編織無花果樹的葉子
[00:04:36.040 --> 00:04:38.840]  為自己造成裙子
[00:04:38.840 --> 00:04:40.840]  天起了涼風
[00:04:40.840 --> 00:04:43.240]  那人和他妻子聽見
[00:04:43.240 --> 00:04:47.240]  耶和華神在圓中來回行走的聲音
[00:04:47.240 --> 00:04:50.040]  就藏在圓裡的樹木中
[00:04:50.040 --> 00:04:52.440]  躲避耶和華神的面
[00:04:52.440 --> 00:04:54.840]  耶和華神呼喚那人
[00:04:54.840 --> 00:04:57.440]  對他說 你在哪裡
[00:04:57.440 --> 00:05:01.040]  他說 我在圓中聽見你的聲音
[00:05:01.040 --> 00:05:02.640]  我就害怕
[00:05:02.640 --> 00:05:04.640]  因為我赤身露體
[00:05:04.640 --> 00:05:06.640]  我就藏了起來
[00:05:06.640 --> 00:05:09.640]  耶和華神說 誰告訴你
[00:05:09.640 --> 00:05:11.840]  你是赤身露體呢
[00:05:11.840 --> 00:05:15.040]  莫非你吃了那樹上所出的
[00:05:15.040 --> 00:05:18.040]  就是我吩咐你不可吃的嗎
[00:05:18.040 --> 00:05:20.440]  那人說 你只給我
[00:05:20.440 --> 00:05:22.440]  與我一起的女人
[00:05:22.440 --> 00:05:25.640]  是她把那樹上所出的給我
[00:05:25.640 --> 00:05:27.240]  我就吃了
[00:05:27.240 --> 00:05:29.440]  耶和華神對女人說
[00:05:29.440 --> 00:05:32.440]  你怎會做這樣事呢
[00:05:32.440 --> 00:05:35.040]  女人說 那蛇引誘我
[00:05:35.040 --> 00:05:36.640]  我就吃了
[00:05:36.640 --> 00:05:37.440]  先讀到這裡
[00:05:37.440 --> 00:05:39.440]  我們一起有個禱告吧
[00:05:39.440 --> 00:05:44.640]  「天父多謝你 你留下聖經給我們」
[00:05:44.640 --> 00:05:47.240]  「盼望我們透過你自己的說話」
[00:05:47.240 --> 00:05:49.040]  「對我們生命有提醒」
[00:05:49.040 --> 00:05:50.840]  「以致我們在信仰生活」
[00:05:50.840 --> 00:05:52.040]  「或者我們的數靈生命」
[00:05:52.040 --> 00:05:55.040]  「能夠更加歸向你 回轉向你」
[00:05:55.040 --> 00:05:57.640]  「最後亦都求聖靈去幫助我們」
[00:05:57.640 --> 00:05:59.240]  「讓我們能夠專心」
[00:05:59.240 --> 00:06:02.040]  「這一刻可能有一些事情去阻礙我們」
[00:06:02.040 --> 00:06:06.640]  「能夠來開 以致你的說話能夠進入我們的心」
[00:06:06.640 --> 00:06:08.440]  「感恩你幫助我們」
[00:06:08.440 --> 00:06:10.040]  「以償禱告奉主耶穌基督」
[00:06:10.040 --> 00:06:12.040]  「聖靈求阿們」
[00:06:12.040 --> 00:06:16.240]  我們先來到第一部分
[00:06:16.240 --> 00:06:20.440]  我們先去看關於1至5節
[00:06:20.440 --> 00:06:23.240]  1至5節是關於蛇
[00:06:23.240 --> 00:06:25.240]  亦即是魔鬼的化身
[00:06:25.240 --> 00:06:28.040]  它與女人之間的對話
[00:06:28.040 --> 00:06:30.640]  我們專注看第4節
[00:06:30.640 --> 00:06:34.240]  第4節是關於魔鬼或蛇的化身
[00:06:34.240 --> 00:06:35.440]  它與女人說
[00:06:35.440 --> 00:06:38.240]  「你們吃了分別善惡樹的果子」
[00:06:38.240 --> 00:06:39.640]  「也不一定會死」
[00:06:39.640 --> 00:06:42.240]  「因為神知道你們吃的日子」
[00:06:42.240 --> 00:06:43.840]  「眼睛就開了」
[00:06:43.840 --> 00:06:48.240]  「你們就像神一樣知道善惡」
[00:06:48.240 --> 00:06:51.440]  再回到前一章 這是第三章
[00:06:51.440 --> 00:06:55.840]  其實上帝耶和華神已經講明了一個命令
[00:06:55.840 --> 00:07:02.640]  跟亞當哈瓦說 只吃善惡樹上的果子不可以吃
[00:07:02.640 --> 00:07:05.840]  因為你吃它的日子就一定死
[00:07:05.840 --> 00:07:09.040]  其實魔鬼很有趣
[00:07:09.040 --> 00:07:11.040]  它巧妙地加了一個「不」
[00:07:11.040 --> 00:07:13.040]  「你們不一定會死」
[00:07:13.040 --> 00:07:16.240]  去扭曲或曲解神的話
[00:07:16.240 --> 00:07:21.640]  魔鬼主要是想引誘亞當哈瓦
[00:07:21.640 --> 00:07:24.040]  懷疑上帝對人的愛
[00:07:24.040 --> 00:07:26.640]  他質疑上帝是一個很自私的
[00:07:26.640 --> 00:07:29.040]  好像將一個珍藏版的果子
[00:07:29.040 --> 00:07:31.840]  一樣很美味的食物收起來
[00:07:31.840 --> 00:07:33.640]  不想讓人得到
[00:07:33.640 --> 00:07:37.840]  讓這個女人亞當哈瓦去體會
[00:07:37.840 --> 00:07:41.640]  覺得上帝去勒令或苛刻地
[00:07:41.640 --> 00:07:44.640]  將這個命令成為一個禁止
[00:07:44.640 --> 00:07:47.440]  以致人不能去吃
[00:07:47.440 --> 00:07:53.240]  我想魔鬼的心就是想挑起人對神的不滿
[00:07:53.240 --> 00:07:55.840]  他去質疑神的命令
[00:07:55.840 --> 00:07:59.440]  令人去想「對了,為甚麼不可以吃?」
[00:07:59.440 --> 00:08:00.840]  這個問題
[00:08:00.840 --> 00:08:02.240]  魔鬼就是這樣
[00:08:02.240 --> 00:08:03.840]  透過這個對話
[00:08:03.840 --> 00:08:06.440]  去扭曲上帝的說話
[00:08:06.440 --> 00:08:08.440]  去引起人的懷疑
[00:08:08.440 --> 00:08:11.640]  魔鬼將懷疑神的種子
[00:08:11.640 --> 00:08:14.640]  放在了亞當哈瓦的心裏
[00:08:14.640 --> 00:08:16.640]  放在了人的當中
[00:08:16.640 --> 00:08:20.040]  我想我們接下來知道亞當哈瓦的第六節
[00:08:20.040 --> 00:08:24.240]  他說到亞當哈瓦慢慢地不相信上帝的說話
[00:08:24.240 --> 00:08:26.640]  他不相信神對人的命令
[00:08:26.640 --> 00:08:29.640]  他很不解釋為甚麼不能吃
[00:08:29.640 --> 00:08:31.440]  就去犯罪
[00:08:31.440 --> 00:08:33.240]  第六節說到
[00:08:33.240 --> 00:08:37.240]  這個女人亞當哈瓦看到那棵樹很作食物
[00:08:37.240 --> 00:08:39.240]  真的很棒
[00:08:39.240 --> 00:08:41.840]  又越人眼目,真的很美
[00:08:41.840 --> 00:08:46.640]  亦覺得那棵樹很令人喜愛,很合心意
[00:08:46.640 --> 00:08:48.640]  亦好像令人有智慧
[00:08:48.640 --> 00:08:50.840]  好像很有效,吃完之後
[00:08:50.840 --> 00:08:54.840]  他聽完魔鬼的引誘
[00:08:54.840 --> 00:08:57.240]  見到的時候他就決定
[00:08:57.240 --> 00:08:59.640]  好了,他摘了這個果子下來
[00:08:59.640 --> 00:09:03.640]  吃了,亦給他的先生亞當去吃
[00:09:03.640 --> 00:09:06.640]  他們兩個都吃了這個禁果
[00:09:06.640 --> 00:09:10.240]  很特別,原來這裡說到第六節
[00:09:10.240 --> 00:09:13.240]  「女人見那棵樹好作食物」
[00:09:13.240 --> 00:09:15.640]  其實原文直譯是說
[00:09:15.640 --> 00:09:18.440]  「女人看見是好的」
[00:09:18.440 --> 00:09:21.440]  其實這裡是《創世紀》的第三章
