
[00:00:00.000 --> 00:00:02.480]  天主的父神,祢的話語
[00:00:02.480 --> 00:00:05.480]  就像我們生命的糧一樣
[00:00:05.480 --> 00:00:09.120]  不斷地讓我們可以審查我們的生命
[00:00:09.120 --> 00:00:13.280]  讓我們可以知道如何被祢改變
[00:00:13.280 --> 00:00:15.760]  求祢今天也開開我們每個人的心
[00:00:15.760 --> 00:00:17.760]  讓我們聽得清楚
[00:00:17.760 --> 00:00:20.160]  看到祢是一位怎樣的神
[00:00:20.160 --> 00:00:22.800]  以致我們都可以甘心樂意
[00:00:22.800 --> 00:00:26.480]  完全尊主為大,一生跟從祢
[00:00:26.480 --> 00:00:30.400]  謝神,你聽我們祈禱,祈禱改善主耶穌的特性命救
[00:00:30.400 --> 00:00:32.400]  阿們
[00:00:32.400 --> 00:00:39.040]  今天我們的
[00:00:39.040 --> 00:00:42.560]  可以看powerpoint開始
[00:00:42.560 --> 00:00:46.880]  今天的正道經文是來自尼希米記第九章
[00:00:46.880 --> 00:00:48.880]  題目是人生有take two
[00:00:48.880 --> 00:00:50.880]  相信大家
[00:00:50.880 --> 00:00:54.240]  有些可能是不知道大家信了耶穌多久
[00:00:54.240 --> 00:00:56.560]  不過在我們剛剛信耶穌的時候
[00:00:56.560 --> 00:00:59.200]  我們都會回初信造就班
[00:00:59.200 --> 00:01:01.920]  或者是新生命新生活
[00:01:01.920 --> 00:01:04.800]  我們都會一起學如何祈禱
[00:01:04.800 --> 00:01:07.440]  記得我們學祈禱的時候
[00:01:07.440 --> 00:01:08.880]  導師會告訴我們
[00:01:08.880 --> 00:01:10.880]  祈禱有四部分
[00:01:10.880 --> 00:01:13.280]  需要敬拜,讚美神
[00:01:13.280 --> 00:01:15.920]  要學習如何向神認罪
[00:01:15.920 --> 00:01:18.480]  感恩,還有祈禱
[00:01:18.480 --> 00:01:21.840]  祈求就是為自己祈禱,也為人代求
[00:01:22.000 --> 00:01:24.960]  導師和災會培元會告訴我們
[00:01:24.960 --> 00:01:26.960]  祈禱和悔改是很重要的
[00:01:26.960 --> 00:01:31.440]  因為罪會影響我們與神的溝通和神的關係
[00:01:31.440 --> 00:01:33.440]  雖然是這樣說
[00:01:33.440 --> 00:01:35.440]  但不知道大家會不會覺得
[00:01:35.440 --> 00:01:40.720]  每次我們祈禱都覺得很難想到自己有什麼罪
[00:01:40.720 --> 00:01:43.920]  不知道大家每次祈禱都花多少時間
[00:01:43.920 --> 00:01:47.200]  為自己的罪去祈禱
[00:01:47.200 --> 00:01:50.400]  但不知道為什麼每次祈禱都很快很自然
[00:01:50.400 --> 00:01:53.680]  想到我們要向同神求什麼
[00:01:53.680 --> 00:01:56.880]  至於感恩的事,偶然也會有
[00:01:56.880 --> 00:01:58.880]  但要認罪
[00:01:58.880 --> 00:02:03.200]  就好像怎樣想都沒有頭緒
[00:02:03.200 --> 00:02:07.200]  不知道大家有沒有類似的感覺
[00:02:07.200 --> 00:02:10.640]  我猜這個現象大概是因為
[00:02:10.640 --> 00:02:13.440]  其實認罪或者說對不起
[00:02:13.440 --> 00:02:15.600]  不是我們很自然的傾向
[00:02:15.600 --> 00:02:17.200]  不是人自然的傾向
[00:02:17.200 --> 00:02:19.600]  相反的,當事情出錯的時候
[00:02:19.600 --> 00:02:22.240]  我們都比較習慣去相信
[00:02:22.240 --> 00:02:24.240]  是對方的錯
[00:02:24.240 --> 00:02:26.240]  例如說桌子卡到我
[00:02:26.240 --> 00:02:28.240]  那棵樹弄跌我
[00:02:28.240 --> 00:02:30.240]  或者覺得
[00:02:30.240 --> 00:02:32.240]  只不過是自己無心之失
[00:02:32.240 --> 00:02:34.240]  小事一樁
[00:02:34.240 --> 00:02:36.240]  何罪之有呢?
[00:02:36.240 --> 00:02:38.240]  這些不是罪
[00:02:38.240 --> 00:02:40.240]  又或者相信我們所造成的傷害
[00:02:40.240 --> 00:02:42.240]  其實沒有那麼嚴重
[00:02:42.240 --> 00:02:44.240]  可能對方都不覺得是什麼
[00:02:44.240 --> 00:02:47.440]  我們為什麼又要搞這麼大的事要去道歉
[00:02:47.440 --> 00:02:49.440]  事情就會慢慢淡化
[00:02:49.440 --> 00:02:51.440]  就沒有這件事了
[00:02:51.440 --> 00:02:53.440]  又或者
[00:02:53.440 --> 00:02:55.440]  另外一個讓我們覺得不容易
[00:02:55.440 --> 00:02:57.440]  去看到自己錯的原因
[00:02:57.440 --> 00:02:59.440]  就是因為這個世界
[00:02:59.440 --> 00:03:01.440]  都一直在告訴我們
[00:03:01.440 --> 00:03:03.440]  道歉
[00:03:03.440 --> 00:03:05.440]  對我們的自我形象
[00:03:05.440 --> 00:03:07.440]  是一種威脅
[00:03:07.440 --> 00:03:09.440]  讓我們相信
[00:03:09.440 --> 00:03:11.440]  承認自己錯
[00:03:11.440 --> 00:03:13.440]  就是軟弱的表現
[00:03:13.440 --> 00:03:15.440]  而道歉會損害
[00:03:15.440 --> 00:03:17.440]  我們的信譽
[00:03:17.440 --> 00:03:19.440]  就是這樣的
[00:03:19.440 --> 00:03:21.440]  我們對得罪人
[00:03:21.440 --> 00:03:23.440]  或者虧欠人的敏感度
[00:03:23.440 --> 00:03:25.440]  就會變得越來越低
[00:03:25.440 --> 00:03:27.440]  就好像今天
[00:03:27.440 --> 00:03:29.440]  我們在
[00:03:29.440 --> 00:03:31.440]  這個社會上有很多的
[00:03:31.440 --> 00:03:33.440]  語言欺凌
[00:03:33.440 --> 00:03:35.440]  無論在學校
[00:03:35.440 --> 00:03:37.440]  或者在社會
[00:03:37.440 --> 00:03:39.440]  很多人都拿著言語自由
[00:03:39.440 --> 00:03:41.440]  為旗號
[00:03:41.440 --> 00:03:43.440]  還有一些羊群的心態
[00:03:43.440 --> 00:03:45.440]  在有意無意當中
[00:03:45.440 --> 00:03:47.440]  集體地去針對某些人
[00:03:47.440 --> 00:03:49.440]  當對方感到受害的時候
[00:03:49.440 --> 00:03:51.440]  或者受傷的時候
[00:03:51.440 --> 00:03:53.440]  我們就說:你怎麼這麼玻璃心的
[00:03:53.440 --> 00:03:57.440]  思考一下
[00:03:57.440 --> 00:03:59.440]  如果是和人的相處
[00:03:59.440 --> 00:04:01.440]  要察覺自己的錯
[00:04:01.440 --> 00:04:03.440]  已經是這麼不容易的時候
[00:04:03.440 --> 00:04:05.440]  何況要我們
[00:04:05.440 --> 00:04:07.440]  察覺有沒有得罪了神
[00:04:07.440 --> 00:04:11.440]  弟兄姊妹
[00:04:11.440 --> 00:04:13.440]  自己的過犯
[00:04:13.440 --> 00:04:15.440]  本來就不是這麼敏感
[00:04:15.440 --> 00:04:17.440]  信主之後
[00:04:17.440 --> 00:04:19.440]  這個敏感度
[00:04:19.440 --> 00:04:21.440]  不會突然增強
[00:04:21.440 --> 00:04:23.440]  除非有人提醒
[00:04:23.440 --> 00:04:25.440]  除非有神
[00:04:25.440 --> 00:04:27.440]  幫助我們明白
[00:04:27.440 --> 00:04:29.440]  在兩個星期前
[00:04:29.440 --> 00:04:31.440]  黎素芳牧師帶我們看了
[00:04:31.440 --> 00:04:33.440]  尼西米記第八章
[00:04:33.440 --> 00:04:35.440]  而第八章就告訴我們
[00:04:35.440 --> 00:04:37.440]  文氏以斯拉
[00:04:37.440 --> 00:04:39.440]  在城牆重建好之後
[00:04:39.440 --> 00:04:41.440]  有一個宗教的集會
[00:04:41.440 --> 00:04:43.440]  在那裡
[00:04:43.440 --> 00:04:45.440]  向回歸的以色列人
[00:04:45.440 --> 00:04:47.440]  宣讀律法書
[00:04:47.440 --> 00:04:49.440]  即是我們現在所指的摩西悟徑
[00:04:49.440 --> 00:04:51.440]  當這班以色列人聽到之後
[00:04:51.440 --> 00:04:53.440]  就帶著痛悔的心
[00:04:53.440 --> 00:04:55.440]  紛紛哭泣
[00:04:55.440 --> 00:04:59.440]  但當時以斯拉叫他們不要哀傷
[00:04:59.440 --> 00:05:01.440]  反而要因為
[00:05:01.440 --> 00:05:03.440]  至今仍然是蒙神的眷顧
[00:05:03.440 --> 00:05:07.440]  和保守而喜樂
[00:05:07.440 --> 00:05:09.440]  當以斯拉和他們講解神的律法書的時候
[00:05:09.440 --> 00:05:11.440]  剛好適逢
[00:05:11.440 --> 00:05:13.440]  是駐彭節
[00:05:13.440 --> 00:05:15.440]  所以他們就先停下來
[00:05:15.440 --> 00:05:17.440]  按照律法書上的吩咐
[00:05:17.440 --> 00:05:19.440]  一起去守住彭節
[00:05:19.440 --> 00:05:23.440]  以色列人守住彭節
[00:05:23.440 --> 00:05:25.440]  就是每年的7月15日開始
[00:05:25.440 --> 00:05:27.440]  是為了紀念和慶祝
[00:05:27.440 --> 00:05:29.440]  神帶他們的先祖
[00:05:29.440 --> 00:05:31.440]  從曠野漂流了40年之後
[00:05:31.440 --> 00:05:33.440]  進入迦南地
[00:05:33.440 --> 00:05:35.440]  讓他們可以安定下來
[00:05:35.440 --> 00:05:37.440]  在家和地圖
[00:05:37.440 --> 00:05:39.440]  所以住彭節也稱為
[00:05:39.440 --> 00:05:41.440]  收穫節
[00:05:41.440 --> 00:05:43.440]  在這7天的節期裡
[00:05:43.440 --> 00:05:45.440]  他們會在自己的房屋
[00:05:45.440 --> 00:05:47.440]  旁邊
[00:05:47.440 --> 00:05:49.440]  建一些簡單的棚
[00:05:49.440 --> 00:05:51.440]  或是草屋
[00:05:51.440 --> 00:05:53.440]  他們就會在這些棚或草屋
[00:05:53.440 --> 00:05:55.440]  進食或住
[00:05:55.440 --> 00:05:59.440]  而今天我們要看的第9章
[00:05:59.440 --> 00:06:01.440]  裡面所記載的
[00:06:01.440 --> 00:06:03.440]  就是他們慶祝過住彭節之後
[00:06:03.440 --> 00:06:05.440]  所發生的事
[00:06:05.440 --> 00:06:09.440]  請聽我讀第9章
[00:06:09.440 --> 00:06:11.440]  1至5節
[00:06:11.440 --> 00:06:13.440]  這一月24日
[00:06:13.440 --> 00:06:15.440]  以色列人聚集
[00:06:15.440 --> 00:06:17.440]  禁食
[00:06:17.440 --> 00:06:19.440]  他們披麻蒙灰
[00:06:19.440 --> 00:06:21.440]  以色列的後裔與所有的外邦人
[00:06:21.440 --> 00:06:23.440]  分別出來
[00:06:23.440 --> 00:06:25.440]  站著承認自己的罪
[00:06:25.440 --> 00:06:27.440]  和先祖的罪孽
[00:06:27.440 --> 00:06:29.440]  那日的四分之一
[00:06:29.440 --> 00:06:31.440]  他們站在自己的地方
[00:06:31.440 --> 00:06:33.440]  念耶和華
[00:06:33.440 --> 00:06:35.440]  他們神的律法書
[00:06:35.440 --> 00:06:37.440]  又在那日的四分之一
[00:06:37.440 --> 00:06:39.440]  認罪
[00:06:39.440 --> 00:06:41.440]  敬拜耶和華他們的神
[00:06:41.440 --> 00:06:45.440]  耶穌亞
[00:06:45.440 --> 00:06:47.440]  巴黎
[00:06:47.440 --> 00:06:49.440]  革滅斯巴黎
[00:06:49.440 --> 00:06:51.440]  布里斯尼比巴黎
[00:06:51.440 --> 00:06:53.440]  基拿尼
[00:06:53.440 --> 00:06:55.440]  站在利美人的台階上
[00:06:55.440 --> 00:06:57.440]  大聲哀求耶和華他們的神
[00:06:59.440 --> 00:07:01.440]  利美人耶穌亞
[00:07:01.440 --> 00:07:03.440]  革滅巴黎哈沙尼斯尼比
[00:07:03.440 --> 00:07:07.440]  荷地亞斯巴尼
[00:07:07.440 --> 00:07:09.440]  比卡希亞說
[00:07:09.440 --> 00:07:11.440]  起來
[00:07:11.440 --> 00:07:13.440]  稱頌耶和華你們的神
[00:07:13.440 --> 00:07:15.440]  永世無盡
[00:07:15.440 --> 00:07:17.440]  你榮耀之名是應當稱頌的
[00:07:17.440 --> 00:07:19.440]  超乎一切
[00:07:19.440 --> 00:07:21.440]  稱頌和讚美
[00:07:21.440 --> 00:07:25.440]  從第8章緊接著第9章
[00:07:27.440 --> 00:07:30.440]  我們可以知道在第9章一節所說的月
[00:07:30.440 --> 00:07:33.440]  就是第8章中所說的七月
[00:07:33.440 --> 00:07:35.440]  所以這裡說
[00:07:35.440 --> 00:07:37.440]  7月24日
[00:07:37.440 --> 00:07:39.440]  所以當以色列民按照
[00:07:39.440 --> 00:07:41.440]  律法書的指示
[00:07:41.440 --> 00:07:43.440]  守完駐行節之後
[00:07:43.440 --> 00:07:45.440]  他們再次聚集在一起
[00:07:45.440 --> 00:07:47.440]  繼續思想
[00:07:47.440 --> 00:07:49.440]  尋求明白
[00:07:49.440 --> 00:07:51.440]  律法書上的話
[00:07:51.440 --> 00:07:53.440]  記得在第8章89節
[00:07:53.440 --> 00:07:55.440]  當以色列民
[00:07:55.440 --> 00:07:57.440]  解釋了律法書上的話
[00:07:57.440 --> 00:07:59.440]  他們就哭了
[00:07:59.440 --> 00:08:01.440]  因此當他們
[00:08:01.440 --> 00:08:03.440]  慶祝完駐行節之後
[00:08:03.440 --> 00:08:05.440]  他們就一起
[00:08:05.440 --> 00:08:07.440]  再次一起離開身邊的外邦人
[00:08:07.440 --> 00:08:09.440]  身著麻布
[00:08:09.440 --> 00:08:11.440]  頭上放泥土
[00:08:11.440 --> 00:08:13.440]  聚集在一起
[00:08:13.440 --> 00:08:15.440]  禁食
[00:08:15.440 --> 00:08:17.440]  一起為了他們先祖的罪
[00:08:17.440 --> 00:08:19.440]  和他們自己的罪而哀悼
[00:08:19.440 --> 00:08:21.440]  經文告訴我們
[00:08:21.440 --> 00:08:23.440]  在那天他們用了
[00:08:23.440 --> 00:08:25.440]  四分一的時間
[00:08:25.440 --> 00:08:27.440]  即是三個小時
[00:08:27.440 --> 00:08:29.440]  由一群利美的領袖
[00:08:29.440 --> 00:08:31.440]  帶領他們中讀耶和華的律法書
[00:08:31.440 --> 00:08:33.440]  還有用了
[00:08:33.440 --> 00:08:35.440]  另外三個小時
[00:08:35.440 --> 00:08:37.440]  即是四分一日
[00:08:37.440 --> 00:08:39.440]  向耶和華認罪和讚美
[00:08:39.440 --> 00:08:41.440]  我們知道為何四分一
[00:08:41.440 --> 00:08:43.440]  等於三個小時
[00:08:43.440 --> 00:08:45.440]  是因為按他們當時的計算
[00:08:45.440 --> 00:08:47.440]  一天是由早上六時
[00:08:47.440 --> 00:08:49.440]  到晚上六時
[00:08:49.440 --> 00:08:51.440]  即是十二個小時
[00:08:51.440 --> 00:08:53.440]  到晚上三個小時
[00:08:53.440 --> 00:08:55.440]  沒錯
[00:08:55.440 --> 00:08:57.440]  你沒聽錯
[00:08:57.440 --> 00:08:59.440]  是三個小時
[00:08:59.440 --> 00:09:01.440]  他們用了整整三個小時
[00:09:01.440 --> 00:09:03.440]  去讚美神和向神認罪
[00:09:03.440 --> 00:09:05.440]  可不可以想像
[00:09:05.440 --> 00:09:07.440]  這麼長的時間
[00:09:07.440 --> 00:09:09.440]  真的可能嗎
[00:09:09.440 --> 00:09:11.440]  我希望我們可以一起
[00:09:11.440 --> 00:09:13.440]  進入他們當中
[00:09:13.440 --> 00:09:15.440]  嘗試去體會
[00:09:15.440 --> 00:09:17.440]  當時的情況和他們的心情
[00:09:17.440 --> 00:09:19.440]  一起去了解
[00:09:19.440 --> 00:09:21.440]  是甚麼帶他們進入
[00:09:21.440 --> 00:09:23.440]  真正的悔改
[00:09:23.440 --> 00:09:25.440]  接著
[00:09:25.440 --> 00:09:27.440]  我會邀請弟兄姊妹
[00:09:27.440 --> 00:09:29.440]  按你們座位的位置
[00:09:29.440 --> 00:09:31.440]  分區輪流
[00:09:31.440 --> 00:09:33.440]  讀第九章
[00:09:33.440 --> 00:09:35.440]  第六至三十一節
[00:09:35.440 --> 00:09:37.440]  我們看圖
[00:09:37.440 --> 00:09:39.440]  看不看到
[00:09:39.440 --> 00:09:41.440]  有少少
[00:09:41.440 --> 00:09:43.440]  反覆的
[00:09:43.440 --> 00:09:45.440]  不過我告訴你們
[00:09:45.440 --> 00:09:47.440]  分幾區
[00:09:47.440 --> 00:09:49.440]  第一區
[00:09:49.440 --> 00:09:51.440]  就是樓梯
[00:09:51.440 --> 00:09:53.440]  我右手邊的
[00:09:53.440 --> 00:09:55.440]  所有就是第一區
[00:09:55.440 --> 00:09:57.440]  第二區
[00:09:57.440 --> 00:09:59.440]  就是前殿
[00:09:59.440 --> 00:10:01.440]  這裡
[00:10:01.440 --> 00:10:03.440]  一二三四
[00:10:03.440 --> 00:10:05.440]  前殿四排
[00:10:05.440 --> 00:10:07.440]  就是第二區
[00:10:07.440 --> 00:10:09.440]  而第三區
[00:10:09.440 --> 00:10:11.440]  第二區在那裡
[00:10:11.440 --> 00:10:13.440]  第三區
[00:10:13.440 --> 00:10:15.440]  就是後面
[00:10:15.440 --> 00:10:17.440]  由樓梯一邊到樓梯另一邊
[00:10:17.440 --> 00:10:19.440]  後排的弟兄姊妹
[00:10:19.440 --> 00:10:21.440]  第三區
[00:10:21.440 --> 00:10:23.440]  而最後的第四區
[00:10:23.440 --> 00:10:25.440]  就是樓梯的
[00:10:25.440 --> 00:10:27.440]  右手邊
[00:10:27.440 --> 00:10:29.440]  前殿和後殿
