
[00:00:00.000 --> 00:00:03.080]  今天和大家分享詩篇
[00:00:03.080 --> 00:00:06.080]  不過在進入今天的經文之前先說一下
[00:00:06.080 --> 00:00:08.440]  其實這個禮拜整個恩福
[00:00:08.440 --> 00:00:10.440]  各堂的崇拜,包括明天
[00:00:10.440 --> 00:00:12.440]  教會也給了我們一個大方向
[00:00:12.440 --> 00:00:16.840]  我們這個禮拜的方向是從聖經裡面肯定上帝
[00:00:16.840 --> 00:00:18.360]  這是一個方向
[00:00:18.360 --> 00:00:21.160]  我安排了這次講道
[00:00:21.160 --> 00:00:23.880]  當我去祈禱去預備這個方向的時候
[00:00:23.880 --> 00:00:27.520]  我就想起這個詩篇和這一句話
[00:00:27.520 --> 00:00:29.520]  成為我今天講道的一個題目
[00:00:29.520 --> 00:00:32.120]  由上帝的說話來改變生命
[00:00:32.120 --> 00:00:33.360]  這句好像很虛
[00:00:33.360 --> 00:00:35.880]  大家聽教會這麼多年都聽過這句話
[00:00:35.880 --> 00:00:37.000]  都知道
[00:00:37.000 --> 00:00:39.240]  但這句話其實是要經驗的
[00:00:39.240 --> 00:00:41.080]  這句話是從上帝的說話
[00:00:41.080 --> 00:00:43.080]  即是聖經、真理
[00:00:43.080 --> 00:00:45.080]  我們去經驗聖經的真理
[00:00:45.080 --> 00:00:47.080]  使我們的生命得到改變
[00:00:47.080 --> 00:00:50.240]  我想生命改變你可以有不同的形式
[00:00:50.240 --> 00:00:50.840]  包括什麼呢?
[00:00:50.840 --> 00:00:52.120]  父母教你的東西
[00:00:52.120 --> 00:00:53.240]  公司學的東西
[00:00:53.240 --> 00:00:54.680]  學校老師教你的東西
[00:00:54.680 --> 00:00:56.080]  學懂了之後就知道
[00:00:56.080 --> 00:00:58.080]  哇!好棒!我就可以變了
[00:00:58.080 --> 00:01:00.800]  在我們生命裡面有多少可以說得出
[00:01:00.800 --> 00:01:02.560]  是因為神的說話
[00:01:02.560 --> 00:01:04.560]  是因為聖經的真理
[00:01:04.560 --> 00:01:06.560]  使我的生命能夠改變了
[00:01:06.560 --> 00:01:08.560]  我和我身邊的人分享
[00:01:08.560 --> 00:01:10.880]  神的說話可以改變我生命的什麼
[00:01:10.880 --> 00:01:12.480]  究竟有多少內容
[00:01:12.480 --> 00:01:14.200]  我們可以和別人去講呢?
[00:01:14.200 --> 00:01:16.200]  這是我今天很想和大家講道
[00:01:16.200 --> 00:01:18.560]  或者帶大家去看今天聖經的時候
[00:01:18.560 --> 00:01:20.560]  朝向的一個方向
[00:01:20.560 --> 00:01:21.560]  非常重要的
[00:01:21.560 --> 00:01:22.560]  我很喜歡看聖經
[00:01:22.560 --> 00:01:24.160]  如果你有聖經可以拿著在手就可以了
[00:01:24.160 --> 00:01:25.000]  現在沒有派聖經
[00:01:25.000 --> 00:01:26.160]  可以拿著電話
[00:01:26.160 --> 00:01:28.160]  讓我們可以透過這個過程裡面
[00:01:28.160 --> 00:01:29.760]  去更加認識今天我想講
[00:01:29.760 --> 00:01:32.000]  或者講這篇道的焦點在哪裡
[00:01:32.000 --> 00:01:34.640]  我不知道如何理解有人這樣想
[00:01:34.640 --> 00:01:37.480]  什麼叫人生活總是有些想法
[00:01:37.480 --> 00:01:38.240]  或者這麼說
[00:01:38.240 --> 00:01:40.240]  人總會有一些信念
[00:01:40.240 --> 00:01:41.760]  在我們生活裡面
[00:01:41.760 --> 00:01:43.160]  在我們生命裡面出現
[00:01:43.160 --> 00:01:46.720]  信念確實會影響我們人生做決定
[00:01:46.720 --> 00:01:48.400]  我舉個例子很簡單
[00:01:48.400 --> 00:01:50.160]  上維基就知道了
[00:01:50.160 --> 00:01:50.960]  他有一句話這麼說
[00:01:50.960 --> 00:01:52.160]  什麼叫信念
[00:01:52.160 --> 00:01:53.160]  為什麼呢?
[00:01:53.160 --> 00:01:53.560]  很簡單
[00:01:53.560 --> 00:01:54.960]  這些很官方的東西
[00:01:55.360 --> 00:01:59.360]  信念是個人判斷和選擇事物真偽的思想意識
[00:01:59.360 --> 00:02:00.560]  好像很深奧
[00:02:00.560 --> 00:02:01.960]  待會解釋一下
[00:02:01.960 --> 00:02:07.360]  信念的正確與否取決於個人的見識
[00:02:07.360 --> 00:02:08.160]  簡單來說
[00:02:08.160 --> 00:02:11.360]  每個人生活都有些信念在決定人生
[00:02:11.360 --> 00:02:13.760]  或者在左右你每天做決定
[00:02:13.760 --> 00:02:14.760]  當然很簡單
[00:02:14.760 --> 00:02:15.960]  有些很生活化
[00:02:15.960 --> 00:02:16.760]  你吃哪一餐
[00:02:16.760 --> 00:02:18.960]  你的信念就是我不可以吃這麼高卡路里的
[00:02:18.960 --> 00:02:20.960]  自然就會選擇吃這些東西
[00:02:20.960 --> 00:02:22.760]  那些只是純粹吃東西
[00:02:22.760 --> 00:02:24.360]  但是當你做一些很重要的決定
[00:02:24.360 --> 00:02:25.760]  包括人生的大事
[00:02:25.760 --> 00:02:27.160]  前路方向
[00:02:27.160 --> 00:02:28.160]  投資
[00:02:28.160 --> 00:02:29.760]  這一切的時候
[00:02:29.760 --> 00:02:33.160]  可能都會因著你裡面怎麼去想那件事情
[00:02:33.160 --> 00:02:34.160]  還有他說的
[00:02:34.160 --> 00:02:38.560]  按著你判斷和選擇事物的真偽思想去想
[00:02:38.560 --> 00:02:39.360]  去做決定
[00:02:39.360 --> 00:02:41.160]  當然他有一個下一句就說
[00:02:41.160 --> 00:02:45.960]  信念正確與否是取決於你個人的見識
[00:02:45.960 --> 00:02:47.760]  什麼叫個人的見識
[00:02:47.760 --> 00:02:48.560]  是什麼來的?
[00:02:48.560 --> 00:02:49.760]  什麼叫個人的見識
[00:02:49.760 --> 00:02:51.160]  當然你看上去
[00:02:51.160 --> 00:02:53.360]  上維基就看到他一篇很長的說話
[00:02:53.360 --> 00:02:54.960]  不過總括而言
[00:02:54.960 --> 00:02:58.160]  我覺得個人的見識有兩個很重要的方向
[00:02:58.160 --> 00:02:59.360]  我們要知道
[00:02:59.360 --> 00:03:01.560]  因為這個也影響我們今天看聖經
[00:03:01.560 --> 00:03:05.360]  究竟神的話對我們生命有多大的影響力
[00:03:05.360 --> 00:03:06.560]  個人的見識
[00:03:06.560 --> 00:03:07.960]  如果按著我去理解
[00:03:07.960 --> 00:03:10.560]  或者按著那些文章我們去理解
[00:03:10.560 --> 00:03:13.960]  原來個人的見識分兩個很重要的方向
[00:03:13.960 --> 00:03:14.560]  第一個
[00:03:14.560 --> 00:03:15.360]  簡單一點的
[00:03:15.360 --> 00:03:16.760]  應該大家都認識的了
[00:03:16.760 --> 00:03:17.360]  就是什麼呢?
[00:03:17.360 --> 00:03:19.960]  從認知得來的知識
[00:03:19.960 --> 00:03:20.960]  什麼意思?
[00:03:20.960 --> 00:03:21.960]  簡單說
[00:03:21.960 --> 00:03:23.360]  你在小學的時候
[00:03:23.360 --> 00:03:24.960]  你老師告訴你
[00:03:24.960 --> 00:03:27.360]  我們做人要做一個誠實的人
[00:03:27.360 --> 00:03:28.960]  哪個老師不是這樣教你的?
[00:03:28.960 --> 00:03:29.960]  應該是這樣教的
[00:03:29.960 --> 00:03:30.760]  要誠實
[00:03:30.760 --> 00:03:32.160]  做誠實的人
[00:03:32.160 --> 00:03:33.560]  所以我們成長的時候
[00:03:33.560 --> 00:03:36.360]  特別在幼稚園初小的階段
[00:03:36.360 --> 00:03:38.360]  我就聽了很多這些價值觀
[00:03:38.360 --> 00:03:40.560]  然後放在心中
[00:03:40.560 --> 00:03:41.560]  你很明白了
[00:03:41.560 --> 00:03:42.960]  到你去到高少
[00:03:42.960 --> 00:03:44.160]  或者初中
[00:03:44.160 --> 00:03:45.760]  你就發現原來
[00:03:45.760 --> 00:03:46.560]  糟了
[00:03:46.560 --> 00:03:49.160]  原來我要做誠實的人
[00:03:49.160 --> 00:03:50.160]  如果不做誠實的人
[00:03:50.160 --> 00:03:51.560]  說謊就大件事了
[00:03:51.560 --> 00:03:51.960]  是不是?
[00:03:51.960 --> 00:03:54.160]  你心裡面就有一種很大的傾向
[00:03:54.160 --> 00:03:55.960]  說謊就大件事了
[00:03:55.960 --> 00:03:57.160]  有人責備了
[00:03:57.160 --> 00:03:58.960]  這些是從知識裡面
[00:03:58.960 --> 00:04:00.960]  告訴你一些想法
[00:04:00.960 --> 00:04:01.960]  成為了
[00:04:01.960 --> 00:04:03.160]  可能慢慢建立了
[00:04:03.160 --> 00:04:05.360]  成為了一些人生的信念
[00:04:05.360 --> 00:04:06.360]  你有一個想法
[00:04:06.360 --> 00:04:08.160]  我要做一個誠實的人
[00:04:08.160 --> 00:04:11.160]  這是從知識得來的一些見識
[00:04:11.160 --> 00:04:12.760]  不過人生很有趣的
[00:04:12.760 --> 00:04:13.960]  除了從知識
[00:04:13.960 --> 00:04:16.960]  從認知這個層面給我們一些見識之外
[00:04:16.960 --> 00:04:19.960]  原來人總會在經驗裡面
[00:04:19.960 --> 00:04:21.760]  去累積了一些看法
[00:04:21.760 --> 00:04:23.360]  累積了一些見識
[00:04:23.360 --> 00:04:25.360]  去成為了我們人生的信念
[00:04:25.360 --> 00:04:26.360]  又說回那個例子
[00:04:26.360 --> 00:04:27.760]  剛才那個例子
[00:04:27.760 --> 00:04:29.560]  我記得老師跟我說過
[00:04:29.560 --> 00:04:32.360]  從小一定要學會誠實做人
[00:04:32.360 --> 00:04:34.560]  我發現到了初中的時候
[00:04:34.560 --> 00:04:35.560]  我就知道了
[00:04:35.560 --> 00:04:36.960]  不行
[00:04:36.960 --> 00:04:38.560]  如果我向著我父母
[00:04:38.560 --> 00:04:41.560]  很誠實地將我的生活、學校、人際
[00:04:41.560 --> 00:04:43.560]  所有的事情告訴他的話
[00:04:43.560 --> 00:04:44.960]  就大件事了
[00:04:44.960 --> 00:04:46.160]  我就發現了
[00:04:46.160 --> 00:04:47.960]  從這個經驗告訴我
[00:04:47.960 --> 00:04:50.560]  我就知道原來我要向我父母
[00:04:50.560 --> 00:04:52.560]  說一點點謊話
[00:04:52.560 --> 00:04:55.360]  就會帶來給我有自由
[00:04:55.360 --> 00:04:56.360]  很明顯
[00:04:56.360 --> 00:04:57.960]  在我的信念裡面我知道
[00:04:57.960 --> 00:04:58.960]  誠實不是不好
[00:04:58.960 --> 00:05:00.960]  不過經驗更加告訴我
[00:05:00.960 --> 00:05:02.760]  原來我說一點點謊話
[00:05:02.760 --> 00:05:05.560]  帶來給我在成長的旅程上
[00:05:05.560 --> 00:05:07.760]  有很多的自由度
[00:05:07.760 --> 00:05:09.160]  所以我就選擇了
[00:05:09.160 --> 00:05:10.360]  人生其中一個信念
[00:05:10.360 --> 00:05:12.760]  就是我不會將所有事情都告訴你
[00:05:12.760 --> 00:05:13.760]  又或者這麼說
[00:05:13.760 --> 00:05:14.960]  我說一點點謊話
[00:05:14.960 --> 00:05:17.160]  讓你覺得過關了
[00:05:17.160 --> 00:05:18.560]  我就可以多一點空間
[00:05:18.560 --> 00:05:20.160]  我只是說小學而已
[00:05:20.160 --> 00:05:22.760]  其實作為老公、老婆都有的
[00:05:22.760 --> 00:05:25.760]  作為拍拖的情侶都有的
[00:05:25.760 --> 00:05:27.560]  甚至可能作為小組
[00:05:27.560 --> 00:05:28.960]  你也常常發生
[00:05:28.960 --> 00:05:32.160]  說一點點不是很真又像真的那些事情
[00:05:32.160 --> 00:05:34.760]  讓整件事容易過去
[00:05:34.760 --> 00:05:35.960]  其實也是
[00:05:35.960 --> 00:05:38.760]  這個由經驗帶來給我們得來的知識
[00:05:38.760 --> 00:05:41.360]  也成為了我們人生的態度
[00:05:41.360 --> 00:05:44.160]  當然人生的態度可以說是人生的信念
[00:05:44.160 --> 00:05:45.360]  這些信念
[00:05:45.360 --> 00:05:46.960]  當你繼續持守
[00:05:46.960 --> 00:05:48.760]  去每天做一個決定
[00:05:48.760 --> 00:05:49.960]  甚或
[00:05:49.960 --> 00:05:52.160]  當你在一些很重要的決定下
[00:05:52.160 --> 00:05:54.360]  堅持著或者用這些想法
[00:05:54.360 --> 00:05:56.760]  用這些信念去實踐的話
[00:05:56.760 --> 00:05:58.960]  確實也挺影響你的
[00:05:58.960 --> 00:06:00.360]  不過今天我作為牧師
[00:06:00.360 --> 00:06:02.360]  我不是跟你討論心理學
[00:06:02.360 --> 00:06:04.360]  我是跟你討論信仰
[00:06:04.360 --> 00:06:05.960]  我又想問問大家
[00:06:05.960 --> 00:06:08.760]  究竟你知不知道你有多少人生的信念
[00:06:08.760 --> 00:06:10.360]  在過去的成長裡面
[00:06:10.360 --> 00:06:11.760]  透過不同的過程
[00:06:11.760 --> 00:06:12.960]  無論認知
[00:06:12.960 --> 00:06:14.560]  無論經驗的累積
[00:06:14.560 --> 00:06:16.560]  而建立了很多的信念
[00:06:16.560 --> 00:06:19.160]  而導向著你的人生
[00:06:19.160 --> 00:06:21.160]  你知不知道那些信念是怎麼來的
[00:06:21.160 --> 00:06:22.960]  我想說有些是好的
[00:06:22.960 --> 00:06:25.360]  我記得我那個年代看《亞信的故事》
[00:06:25.360 --> 00:06:27.360]  有沒有人看過?Esther應該看過那些
[00:06:27.360 --> 00:06:29.160]  《亞信的故事》
[00:06:29.160 --> 00:06:31.160]  對不起,為什麼會這樣
[00:06:31.160 --> 00:06:32.560]  真的不好意思
[00:06:32.560 --> 00:06:34.560]  《亞信的故事》
[00:06:34.560 --> 00:06:37.360]  很好,那套戲我記得那套戲
[00:06:37.360 --> 00:06:43.760]  《命運是對手命不低頭》
[00:06:43.760 --> 00:06:46.160]  我記得《亞信》很刻苦耐勞
[00:06:46.160 --> 00:06:48.760]  我想說這些都是一些電影帶來給我知道
[00:06:48.760 --> 00:06:51.160]  人生要刻苦耐勞
[00:06:51.160 --> 00:06:53.960]  認真工作是一種信念
[00:06:53.960 --> 00:06:56.760]  也使我今天的房大偉
[00:06:56.760 --> 00:06:58.360]  甚至做一個牧師
[00:06:58.360 --> 00:07:00.560]  我仍然覺得那套戲
[00:07:00.560 --> 00:07:03.160]  對我來說是很重要的東西
[00:07:03.160 --> 00:07:04.560]  我不知道你有沒有什麼信念
[00:07:04.560 --> 00:07:06.760]  不過我很想問
[00:07:06.760 --> 00:07:12.960]  這些信念究竟是不是用《聖經》作為依據呢?
[00:07:12.960 --> 00:07:14.760]  無論從認知
[00:07:14.760 --> 00:07:17.760]  從經驗累積回來的知識
[00:07:17.760 --> 00:07:19.760]  成為了你人生的態度
[00:07:19.760 --> 00:07:22.960]  或者你自己持守的人生信念
[00:07:22.960 --> 00:07:24.560]  左右你的每一個決定
[00:07:24.560 --> 00:07:28.160]  甚至在人生的大事上影響你
[00:07:28.160 --> 00:07:29.360]  我在這裡問
[00:07:29.360 --> 00:07:32.960]  究竟這些信念有沒有《聖經》依據?
[00:07:32.960 --> 00:07:34.560]  《聖經》是怎麼看的?
[00:07:34.560 --> 00:07:36.560]  當你去做決定的時候
[00:07:36.560 --> 00:07:38.960]  究竟你是在追隨這些信念
[00:07:38.960 --> 00:07:41.960]  還是用神的話
[00:07:41.960 --> 00:07:46.960]  以神的話去衡量你所面對的事情
[00:07:46.960 --> 00:07:48.360]  我不知道你有什麼信念
[00:07:48.360 --> 00:07:49.760]  人生有很多信念
[00:07:49.760 --> 00:07:51.360]  有些人的信念是什麼?
[00:07:51.360 --> 00:07:53.160]  我要自由自在
[00:07:53.160 --> 00:07:55.960]  人總是不會有免費的午餐
[00:07:55.960 --> 00:07:57.560]  所以沒有不勞而獲
[00:07:57.560 --> 00:07:58.560]  有些人的信念是什麼?
[00:07:58.560 --> 00:07:59.760]  我要有自主權
[00:07:59.760 --> 00:08:01.360]  自主是最重要的
[00:08:01.360 --> 00:08:02.160]  或者是什麼?
[00:08:02.160 --> 00:08:03.960]  我有一個信念
[00:08:03.960 --> 00:08:05.560]  就是覺得世界太複雜了
[00:08:05.560 --> 00:08:07.360]  複雜到我寧願什麼?
[00:08:07.360 --> 00:08:09.760]  我寧願旁觀就算了
[00:08:09.760 --> 00:08:11.160]  又或者有人會覺得
[00:08:11.160 --> 00:08:12.360]  這個世界真的不公平
[00:08:12.360 --> 00:08:13.560]  所以我要反抗
[00:08:13.560 --> 00:08:14.960]  這些是信念
[00:08:14.960 --> 00:08:16.160]  自己說自己很頭痛
[00:08:16.160 --> 00:08:18.560]  很明顯這些是你的人生態度
[00:08:18.560 --> 00:08:20.560]  跟你相處也肯定是
