
[00:00:00.000 --> 00:00:03.600]  敬拜隊帶我們去敬拜
[00:00:03.600 --> 00:00:07.360]  有些位置都很感動
[00:00:07.360 --> 00:00:10.080]  在生命中跟神的關係
[00:00:10.080 --> 00:00:15.840]  有時都會有很多東西阻礙我們體會到神是多麼愛我們
[00:00:15.840 --> 00:00:17.120]  他的拖帶
[00:00:17.120 --> 00:00:19.680]  不過其實神一直都沒有變
[00:00:19.680 --> 00:00:21.120]  神一直都和我們同在
[00:00:21.120 --> 00:00:22.720]  很盼望大兄姐妹
[00:00:22.720 --> 00:00:25.280]  你們未來可能都會有很多考試期
[00:00:25.280 --> 00:00:26.240]  會有緊張
[00:00:26.240 --> 00:00:27.840]  會有風浪的面對
[00:00:27.840 --> 00:00:32.160]  都很希望你體會到神會拖帶你渡過這一切
[00:00:32.160 --> 00:00:35.200]  就好像以色列人渡過紅海
[00:00:35.200 --> 00:00:36.400]  神沒有拿走紅海
[00:00:36.400 --> 00:00:39.920]  但神會拖帶著以色列人渡過紅海
[00:00:39.920 --> 00:00:42.960]  盼望大兄姐妹你在生命中面對風浪的時間
[00:00:42.960 --> 00:00:46.560]  你都體會到神會拖帶你渡過這段難關
[00:00:46.560 --> 00:00:49.680]  這段時間
[00:00:49.680 --> 00:00:52.320]  這兩天特別開心
[00:00:52.320 --> 00:00:56.160]  青少部有《逆旅先鋒》
[00:00:56.160 --> 00:00:58.160]  有多少人有參加《逆旅先鋒》
[00:00:58.160 --> 00:00:58.720]  有嗎
[00:00:58.720 --> 00:00:59.360]  有呀
[00:00:59.360 --> 00:01:00.320]  很多
[00:01:00.320 --> 00:01:01.280]  這邊很旺
[00:01:01.280 --> 00:01:02.320]  這邊都有
[00:01:02.320 --> 00:01:04.560]  我記得我當時在吃炒麵
[00:01:04.560 --> 00:01:06.080]  很棒
[00:01:06.080 --> 00:01:10.400]  《逆旅先鋒》其實是青少部一年一度的盛事
[00:01:10.400 --> 00:01:12.720]  都鼓勵大家往後再參加
[00:01:12.720 --> 00:01:14.400]  過去一直都很開心
[00:01:14.400 --> 00:01:17.200]  有8K、15K、30K都有
[00:01:17.200 --> 00:01:18.400]  是兩天一夜
[00:01:18.400 --> 00:01:20.400]  然後在餐廳打火鍋
[00:01:20.400 --> 00:01:22.400]  整個AV團隊上去打火鍋
[00:01:22.400 --> 00:01:24.080]  去支持人和自己
[00:01:24.080 --> 00:01:26.080]  是一個很開心的一件事
[00:01:26.080 --> 00:01:28.080]  不知往後有沒有機會
[00:01:28.080 --> 00:01:31.920]  希望《逆突破》都可以再開30K
[00:01:31.920 --> 00:01:33.920]  大家的體會都會好一點
[00:01:33.920 --> 00:01:37.200]  其實《逆旅先鋒》有一個口號
[00:01:37.200 --> 00:01:39.200]  不知道大家記不記得
[00:01:39.200 --> 00:01:41.200]  知不知道是怎樣
[00:01:41.200 --> 00:01:43.200]  在乎同行在乎堅持
[00:01:43.200 --> 00:01:45.920]  其實這個口號主要講一樣東西
[00:01:45.920 --> 00:01:47.120]  你去行山的時候
[00:01:47.120 --> 00:01:48.080]  困難不要緊
[00:01:48.080 --> 00:01:49.200]  旁邊有人幫著你
[00:01:49.200 --> 00:01:51.200]  跟你一起去同行是好的
[00:01:51.200 --> 00:01:52.000]  不過很有趣
[00:01:52.000 --> 00:01:53.280]  很想講一樣東西
[00:01:53.280 --> 00:01:57.440]  有時候現實和理想有很大落差
[00:01:57.440 --> 00:01:59.440]  在乎同行在乎堅持
[00:01:59.440 --> 00:02:01.440]  但去到現實有時候
[00:02:01.440 --> 00:02:03.440]  都真的不是很同行
[00:02:03.440 --> 00:02:04.240]  我見過
[00:02:04.240 --> 00:02:05.040]  不是說你們
[00:02:05.040 --> 00:02:08.480]  以前有些初中去行《逆旅先鋒》是怎樣的
[00:02:08.480 --> 00:02:11.920]  一開始就一支箭飆了去
[00:02:11.920 --> 00:02:14.400]  導師就留在後面跟著
[00:02:14.400 --> 00:02:16.400]  最後回來的時候
[00:02:16.400 --> 00:02:18.400]  我見有很慘的導師
[00:02:18.400 --> 00:02:19.360]  哭了
[00:02:19.360 --> 00:02:21.360]  很多孤單感
[00:02:21.440 --> 00:02:22.480]  童年回憶
[00:02:22.480 --> 00:02:23.280]  童年陰影
[00:02:23.280 --> 00:02:24.800]  全部都出來
[00:02:24.800 --> 00:02:25.760]  非常慘
[00:02:25.760 --> 00:02:27.120]  沒辦法
[00:02:27.120 --> 00:02:29.360]  因為有些初中想鬥快
[00:02:29.360 --> 00:02:32.560]  想贏其他人
[00:02:32.560 --> 00:02:35.760]  所以有時候會變得很淒慘
[00:02:35.760 --> 00:02:38.160]  所以不如你看一下你旁邊的導師
[00:02:38.160 --> 00:02:39.360]  你跟他鼓勵一下
[00:02:39.360 --> 00:02:40.400]  你真的很好
[00:02:40.400 --> 00:02:41.840]  不如跟他說一聲好嗎
[00:02:41.840 --> 00:02:43.280]  拍一下你旁邊的導師
[00:02:43.280 --> 00:02:44.720]  多謝他
[00:02:44.720 --> 00:02:46.720]  非常好
[00:02:46.720 --> 00:02:50.240]  有時候在生命裏面
[00:02:50.240 --> 00:02:53.040]  現實和理想
[00:02:53.040 --> 00:02:53.600]  不是
[00:02:53.600 --> 00:02:56.960]  這個理想和現實都有很大的落差
[00:02:56.960 --> 00:02:59.200]  我們很想去做到一些東西
[00:02:59.200 --> 00:03:00.800]  很想去做得好一件事
[00:03:00.800 --> 00:03:02.720]  或者我們很想有些信念
[00:03:02.720 --> 00:03:03.680]  很想去堅持
[00:03:03.680 --> 00:03:05.920]  但在現實裏面可能有時候
[00:03:05.920 --> 00:03:07.440]  都不是做得很好
[00:03:07.440 --> 00:03:09.440]  因為有很多東西會阻礙我們
[00:03:09.440 --> 00:03:11.200]  或者很多時候
[00:03:11.200 --> 00:03:13.440]  有很多假象會出現
[00:03:13.440 --> 00:03:15.440]  令我們以為自己做得很好
[00:03:15.440 --> 00:03:17.280]  但其實可能有些東西在阻礙我們
[00:03:17.280 --> 00:03:19.120]  在看現實是怎樣
[00:03:19.120 --> 00:03:22.080]  今天我們很想去看一件事
[00:03:22.080 --> 00:03:23.280]  就是我們生命裏面
[00:03:23.280 --> 00:03:25.280]  怎樣可以在屬靈生命裏面
[00:03:25.280 --> 00:03:27.680]  展現一個真實的屬靈生命
[00:03:27.680 --> 00:03:30.240]  我們講到有些特別
[00:03:30.240 --> 00:03:32.320]  過去一整年我們都在講人物
[00:03:32.320 --> 00:03:36.240]  但今天特別講一個叫教會的主題
[00:03:36.240 --> 00:03:37.760]  整個教會一起講
[00:03:37.760 --> 00:03:39.120]  講馬可福音
[00:03:39.120 --> 00:03:40.880]  馬可福音其實都很好
[00:03:40.880 --> 00:03:44.080]  因為當中很多都是在講屬靈的品格
[00:03:44.080 --> 00:03:47.440]  所以拍完我們今天學習了一些屬靈品格之後
[00:03:47.440 --> 00:03:49.440]  我們生命裏面就可以去實踐出來
[00:03:49.440 --> 00:03:54.000]  以致我們可以活出一個真正的屬靈生命
[00:03:54.000 --> 00:03:55.600]  馬可福音是怎樣的呢
[00:03:55.600 --> 00:03:57.600]  下一頁可以去看
[00:03:57.600 --> 00:04:01.680]  馬可福音一章一節已經講了整個馬可福音講甚麼
[00:04:01.680 --> 00:04:04.000]  神的兒子耶穌基督福音的起頭
[00:04:04.000 --> 00:04:06.000]  所以講的是主耶穌基督
[00:04:06.000 --> 00:04:08.640]  主耶穌基督就是那個Good News的開始
[00:04:08.640 --> 00:04:10.960]  亦都是那個源頭在裏面
[00:04:10.960 --> 00:04:12.640]  並且第二件事
[00:04:12.640 --> 00:04:15.760]  就是講到在第二節那裏下一頁
[00:04:15.760 --> 00:04:17.760]  那裏有個字叫Hodos
[00:04:17.760 --> 00:04:19.440]  就是那個道路的字
[00:04:19.440 --> 00:04:21.840]  所以其實就是在講主耶穌福音的起頭
[00:04:21.840 --> 00:04:23.840]  有條路預備給他
[00:04:23.840 --> 00:04:27.920]  一至十章就是在講那條道路
