
[00:00:00.000 --> 00:00:03.000]  今晚再一次回來大家當中
[00:00:03.000 --> 00:00:06.000]  都是很想分享二世傑書
[00:00:06.000 --> 00:00:12.000]  因為這本書我覺得很接近剛才詩歌裡說的很多經歷
[00:00:12.000 --> 00:00:15.000]  因福剛才大家看過
[00:00:15.000 --> 00:00:17.000]  35週年經過很多轉折
[00:00:17.000 --> 00:00:19.000]  包括去過方方
[00:00:19.000 --> 00:00:20.000]  去過永輝
[00:00:20.000 --> 00:00:22.000]  我不知道大家知不知道永輝
[00:00:22.000 --> 00:00:27.000]  如果你看回35週年的培靈會
[00:00:27.000 --> 00:00:30.000]  你會聽見Watchman
[00:00:30.000 --> 00:00:32.000]  應該當時是住在永輝上
[00:00:32.000 --> 00:00:35.000]  他的經歷教會怎樣跟他一家
[00:00:35.000 --> 00:00:37.000]  我們去過秋創
[00:00:37.000 --> 00:00:41.000]  去過羅氏
[00:00:41.000 --> 00:00:43.000]  我第一次回因福就是在秋創
[00:00:43.000 --> 00:00:45.000]  當時是風聞有這間教會
[00:00:45.000 --> 00:00:48.000]  所以我就回了這間教會一次
[00:00:48.000 --> 00:00:50.000]  因為當時我的教會就在附近
[00:00:50.000 --> 00:00:51.000]  我去看看
[00:00:51.000 --> 00:00:52.000]  當時真的很多人
[00:00:52.000 --> 00:00:54.000]  很多人願意回主日學
[00:00:54.000 --> 00:00:58.000]  後來因福去到羅氏
[00:00:58.000 --> 00:01:02.000]  當時我正在澳洲接受神學訓練
[00:01:02.000 --> 00:01:04.000]  我去過六目團契
[00:01:04.000 --> 00:01:06.000]  分享我在澳洲的服事
[00:01:06.000 --> 00:01:07.000]  六目團契就很好
[00:01:07.000 --> 00:01:09.000]  支持我做因福的宣教士
[00:01:09.000 --> 00:01:11.000]  我曾經成為因福的宣教士
[00:01:11.000 --> 00:01:14.000]  這是首次我跟因福的關係
[00:01:14.000 --> 00:01:16.000]  我回到香港的時候
[00:01:16.000 --> 00:01:18.000]  當時是2003年的年尾
[00:01:18.000 --> 00:01:21.000]  香港的時候剛剛SARS過去
[00:01:21.000 --> 00:01:24.000]  當時知道因福開始了普通話的崇拜
[00:01:24.000 --> 00:01:27.000]  因為我之前在澳洲的時候
[00:01:27.000 --> 00:01:28.000]  都在普通話的侍奉裏面
[00:01:28.000 --> 00:01:30.000]  很想進入普通話的侍工
[00:01:30.000 --> 00:01:32.000]  所以去到羅氏
[00:01:32.000 --> 00:01:33.000]  去見宋牧師
[00:01:33.000 --> 00:01:34.000]  看有沒有機會
[00:01:34.000 --> 00:01:36.000]  當時因福中心正在建成
[00:01:36.000 --> 00:01:37.000]  就在那段日子
[00:01:37.000 --> 00:01:40.000]  我跟因福連上了關係
[00:01:40.000 --> 00:01:45.000]  這些都是我們回憶教會一段一段的歷史
[00:01:45.000 --> 00:01:46.000]  有時歷史的回憶
[00:01:46.000 --> 00:01:48.000]  可以是很美好的
[00:01:48.000 --> 00:01:50.000]  好像人生一樣
[00:01:50.000 --> 00:01:51.000]  有時歷史的回憶
[00:01:51.000 --> 00:01:52.000]  回味過去
[00:01:52.000 --> 00:01:55.000]  裏面有很多很磨人的經歷
[00:01:55.000 --> 00:01:58.000]  今天我們看以色列的書的20章
[00:01:58.000 --> 00:01:59.000]  我們重新看一個
[00:01:59.000 --> 00:02:01.000]  都很磨人的歷史回顧
[00:02:01.000 --> 00:02:03.000]  甚至我覺得這個歷史回顧
[00:02:03.000 --> 00:02:06.000]  有一點像戀人吵架分手的時候
[00:02:06.000 --> 00:02:09.000]  大家數大家那種經歷
[00:02:09.000 --> 00:02:11.000]  裏面它數了五段的歷史
[00:02:11.000 --> 00:02:14.000]  不過我就讀了第一段給大家聽
[00:02:14.000 --> 00:02:17.000]  第一段就在以色列的書的20章
[00:02:17.000 --> 00:02:20.000]  第一到第九節
[00:02:20.000 --> 00:02:21.000]  聖經是這樣說的
[00:02:21.000 --> 00:02:23.000]  第七年五月初十
[00:02:23.000 --> 00:02:27.000]  有以色列的幾個長老前來求問耶和華
[00:02:27.000 --> 00:02:28.000]  坐在我面前
[00:02:28.000 --> 00:02:30.000]  耶和華的話臨到我說
[00:02:30.000 --> 00:02:31.000]  人子啊
[00:02:31.000 --> 00:02:33.000]  你要告訴以色列的長老
[00:02:33.000 --> 00:02:35.000]  對他們說
[00:02:35.000 --> 00:02:37.000]  主耶和華如此說
[00:02:37.000 --> 00:02:39.000]  你們來是為求問我嗎
[00:02:39.000 --> 00:02:41.000]  主耶和華說
[00:02:41.000 --> 00:02:43.000]  我指著我的永生氣勢
[00:02:43.000 --> 00:02:45.000]  我必不讓你們求問
[00:02:45.000 --> 00:02:46.000]  人子啊
[00:02:46.000 --> 00:02:48.000]  你要審問他們嗎
[00:02:48.000 --> 00:02:49.000]  你要審問嗎
[00:02:49.000 --> 00:02:53.000]  你當使他們知道他們祖先那些可憎的事
[00:02:53.000 --> 00:02:54.000]  你要對他們說
[00:02:54.000 --> 00:02:56.000]  主耶和華如此說
[00:02:56.000 --> 00:02:58.000]  當日我揀選以色列
[00:02:58.000 --> 00:03:01.000]  對亞國家的後裔起誓
[00:03:01.000 --> 00:03:03.000]  在埃及地向他們顯現
[00:03:03.000 --> 00:03:04.000]  起誓說
[00:03:04.000 --> 00:03:06.000]  我是耶和華你們的神
[00:03:06.000 --> 00:03:09.000]  那日我向他們起誓
[00:03:09.000 --> 00:03:11.000]  要領他們出埃及地
[00:03:11.000 --> 00:03:15.000]  到我為他們所找到的那裏物之地
[00:03:15.000 --> 00:03:18.000]  就是全地中最美好之地
[00:03:18.000 --> 00:03:19.000]  我對他們說
[00:03:19.000 --> 00:03:23.000]  你們各人要拋棄眼中所喜愛的可憎之物
[00:03:23.000 --> 00:03:26.000]  不可用埃及的偶像玷污自己
[00:03:26.000 --> 00:03:28.000]  我是耶和華你們的神
[00:03:28.000 --> 00:03:30.000]  他們卻活逆我
[00:03:30.000 --> 00:03:32.000]  不肯聽從我
[00:03:32.000 --> 00:03:35.000]  不拋棄他們眼中所喜愛的可憎之物
[00:03:35.000 --> 00:03:37.000]  離棄埃及的偶像
[00:03:37.000 --> 00:03:38.000]  我就說
[00:03:38.000 --> 00:03:39.000]  在埃及地
[00:03:39.000 --> 00:03:42.000]  我要把我的憤怒傾倒在他們身上
[00:03:42.000 --> 00:03:44.000]  向他們發盡我的怒氣
[00:03:44.000 --> 00:03:47.000]  我這麼做是為了我名的緣故
[00:03:47.000 --> 00:03:52.000]  免得我的命在他們所居住之烈國眼中被蝕逐
[00:03:52.000 --> 00:03:55.000]  我曾在這些烈國眼前向他們顯現
[00:03:55.000 --> 00:03:57.000]  領他們出了埃及地
[00:03:57.000 --> 00:04:00.000]  這段歷史
[00:04:00.000 --> 00:04:04.000]  與之前以色列書14章的歷史相當相似
[00:04:04.000 --> 00:04:06.000]  不過這次有個日期
[00:04:06.000 --> 00:04:08.000]  是第七年五月初十
[00:04:08.000 --> 00:04:11.000]  這是以色列秘魯第七年五月初十
[00:04:11.000 --> 00:04:13.000]  當時有幾個以色列的長老
[00:04:13.000 --> 00:04:15.000]  來求問耶和華
[00:04:15.000 --> 00:04:16.000]  坐在他面前
[00:04:16.000 --> 00:04:18.000]  與第十四章一樣
[00:04:18.000 --> 00:04:20.000]  或是大家看到的一張很特別
[00:04:20.000 --> 00:04:22.000]  這些以色列長老一坐下
[00:04:22.000 --> 00:04:24.000]  耶和華的話就臨到以西傑
[00:04:24.000 --> 00:04:26.000]  一開始耶和華就說
[00:04:26.000 --> 00:04:28.000]  你去數他們祖先的罪
[00:04:28.000 --> 00:04:31.000]  在這裡我們看到
[00:04:31.000 --> 00:04:32.000]  好像你回家
[00:04:32.000 --> 00:04:33.000]  你爸爸突然拍桌子罵你
[00:04:33.000 --> 00:04:34.000]  你一坐下
[00:04:34.000 --> 00:04:35.000]  吃飯都還沒坐下
[00:04:35.000 --> 00:04:36.000]  他就拍桌子罵你
[00:04:36.000 --> 00:04:37.000]  然後數你之前多少罪
[00:04:37.000 --> 00:04:39.000]  以色列長老的人一來到
[00:04:39.000 --> 00:04:40.000]  一坐下
[00:04:40.000 --> 00:04:41.000]  神已經罵
[00:04:41.000 --> 00:04:43.000]  他一罵就關乎他祖先
[00:04:43.000 --> 00:04:45.000]  如果我們用粗俗的問候他
[00:04:45.000 --> 00:04:47.000]  就像我這樣
[00:04:47.000 --> 00:04:49.000]  我們看到神當時
[00:04:49.000 --> 00:04:51.000]  對以色列的長老
[00:04:51.000 --> 00:04:56.000]  有一個很深的責問
[00:04:56.000 --> 00:04:57.000]  就是他剛才說
[00:04:57.000 --> 00:04:59.000]  他褻瀆了神的命
[00:04:59.000 --> 00:05:01.000]  在接下來的二十章
[00:05:01.000 --> 00:05:02.000]  待會說
[00:05:02.000 --> 00:05:03.000]  剛才是第一段的歷史
[00:05:03.000 --> 00:05:04.000]  在五段的歷史裡
[00:05:04.000 --> 00:05:06.000]  都關乎到一句話
[00:05:06.000 --> 00:05:08.000]  就是他們褻瀆了神的命
[00:05:08.000 --> 00:05:10.000]  在主禱文有一句話
[00:05:10.000 --> 00:05:13.000]  願人都尊你的名為聖
[00:05:13.000 --> 00:05:16.000]  怎知為之不是褻瀆神的名
[00:05:16.000 --> 00:05:20.000]  怎知為之尊神的名為聖
[00:05:20.000 --> 00:05:23.000]  在以色列書最後的三十六章二十二節
[00:05:23.000 --> 00:05:26.000]  我們看到怎樣尊神的名為聖
[00:05:26.000 --> 00:05:28.000]  我們可不可以一起讀這段經文
[00:05:28.000 --> 00:05:29.000]  一起讀
[00:05:29.000 --> 00:05:30.000]  一二三
[00:05:30.000 --> 00:05:34.000]  所以你要對以色列家說
[00:05:34.000 --> 00:05:36.000]  主耶和華如此說
[00:05:36.000 --> 00:05:37.000]  以色列家
[00:05:37.000 --> 00:05:40.000]  我做這事不是為你們
[00:05:40.000 --> 00:05:43.000]  而是為了我的聖名
[00:05:43.000 --> 00:05:47.000]  就是你們在所到的列國中攝族的
[00:05:47.000 --> 00:05:51.000]  我要使我至大的名顯為聖
[00:05:51.000 --> 00:05:54.000]  這名在列國中已遭攝族
[00:05:54.000 --> 00:05:58.000]  是你們在他們中間攝族的
[00:05:58.000 --> 00:06:00.000]  我在他們眼前
[00:06:00.000 --> 00:06:04.000]  在你們身上顯為聖的時候
[00:06:04.000 --> 00:06:07.000]  他們就知我是耶和華
[00:06:07.000 --> 00:06:10.000]  這是主耶和華說的
[00:06:10.000 --> 00:06:11.000]  簡單來說
[00:06:11.000 --> 00:06:14.000]  當以色列人在列國中沒有按神的要求
[00:06:14.000 --> 00:06:18.000]  活出神的心意
[00:06:18.000 --> 00:06:20.000]  他攝族了神的名
[00:06:20.000 --> 00:06:21.000]  反過來說
[00:06:21.000 --> 00:06:22.000]  神的名怎樣才顯為聖呢
[00:06:22.000 --> 00:06:23.000]  如果對於舊約來說
[00:06:23.000 --> 00:06:25.000]  神的名顯為聖就是
[00:06:25.000 --> 00:06:29.000]  神的子民按照神的樣式
[00:06:29.000 --> 00:06:31.000]  住在神所賜的美地
[00:06:31.000 --> 00:06:33.000]  神的名就顯為聖了
[00:06:33.000 --> 00:06:34.000]  這兩者結合的時候
[00:06:34.000 --> 00:06:36.000]  神的名就為聖了
[00:06:36.000 --> 00:06:38.000]  神的子民按照神的要求
[00:06:38.000 --> 00:06:39.000]  住在神的美地
[00:06:39.000 --> 00:06:41.000]  神的名就為聖了
[00:06:41.000 --> 00:06:43.000]  所以有兩部分都出現的時候
[00:06:43.000 --> 00:06:45.000]  神的名就顯為聖了
[00:06:45.000 --> 00:06:48.000]  我們回顧剛才所說的歷史
[00:06:48.000 --> 00:06:51.000]  在第五至九節
[00:06:51.000 --> 00:06:53.000]  是神開展了
[00:06:53.000 --> 00:06:55.000]  這個神顯為聖的第一部分
[00:06:55.000 --> 00:06:58.000]  就是神要給以色列人一塊美地賜
[00:06:58.000 --> 00:07:00.000]  所以第五至九節是這樣說的
[00:07:00.000 --> 00:07:01.000]  你要對他們說
[00:07:01.000 --> 00:07:02.000]  主耶和華如此說
[00:07:02.000 --> 00:07:04.000]  當日我揀選以色列
[00:07:04.000 --> 00:07:06.000]  好像一個在拍拖的人說話
[00:07:06.000 --> 00:07:07.000]  我揀選你
[00:07:07.000 --> 00:07:09.000]  對亞國家的後裔起誓
[00:07:09.000 --> 00:07:12.000]  在埃及地向他們顯現起誓說
