
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹
[00:00:02.000 --> 00:00:03.760]  各位朋友
[00:00:03.760 --> 00:00:05.200]  主內平安
[00:00:05.200 --> 00:00:08.720]  今天我們仔仔一堂
[00:00:08.720 --> 00:00:12.800]  真的要珍惜我們相聚的機會
[00:00:12.800 --> 00:00:15.360]  今早大家回來
[00:00:15.360 --> 00:00:17.120]  在講道之先
[00:00:17.120 --> 00:00:19.360]  想給你們看看一些東西
[00:00:19.360 --> 00:00:22.000]  這些是什麼?
[00:00:22.000 --> 00:00:23.200]  (火柴)
[00:00:23.200 --> 00:00:25.040]  火柴
[00:00:25.040 --> 00:00:28.640]  你說今早叫我看火柴做什麼?
[00:00:29.280 --> 00:00:30.800]  你看到這些火柴
[00:00:30.800 --> 00:00:33.120]  你有沒有一種驚訝的感覺呢?
[00:00:33.120 --> 00:00:35.520]  我想你不會
[00:00:35.520 --> 00:00:36.640]  你只是奇怪
[00:00:36.640 --> 00:00:40.480]  今早叫我看火柴做什麼
[00:00:40.480 --> 00:00:43.600]  在一百七十多年前
[00:00:43.600 --> 00:00:46.960]  當西方的傳教士來到中國
[00:00:46.960 --> 00:00:49.440]  農村傳福音的時候
[00:00:49.440 --> 00:00:55.200]  他們往往在村民面前會拆著一根火柴
[00:00:55.200 --> 00:00:58.080]  吸引村民來圍觀
[00:00:58.080 --> 00:01:01.920]  我們的中國農民看到這些陽火
[00:01:01.920 --> 00:01:03.600]  看到這些新事物
[00:01:03.600 --> 00:01:05.760]  就會感覺到很驚訝
[00:01:05.760 --> 00:01:11.040]  接著傳教士就開始宣講福音
[00:01:11.040 --> 00:01:14.480]  述說神奇妙的作為
[00:01:14.480 --> 00:01:16.480]  在上個世紀
[00:01:16.480 --> 00:01:18.720]  很多新發明、新事物
[00:01:18.720 --> 00:01:20.640]  一度都引起熱潮
[00:01:20.640 --> 00:01:24.960]  就好像圖中早期的電腦硬碟
[00:01:24.960 --> 00:01:28.320]  這些錄影機、錄影帶
[00:01:28.320 --> 00:01:32.240]  曾經在大學和很多機構都引起轟動
[00:01:32.240 --> 00:01:36.480]  教授、學生圍觀鼓掌
[00:01:36.480 --> 00:01:38.400]  我也有份
[00:01:38.400 --> 00:01:40.240]  但是現在這些東西
[00:01:40.240 --> 00:01:42.240]  都放在博物館了
[00:01:42.240 --> 00:01:45.360]  已經不能夠再引起激情
[00:01:45.360 --> 00:01:47.920]  正所謂英雄關鍵
[00:01:47.920 --> 00:01:50.400]  逆什麼?逆常人
[00:01:50.400 --> 00:01:52.560]  何況這些東西已經過時了
[00:01:52.560 --> 00:01:55.040]  人的發明和創作
[00:01:55.040 --> 00:01:57.760]  和創天造地的神比較
[00:01:57.760 --> 00:02:00.000]  簡直是「蚊比」和「牛比」
[00:02:00.000 --> 00:02:03.200]  但是神的創造在我們眼前
[00:02:03.200 --> 00:02:06.800]  我們往往也會有英雄關鍵
[00:02:06.800 --> 00:02:08.880]  逆常人的情況
[00:02:08.880 --> 00:02:12.800]  忽略了神創造的偉大和奇妙
[00:02:12.800 --> 00:02:15.520]  在今早宣講神話與之先
[00:02:15.520 --> 00:02:19.040]  讓我們一起同心討告吧
[00:02:19.040 --> 00:02:20.640]  慈愛的天父
[00:02:20.640 --> 00:02:22.640]  藉著詩篇的經文
[00:02:22.640 --> 00:02:26.480]  求祢教導我們如何過智慧的人生
[00:02:26.480 --> 00:02:29.280]  珍惜祢賜給我們的生命
[00:02:29.280 --> 00:02:31.520]  每日以喜樂的心
[00:02:31.520 --> 00:02:34.560]  享受神祢賜給我們的福分
[00:02:34.560 --> 00:02:36.640]  不要虛度光陰
[00:02:36.640 --> 00:02:39.520]  求祢令我們的心切勿理
[00:02:39.520 --> 00:02:42.240]  好似鹿切勿溪水
[00:02:42.240 --> 00:02:43.760]  把握我們的份
[00:02:43.760 --> 00:02:45.760]  依靠神而行善
[00:02:45.760 --> 00:02:48.000]  以神的信實為糧
[00:02:48.000 --> 00:02:50.720]  求祢引領我們實踐祢的話語
[00:02:50.720 --> 00:02:52.240]  以上不完全的禱告
[00:02:52.240 --> 00:02:55.440]  奉主耶穌基督得勝命之祈求
[00:02:55.440 --> 00:02:57.440]  阿門
