
[00:00:00.000 --> 00:00:03.480]  很感謝敬拜隊帶我們有這個敬拜
[00:00:03.480 --> 00:00:05.040]  其實真的很感謝
[00:00:05.040 --> 00:00:07.920]  其實他們的訊息也提醒了我
[00:00:07.920 --> 00:00:09.440]  我們本是塵土
[00:00:09.440 --> 00:00:10.800]  其實我們什麼都不是
[00:00:10.800 --> 00:00:13.120]  但神卻用祂的愛去
[00:00:13.120 --> 00:00:16.000]  一個一個拯救我們
[00:00:16.000 --> 00:00:18.280]  其實我們可以做的很微小
[00:00:18.280 --> 00:00:21.440]  就好像他們這群侍奉的人員一樣
[00:00:21.440 --> 00:00:23.440]  其實每一次崇拜
[00:00:23.440 --> 00:00:25.960]  我也很想感謝敬拜隊
[00:00:25.960 --> 00:00:27.520]  AV Team、SISI
[00:00:27.520 --> 00:00:29.920]  其實他們也是放上微小的侍奉
[00:00:29.920 --> 00:00:31.320]  神使用
[00:00:31.320 --> 00:00:33.920]  很想大家在崇拜裏
[00:00:33.920 --> 00:00:36.360]  好好地預備自己
[00:00:36.360 --> 00:00:39.040]  進入裏面去聆聽神的話語
[00:00:39.040 --> 00:00:41.640]  我也是將自己微小的放上
[00:00:41.640 --> 00:00:42.720]  求主使用
[00:00:42.720 --> 00:00:47.120]  我今天提到的題目是
[00:00:47.120 --> 00:00:49.640]  世界級的對手
[00:00:49.640 --> 00:00:52.120]  和對神級的隊友
[00:00:52.120 --> 00:00:54.320]  在這裏我想問大家一個問題
[00:00:54.320 --> 00:00:55.960]  我想問一下
[00:00:55.960 --> 00:00:59.880]  如果你們面對著一個世界級的對手
[00:00:59.880 --> 00:01:03.200]  你們有沒有信心贏他?
[00:01:03.200 --> 00:01:04.400]  有沒有信心?
[00:01:04.400 --> 00:01:05.520]  我看到有人
[00:01:05.520 --> 00:01:06.200]  很好
[00:01:06.200 --> 00:01:07.000]  有人回應我
[00:01:07.000 --> 00:01:07.560]  領導
[00:01:07.560 --> 00:01:08.160]  是的
[00:01:08.160 --> 00:01:09.520]  我猜大家都沒有信心
[00:01:09.520 --> 00:01:11.320]  我自問我一定沒有信心
[00:01:11.320 --> 00:01:15.480]  如果我給你一個神級的隊友
[00:01:15.480 --> 00:01:19.680]  你會有信心贏得到嗎?
[00:01:19.680 --> 00:01:21.000]  有沒有?
[00:01:21.000 --> 00:01:21.560]  猶豫了
[00:01:21.560 --> 00:01:23.000]  有點猶豫了
[00:01:23.000 --> 00:01:24.800]  我想說神級是什麼呢?
[00:01:24.800 --> 00:01:28.800]  其實神級是一個電子遊戲的術語
[00:01:28.800 --> 00:01:30.800]  即是指一件事或什麼
[00:01:30.800 --> 00:01:32.680]  達到一個最高的境界
[00:01:32.680 --> 00:01:36.600]  一個無上限的最高級別
[00:01:36.600 --> 00:01:39.000]  無人能及的技術
[00:01:39.000 --> 00:01:40.000]  很厲害
[00:01:40.000 --> 00:01:45.720]  如果你有一個無上限厲害的隊友
[00:01:45.720 --> 00:01:48.200]  你會不會立刻很有信心
[00:01:48.200 --> 00:01:53.000]  你會贏得到這個世界級的對手?
[00:01:53.000 --> 00:01:55.080]  今天我要說的是經文裏面
[00:01:55.080 --> 00:02:00.200]  以色列人就是面對著一個世界級的對手
[00:02:00.200 --> 00:02:05.080]  不知道他們能否依靠神級的隊友
[00:02:05.080 --> 00:02:07.880]  幫助他們贏得這個對手呢?
[00:02:07.880 --> 00:02:10.200]  我們今天先說背景
[00:02:10.200 --> 00:02:15.080]  我今天要說的經文是《文素記》的十三章和第十四章
[00:02:15.080 --> 00:02:17.080]  《文素記》的記載是說
[00:02:17.080 --> 00:02:19.440]  摩西會帶領以色列民
[00:02:19.440 --> 00:02:22.680]  他們由西乃山進入巴林礦野
[00:02:22.680 --> 00:02:27.280]  接著他們將要按照神的吩咐進入迦南地
[00:02:27.280 --> 00:02:29.480]  但在他們進入迦南地之前
[00:02:29.480 --> 00:02:31.280]  就是十三章的開始
[00:02:31.280 --> 00:02:33.880]  摩西就在各支派當中
[00:02:33.880 --> 00:02:37.280]  派一個代表進入迦南地
[00:02:37.280 --> 00:02:41.080]  去打探一下當地的實際情況
[00:02:41.080 --> 00:02:42.880]  而我今天要說的人物
[00:02:42.880 --> 00:02:45.800]  就是十二探子的其中一個
[00:02:45.800 --> 00:02:47.080]  他的名字叫加勒
[00:02:47.080 --> 00:02:50.280]  有沒有人未聽過加勒?
[00:02:50.280 --> 00:02:53.080]  沒有人舉手,即是全部人都聽過了
[00:02:53.080 --> 00:02:56.080]  加勒在聖經裏面很少出現
[00:02:56.080 --> 00:02:57.280]  不多經文
[00:02:57.280 --> 00:03:01.480]  主要是在《文素記》和《約書亞記》中出現
[00:03:01.480 --> 00:03:06.280]  而今天的經文就是加勒的首次登場
[00:03:06.280 --> 00:03:09.480]  加勒是猶大支派的領袖
[00:03:09.480 --> 00:03:12.080]  而在今天這個窺探事件裏面
[00:03:12.080 --> 00:03:16.480]  加勒就成為了約書亞一個很緊密的戰友
[00:03:16.480 --> 00:03:19.080]  加勒到了八十五歲高齡的時候
[00:03:19.080 --> 00:03:22.080]  他仍然主動跟約書亞說
[00:03:22.080 --> 00:03:25.680]  要求他去征服阿勒族人
[00:03:25.680 --> 00:03:31.080]  可以看得出加勒是一個能夠依靠著神
[00:03:31.080 --> 00:03:35.680]  對神充滿信心,並且有大能的戰士
[00:03:35.680 --> 00:03:39.680]  他更加在《文素記》的十四章二十四節
[00:03:39.680 --> 00:03:41.680]  得到神對他的讚賞
[00:03:41.680 --> 00:03:44.080]  他說:唯獨我的僕人加勒
[00:03:44.080 --> 00:03:48.080]  因為另有一個心志,專心跟從我
[00:03:48.080 --> 00:03:49.880]  我很想透過今天的經文
[00:03:49.880 --> 00:03:54.680]  去看一看加勒如何專一跟從主
[00:03:54.680 --> 00:03:58.480]  讓他的屬靈品格成為我們的學習榜樣
[00:03:58.480 --> 00:04:00.680]  我們先讀出
[00:04:00.680 --> 00:04:03.680]  今天的經文有點長,請大家給點耐性一起讀
[00:04:03.680 --> 00:04:08.480]  就是十三章二十五節到十四章第四節
[00:04:08.480 --> 00:04:10.280]  好,一二三
[00:04:10.280 --> 00:04:14.280]  他們窺探那地四十天之後就回來了
[00:04:14.280 --> 00:04:17.480]  他們來到巴蘭曠野的迦底斯
[00:04:17.480 --> 00:04:21.080]  摩西、阿倫以及以色列傳媒眾那裡
[00:04:21.080 --> 00:04:23.480]  向他們和傳媒眾報告
[00:04:23.480 --> 00:04:26.280]  又把那地的果子給他們看
[00:04:26.280 --> 00:04:28.280]  他們告訴摩西說
[00:04:28.280 --> 00:04:31.280]  我們到了你派我們去的那地
[00:04:31.280 --> 00:04:33.480]  果然是流乃與物之地
[00:04:33.480 --> 00:04:36.080]  這就是那地的果子
[00:04:36.080 --> 00:04:39.280]  但是,駐那地的百姓很強悍
[00:04:39.280 --> 00:04:41.480]  聖真又大又堅固
[00:04:41.480 --> 00:04:44.680]  我們也在那裡看見阿勒族人
[00:04:44.680 --> 00:04:47.080]  阿瑪力人住在尼加夫
[00:04:47.080 --> 00:04:51.280]  赫人、耶布斯人和阿摩利人住在山區
[00:04:51.280 --> 00:04:55.080]  迦南人住在沿海一帶和約旦河旁
[00:04:55.080 --> 00:04:58.480]  迦勒在摩西面前安撫百姓說
[00:04:58.480 --> 00:05:01.280]  我們立刻上去得那地吧
[00:05:01.280 --> 00:05:03.280]  我們必能征服他
[00:05:03.280 --> 00:05:06.080]  但那些和他和他的人卻說
[00:05:06.080 --> 00:05:09.080]  我們不能上去攻打那些百姓
[00:05:09.080 --> 00:05:11.880]  因為他們比我們強大
[00:05:11.880 --> 00:05:15.680]  於是探子中有人向以色列人散佈
[00:05:15.680 --> 00:05:17.880]  窺探之地的謠言說
[00:05:17.880 --> 00:05:22.480]  我們所走過所窺探之地是沒有人之地
[00:05:22.480 --> 00:05:27.280]  並且我們在那裡看見都是身材高大
[00:05:27.280 --> 00:05:29.680]  我們在那裡看見巨人
[00:05:29.680 --> 00:05:32.280]  就是巨人中的阿勒族人
[00:05:32.280 --> 00:05:35.480]  我們在眼中像乍晚一樣
[00:05:35.480 --> 00:05:39.280]  而在他們眼中我們也確是這樣
[00:05:39.280 --> 00:05:41.480]  傳媒中大聲宣揚
[00:05:41.480 --> 00:05:43.480]  那夜馬勝哭號
[00:05:43.480 --> 00:05:46.680]  以色列人向摩西和阿倫發怨言
[00:05:46.680 --> 00:05:48.680]  傳媒還對他們說
[00:05:48.680 --> 00:05:51.080]  我們寧願死在埃及地
[00:05:51.080 --> 00:05:53.080]  寧願死在這曠野
[00:05:53.080 --> 00:05:56.680]  而又說為甚麼要把我們領導那裡
[00:05:56.680 --> 00:05:58.680]  讓我們倒在刀下呢
[00:05:58.680 --> 00:06:02.080]  我們的妻子和孩子必成為略物
[00:06:02.080 --> 00:06:04.880]  我們回埃及起筆更好嗎
[00:06:04.880 --> 00:06:06.480]  他們彼此說
[00:06:06.480 --> 00:06:10.080]  我們不如選一個領袖回埃及去吧
[00:06:10.080 --> 00:06:12.080]  我們一起去禱告吧
[00:06:13.080 --> 00:06:15.080]  真是天父真是很感謝你
[00:06:15.080 --> 00:06:18.080]  讓我們一班弟兄姊妹能夠回來
[00:06:18.080 --> 00:06:19.080]  有去敬拜你
[00:06:19.080 --> 00:06:21.080]  有去聽你話語的時間
[00:06:21.080 --> 00:06:23.080]  主祀求你去預備我們的心
