
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹晚安
[00:00:03.000 --> 00:00:06.000]  大家看到PowerPoint
[00:00:06.000 --> 00:00:08.000]  麻煩大家出去PowerPoint
[00:00:08.000 --> 00:00:11.000]  PowerPoint出現了一個講題
[00:00:11.000 --> 00:00:14.000]  大家說這些字寫得漂亮嗎
[00:00:14.000 --> 00:00:18.000]  很漂亮,不過當然不是我寫的
[00:00:18.000 --> 00:00:22.000]  我們不如讀出來這個講題
[00:00:22.000 --> 00:00:25.000]  六個字的,預備開始
[00:00:25.000 --> 00:00:28.000]  重建手足之情
[00:00:28.000 --> 00:00:31.000]  這首這麼漂亮的字
[00:00:31.000 --> 00:00:35.000]  正正是團契當中的核心組長幫我寫的
[00:00:35.000 --> 00:00:39.000]  我一問他,他就很樂意地答應幫我
[00:00:39.000 --> 00:00:44.000]  而我們團契當中的組長都非常幫忙
[00:00:44.000 --> 00:00:49.000]  他們會幫助目者去關顧和養弟兄姊妹
[00:00:49.000 --> 00:00:53.000]  會安排和籌備聚會的活動
[00:00:53.000 --> 00:00:56.000]  以及承擔團契當中不同的服事
[00:00:56.000 --> 00:00:58.000]  而且不單止服事
[00:00:58.000 --> 00:01:02.000]  大家亦彼此關心,亦彼此代禱和支持
[00:01:02.000 --> 00:01:07.000]  但是在我夢召入讀神學院之前
[00:01:07.000 --> 00:01:12.000]  有一位目者,這位不是恩福堂的目者
[00:01:12.000 --> 00:01:18.000]  他告訴我,其實在教會做牧養是不容易的
[00:01:18.000 --> 00:01:23.000]  他形容教會有時好像一個動物園
[00:01:23.000 --> 00:01:27.000]  為什麼說教會像一個動物園呢?
[00:01:27.000 --> 00:01:31.000]  因為在動物當中,有些會比較強勢
[00:01:31.000 --> 00:01:33.000]  好像獅子、老虎
[00:01:33.000 --> 00:01:38.000]  有些會比較弱勢,像綿羊、兔子
[00:01:38.000 --> 00:01:41.000]  而且他們會分門別類
[00:01:41.000 --> 00:01:45.000]  甚至有時會相咬相吞
[00:01:45.000 --> 00:01:48.000]  我相信大家都有聽過
[00:01:48.000 --> 00:01:53.000]  有些教會的分裂和相爭的新聞
[00:01:53.000 --> 00:01:55.000]  我們都會聽過
[00:01:55.000 --> 00:02:01.000]  如果教會當中弟兄姊妹有衝突或嚴規
[00:02:01.000 --> 00:02:06.000]  我們又可以怎樣重建手足之情呢?
[00:02:06.000 --> 00:02:11.000]  讓我們一同看看今天的經文
[00:02:11.000 --> 00:02:17.000]  我們可以用欣賞經文的文學寫作手法
[00:02:17.000 --> 00:02:21.000]  當中用了對話敘述
[00:02:21.000 --> 00:02:25.000]  而不是單單新聞報道式的敘事
[00:02:25.000 --> 00:02:29.000]  讓讀者可以身歷其境地
[00:02:29.000 --> 00:02:33.000]  聽到經文中的人物的對話
[00:02:33.000 --> 00:02:36.000]  甚至可以想像到
[00:02:36.000 --> 00:02:42.000]  加上想像力,可以想像到當時他們的語氣和感情
[00:02:42.000 --> 00:02:47.000]  而在經文中,最主要有多少組人物呢?
[00:02:47.000 --> 00:02:49.000]  有三組
[00:02:49.000 --> 00:02:52.000]  第一是尼西米
[00:02:52.000 --> 00:02:55.000]  第二是白城
[00:02:55.000 --> 00:02:59.000]  第三是貴族和官長們
[00:02:59.000 --> 00:03:03.000]  大家留意,這三組人物
[00:03:03.000 --> 00:03:05.000]  其實全部都是猶太人
[00:03:05.000 --> 00:03:08.000]  都是神所揀選的子民
[00:03:08.000 --> 00:03:16.000]  我想請大家讀出PowerPoint上的經文
[00:03:16.000 --> 00:03:20.000]  我會讀尼西米的說話,黑色字
[00:03:20.000 --> 00:03:25.000]  請姊妹讀出白城的說話,紅色字
[00:03:25.000 --> 00:03:35.000]  然後請弟兄讀出貴族和官長的說話
[00:03:35.000 --> 00:03:42.000]  然後留意,經文中會有傳媒眾一起說的說話
[00:03:42.000 --> 00:03:47.000]  是綠色的,只有兩個字,大家留心
[00:03:47.000 --> 00:03:52.000]  我再說一次,我會讀尼西米的說話,黑色字
