
[00:00:00.000 --> 00:00:03.280]  今天我們的正道
[00:00:03.280 --> 00:00:06.160]  我們的經文就是哈巴古書
[00:00:06.160 --> 00:00:08.080]  題目是阿Q精神
[00:00:08.080 --> 00:00:10.080]  還是真正的信心
[00:00:10.080 --> 00:00:14.800]  兩個禮拜前有一次我搭港鐵
[00:00:14.800 --> 00:00:16.560]  因為趕時間
[00:00:16.560 --> 00:00:20.720]  於是就在扶手電梯的左邊急著走
[00:00:20.720 --> 00:00:22.480]  走到一半
[00:00:22.480 --> 00:00:24.080]  有一個人站在我前面
[00:00:24.080 --> 00:00:26.080]  於是我就說不好意思
[00:00:26.080 --> 00:00:28.800]  繞過去在他旁邊走
[00:00:28.800 --> 00:00:31.680]  沒想到他很大聲很兇
[00:00:31.680 --> 00:00:34.720]  罵我趕時間就走樓梯
[00:00:34.720 --> 00:00:37.840]  語氣是差很多的
[00:00:37.840 --> 00:00:39.840]  那一刻很突然
[00:00:39.840 --> 00:00:43.040]  心裡很想開口反駁他
[00:00:43.040 --> 00:00:45.040]  用不著這麼兇
[00:00:45.040 --> 00:00:47.040]  我有沒有阻礙你
[00:00:47.040 --> 00:00:50.000]  但最後自己都忍不住不出聲
[00:00:50.000 --> 00:00:51.280]  繼續走
[00:00:51.280 --> 00:00:53.520]  但他的語氣態度
[00:00:53.520 --> 00:00:57.200]  都令我不舒暢了一陣子
[00:00:57.200 --> 00:00:59.200]  那時我回想
[00:00:59.200 --> 00:01:01.200]  其實他說的話
[00:01:01.200 --> 00:01:03.200]  都不是完全錯的
[00:01:03.200 --> 00:01:05.200]  其實扶手電梯
[00:01:05.200 --> 00:01:07.200]  都不應該急著走
[00:01:07.200 --> 00:01:10.160]  都會有危險的
[00:01:10.160 --> 00:01:13.200]  不知道大家有沒有同樣經歷過一些
[00:01:13.200 --> 00:01:15.200]  不是這麼舒暢的經驗
[00:01:15.200 --> 00:01:17.200]  有沒有
[00:01:17.200 --> 00:01:19.200]  有
[00:01:19.200 --> 00:01:21.200]  其實回想
[00:01:21.200 --> 00:01:23.200]  這個經驗對我來說都是一種考驗
[00:01:23.200 --> 00:01:25.200]  考驗我的什麼
[00:01:25.200 --> 00:01:27.200]  忍耐
[00:01:27.200 --> 00:01:29.200]  就是忍耐
[00:01:29.200 --> 00:01:31.200]  克制
[00:01:31.200 --> 00:01:33.200]  是的
[00:01:33.200 --> 00:01:35.200]  人生模擬是充滿考驗
[00:01:35.200 --> 00:01:37.200]  每一個人無論在工作
[00:01:37.200 --> 00:01:39.200]  感情健康或者人際關係
[00:01:39.200 --> 00:01:43.200]  都有機會遇到大大小小的考驗
[00:01:43.200 --> 00:01:45.200]  其實不單止個人
[00:01:45.200 --> 00:01:47.200]  我們的家庭
[00:01:47.200 --> 00:01:49.200]  社會甚至各與各之間
[00:01:49.200 --> 00:01:51.200]  同樣都會遇到考驗
[00:01:51.200 --> 00:01:53.200]  我們居住的香港
[00:01:53.200 --> 00:01:55.200]  高昂的生活成本
[00:01:55.200 --> 00:01:57.200]  貧富懸殊
[00:01:57.200 --> 00:01:59.200]  房屋問題
[00:01:59.200 --> 00:02:01.200]  人口老化
[00:02:01.200 --> 00:02:03.200]  然後經濟結構的轉型
[00:02:03.200 --> 00:02:05.200]  以及在地緣
[00:02:05.200 --> 00:02:07.200]  政治緊張下
[00:02:07.200 --> 00:02:09.200]  怎樣維持國際金融中心的地位
[00:02:09.200 --> 00:02:11.200]  都成為社會
[00:02:11.200 --> 00:02:15.200]  政府當下面對的考驗
[00:02:15.200 --> 00:02:17.200]  以華盛頓郵報
[00:02:17.200 --> 00:02:19.200]  曾經說到
[00:02:19.200 --> 00:02:21.200]  中國的崛起
[00:02:21.200 --> 00:02:23.200]  和亞洲的緊張關係
[00:02:23.200 --> 00:02:25.200]  令到中美之間面臨
[00:02:25.200 --> 00:02:27.200]  1972年
[00:02:27.200 --> 00:02:29.200]  尼克遜總統訪華以來
[00:02:29.200 --> 00:02:31.200]  最艱鉅的考驗
[00:02:31.200 --> 00:02:33.200]  而在基督徒
[00:02:33.200 --> 00:02:35.200]  在信仰路上
[00:02:35.200 --> 00:02:37.200]  其中一項考驗
[00:02:37.200 --> 00:02:39.200]  無論你信主
[00:02:39.200 --> 00:02:41.200]  連日有多久
[00:02:41.200 --> 00:02:43.200]  又或者你多願意毀身
[00:02:43.200 --> 00:02:45.200]  你都會遇到的
[00:02:45.200 --> 00:02:47.200]  就是什麼
[00:02:47.200 --> 00:02:49.200]  信心的考驗
[00:02:49.200 --> 00:02:51.200]  信心是什麼
[00:02:51.200 --> 00:02:53.200]  希伯來書
[00:02:53.200 --> 00:02:55.200]  寫了一章一字
[00:02:55.200 --> 00:02:57.200]  他講到信
[00:02:57.200 --> 00:02:59.200]  就是所望之事的實體
[00:02:59.200 --> 00:03:01.200]  是未見之事的確據
[00:03:01.200 --> 00:03:03.200]  意思就是我們對將來未發生
[00:03:03.200 --> 00:03:05.200]  未看見的事情
[00:03:05.200 --> 00:03:07.200]  有一種把握
[00:03:07.200 --> 00:03:09.200]  有一種肯定
[00:03:09.200 --> 00:03:11.200]  信心功課容易嗎
[00:03:11.200 --> 00:03:13.200]  一點都不容易
[00:03:13.200 --> 00:03:15.200]  但對信徒來說
[00:03:15.200 --> 00:03:17.200]  它是一個非常重要的質素
[00:03:17.200 --> 00:03:19.200]  因為聖經講到
[00:03:19.200 --> 00:03:21.200]  人非有信
[00:03:21.200 --> 00:03:23.200]  就不能得神的喜悅
[00:03:23.200 --> 00:03:25.200]  我們可以為神做很多事
[00:03:25.200 --> 00:03:27.200]  出錢出力
[00:03:27.200 --> 00:03:31.200]  但神更起我們對他信心的依靠
[00:03:31.200 --> 00:03:33.200]  亞哥書第一章開始的時候
[00:03:33.200 --> 00:03:35.200]  就提到信心
[00:03:35.200 --> 00:03:37.200]  是要經過考驗
[00:03:37.200 --> 00:03:39.200]  而經過鍛鍊的信心
[00:03:39.200 --> 00:03:41.200]  會變得更堅固
[00:03:41.200 --> 00:03:43.200]  更有份量和價值
[00:03:43.200 --> 00:03:45.200]  大概2600年前
[00:03:45.200 --> 00:03:47.200]  有一位先知哈巴谷
[00:03:47.200 --> 00:03:49.200]  他就經歷過一次
[00:03:49.200 --> 00:03:51.200]  很大的信心功課
[00:03:51.200 --> 00:03:53.200]  哈巴谷
[00:03:53.200 --> 00:03:55.200]  是主前第七世紀末期的
[00:03:55.200 --> 00:03:57.200]  先知
[00:03:57.200 --> 00:03:59.200]  他的生平聖經沒有記載
[00:03:59.200 --> 00:04:01.200]  但知道哈巴谷
[00:04:01.200 --> 00:04:03.200]  有一顆憂國憂民的心
[00:04:03.200 --> 00:04:05.200]  他為了國家百姓
[00:04:05.200 --> 00:04:07.200]  日夜向耶和華禱告
[00:04:07.200 --> 00:04:09.200]  在看今天的經文之先
[00:04:09.200 --> 00:04:11.200]  我們先看看
[00:04:11.200 --> 00:04:13.200]  哈巴谷所居住的猶大國
[00:04:13.200 --> 00:04:15.200]  是當時一些歷史的背景
[00:04:15.200 --> 00:04:18.200]  以色列在索羅門之後
[00:04:18.200 --> 00:04:20.200]  就分裂成兩個國家
[00:04:20.200 --> 00:04:22.200]  以色列和猶大國
[00:04:22.200 --> 00:04:25.200]  以色列其後就被亞述鎖滅
[00:04:25.200 --> 00:04:28.200]  亞述下一個目標就是猶大國
[00:04:28.200 --> 00:04:32.200]  幸好當時有希西加王的出現
[00:04:32.200 --> 00:04:34.200]  他依靠耶和華
[00:04:34.200 --> 00:04:36.200]  在神的幫助下
[00:04:36.200 --> 00:04:38.200]  猶大國不致被滅
[00:04:38.200 --> 00:04:40.200]  但好景不常
