
[00:00:00.000 --> 00:00:02.000]  我們一起低頭祈禱吧
[00:00:02.000 --> 00:00:03.200]  賜給人愛天父
[00:00:03.200 --> 00:00:04.120]  願主祢保守
[00:00:04.120 --> 00:00:07.880]  讓我們在今天神的話語當中學習
[00:00:07.880 --> 00:00:09.760]  如何愛我們身邊的人
[00:00:09.760 --> 00:00:12.080]  亦如何愛主耶穌基督
[00:00:12.080 --> 00:00:16.040]  求主祢賜智慧和反正的心給我們
[00:00:16.040 --> 00:00:16.760]  多謝主
[00:00:16.760 --> 00:00:17.600]  以上祈禱交上
[00:00:17.600 --> 00:00:19.600]  奉耶穌基督的聖名而求
[00:00:19.600 --> 00:00:20.600]  阿們
[00:00:20.600 --> 00:00:23.480]  其實每逢自己預備要講道的時候
[00:00:23.480 --> 00:00:26.160]  都有很苦惱的時候
[00:00:26.160 --> 00:00:27.360]  最苦惱是什麼呢?
[00:00:27.360 --> 00:00:28.840]  不是解釋經文
[00:00:28.840 --> 00:00:30.440]  因為現在的AI很先進
[00:00:30.440 --> 00:00:31.680]  有無數的識經書
[00:00:31.680 --> 00:00:33.880]  基本上你解釋是很簡單的
[00:00:33.880 --> 00:00:35.800]  玩玩手你解釋還比我好
[00:00:35.800 --> 00:00:38.040]  但是要找一些生活例子
[00:00:38.040 --> 00:00:39.880]  想了很久也找不到
[00:00:39.880 --> 00:00:41.320]  很辛苦的
[00:00:41.320 --> 00:00:44.320]  因為你經常想來想去都是自己的例子
[00:00:44.320 --> 00:00:45.560]  在這個時候
[00:00:45.560 --> 00:00:48.880]  你會想到一個人的例子是可以出賣的
[00:00:48.880 --> 00:00:50.080]  是沒有問題的
[00:00:50.080 --> 00:00:52.480]  那個人就是我的老婆了
[00:00:52.480 --> 00:00:53.880]  所以我經常講道
[00:00:53.880 --> 00:00:57.160]  都會拿我老婆和我老婆的事情做例子
[00:00:57.280 --> 00:00:59.000]  直到有一天我老婆和我說
[00:00:59.000 --> 00:01:01.040]  你不要再拿我來做例子了
[00:01:01.040 --> 00:01:02.280]  還有就算拿
[00:01:02.280 --> 00:01:03.440]  都是拿一些正面一點的
[00:01:03.440 --> 00:01:04.480]  例如
[00:01:04.480 --> 00:01:05.880]  不要說老婆惡
[00:01:05.880 --> 00:01:07.000]  老婆對你不好
[00:01:07.000 --> 00:01:08.440]  你拿一些正面一點的例子
[00:01:08.440 --> 00:01:10.120]  不然別人以為我是什麼
[00:01:10.120 --> 00:01:11.400]  就是很惡的
[00:01:11.400 --> 00:01:13.600]  但是今天講這段經文
[00:01:13.600 --> 00:01:15.680]  正正找到一個知音人了
[00:01:15.680 --> 00:01:17.400]  都是出賣老婆的男人
[00:01:17.400 --> 00:01:19.320]  就是阿伯拉罕
[00:01:19.320 --> 00:01:22.800]  但是我們解釋阿伯拉罕一些生平的時候
[00:01:22.800 --> 00:01:24.560]  差不多今天這段經文
[00:01:24.560 --> 00:01:26.440]  都是橫跨很多的章節
[00:01:26.440 --> 00:01:28.160]  我們也挑選一些來看
[00:01:28.160 --> 00:01:29.400]  但是他的生平
[00:01:29.400 --> 00:01:31.800]  我們也發現有一些矛盾的地方
[00:01:31.800 --> 00:01:34.600]  雖然他信心之父是很強悍
[00:01:34.600 --> 00:01:36.280]  看起來對神很有信心
[00:01:36.280 --> 00:01:38.880]  但是你會發現他有一些位置
[00:01:38.880 --> 00:01:41.760]  原來他是很不同的
[00:01:41.760 --> 00:01:42.880]  很有矛盾的
[00:01:42.880 --> 00:01:46.120]  我覺得只有兩個進路去解釋
[00:01:46.120 --> 00:01:47.760]  他這些矛盾
[00:01:47.760 --> 00:01:48.880]  第一個進路
[00:01:48.880 --> 00:01:50.760]  就是他是一個壞的男人
[00:01:50.760 --> 00:01:51.920]  很壞的
[00:01:51.920 --> 00:01:53.080]  專門出賣老婆的
[00:01:53.080 --> 00:01:54.320]  出賣兒子的
[00:01:54.320 --> 00:01:56.240]  不斷燒兒子或獻給神的
[00:01:56.840 --> 00:01:57.880]  但是第二件事
[00:01:57.880 --> 00:01:58.520]  你就會想
[00:01:58.520 --> 00:02:00.800]  其實他會不會也是一個
[00:02:00.800 --> 00:02:03.880]  感情上很多矛盾的男人
[00:02:03.880 --> 00:02:06.360]  和一個很可憐的男人呢?
[00:02:06.360 --> 00:02:08.000]  當然我們也傾向
[00:02:08.000 --> 00:02:09.360]  解釋他為一個
[00:02:09.360 --> 00:02:11.400]  其實他感情上很豐富
[00:02:11.400 --> 00:02:13.600]  但是也有一些矛盾的
[00:02:13.600 --> 00:02:16.120]  但是他也是一個可憐的男人
[00:02:16.120 --> 00:02:17.680]  我們看一看一些生平
[00:02:17.680 --> 00:02:20.480]  由於我估計大部分的弟兄姊妹
[00:02:20.480 --> 00:02:22.720]  都應該對他的生平有些認識
[00:02:22.720 --> 00:02:25.520]  所以未必會見到這件事說得很詳細
[00:02:25.520 --> 00:02:28.360]  但是可以在當中留意一下
[00:02:28.360 --> 00:02:30.000]  或者從另一個角度去看
[00:02:30.000 --> 00:02:31.800]  亞伯拉罕這個男人
[00:02:31.800 --> 00:02:34.160]  為什麼有這麼多情感上的矛盾
[00:02:34.160 --> 00:02:37.680]  在第一個段落就是十八章
[00:02:37.680 --> 00:02:39.680]  三十一節至三十三節
[00:02:39.680 --> 00:02:41.000]  亞伯拉罕說
[00:02:41.000 --> 00:02:43.040]  「我再大膽地對我主說
[00:02:43.040 --> 00:02:45.440]  假如在哪裡找到二十個呢?」
[00:02:45.440 --> 00:02:46.120]  他回答
[00:02:46.120 --> 00:02:48.160]  「我因這二十個的緣故
[00:02:48.160 --> 00:02:50.200]  也不滅那城」
[00:02:50.200 --> 00:02:51.640]  這裡是說
[00:02:51.640 --> 00:02:55.760]  他在為所多瑪這個充滿罪惡的城
[00:02:55.760 --> 00:02:56.960]  去祈求
[00:02:56.960 --> 00:02:58.480]  希望神不會滅他
[00:02:58.480 --> 00:03:00.720]  因為神要滅所多瑪城
[00:03:00.720 --> 00:03:04.440]  但是當中住了一個親戚
[00:03:04.440 --> 00:03:05.680]  就是羅特
[00:03:05.680 --> 00:03:08.680]  羅特是亞伯拉罕的侄子
[00:03:08.680 --> 00:03:11.000]  他住了這個親戚在裡面
[00:03:11.000 --> 00:03:14.760]  所以亞伯拉罕非常疼愛羅特
[00:03:14.760 --> 00:03:16.320]  也因為他的緣故
[00:03:16.320 --> 00:03:19.640]  去祈求他住的所多瑪城
[00:03:19.640 --> 00:03:21.640]  是不會被滅亡的
[00:03:21.640 --> 00:03:24.080]  但是如果你聽到上一次
[00:03:24.080 --> 00:03:25.160]  差不多一個月前
[00:03:25.160 --> 00:03:28.360]  就是Sam傳道說這段經文的時候
[00:03:28.360 --> 00:03:31.960]  其實為什麼羅特會和亞伯拉罕分家的時候
[00:03:31.960 --> 00:03:33.960]  去了所多瑪這個地方呢?
[00:03:33.960 --> 00:03:38.040]  就因為那裡的經濟發展是十分良好
[00:03:38.040 --> 00:03:41.080]  雖然當地人是充滿罪惡
[00:03:41.080 --> 00:03:43.600]  但是他看上去那裡的經濟是良好
[00:03:43.600 --> 00:03:45.080]  就過了那裡的發展
[00:03:45.080 --> 00:03:48.320]  所以羅特真的和罪惡的地方裡面
[00:03:48.320 --> 00:03:50.000]  去賺錢
[00:03:50.000 --> 00:03:54.080]  但是他遇到神的審判的時候
[00:03:54.080 --> 00:03:55.360]  他也不能倖免
[00:03:55.360 --> 00:03:58.480]  亞伯拉罕就和神談判
[00:03:58.480 --> 00:04:00.240]  就是說如果所多瑪這個城
[00:04:00.240 --> 00:04:03.120]  找到有幾十個異人
[00:04:03.120 --> 00:04:05.360]  你會不會可以不要滅掉那個城
[00:04:05.360 --> 00:04:07.880]  可以讓羅特得救呢?
[00:04:07.880 --> 00:04:10.080]  不僅是羅特可以得救
[00:04:10.080 --> 00:04:12.800]  連他的產業也不會消失的
[00:04:12.800 --> 00:04:16.440]  他希望羅特也繼續復興
[00:04:16.440 --> 00:04:17.760]  他也能夠賺錢
[00:04:17.760 --> 00:04:19.000]  他也能夠安全
[00:04:19.000 --> 00:04:21.200]  他不停地談判的時候
[00:04:21.200 --> 00:04:22.160]  神就說
[00:04:22.160 --> 00:04:23.720]  真的沒有那麼多人
[00:04:23.720 --> 00:04:25.480]  談到尾段的時候
[00:04:25.480 --> 00:04:27.640]  就說如果那個城那麼大
[00:04:27.640 --> 00:04:29.000]  有二十個異人
[00:04:29.000 --> 00:04:30.760]  你可不可以不要滅掉呢?
[00:04:30.760 --> 00:04:32.040]  到了三十二節
[00:04:32.040 --> 00:04:33.080]  亞伯拉罕就說
[00:04:33.080 --> 00:04:36.360]  請神不要生氣了
[00:04:36.360 --> 00:04:38.080]  讓我最後再問你一次
[00:04:38.080 --> 00:04:40.880]  假如那個城有十個異人
[00:04:40.880 --> 00:04:43.280]  你可不可以因為十個異人的緣故
[00:04:43.280 --> 00:04:46.080]  不要滅掉所多瑪這個城呢?
[00:04:46.080 --> 00:04:47.440]  到了第三十三節
